english,english_parts,tune,tune_parts,joiner,parts,whole,where,kind
syndactyly,"joined + finger + state",,"? + gart + dom",ai,3,no,judged,verdict
syndrome,"sign + set",saqkaigig,"saqk + gig",ai,2,yes,judged,verdict
synthase,"build + enzyme",gufaispug,"guf + spug",ai,2,yes,judged,verdict
synthesis,"put + together",dradaitug,"drad + tug",ai,2,yes,judged,verdict
syrup,"thick + sugar + water",sespaigandaiwaC,"sesp + gand + waC",ai,3,yes,judged,verdict
tachycardia,"fast + heart",fastaizif,"fast + zif",ai,2,yes,judged,verdict
talus,"ankle + bone",xuftaibrod,"xuft + brod",ai,2,yes,judged,verdict
tamarind,"sour + pod + tree",yedzaipardaidip,"yedz + pard + dip",ai,3,yes,tree,proposal
tandem,"one + behind",zanaivib,"zan + vib",ai,2,yes,judged,verdict
tantalum,"charge + atom",rufaitom,"ruf + tom",ai,2,yes,atom,proposal
tea,"drink + leaf + plant",dugailifaidorf,"dug + lif + dorf",ai,3,yes,plant,proposal
teak,"oil + hard + wood",gipsaikadaivriC,"gips + kad + vriC",ai,3,yes,tree,proposal
technetium,"craft + atom",yabzaitom,"yabz + tom",ai,2,yes,atom,proposal
technique,"do + way",duzaiyat,"duz + yat",ai,2,yes,judged,verdict
tellurium,"earth + atom",riqaitom,"riq + tom",ai,2,yes,atom,proposal
tennessine,"great + atom",macaitom,"mac + tom",ai,2,yes,atom,proposal
tenor,"middle + voice",madaivoz,"mad + voz",ai,2,yes,judged,verdict
teratoma,"mixed + tissue + growth",,"? + txum + ?",ai,3,no,judged,verdict
terbium,"glow + atom",flokaitom,"flok + tom",ai,2,yes,atom,proposal
terrorism,"fear + rule",froCainesk,"froC + nesk",ai,2,yes,judged,verdict
testosterone,"male + hormone",mafaisnen,"maf + snen",ai,2,yes,judged,verdict
tetrachloride,"four + chlorine + salt",lafaivraqaitigz,"laf + vraq + tigz",ai,3,yes,judged,verdict
tetracycline,"bacteria + block + drug",brakaigiksaisom,"brak + giks + som",ai,3,yes,drug,proposal
thalamus,"brain + relay",,"bren + ?",ai,2,no,judged,verdict
thallium,"stick + atom",rebaitom,"reb + tom",ai,2,yes,atom,proposal
thistle,"sharp + flower + plant",bontaifloraidorf,"bont + flor + dorf",ai,3,yes,plant,proposal
thorium,"roar + atom",wudzaitom,"wudz + tom",ai,2,yes,atom,proposal
threonine,"amino + acid",,"? + falf",ai,2,no,judged,verdict
thrombosis,"clot + state",truzaidom,"truz + dom",ai,2,yes,judged,verdict
thulium,"beyond + atom",numpaitom,"nump + tom",ai,2,yes,atom,proposal
thyme,"small + smell + herb",smalailugairorb,"smal + lug + rorb",ai,3,yes,judged,verdict
thymidine,"thymine + sugar",,"? + gand",ai,2,no,judged,verdict
thymocyte,"thymus + cell",,"? + mudz",ai,2,no,judged,verdict
thymus,"chest + gland",gitxaismaq,"gitx + smaq",ai,2,yes,judged,verdict
thyroid,"throat + gland",galkaismaq,"galk + smaq",ai,2,yes,judged,verdict
thyroiditis,"thyroid + swell",,"? + parb",ai,2,no,judged,verdict
tibia,"shin + bone",djopaibrod,"djop + brod",ai,2,yes,judged,verdict
titanium,"strong + atom",livaitom,"liv + tom",ai,2,yes,atom,proposal
tobacco,"smoke + leaf + plant",smokailifaidorf,"smok + lif + dorf",ai,3,yes,plant,proposal
toenail,"toe + nail",vintaitogz,"vint + togz",ai,2,yes,judged,verdict
tomato,"red + soft + fruit",gicaisaftaimag,"gic + saft + mag",ai,3,yes,judged,verdict
tomography,"slice + writing",,"xogz + ?",ai,2,no,judged,verdict
tonsil,"throat + gland",galkaismaq,"galk + smaq",ai,2,yes,judged,verdict
torch,"carry + flame",maftaiflem,"maft + flem",ai,2,yes,judged,verdict
torpedo,"water + bomb",waCaimudj,"waC + mudj",ai,2,yes,judged,verdict
transaminase,"amine + move + enzyme",,"? + muv + spug",ai,3,no,judged,verdict
transduction,"across + lead",roqailid,"roq + lid",ai,2,yes,judged,verdict
transferase,"transfer + enzyme",palfaispug,"palf + spug",ai,2,yes,judged,verdict
transfusion,"blood + pour",bloCaihaft,"bloC + haft",ai,2,yes,judged,verdict
translocation,"across + place + move",roqainadaimuv,"roq + nad + muv",ai,3,yes,judged,verdict
transplant,"across + plant",roqaidorf,"roq + dorf",ai,2,yes,judged,verdict
travertine,"spring + lime",dempaidjim,"demp + djim",ai,2,yes,rock,proposal
tricolor,"three + colour",,"suC + ?",ai,2,no,judged,verdict
triphosphate,"three + phosphate",,"suC + ?",ai,2,no,judged,verdict
trough,"long + vessel",nucaives,"nuc + ves",ai,2,yes,judged,verdict
truck,"goods + cart",veftaixets,"veft + xets",ai,2,yes,judged,verdict
tryptophan,"amino + acid",,"? + falf",ai,2,no,judged,verdict
tuff,"ash + stone",praxaiston,"prax + ston",ai,2,yes,judged,verdict
tulip,"cup + flower",nipsaiflor,"nips + flor",ai,2,yes,flower,proposal
tungsten,"wolf + atom",wolfaitom,"wolf + tom",ai,2,yes,atom,proposal
turmeric,"yellow + root",buxaifebz,"bux + febz",ai,2,yes,judged,verdict
turnip,"round + root",mapsaifebz,"maps + febz",ai,2,yes,plant,proposal
turpentine,"pine + oil",compaigips,"comp + gips",ai,2,yes,judged,verdict
tyrosine,"amino + acid",,"? + falf",ai,2,no,judged,verdict
ulna,"lower + arm + bone",,"? + marb + brod",ai,3,no,judged,verdict
ultrasound,"beyond + sound",numpaisam,"nump + sam",ai,2,yes,judged,verdict
ultraviolet,"beyond + violet",numpaikoj,"nump + koj",ai,2,yes,judged,verdict
underground,"under + ground",betaimits,"bet + mits",ai,2,yes,judged,verdict
unilateral,"one + side + of",zanaisardaiyov,"zan + sard + yov",ai,3,yes,judged,verdict
upgrade,"up + grade",tedaidatx,"ted + datx",ai,2,yes,judged,verdict
uptake,"up + take",tedaitek,"ted + tek",ai,2,yes,judged,verdict
uranium,"break + atom",geqaitom,"geq + tom",ai,2,yes,atom,proposal
urea,"water + waste",waCaimusp,"waC + musp",ai,2,yes,judged,verdict
ureter,"kidney + tube",fundaitub,"fund + tub",ai,2,yes,judged,verdict
urethra,"water + tube",waCaitub,"waC + tub",ai,2,yes,judged,verdict
urogenital,"urine + genital",,"cidj + ?",ai,2,no,judged,verdict
urticaria,"nettle + rash",,"? + ?",ai,2,no,judged,verdict
uveitis,"eye + coat + swell",xicainuspaiparb,"xic + nusp + parb",ai,3,yes,judged,verdict
uvula,"throat + drop",galkaidrap,"galk + drap",ai,2,yes,judged,verdict
vaccine,"teach + body + drug",titxaivataisom,"titx + vat + som",ai,3,yes,judged,verdict
vacuole,"cell + bubble",mudzaijimp,"mudz + jimp",ai,2,yes,judged,verdict
valine,"amino + acid",,"? + falf",ai,2,no,judged,verdict
vamp,"again + patch",palaipatx,"pal + patx",ai,2,yes,judged,verdict
vanadium,"beauty + atom",bataitom,"bat + tom",ai,2,yes,atom,proposal
vanilla,"sweet + smell + pod",skitailugaipard,"skit + lug + pard",ai,3,yes,judged,verdict
varnish,"hard + gloss + coat",kadaismopainusp,"kad + smop + nusp",ai,3,yes,judged,verdict
vasculitis,"vessel + swell",vesaiparb,"ves + parb",ai,2,yes,judged,verdict
veneer,"thin + face + layer",porvaifesaigrof,"porv + fes + grof",ai,3,yes,judged,verdict
ventricle,"heart + room",zifaitif,"zif + tif",ai,2,yes,judged,verdict
vermilion,"bright + red",dinaigic,"din + gic",ai,2,yes,judged,verdict
vesicle,"small + sac",smalaisnaz,"smal + snaz",ai,2,yes,judged,verdict
vest,"arm + less + coat",marbaigefainusp,"marb + gef + nusp",ai,3,yes,judged,verdict
villus,"gut + hair",gutaifif,"gut + fif",ai,2,yes,judged,verdict
vinegar,"sour + wine",yedzaimalv,"yedz + malv",ai,2,yes,judged,verdict
violet,"purple + small + flower",sifaismalaiflor,"sif + smal + flor",ai,3,yes,flower,proposal
violin,"bow + string + box",pobzaidesaibraz,"pobz + des + braz",ai,3,yes,judged,verdict
volvulus,"gut + twist",gutaivits,"gut + vits",ai,2,yes,judged,verdict
vulva,"outer + sex + part",,"? + fed + part",ai,3,no,judged,verdict
walnut,"fold + nut + tree",foldaihiksaidip,"fold + hiks + dip",ai,3,yes,judged,verdict
wan,"pale + weak",xuskaislok,"xusk + slok",ai,2,yes,judged,verdict
warfare,"war + fare",gekaicond,"gek + cond",ai,2,yes,judged,verdict
warfarin,"blood + clot + block",bloCaitruzaigiks,"bloC + truz + giks",ai,3,yes,drug,proposal
water lily,"float + water + flower",flotaiwaCaiflor,"flot + waC + flor",ai,3,yes,flower,proposal
watermelon,"red + water + fruit",gicaiwaCaimag,"gic + waC + mag",ai,3,yes,plant,proposal
weed,"not + want + plant",masaiwantaidorf,"mas + want + dorf",ai,3,yes,plant,proposal
wheat,"bread + grain",dalfailetx,"dalf + letx",ai,2,yes,plant,proposal
willow,"weep + water + tree",yotxaiwaCaidip,"yotx + waC + dip",ai,3,yes,tree,proposal
wisteria,"hang + purple + flower",heqaisifaiflor,"heq + sif + flor",ai,3,yes,flower,proposal
wreath,"flower + ring",florairop,"flor + rop",ai,2,yes,judged,verdict
wrench,"twist + tool",vitsaitul,"vits + tul",ai,2,yes,judged,verdict
xenon,"alien + atom",kebzaitom,"kebz + tom",ai,2,yes,atom,proposal
xylene,"double + methyl + benzene",,"? + ? + ?",ai,3,no,judged,verdict
yam,"large + root",giqkaifebz,"giqk + febz",ai,2,yes,plant,proposal
yarrow,"flat + white + flower",flataiwipaiflor,"flat + wip + flor",ai,3,yes,flower,proposal
yew,"red + seed + conifer",,"gic + sid + ?",ai,3,no,tree,proposal
ytterbium,"memory + atom",gujaitom,"guj + tom",ai,2,yes,atom,proposal
yttrium,"bulb + atom",wuskaitom,"wusk + tom",ai,2,yes,atom,proposal
yucca,"sword + leaf + plant",bibzailifaidorf,"bibz + lif + dorf",ai,3,yes,plant,proposal
zinc,"brittle + atom",snimaitom,"snim + tom",ai,2,yes,atom,proposal
zinnia,"bright + round + flower",dinaimapsaiflor,"din + maps + flor",ai,3,yes,flower,proposal
zirconium,"opaque + atom",prikaitom,"prik + tom",ai,2,yes,atom,proposal
