root_a,english_a,root_b,english_b,distance,placed
pruk,pick,trog,torso,3,one hand placed
foz,picture,vas,aspect,3,one hand placed
foz,picture,vus,flex,3,one hand placed
fuf,piece,vov,axis,3,one hand placed
bent,pierce,demp,spring,3,neither hand placed
bent,pierce,pemp,victory,3,neither hand placed
bent,pierce,bimp,cigarette,3,neither hand placed
bent,pierce,dind,grant,3,neither hand placed
bent,pierce,pind,plain,3,neither hand placed
bent,pierce,dand,punch,3,neither hand placed
bent,pierce,pand,upon,3,one hand placed
valk,pill,vorg,cock,3,neither hand placed
smiC,pillar,snez,aversion,3,neither hand placed
smiC,pillar,snev,dangle,3,neither hand placed
smiC,pillar,snej,harass,3,neither hand placed
smiC,pillar,snec,scold,3,neither hand placed
corg,pinch,folk,coin,3,neither hand placed
corg,pinch,xolk,native,3,neither hand placed
corg,pinch,fark,brick,3,neither hand placed
corg,pinch,sark,discern,3,one hand placed
corg,pinch,xark,society,3,one hand placed
comp,pine,xont,convenient,3,neither hand placed
comp,pine,font,depend,3,neither hand placed
comp,pine,cunt,encourage,3,neither hand placed
djig,ping,txeg,projection,3,neither hand placed
botx,pity,dodj,below,3,neither hand placed
botx,pity,budj,cancer,3,neither hand placed
pint,plain,timp,trunk,3,neither hand placed
pint,plain,tend,dragon,3,neither hand placed
pind,plain,tent,reputation,3,neither hand placed
flen,plait,vreq,carp,3,neither hand placed
flen,plait,vrem,rein,3,neither hand placed
flen,plait,frim,lore,3,neither hand placed
flen,plait,vrin,pheasant,3,neither hand placed
flen,plait,friq,phosphorus,3,neither hand placed
flen,plait,fram,cascade,3,neither hand placed
flen,plait,fraq,hertz,3,neither hand placed
flen,plait,vran,seductive,3,neither hand placed
plan,plan,tram,rigid,3,one hand placed
plan,plan,traq,triangle,3,both hand placed
plan,plan,prem,exterior,3,one hand placed
plan,plan,tren,speck,3,one hand placed
plan,plan,preq,uncertain,3,one hand placed
plan,plan,prom,decorate,3,one hand placed
plan,plan,tron,slab,3,one hand placed
glob,planet,krod,whirl,3,one hand placed
glob,planet,klad,cloud,3,both hand placed
glob,planet,grad,grid,3,both hand placed
glob,planet,grap,issue,3,both hand placed
glob,planet,grud,manifest,3,one hand placed
glob,planet,klud,resource,3,one hand placed
dorf,plant,tolv,quality,3,neither hand placed
dorf,plant,tarv,fashion,3,neither hand placed
dorf,plant,talf,interrupt,3,neither hand placed
tarf,plastic,tolv,quality,3,neither hand placed
plet,plate,tred,trade,3,both hand placed
plet,plate,prid,humility,3,one hand placed
plet,plate,trit,puncture,3,one hand placed
plet,plate,trat,tight,3,both hand placed
plet,plate,prad,whim,3,one hand placed
flik,plateau,vrig,sag,3,neither hand placed
flik,plateau,freg,finite,3,neither hand placed
flik,plateau,vrek,nostalgia,3,neither hand placed
cogz,platform,xoks,scar,3,neither hand placed
bluc,platinum,drux,convey,3,neither hand placed
bluc,platinum,drus,radius,3,one hand placed
bluc,platinum,druf,sly,3,neither hand placed
bluc,platinum,brof,crater,3,neither hand placed
bluc,platinum,brox,domain,3,neither hand placed
bluc,platinum,plof,smear,3,neither hand placed
bluc,platinum,plox,snob,3,neither hand placed
pliz,please,tris,interest,3,both hand placed
pliz,please,trez,lobe,3,one hand placed
pliz,please,pres,pressure,3,both hand placed
malp,plenty,mort,camera,3,neither hand placed
malp,plenty,nolb,fill,3,neither hand placed
malp,plenty,morb,pal,3,neither hand placed
vobz,plot,vups,register,3,neither hand placed
fets,plug,vedz,covering,3,neither hand placed
fets,plug,fidz,grief,3,neither hand placed
fets,plug,vips,inform,3,neither hand placed
fets,plug,vaps,labor,3,neither hand placed
flug,plume,vruk,repetition,3,neither hand placed
flug,plume,vrog,fragrant,3,neither hand placed
smac,plump,snef,adjacent,3,neither hand placed
smac,plump,snex,dialect,3,neither hand placed
smac,plump,sneC,swarm,3,neither hand placed
smac,plump,snoC,anomaly,3,neither hand placed
smac,plump,snof,conjure,3,neither hand placed
smac,plump,snox,iodine,3,neither hand placed
galc,pocket,karf,generous,3,neither hand placed
galc,pocket,gorf,among,3,neither hand placed
galc,pocket,kolf,design,3,neither hand placed
pard,pod,talb,cap,3,one hand placed
pard,pod,polb,pet,3,one hand placed
zemp,poetry,zint,moral,3,neither hand placed
leC,point,riz,rise,3,both hand placed
leC,point,ric,straight,3,both hand placed
leC,point,rav,particle,3,both hand placed
leC,point,raj,range,3,both hand placed
leC,point,raz,resonate,3,both hand placed
spon,poise,stam,ignite,3,neither hand placed
spon,poise,staq,toil,3,neither hand placed
spon,poise,stuq,font,3,neither hand placed
spon,poise,stum,murmur,3,neither hand placed
fudz,polish,vuts,shed,3,neither hand placed
fudz,polish,vobz,plot,3,neither hand placed
sarv,polite,zalf,blade,3,neither hand placed
sarv,polite,zolv,award,3,neither hand placed
blak,poll,drag,cramp,3,neither hand placed
blak,poll,prag,pig,3,one hand placed
blak,poll,drek,cradle,3,neither hand placed
blak,poll,drok,tug,3,neither hand placed
blak,poll,plog,ware,3,neither hand placed
cand,pond,xent,ash,3,neither hand placed
cand,pond,xont,convenient,3,neither hand placed
cand,pond,font,depend,3,neither hand placed
plup,poop,trut,imitate,3,one hand placed
por,poor,tal,tell,3,both hand placed
por,poor,tul,tool,3,both hand placed
mand,pop,nent,willing,3,neither hand placed
mand,pop,nont,nurse,3,neither hand placed
bork,popular,parg,century,3,neither hand placed
bork,popular,darg,meal,3,neither hand placed
xebz,population,xips,severe,3,neither hand placed
fubz,porch,vups,register,3,neither hand placed
fubz,porch,vodz,beneath,3,neither hand placed
went,portal,wimp,origin,3,neither hand placed
Colf,pose,zorv,activity,3,neither hand placed
Colf,pose,corv,cloth,3,neither hand placed
Colf,pose,jorv,racket,3,neither hand placed
Colf,pose,vorv,shrink,3,neither hand placed
Colf,pose,varf,basis,3,neither hand placed
Colf,pose,jarf,bass,3,neither hand placed
Colf,pose,calv,bluff,3,neither hand placed
Colf,pose,zalv,dissolve,3,one hand placed
Colf,pose,jalv,ego,3,neither hand placed
Colf,pose,valv,evolve,3,one hand placed
Colf,pose,zarf,limit,3,neither hand placed
Colf,pose,carf,meter,3,neither hand placed
Colf,pose,valc,mount,3,neither hand placed
Colf,pose,vurf,verify,3,one hand placed
mid,positive,net,knit,3,both hand placed
dint,post,timp,trunk,3,neither hand placed
dint,post,tend,dragon,3,neither hand placed
klib,posture,kred,credit,3,one hand placed
bunt,pot,pump,rip,3,neither hand placed
bunt,pot,dump,wire,3,neither hand placed
bunt,pot,pond,butter,3,neither hand placed
bunt,pot,dond,button,3,neither hand placed
klov,potassium,kraf,comfort,3,one hand placed
solv,pound,zalf,blade,3,neither hand placed
solv,pound,zarv,goose,3,neither hand placed
fep,power,vib,behind,3,neither hand placed
fep,power,vit,information,3,one hand placed
fep,power,vat,body,3,one hand placed
fep,power,vab,vibe,3,one hand placed
nalp,practice,norb,belong,3,neither hand placed
prin,preach,treq,deceit,3,neither hand placed
prin,preach,trem,fuzz,3,neither hand placed
prex,precious,trij,treasure,3,both hand placed
drin,precision,treq,deceit,3,neither hand placed
drin,precision,trem,fuzz,3,neither hand placed
bran,predator,plam,cod,3,neither hand placed
bran,predator,plaq,habitat,3,neither hand placed
bran,predator,dreq,cork,3,neither hand placed
bran,predator,prem,exterior,3,neither hand placed
bran,predator,drem,indulge,3,neither hand placed
bran,predator,preq,uncertain,3,neither hand placed
bran,predator,prom,decorate,3,neither hand placed
bran,predator,drom,suspend,3,neither hand placed
bran,predator,droq,threshold,3,neither hand placed
gutx,prefer,kudj,fence,3,neither hand placed
gog,present,kak,turn,3,neither hand placed
gob,present,kad,hard,3,neither hand placed
gob,present,kup,tone,3,one hand placed
malf,press,narv,river,3,one hand placed
malf,press,nolv,deserve,3,neither hand placed
malf,press,morv,maybe,3,one hand placed
malf,press,norf,suspect,3,neither hand placed
pres,pressure,triz,basin,3,one hand placed
pres,pressure,traz,camouflage,3,one hand placed
gist,pretend,kesp,electric,3,neither hand placed
dek,prevent,tig,course,3,neither hand placed
dek,prevent,tag,huh,3,neither hand placed
daz,previous,tos,task,3,one hand placed
muts,price,nudz,program,3,neither hand placed
bast,prime,desp,farm,3,one hand placed
bast,prime,pesp,mile,3,one hand placed
rebz,primitive,rips,heir,3,neither hand placed
jeks,principle,xegz,snack,3,neither hand placed
jeks,principle,jigz,depression,3,neither hand placed
punt,print,tump,title,3,neither hand placed
punt,print,tond,cheer,3,neither hand placed
masp,prison,nest,huge,3,neither hand placed
boz,private,pas,space,3,both hand placed
boz,private,das,understand,3,both hand placed
boz,private,dus,reduce,3,both hand placed
praz,prize,tres,trace,3,both hand placed
prab,probable,tred,trade,3,both hand placed
prab,probable,trod,trajectory,3,one hand placed
fled,profane,vreb,graze,3,neither hand placed
fled,profane,vret,settle,3,one hand placed
fled,profane,vrid,trample,3,neither hand placed
fled,profane,vrad,deviate,3,neither hand placed
fled,profane,frab,sizzle,3,neither hand placed
flut,prohibit,vrud,cob,3,neither hand placed
flut,prohibit,vrup,nostril,3,neither hand placed
flut,prohibit,vrot,compute,3,neither hand placed
flut,prohibit,frod,designate,3,neither hand placed
gaks,project,kagz,turtle,3,neither hand placed
gaks,project,gegz,wet,3,neither hand placed
gaks,project,gogz,fan,3,neither hand placed
gaps,project,kabz,sink,3,neither hand placed
gaps,project,gebz,monster,3,neither hand placed
gaps,project,gobz,noise,3,neither hand placed
blid,prominent,drit,catalog,3,neither hand placed
blid,prominent,dred,pest,3,neither hand placed
blid,prominent,plet,plate,3,one hand placed
blid,prominent,pred,rinse,3,neither hand placed
blid,prominent,pleb,scroll,3,neither hand placed
feg,promise,vik,speak,3,neither hand placed
feg,promise,vak,multiply,3,one hand placed
spiv,prompt,stef,safe,3,one hand placed
citx,pronounce,fidj,dignity,3,neither hand placed
citx,pronounce,xidj,impact,3,neither hand placed
citx,pronounce,sidj,ward,3,neither hand placed
djav,propaganda,txaf,pedal,3,neither hand placed
djav,propaganda,txaC,surplus,3,neither hand placed
djav,propaganda,txev,calculate,3,neither hand placed
djav,propaganda,txov,gateway,3,neither hand placed
best,proper,disp,access,3,neither hand placed
best,proper,pisp,chuck,3,neither hand placed
cagz,prophecy,xaks,dial,3,neither hand placed
cagz,prophecy,ceks,cereal,3,neither hand placed
drof,proportion,trav,geometry,3,neither hand placed
drof,proportion,truv,rodent,3,neither hand placed
zomp,propose,zunt,lamp,3,neither hand placed
jarv,prostitute,xalf,tension,3,neither hand placed
jarv,prostitute,jolf,anchor,3,neither hand placed
jarv,prostitute,xorf,ceiling,3,neither hand placed
jarv,prostitute,xolv,fortunate,3,neither hand placed
meps,protect,nebz,cousin,3,neither hand placed
meps,protect,nits,level,3,neither hand placed
meps,protect,mibz,owe,3,neither hand placed
xarb,protest,xold,bare,3,neither hand placed
xarb,protest,xolp,formal,3,neither hand placed
jogz,protocol,xoks,scar,3,neither hand placed
lol,proud,rar,rare,3,one hand placed
pruv,prove,trof,aura,3,one hand placed
blac,provoke,prax,ash,3,one hand placed
blac,provoke,drax,fright,3,neither hand placed
blac,provoke,draC,idol,3,neither hand placed
blac,provoke,draf,insert,3,neither hand placed
blac,provoke,brex,awe,3,neither hand placed
blac,provoke,drec,gender,3,neither hand placed
blac,provoke,plef,stem,3,neither hand placed
blac,provoke,plex,tremble,3,neither hand placed
blac,provoke,brof,crater,3,neither hand placed
blac,provoke,brox,domain,3,neither hand placed
blac,provoke,plof,smear,3,neither hand placed
blac,provoke,plox,snob,3,neither hand placed
dren,puck,trim,stance,3,neither hand placed
dren,puck,triq,watt,3,neither hand placed
dren,puck,tram,rigid,3,neither hand placed
dren,puck,traq,triangle,3,one hand placed
porf,puff,tolv,quality,3,one hand placed
porf,puff,tarv,fashion,3,one hand placed
porf,puff,talf,interrupt,3,one hand placed
pul,pull,tor,before,3,both hand placed
bobz,pulse,pudz,fever,3,neither hand placed
bobz,pulse,bups,media,3,neither hand placed
bobz,pulse,dudz,wheel,3,neither hand placed
dand,punch,tent,reputation,3,neither hand placed
djeC,pupil,txev,calculate,3,neither hand placed
djeC,pupil,txez,commotion,3,neither hand placed
djeC,pupil,txej,consume,3,neither hand placed
djeC,pupil,txec,howl,3,neither hand placed
djeC,pupil,txiC,ether,3,neither hand placed
djeC,pupil,txaC,surplus,3,neither hand placed
ceps,purchase,xebz,population,3,neither hand placed
ceps,purchase,febz,root,3,neither hand placed
ceps,purchase,sebz,sacred,3,neither hand placed
ceps,purchase,xits,chaos,3,neither hand placed
ceps,purchase,fits,rod,3,neither hand placed
ceps,purchase,cibz,vain,3,neither hand placed
pit,pure,ted,up,3,both hand placed
sif,purple,zev,dear,3,one hand placed
godz,purpose,kabz,sink,3,neither hand placed
godz,purpose,guts,damage,3,neither hand placed
godz,purpose,kubz,powder,3,neither hand placed
lep,push,rit,soil,3,both hand placed
lep,push,rab,ride,3,both hand placed
lep,push,rat,write,3,both hand placed
drad,put,tret,trait,3,both hand placed
drad,put,trot,amp,3,one hand placed
jugz,puzzle,xuks,worship,3,neither hand placed
yalk,quantum,yorg,hesitate,3,neither hand placed
frad,quench,vreb,graze,3,neither hand placed
frad,quench,vret,settle,3,one hand placed
frad,quench,vrot,compute,3,neither hand placed
frad,quench,vrob,contaminate,3,neither hand placed
cedj,quest,setx,attend,3,neither hand placed
cedj,quest,fetx,rumor,3,neither hand placed
cedj,quest,xetx,wax,3,neither hand placed
cedj,quest,citx,pronounce,3,neither hand placed
luq,question,ron,environment,3,both hand placed
luq,question,rom,fair,3,one hand placed
bav,queue,pef,into,3,neither hand placed
bav,queue,def,log,3,neither hand placed
bav,queue,pof,believe,3,neither hand placed
bav,queue,dof,dim,3,neither hand placed
klok,quick,krag,node,3,both hand placed
futx,quote,vudj,delay,3,neither hand placed
pagz,rabbit,peks,horn,3,neither hand placed
malk,race,narg,restaurant,3,neither hand placed
malk,race,morg,fit,3,neither hand placed
malk,race,nork,nor,3,one hand placed
jedz,rack,xets,cart,3,neither hand placed
jedz,rack,xibz,scan,3,neither hand placed
jedz,rack,xabz,creek,3,neither hand placed
jorv,racket,xolf,perspective,3,neither hand placed
jorv,racket,xarf,balloon,3,neither hand placed
jorv,racket,xalv,increase,3,neither hand placed
gomp,radar,gunt,travel,3,neither hand placed
pluf,radiant,truv,rodent,3,neither hand placed
pluf,radiant,trof,aura,3,neither hand placed
pluf,radiant,prov,spade,3,neither hand placed
drus,radius,troz,spawn,3,one hand placed
leps,rag,rebz,primitive,3,neither hand placed
leps,rag,libz,hum,3,neither hand placed
xomp,raid,xunt,pad,3,neither hand placed
lump,rail,runt,reckless,3,neither hand placed
mump,raise,nunt,form,3,neither hand placed
cent,ram,femp,capture,3,neither hand placed
cent,ram,xemp,ladder,3,neither hand placed
cent,ram,semp,lightning,3,neither hand placed
cent,ram,xind,chart,3,neither hand placed
cent,ram,sind,coward,3,neither hand placed
cent,ram,cimp,disk,3,neither hand placed
cent,ram,find,oops,3,neither hand placed
cent,ram,fand,fund,3,one hand placed
cent,ram,xand,obey,3,neither hand placed
cent,ram,sand,sand,3,one hand placed
fard,random,valt,chapter,3,neither hand placed
fard,random,valb,slim,3,neither hand placed
fard,random,vort,alike,3,neither hand placed
fard,random,vorb,ever,3,one hand placed
fard,random,vold,practical,3,neither hand placed
fard,random,folb,ransom,3,neither hand placed
folb,ransom,vord,avoid,3,one hand placed
folb,ransom,vorp,elephant,3,neither hand placed
folb,ransom,vald,needle,3,neither hand placed
folb,ransom,valp,rocket,3,neither hand placed
folb,ransom,varb,tale,3,neither hand placed
wemp,rapid,wint,crow,3,neither hand placed
dimp,rat,tint,argue,3,neither hand placed
bagz,rate,beks,silence,3,neither hand placed
djic,ratio,txif,dense,3,neither hand placed
djic,ratio,txiC,ether,3,neither hand placed
djic,ratio,txix,snot,3,neither hand placed
djic,ratio,txec,howl,3,neither hand placed
glun,rattle,klom,administer,3,neither hand placed
glun,rattle,kron,flake,3,neither hand placed
glun,rattle,groq,lion,3,one hand placed
glun,rattle,kloq,texture,3,neither hand placed
glun,rattle,grom,thigh,3,neither hand placed
lam,real,ren,rain,3,both hand placed
lam,real,req,ray,3,one hand placed
lam,real,roq,across,3,one hand placed
lam,real,ron,environment,3,both hand placed
vegz,rear,viks,pole,3,neither hand placed
sog,reason,zak,effect,3,both hand placed
sog,reason,zuk,where,3,both hand placed
jolb,receipt,xorp,determine,3,neither hand placed
jolb,receipt,xord,fry,3,neither hand placed
jolb,receipt,xalp,drain,3,neither hand placed
jolb,receipt,xald,fame,3,neither hand placed
jolb,receipt,xarb,protest,3,neither hand placed
glon,recess,klaq,instruct,3,neither hand placed
glon,recess,kran,snail,3,neither hand placed
glon,recess,klam,tempo,3,neither hand placed
glon,recess,graq,yuck,3,neither hand placed
glon,recess,gruq,arch,3,neither hand placed
glon,recess,klum,cue,3,one hand placed
glon,recess,kluq,ointment,3,neither hand placed
glon,recess,grum,row,3,one hand placed
jatx,recipe,xadj,ritual,3,neither hand placed
jatx,recipe,jedj,sausage,3,neither hand placed
jatx,recipe,jodj,stitch,3,neither hand placed
flod,reciprocate,vrot,compute,3,neither hand placed
flod,reciprocate,vrob,contaminate,3,neither hand placed
flod,reciprocate,vrad,deviate,3,neither hand placed
flod,reciprocate,frab,sizzle,3,neither hand placed
flod,reciprocate,vrud,cob,3,neither hand placed
flod,reciprocate,frub,mane,3,neither hand placed
flod,reciprocate,frut,obstruct,3,neither hand placed
gort,recognize,kold,cold,3,one hand placed
gort,recognize,kard,can,3,one hand placed
gort,recognize,karp,keep,3,one hand placed
seks,recommend,zegz,thunder,3,neither hand placed
seks,recommend,sigz,awkward,3,neither hand placed
gop,record,kat,focus,3,one hand placed
gop,record,kab,receive,3,one hand placed
gop,record,kub,cube,3,one hand placed
gruz,recruit,kloz,close,3,one hand placed
baks,rectangle,dagz,affair,3,one hand placed
baks,rectangle,pagz,rabbit,3,one hand placed
baks,rectangle,begz,navy,3,one hand placed
baks,rectangle,bogz,unusual,3,one hand placed
gic,red,kef,sit,3,one hand placed
xeps,reed,xibz,scan,3,neither hand placed
djiv,reel,txif,dense,3,neither hand placed
djiv,reel,txiC,ether,3,neither hand placed
djiv,reel,txev,calculate,3,neither hand placed
judj,refer,xutx,breeze,3,neither hand placed
wotx,reflect,wudj,predict,3,neither hand placed
pled,reflex,tret,trait,3,one hand placed
pled,reflex,prat,apart,3,one hand placed
pled,reflex,prab,probable,3,one hand placed
frig,refute,vrek,nostalgia,3,neither hand placed
jund,regard,xont,convenient,3,neither hand placed
golb,regular,karb,crush,3,neither hand placed
ludj,rehearse,rutx,heap,3,neither hand placed
djaf,reign,txac,frenzy,3,neither hand placed
djaf,reign,txav,hybrid,3,neither hand placed
djaf,reign,txef,trend,3,neither hand placed
djaf,reign,txof,segment,3,neither hand placed
djek,reject,txeg,projection,3,one hand placed
djek,reject,txak,check,3,both hand placed
garf,release,kalv,kelvin,3,one hand placed
garf,release,korv,alley,3,neither hand placed
garf,release,kolf,design,3,neither hand placed
garf,release,golc,jacket,3,neither hand placed
garf,release,golv,toast,3,neither hand placed
yalt,relevant,yorp,ambush,3,neither hand placed
yalt,relevant,yord,dismiss,3,neither hand placed
yalc,relieve,yorf,pause,3,neither hand placed
sump,religion,zunt,lamp,3,neither hand placed
blad,reluctant,prat,apart,3,one hand placed
blad,reluctant,drab,dwell,3,neither hand placed
blad,reluctant,drat,enthusiastic,3,neither hand placed
blad,reluctant,prab,probable,3,one hand placed
blad,reluctant,dred,pest,3,neither hand placed
blad,reluctant,plet,plate,3,one hand placed
blad,reluctant,pred,rinse,3,neither hand placed
blad,reluctant,pleb,scroll,3,neither hand placed
blad,reluctant,plot,afterward,3,neither hand placed
blad,reluctant,brob,decimal,3,one hand placed
blad,reluctant,prod,remedy,3,neither hand placed
blad,reluctant,drod,residue,3,neither hand placed
blad,reluctant,plob,transform,3,neither hand placed
Cibz,rely,vips,inform,3,neither hand placed
Cibz,rely,jips,skill,3,neither hand placed
Cibz,rely,vedz,covering,3,neither hand placed
Cibz,rely,cedz,discharge,3,neither hand placed
Cibz,rely,jedz,rack,3,neither hand placed
Cibz,rely,zedz,session,3,neither hand placed
smap,remainder,snet,anesthetic,3,neither hand placed
smap,remainder,sneb,starch,3,neither hand placed
smap,remainder,snot,exceed,3,neither hand placed
smap,remainder,snob,singular,3,neither hand placed
prod,remedy,trat,tight,3,one hand placed
prod,remedy,trab,tribe,3,one hand placed
prod,remedy,trut,imitate,3,neither hand placed
djum,remorse,txuq,marvel,3,neither hand placed
djum,remorse,txun,sneeze,3,one hand placed
djum,remorse,txom,pelvis,3,neither hand placed
pebz,remove,tidz,anger,3,neither hand placed
pebz,remove,pips,delicious,3,neither hand placed
klez,renounce,kras,cross,3,one hand placed
gorb,rent,kold,cold,3,one hand placed
gorb,rent,kard,can,3,one hand placed
gorb,rent,kalb,fairy,3,neither hand placed
gorb,rent,karp,keep,3,one hand placed
frid,repel,vreb,graze,3,neither hand placed
frid,repel,vret,settle,3,one hand placed
blux,repent,drox,quill,3,neither hand placed
flop,replenish,vrot,compute,3,neither hand placed
flop,replenish,vrob,contaminate,3,neither hand placed
flop,replenish,vrap,ratchet,3,neither hand placed
flop,replenish,frab,sizzle,3,neither hand placed
flop,replenish,frub,mane,3,neither hand placed
flop,replenish,vrup,nostril,3,neither hand placed
flop,replenish,frut,obstruct,3,neither hand placed
hagz,represent,heks,junk,3,neither hand placed
smet,reproduce,snip,expel,3,neither hand placed
smet,reproduce,snid,parcel,3,neither hand placed
smet,reproduce,snap,snap,3,one hand placed
smet,reproduce,snad,twirl,3,neither hand placed
tent,reputation,timp,trunk,3,neither hand placed
fist,require,vesp,invisible,3,neither hand placed
betx,rescue,dedj,appendage,3,one hand placed
betx,rescue,pedj,hidden,3,neither hand placed
betx,rescue,bidj,disease,3,neither hand placed
gups,research,kubz,powder,3,neither hand placed
kleq,resemble,krin,groin,3,neither hand placed
kleq,resemble,kran,snail,3,neither hand placed
Cips,reserve,jibz,aggressive,3,neither hand placed
Cips,reserve,zibz,gum,3,neither hand placed
Cips,reserve,vibz,pump,3,neither hand placed
Cips,reserve,cibz,vain,3,neither hand placed
Cips,reserve,vets,toss,3,neither hand placed
drod,residue,trat,tight,3,one hand placed
drod,residue,trab,tribe,3,one hand placed
drod,residue,trut,imitate,3,neither hand placed
spek,respect,stig,stout,3,one hand placed
spek,respect,stag,yawn,3,one hand placed
sedz,respond,zibz,gum,3,neither hand placed
sedz,respond,zabz,whip,3,neither hand placed
paq,response,tom,atom,3,both hand placed
narg,restaurant,nolk,pack,3,neither hand placed
bliq,restraint,drim,dream,3,one hand placed
bliq,restraint,prin,preach,3,neither hand placed
bliq,restraint,drin,precision,3,neither hand placed
bliq,restraint,bren,brain,3,one hand placed
bliq,restraint,dreq,cork,3,neither hand placed
bliq,restraint,brem,harp,3,neither hand placed
bliq,restraint,plem,moth,3,neither hand placed
bliq,restraint,preq,uncertain,3,neither hand placed
fleb,restrict,vred,diverse,3,neither hand placed
fleb,restrict,vrep,incorporate,3,neither hand placed
fleb,restrict,vrib,diligent,3,neither hand placed
fleb,restrict,frid,repel,3,neither hand placed
fleb,restrict,vrab,fahrenheit,3,neither hand placed
fleb,restrict,frad,quench,3,neither hand placed
yadj,resume,yetx,vacuum,3,neither hand placed
yadj,resume,yotx,weep,3,neither hand placed
pren,retain,trim,stance,3,neither hand placed
pren,retain,triq,watt,3,neither hand placed
pren,retain,tram,rigid,3,neither hand placed
pren,retain,traq,triangle,3,one hand placed
forv,retire,volf,immediate,3,neither hand placed
forv,retire,varf,basis,3,neither hand placed
forv,retire,valv,evolve,3,one hand placed
forv,retire,vurf,verify,3,one hand placed
spag,revere,stok,stomach,3,one hand placed
harv,rice,holf,escort,3,neither hand placed
momp,rid,nont,nurse,3,neither hand placed
momp,rid,munt,cost,3,neither hand placed
Cedz,ridge,vets,toss,3,neither hand placed
Cedz,ridge,jibz,aggressive,3,neither hand placed
Cedz,ridge,zibz,gum,3,neither hand placed
Cedz,ridge,vibz,pump,3,neither hand placed
Cedz,ridge,cibz,vain,3,neither hand placed
Cedz,ridge,cabz,elegant,3,neither hand placed
Cedz,ridge,vabz,hollow,3,neither hand placed
Cedz,ridge,jabz,spite,3,neither hand placed
Cedz,ridge,zabz,whip,3,neither hand placed
spox,rift,staj,hive,3,neither hand placed
spox,rift,stac,palate,3,neither hand placed
spox,rift,stuc,adhesive,3,neither hand placed
xalt,rig,xorp,determine,3,neither hand placed
xalt,rig,xord,fry,3,neither hand placed
pob,right,tad,tail,3,both hand placed
bloc,rim,drof,proportion,3,neither hand placed
bloc,rim,drox,quill,3,neither hand placed
bloc,rim,plas,compassion,3,one hand placed
bloc,rim,plaf,oblige,3,neither hand placed
bloc,rim,braf,sarcastic,3,neither hand placed
bloc,rim,brax,sparrow,3,neither hand placed
bloc,rim,drac,vertical,3,neither hand placed
bloc,rim,bruf,absent,3,neither hand placed
bloc,rim,plux,excite,3,neither hand placed
bloc,rim,pluf,radiant,3,neither hand placed
pred,rinse,trit,puncture,3,neither hand placed
pred,rinse,trat,tight,3,one hand placed
pred,rinse,trab,tribe,3,one hand placed
ciks,riot,sigz,awkward,3,neither hand placed
ciks,riot,figz,concept,3,neither hand placed
ciks,riot,xigz,succeed,3,neither hand placed
pump,rip,tunt,museum,3,neither hand placed
smat,ripple,snep,clash,3,neither hand placed
smat,ripple,sned,stair,3,neither hand placed
smat,ripple,snop,germ,3,neither hand placed
smat,ripple,snod,paradox,3,neither hand placed
smob,rite,snap,snap,3,one hand placed
smob,rite,snad,twirl,3,neither hand placed
smob,rite,snup,moisture,3,neither hand placed
smob,rite,snud,wart,3,neither hand placed
xadj,ritual,xetx,wax,3,neither hand placed
xadj,ritual,xotx,compete,3,neither hand placed
grag,rival,klak,clock,3,one hand placed
grag,rival,krek,cake,3,one hand placed
grag,rival,kleg,scarce,3,neither hand placed
narv,river,nolf,danger,3,one hand placed
glox,roam,krax,crash,3,one hand placed
glox,roam,grac,jaw,3,one hand placed
forb,roast,volp,applause,3,neither hand placed
forb,roast,vold,practical,3,neither hand placed
forb,roast,vard,hail,3,neither hand placed
forb,roast,varp,loyal,3,neither hand placed
forb,roast,valb,slim,3,neither hand placed
vats,robot,vedz,covering,3,neither hand placed
vats,robot,vodz,beneath,3,neither hand placed
valp,rocket,vort,alike,3,neither hand placed
valp,rocket,vorb,ever,3,one hand placed
fits,rod,vidz,empire,3,neither hand placed
fits,rod,veps,battery,3,neither hand placed
mald,roll,mort,camera,3,neither hand placed
mald,roll,nolb,fill,3,neither hand placed
mald,roll,nord,order,3,one hand placed
mald,roll,morb,pal,3,neither hand placed
hemp,romance,hint,hint,3,one hand placed
febz,root,veps,battery,3,neither hand placed
febz,root,vidz,empire,3,neither hand placed
febz,root,fips,passenger,3,neither hand placed
febz,root,vadz,signature,3,neither hand placed
bolk,rope,porg,cage,3,neither hand placed
bolk,rope,dorg,witch,3,neither hand placed
jamp,rot,xant,ancient,3,one hand placed
jamp,rot,jent,disguise,3,neither hand placed
gabz,rough,geps,several,3,neither hand placed
gabz,rough,kedz,tent,3,neither hand placed
maps,round,nabz,knife,3,neither hand placed
maps,round,nets,breathe,3,neither hand placed
maps,round,mebz,normal,3,neither hand placed
maps,round,mobz,extra,3,neither hand placed
grum,row,klun,community,3,both hand placed
grum,row,kluq,ointment,3,one hand placed
grum,row,klom,administer,3,one hand placed
grum,row,kron,flake,3,one hand placed
bord,royal,dolb,birth,3,neither hand placed
bord,royal,dolt,doubt,3,one hand placed
bord,royal,polb,pet,3,neither hand placed
bord,royal,darb,follow,3,one hand placed
bord,royal,part,part,3,one hand placed
bord,royal,parb,swell,3,neither hand placed
bord,royal,dald,wise,3,neither hand placed
gruv,rub,klov,potassium,3,one hand placed
buks,rude,pugz,journey,3,neither hand placed
buks,rude,dugz,regret,3,neither hand placed
