english,was,now,shape,source,state
melody,cigz,cigz,CVCC,fill,kept
melon,weft,weft,CVCC,fill,kept
melt,jutx,jutx,CVCC,fill,kept
member,mast,mast,CVCC,hand,fixed
membrane,broq,broq,CCVC,hand,fixed
memory,guj,guj,CVC,hand,fixed
mend,brav,brav,CCVC,fill,kept
mention,mont,mont,CVCC,fill,kept
mercy,mus,mus,CVC,hand,fixed
merge,bas,bas,CVC,short,fixed
merit,glum,glum,CCVC,fill,kept
merry,gedz,gedz,CVCC,fill,kept
mesh,vrum,vrum,CCVC,fill,fixed
mess,wog,wog,CVC,short,kept
message,muj,muj,CVC,hand,fixed
metabolism,spov,spov,CCVC,fill,kept
metal,malt,malt,CVCC,hand,fixed
metaphor,griz,griz,CCVC,fill,kept
meter,carf,carf,CVCC,fill,kept
method,dax,dax,CVC,short,kept
middle,mad,mad,CVC,hand,fixed
midnight,dalv,dalv,CVCC,fill,kept
mild,lent,lent,CVCC,fill,kept
mile,pesp,pesp,CVCC,fill,kept
military,gibz,gibz,CVCC,fill,kept
milk,nudj,nudj,CVCC,fill,kept
million,xak,xak,CVC,short,kept
mimic,vrit,vrit,CCVC,fill,kept
mind,tid,tid,CVC,short,fixed
mine,meq,meq,CVC,hand,fixed
mineral,brom,brom,CCVC,fill,kept
minimum,skim,skim,CCVC,hand,fixed
minister,tuqk,tuqk,CVCC,fill,kept
minor,zubz,zubz,CVCC,fill,kept
mint,yorb,yorb,CVCC,fill,kept
minute,duk,duk,CVC,hand,fixed
miracle,duft,duft,CVCC,fill,kept
mirror,flek,flek,CCVC,hand,fixed
miss,tit,tit,CVC,short,fixed
missile,zatx,zatx,CVCC,fill,kept
mist,glem,glem,CCVC,fill,kept
mix,miks,miks,CVCC,hand,fixed
mixture,blok,blok,CCVC,fill,kept
mmm,muq,muq,CVC,hand,fixed
mob,zogz,zogz,CVCC,fill,kept
mobile,jotx,jotx,CVCC,fill,kept
mock,dov,dov,CVC,short,kept
mode,mod,mod,CVC,hand,fixed
model,mej,mej,CVC,hand,fixed
modern,kint,kint,CVCC,fill,kept
modest,yisk,yisk,CVCC,fill,kept
module,biv,biv,CVC,short,kept
moist,trug,trug,CCVC,fill,kept
moisture,snup,snup,CCVC,fill,kept
mold,wedj,wedj,CVCC,fill,kept
molecule,mal,mal,CVC,hand,fixed
moment,ven,ven,CVC,short,kept
momentum,klen,klen,CCVC,fill,kept
money,pov,pov,CVC,short,kept
monitor,zaft,zaft,CVCC,fill,kept
monkey,maqk,maqk,CVCC,hand,fixed
monopoly,draj,draj,CCVC,fill,kept
monster,gebz,gebz,CVCC,fill,kept
month,mes,mes,CVC,hand,fixed
monument,plib,plib,CCVC,fill,kept
mood,mud,mud,CVC,hand,fixed
moon,lun,lun,CVC,hand,fixed
mope,vruf,vruf,CCVC,fill,kept
moral,zint,zint,CVCC,fill,kept
more,nis,nis,CVC,short,fixed
morning,tan,tan,CVC,short,kept
mosquito,trun,trun,CCVC,fill,kept
moss,magz,magz,CVCC,hand,fixed
most,nof,nof,CVC,short,kept
moth,plem,plem,CCVC,fill,kept
mother,mam,mam,CVC,hand,fixed
motion,miq,miq,CVC,hand,fixed
motive,zeps,zeps,CVCC,fill,kept
motor,zadj,zadj,CVCC,fill,kept
mound,sman,sman,CCVC,fill,kept
mount,valc,valc,CVCC,fill,kept
mountain,mot,mot,CVC,hand,fixed
mourn,bleb,bleb,CCVC,fill,kept
mouse,tedz,tedz,CVCC,fill,kept
mouth,muc,muc,CVC,hand,fixed
move,muv,muv,CVC,hand,fixed
much,nen,nen,CVC,short,kept
mucus,frum,frum,CCVC,fill,kept
mud,cat,cat,CVC,hand,fixed
mug,Colb,Colb,CVCC,fill,kept
multiple,feqk,feqk,CVCC,fill,kept
multiply,vak,vak,CVC,hand,fixed
mumble,vrij,vrij,CCVC,fill,kept
murder,yed,yed,CVC,short,kept
murky,froz,froz,CCVC,fill,kept
murmur,stum,stum,CCVC,fill,kept
muscle,suft,suft,CVCC,fill,kept
museum,tunt,tunt,CVCC,fill,kept
mush,draq,draq,CCVC,fill,kept
music,feb,feb,CVC,short,kept
mutant,glix,glix,CCVC,fill,kept
mutual,Cidj,Cidj,CVCC,fill,kept
muzzle,smij,smij,CCVC,fill,kept
my,slur,slur,CCVC,hand,fixed
mystery,sod,sod,CVC,hand,fixed
myth,Comp,Comp,CVCC,fill,kept
nail,togz,togz,CVCC,fill,kept
naive,cemp,cemp,CVCC,fill,kept
name,nam,nam,CVC,hand,fixed
nap,vidj,vidj,CVCC,fill,kept
narrow,Ceft,Ceft,CVCC,fill,kept
nasty,bump,bump,CVCC,fill,kept
nation,pomp,pomp,CVCC,fill,kept
native,xolk,xolk,CVCC,fill,kept
natural,nups,nups,CVCC,fill,kept
nature,nep,nep,CVC,hand,fixed
naughty,faft,faft,CVCC,fill,kept
nausea,pluz,pluz,CCVC,fill,kept
navel,snun,snun,CCVC,fill,kept
navigate,txux,txux,CCVC,fill,kept
navy,begz,begz,CVCC,fill,kept
near,lub,lub,CVC,short,fixed
neat,veqk,veqk,CVCC,fill,kept
necessary,narf,narf,CVCC,fill,kept
neck,mond,mond,CVCC,fill,kept
nectar,skik,skik,CCVC,fill,kept
need,nid,nid,CVC,hand,fixed
needle,vald,vald,CVCC,fill,kept
neglect,klex,klex,CCVC,fill,kept
negotiate,Cuqk,Cuqk,CVCC,fill,kept
neither,meft,meft,CVCC,fill,kept
nerve,nurv,nurv,CVCC,hand,fixed
nervous,mant,mant,CVCC,fill,kept
nest,nas,nas,CVC,hand,fixed
net,hift,hift,CVCC,fill,kept
network,mix,mix,CVC,hand,fixed
neutral,nal,nal,CVC,hand,fixed
never,nit,nit,CVC,short,kept
new,gump,gump,CVCC,hand,fixed
newton,grog,grog,CCVC,fill,kept
next,fid,fid,CVC,hand,fixed
nice,nes,nes,CVC,hand,fixed
niche,skiz,skiz,CCVC,fill,kept
nickel,xosk,xosk,CVCC,fill,kept
night,yit,yit,CVC,hand,fixed
nine,mamp,mamp,CVCC,fill,fixed
nipple,drev,drev,CCVC,fill,kept
nitrogen,snuc,snuc,CCVC,fill,kept
no,nop,nop,CVC,hand,fixed
noble,hugz,hugz,CVCC,fill,kept
nobody,sed,sed,CVC,short,kept
node,krag,krag,CCVC,hand,fixed
noise,gobz,gobz,CVCC,fill,kept
non,grax,grax,CCVC,fill,kept
none,yek,yek,CVC,short,kept
noon,kibz,kibz,CVCC,fill,kept
nor,nork,nork,CVCC,hand,fixed
norm,gluv,gluv,CCVC,fill,kept
normal,mebz,mebz,CVCC,fill,fixed
north,yin,yin,CVC,hand,fixed
nose,noz,noz,CVC,hand,fixed
nostalgia,vrek,vrek,CCVC,fill,kept
nostril,vrup,vrup,CCVC,fill,kept
not,mas,mas,CVC,short,kept
notch,glut,glut,CCVC,fill,kept
note,not,not,CVC,hand,fixed
nothing,him,him,CVC,hand,fixed
notice,mogz,mogz,CVCC,fill,kept
now,xom,xom,CVC,hand,fixed
nucleus,klis,klis,CCVC,hand,fixed
nude,yisp,yisp,CVCC,fill,kept
nuisance,djiC,djiC,CCVC,fill,kept
numb,rusp,rusp,CVCC,fill,kept
number,dis,dis,CVC,hand,fixed
nurse,nont,nont,CVCC,fill,kept
nurture,vron,vron,CCVC,fill,kept
nut,hiks,hiks,CVCC,fill,kept
nylon,sneq,sneq,CCVC,fill,kept
oak,yalb,yalb,CVCC,fill,kept
oar,skud,skud,CCVC,fill,kept
oat,flez,flez,CCVC,fill,kept
oath,fogz,fogz,CVCC,fill,kept
obey,xand,xand,CVCC,fill,kept
object,kaq,kaq,CVC,hand,fixed
obligation,Cund,Cund,CVCC,fill,kept
oblige,plaf,plaf,CCVC,fill,kept
obscure,brum,brum,CCVC,fill,kept
observe,suv,suv,CVC,hand,fixed
obsess,from,from,CCVC,fill,kept
obstacle,brov,brov,CCVC,fill,fixed
obstruct,frut,frut,CCVC,fill,kept
obtain,grov,grov,CCVC,fill,kept
obvious,daqk,daqk,CVCC,fill,kept
occasion,kodj,kodj,CVCC,fill,kept
occupy,blog,blog,CCVC,fill,kept
occur,joft,joft,CVCC,fill,kept
ocean,vrun,vrun,CCVC,hand,fixed
octopus,txug,txug,CCVC,fill,kept
odd,balt,balt,CVCC,fill,kept
odor,pran,pran,CCVC,fill,kept
of,yov,yov,CVC,hand,fixed
off,nev,nev,CVC,hand,fixed
offend,risp,risp,CVCC,fill,kept
offense,kotx,kotx,CVCC,fill,kept
offer,migz,migz,CVCC,fill,kept
office,zop,zop,CVC,short,kept
official,balf,balf,CVCC,fill,kept
offset,flib,flib,CCVC,fill,kept
offspring,blik,blik,CCVC,fill,kept
often,gug,gug,CVC,short,kept
oh,pin,pin,CVC,short,kept
oil,gips,gips,CVCC,fill,kept
ointment,kluq,kluq,CCVC,fill,kept
okay,hok,hok,CVC,hand,fixed
old,marg,marg,CVCC,hand,fixed
omen,klik,klik,CCVC,fill,kept
on,vun,vun,CVC,hand,fixed
once,kin,kin,CVC,short,kept
one,zan,zan,CVC,hand,fixed
oneself,txiz,txiz,CCVC,fill,kept
onion,wont,wont,CVCC,fill,kept
only,peb,peb,CVC,short,kept
onto,garp,garp,CVCC,fill,kept
oops,find,find,CVCC,fill,kept
opaque,prik,prik,CCVC,hand,fixed
open,zark,zark,CVCC,hand,fixed
opening,getx,getx,CVCC,fill,kept
operate,zift,zift,CVCC,fill,kept
opinion,nuft,nuft,CVCC,fill,kept
opponent,labz,labz,CVCC,fill,kept
opportunity,gits,gits,CVCC,fill,kept
oppose,pluq,pluq,CCVC,fill,fixed
opposite,hand,hand,CVCC,fill,kept
option,huft,huft,CVCC,fill,kept
or,xat,xat,CVC,hand,fixed
oracle,plag,plag,CCVC,fill,kept
orange,dej,dej,CVC,hand,fixed
orb,drot,drot,CCVC,fill,kept
orbit,brit,brit,CCVC,hand,fixed
order,nord,nord,CVCC,hand,fixed
ordinary,tetx,tetx,CVCC,fill,kept
ore,klod,klod,CCVC,fill,kept
organ,Cint,Cint,CVCC,fill,kept
organism,txam,txam,CCVC,fill,kept
orient,lij,lij,CVC,hand,fixed
origin,wimp,wimp,CVCC,fill,kept
original,dont,dont,CVCC,fill,fixed
ornament,speb,speb,CCVC,fill,kept
other,nez,nez,CVC,short,fixed
ouch,vusk,vusk,CVCC,fill,kept
our,bliz,bliz,CCVC,hand,fixed
out,buk,buk,CVC,short,fixed
outcome,wutx,wutx,CVCC,fill,kept
output,bip,bip,CVC,hand,fixed
outside,ges,ges,CVC,short,fixed
oval,snij,snij,CCVC,fill,kept
ovary,flaq,flaq,CCVC,fill,kept
oven,xatx,xatx,CVCC,fill,kept
over,djip,djip,CCVC,hand,fixed
overlap,flit,flit,CCVC,fill,kept
ow,molb,molb,CVCC,fill,kept
owe,mibz,mibz,CVCC,fill,kept
owl,yalp,yalp,CVCC,fill,kept
own,tik,tik,CVC,short,kept
pace,futs,futs,CVCC,fill,kept
pack,nolk,nolk,CVCC,fill,kept
package,pak,pak,CVC,hand,fixed
packet,blag,blag,CCVC,fill,kept
pad,xunt,xunt,CVCC,fill,kept
paddle,graz,graz,CCVC,fill,kept
page,gadz,giqk,CVCC,fill,moved
pain,muz,muz,CVC,hand,fixed
paint,pent,pent,CVCC,hand,fixed
pair,den,den,CVC,short,kept
pal,morb,morb,CVCC,fill,kept
palate,stac,stac,CCVC,fill,kept
pale,xusk,xusk,CVCC,fill,kept
palm,zebz,zebz,CVCC,fill,kept
palsy,flex,flex,CCVC,fill,kept
pamper,flab,flab,CCVC,fill,kept
pan,vamp,vamp,CVCC,fill,kept
panel,Cimp,Cimp,CVCC,fill,kept
pant,stod,stod,CCVC,fill,kept
paper,yof,yof,CVC,short,kept
par,rump,rump,CVCC,fill,kept
parade,zump,zump,CVCC,fill,kept
paradox,snod,snod,CCVC,fill,kept
parallel,wist,wist,CVCC,fill,fixed
paramount,pleq,pleq,CCVC,fill,kept
parasite,blop,sket,CCVC,fill,moved
parcel,snid,snid,CCVC,fill,kept
pardon,mart,mart,CVCC,fill,kept
parent,sas,sas,CVC,hand,fixed
park,misp,misp,CVCC,fill,kept
parliament,plad,plad,CCVC,fill,kept
part,part,part,CVCC,hand,fixed
partial,ligz,ligz,CVCC,fill,kept
participate,wisk,wisk,CVCC,fill,kept
particle,rav,rav,CVC,hand,fixed
particular,dobz,dobz,CVCC,fill,kept
partner,mind,mind,CVCC,fill,kept
party,zeb,zeb,CVC,short,kept
pascal,spof,spof,CCVC,fill,kept
pass,yef,yef,CVC,short,kept
passage,jaqk,jaqk,CVCC,fill,kept
passenger,fips,fips,CVCC,fill,kept
passion,tind,tind,CVCC,fill,kept
past,gez,gez,CVC,short,fixed
paste,pest,pest,CVCC,hand,fixed
pastry,txuv,txuv,CCVC,fill,kept
pasture,smeC,smeC,CCVC,fill,kept
pat,kimp,kimp,CVCC,fill,kept
patch,patx,patx,CVCC,hand,fixed
path,pac,pac,CVC,hand,fixed
patient,marv,marv,CVCC,fill,kept
patter,vroz,vroz,CCVC,fill,kept
pattern,jom,jom,CVC,hand,fixed
pause,yorf,yorf,CVCC,fill,kept
pavilion,stoz,stoz,CCVC,fill,kept
paw,djac,djac,CCVC,fill,kept
pay,peq,peq,CVC,hand,fixed
pea,griq,griq,CCVC,fill,kept
peace,siz,siz,CVC,hand,fixed
peach,cesp,cesp,CVCC,fill,kept
peak,yint,yint,CVCC,fill,kept
peck,glex,glex,CCVC,fill,kept
pedal,txaf,txaf,CCVC,fill,kept
pee,kidj,kidj,CVCC,fill,kept
peer,smec,smec,CCVC,fill,kept
peg,garv,garv,CVCC,fill,kept
pellet,snam,snam,CCVC,fill,kept
pelvis,txom,txom,CCVC,fill,kept
pen,bart,bart,CVCC,fill,kept
penalty,xedj,xedj,CVCC,fill,kept
penetrate,dreb,dreb,CCVC,fill,kept
peninsula,sniz,sniz,CCVC,fill,kept
penis,zidj,zidj,CVCC,fill,kept
people,ped,ped,CVC,short,kept
pepper,xard,xard,CVCC,fill,kept
per,pork,pork,CVCC,hand,fixed
perceive,siv,siv,CVC,hand,fixed
percent,beqk,beqk,CVCC,fill,kept
perfect,kax,kax,CVC,hand,fixed
perform,kudz,kudz,CVCC,fill,kept
perhaps,fov,fov,CVC,short,kept
period,dotx,dotx,CVCC,fill,kept
permanent,yaq,yaq,CVC,hand,fixed
permeate,pim,pim,CVC,hand,fixed
permit,vaks,vaks,CVCC,fill,kept
perpendicular,parp,parp,CVCC,hand,fixed
persist,spim,spim,CCVC,fill,fixed
person,nar,nar,CVC,hand,fixed
personal,rof,rof,CVC,short,kept
perspective,xolf,xolf,CVCC,fill,kept
persuade,cebz,cebz,CVCC,fill,kept
pest,dred,dred,CCVC,fill,kept
pet,polb,polb,CVCC,fill,kept
petal,skaq,skaq,CCVC,fill,kept
phase,vest,vest,CVCC,fill,kept
pheasant,vrin,vrin,CCVC,fill,kept
phenomenon,lolv,lolv,CVCC,fill,kept
phew,txep,txep,CCVC,fill,kept
phosphorus,friq,friq,CCVC,fill,kept
physical,dak,dak,CVC,hand,fixed
pick,pruk,pruk,CCVC,hand,fixed
picture,foz,foz,CVC,short,kept
piece,fuf,jig,CVC,short,moved
pierce,bent,bent,CVCC,fill,kept
pig,prag,prag,CCVC,hand,fixed
pile,zagz,zagz,CVCC,fill,kept
pill,valk,valk,CVCC,fill,kept
pillar,smiC,smiC,CCVC,fill,kept
pillow,vost,vost,CVCC,fill,kept
pilot,dust,dust,CVCC,fill,kept
pimple,klav,klav,CCVC,fill,kept
pin,koft,koft,CVCC,fill,kept
pinch,corg,corg,CVCC,fill,kept
pine,comp,comp,CVCC,fill,kept
ping,djig,djig,CCVC,fill,kept
pink,dalb,dalb,CVCC,fill,kept
pipe,tidj,tidj,CVCC,fill,kept
pit,zesp,zesp,CVCC,fill,kept
pitch,hend,hend,CVCC,fill,kept
pity,botx,botx,CVCC,fill,kept
place,nad,nad,CVC,short,fixed
plain,pint,pint,CVCC,fill,kept
plait,flen,flen,CCVC,fill,kept
plan,plan,plan,CCVC,hand,fixed
plane,rag,rag,CVC,short,kept
planet,glob,glob,CCVC,hand,fixed
plank,txax,txax,CCVC,fill,kept
plant,dorf,dorf,CVCC,fill,fixed
plasma,rorv,rorv,CVCC,fill,kept
plastic,tarf,tarf,CVCC,fill,kept
plate,plet,plet,CCVC,hand,fixed
plateau,flik,flik,CCVC,fill,kept
platform,cogz,cogz,CVCC,fill,kept
platinum,bluc,bluc,CCVC,fill,kept
plead,Caqk,Caqk,CVCC,fill,kept
please,pliz,pliz,CCVC,hand,fixed
pleasure,zim,zim,CVC,hand,fixed
pledge,Coqk,Coqk,CVCC,fill,kept
plenty,malp,malp,CVCC,fill,kept
plot,vobz,vobz,CVCC,fill,kept
plow,triv,triv,CCVC,fill,kept
plug,fets,fets,CVCC,fill,kept
plume,flug,flug,CCVC,fill,kept
plump,smac,smac,CCVC,fill,kept
plural,stov,stov,CCVC,fill,kept
plus,naqk,naqk,CVCC,fill,kept
pocket,galc,galc,CVCC,fill,kept
pod,pard,pard,CVCC,hand,fixed
poetry,zemp,zemp,CVCC,fill,kept
point,leC,leC,CVC,hand,fixed
poise,spon,spon,CCVC,fill,kept
poison,borz,borz,CVCC,hand,fixed
poke,yeqk,yeqk,CVCC,fill,kept
pole,viks,viks,CVCC,fill,kept
police,zeg,zeg,CVC,short,kept
policy,dubz,dubz,CVCC,fill,kept
polish,fudz,fudz,CVCC,fill,kept
polite,sarv,sarv,CVCC,fill,kept
poll,blak,blak,CCVC,fill,kept
pond,cand,cand,CVCC,fill,kept
pool,nagz,nagz,CVCC,fill,kept
poop,plup,plup,CCVC,hand,fixed
poor,por,por,CVC,hand,fixed
pop,mand,mand,CVCC,fill,kept
popular,bork,bork,CVCC,fill,kept
population,xebz,xebz,CVCC,fill,kept
porch,fubz,fubz,CVCC,fill,kept
port,hups,hups,CVCC,fill,kept
portal,went,went,CVCC,fill,kept
pose,Colf,Colf,CVCC,fill,kept
position,giz,giz,CVC,hand,fixed
positive,mid,mid,CVC,hand,fixed
possess,gaz,gaz,CVC,hand,fixed
possible,yen,yen,CVC,short,fixed
post,dint,dint,CVCC,fill,kept
posture,klib,klib,CCVC,fill,kept
pot,bunt,bunt,CVCC,fill,kept
potassium,klov,klov,CCVC,fill,kept
potato,volk,volk,CVCC,fill,kept
potential,taft,taft,CVCC,fill,fixed
pound,solv,solv,CVCC,fill,kept
pour,haft,haft,CVCC,fill,kept
powder,kubz,gent,CVCC,fill,moved
power,fep,fep,CVC,short,fixed
practical,vold,vold,CVCC,fill,kept
practice,nalp,nalp,CVCC,fill,kept
praise,xiqk,xiqk,CVCC,fill,kept
pray,pam,pam,CVC,hand,fixed
preach,prin,prin,CCVC,fill,kept
precious,prex,prex,CCVC,hand,fixed
precise,rift,rift,CVCC,fill,kept
precision,drin,drin,CCVC,fill,kept
predator,bran,bran,CCVC,fill,kept
predict,wudj,wudj,CVCC,fill,kept
prefer,gutx,gutx,CVCC,fill,kept
pregnant,nint,nint,CVCC,fill,kept
prepare,golk,golk,CVCC,fill,kept
presence,zaq,zaq,CVC,hand,fixed
present,gog,gog,CVC,short,fixed
preserve,vix,vix,CVC,hand,fixed
press,malf,malf,CVCC,fill,kept
pressure,pres,pres,CCVC,hand,fixed
presume,xuqk,xuqk,CVCC,fill,kept
pretend,gist,gist,CVCC,fill,kept
pretty,tol,tol,CVC,short,kept
prevent,dek,dek,CVC,short,kept
previous,daz,daz,CVC,short,kept
price,muts,muts,CVCC,fill,kept
prick,seqk,seqk,CVCC,fill,kept
pride,doft,doft,CVCC,fill,kept
primate,vrut,vrut,CCVC,fill,kept
prime,bast,bast,CVCC,hand,fixed
primitive,rebz,rebz,CVCC,fill,kept
principle,jeks,jeks,CVCC,fill,kept
print,punt,punt,CVCC,fill,kept
prism,vriq,vriq,CCVC,fill,kept
prison,masp,masp,CVCC,fill,kept
private,boz,boz,CVC,hand,fixed
privilege,fift,fift,CVCC,fill,kept
prize,praz,praz,CCVC,hand,fixed
probable,prab,prab,CCVC,hand,fixed
problem,woz,woz,CVC,hand,fixed
procedure,kugz,kugz,CVCC,fill,kept
process,kix,kix,CVC,hand,fixed
produce,vugz,vugz,CVCC,fill,kept
product,horg,horg,CVCC,fill,kept
profane,fled,fled,CCVC,fill,kept
profile,zund,zund,CVCC,fill,kept
profit,vuks,vuks,CVCC,fill,kept
program,nudz,nudz,CVCC,fill,kept
progress,reC,reC,CVC,hand,fixed
prohibit,flut,flut,CCVC,fill,kept
project,gaks,gaks,CVCC,fill,kept
projection,txeg,txeg,CCVC,fill,kept
prominent,blid,blid,CCVC,fill,kept
promise,feg,feg,CVC,short,kept
promote,widz,widz,CVCC,fill,kept
prompt,spiv,spiv,CCVC,fill,kept
pronounce,citx,citx,CVCC,fill,kept
propaganda,djav,djav,CCVC,fill,kept
proper,best,best,CVCC,fill,kept
property,guqk,guqk,CVCC,fill,kept
prophecy,cagz,cagz,CVCC,fill,kept
prophet,yunt,yunt,CVCC,fill,kept
proportion,drof,drof,CCVC,fill,kept
propose,zomp,zomp,CVCC,fill,kept
prose,stuf,stuf,CCVC,fill,kept
prostitute,jarv,jarv,CVCC,fill,kept
protect,meps,meps,CVCC,fill,kept
protein,ludz,ralz,CVCC,fill,moved
protest,xarb,xarb,CVCC,fill,kept
protocol,jogz,jogz,CVCC,fill,kept
proud,lol,lol,CVC,short,kept
prove,pruv,pruv,CCVC,hand,fixed
provide,xit,xit,CVC,hand,fixed
provoke,blac,blac,CCVC,fill,kept
proxy,skeg,skeg,CCVC,fill,kept
prudent,smik,smik,CCVC,fill,kept
pry,worz,worz,CVCC,fill,kept
public,zab,zab,CVC,hand,fixed
puck,dren,dren,CCVC,fill,kept
puff,porf,porf,CVCC,hand,fixed
pull,pul,pul,CVC,hand,fixed
pulp,truq,truq,CCVC,fill,kept
pulse,bobz,bobz,CVCC,fill,kept
pump,vibz,vibz,CVCC,fill,kept
punch,dand,dand,CVCC,fill,kept
puncture,trit,trit,CCVC,fill,kept
punish,fuqk,fuqk,CVCC,fill,kept
pupil,djeC,djeC,CCVC,fill,kept
puppet,yoft,yoft,CVCC,fill,kept
purchase,ceps,ceps,CVCC,fill,kept
pure,pit,pit,CVC,hand,fixed
purple,sif,sif,CVC,hand,fixed
purpose,godz,godz,CVCC,fill,kept
pus,step,step,CCVC,fill,kept
push,lep,lep,CVC,hand,fixed
put,drad,drad,CCVC,hand,fixed
puzzle,jugz,jugz,CVCC,fill,kept
quake,smig,smig,CCVC,fill,kept
qualify,wolp,wolp,CVCC,fill,kept
quality,tolv,tolv,CVCC,fill,kept
quantity,tref,tref,CCVC,fill,kept
quantum,yalk,yalk,CVCC,fill,kept
quench,frad,frad,CCVC,fill,kept
quest,cedj,cedj,CVCC,fill,kept
question,luq,luq,CVC,hand,fixed
queue,bav,bav,CVC,short,kept
quick,klok,klok,CCVC,hand,fixed
quiet,xud,xud,CVC,hand,fixed
quill,drox,drox,CCVC,fill,kept
quit,rus,rus,CVC,short,kept
quite,zov,zov,CVC,short,kept
quota,trex,trex,CCVC,fill,kept
quote,futx,futx,CVCC,fill,kept
rabbit,pagz,pagz,CVCC,fill,kept
race,malk,malk,CVCC,fill,fixed
rack,jedz,jedz,CVCC,fill,kept
racket,jorv,jorv,CVCC,fill,kept
radar,gomp,gomp,CVCC,fill,kept
radiant,pluf,pluf,CCVC,fill,kept
radio,wot,wot,CVC,short,kept
radius,drus,drus,CCVC,hand,fixed
raft,raft,raft,CVCC,hand,fixed
rag,leps,leps,CVCC,fill,kept
rage,vorz,vorz,CVCC,fill,kept
raid,xomp,xomp,CVCC,fill,kept
rail,lump,lump,CVCC,fill,kept
rain,ren,ren,CVC,hand,fixed
raise,mump,mump,CVCC,fill,kept
ram,cent,cent,CVCC,fill,kept
random,fard,fard,CVCC,fill,kept
range,raj,raj,CVC,hand,fixed
rank,reqk,reqk,CVCC,hand,fixed
ransom,folb,folb,CVCC,fill,kept
rape,kusk,kusk,CVCC,fill,kept
rapid,wemp,wemp,CVCC,fill,kept
rare,rar,rar,CVC,hand,fixed
rat,dimp,dimp,CVCC,fill,kept
ratchet,vrap,vrap,CCVC,fill,kept
rate,bagz,bagz,CVCC,fill,fixed
rather,yis,yis,CVC,short,kept
ratio,djic,djic,CCVC,fill,kept
rattle,glun,glun,CCVC,fill,kept
raw,ral,ral,CVC,hand,fixed
ray,req,req,CVC,short,kept
reach,morz,morz,CVCC,fill,kept
read,rid,rid,CVC,hand,fixed
real,lam,lam,CVC,hand,fixed
realm,rum,rum,CVC,hand,fixed
rear,vegz,vegz,CVCC,fill,kept
reason,sog,sog,CVC,hand,fixed
rebel,yolk,yolk,CVCC,fill,kept
receipt,jolb,jolb,CVCC,fill,kept
receive,kab,kab,CVC,hand,fixed
recess,glon,glon,CCVC,fill,kept
recipe,jatx,jatx,CVCC,fill,kept
reciprocate,flod,flod,CCVC,fill,kept
reckless,runt,runt,CVCC,fill,kept
recognize,gort,gort,CVCC,fill,kept
recommend,seks,seks,CVCC,fill,kept
record,gop,gop,CVC,short,kept
recover,xust,xust,CVCC,fill,kept
recruit,gruz,gruz,CCVC,fill,kept
rectangle,baks,baks,CVCC,hand,fixed
red,gic,gic,CVC,hand,fixed
redeem,klux,klux,CCVC,fill,kept
reduce,dus,dus,CVC,hand,fixed
reed,xeps,xeps,CVCC,fill,kept
reel,djiv,djiv,CCVC,fill,kept
refer,judj,judj,CVCC,fill,kept
reference,raf,raf,CVC,hand,fixed
reflect,wotx,wotx,CVCC,fill,fixed
reflex,pled,pled,CCVC,fill,kept
refrain,txaj,txaj,CCVC,fill,kept
refuge,fuj,fuj,CVC,hand,fixed
refuse,pesk,pesk,CVCC,fill,kept
refute,frig,frig,CCVC,fill,kept
regard,jund,jund,CVCC,fill,kept
region,roqk,roqk,CVCC,fill,fixed
register,vups,vups,CVCC,fill,kept
regret,dugz,dugz,CVCC,fill,kept
regular,golb,golb,CVCC,fill,kept
regulate,vrez,vrez,CCVC,fill,kept
rehearse,ludj,ludj,CVCC,fill,kept
reign,djaf,djaf,CCVC,fill,kept
rein,vrem,vrem,CCVC,fill,kept
reject,djek,djek,CCVC,hand,fixed
relapse,skiv,skiv,CCVC,fill,kept
relation,wort,wort,CVCC,fill,fixed
relax,rep,rep,CVC,short,kept
release,garf,garf,CVCC,fill,fixed
relevant,yalt,yalt,CVCC,fill,kept
relief,hunt,hunt,CVCC,fill,kept
relieve,yalc,yalc,CVCC,fill,kept
religion,sump,sump,CVCC,fill,kept
reluctant,blad,blad,CCVC,fill,kept
rely,Cibz,Cibz,CVCC,fill,kept
remain,gugz,gugz,CVCC,fill,kept
remainder,smap,smap,CCVC,fill,kept
remedy,prod,prod,CCVC,fill,kept
remember,nat,nat,CVC,short,kept
remorse,djum,djum,CCVC,fill,kept
remote,sesk,sesk,CVCC,fill,kept
remove,pebz,pebz,CVCC,fill,kept
render,txon,txon,CCVC,fill,kept
renounce,klez,klez,CCVC,fill,kept
rent,gorb,gorb,CVCC,fill,kept
repair,xaft,xaft,CVCC,fill,kept
repeat,vav,vav,CVC,hand,fixed
repel,frid,frid,CCVC,fill,fixed
repent,blux,blux,CCVC,fill,kept
repetition,vruk,vruk,CCVC,fill,kept
replace,zend,zend,CVCC,fill,kept
replenish,flop,flop,CCVC,fill,kept
reply,lift,lift,CVCC,fill,kept
report,yak,yak,CVC,short,kept
represent,hagz,hagz,CVCC,fill,kept
reproduce,smet,smet,CCVC,fill,kept
reptile,tarz,tarz,CVCC,hand,fixed
reputation,tent,tent,CVCC,fill,kept
request,piq,piq,CVC,hand,fixed
require,fist,fist,CVCC,fill,kept
rescue,betx,betx,CVCC,fill,kept
research,gups,gups,CVCC,fill,kept
resemble,kleq,kleq,CCVC,fill,kept
