english,english_parts,tune,tune_parts,joiner,parts,whole,where,kind
renew,"again + new",palaugump,"pal + gump",au,2,yes,prefix,verdict
repeated,"repeat + done",,"vav + ?",au,2,no,affix,verdict
replace,"again + place",palaunad,"pal + nad",au,2,yes,prefix,verdict
replacement,"replace + act",zendaiyez,"zend + yez",ai,2,yes,judged,verdict
replicate,"copy",xok,"xok",ai,1,yes,sense,verdict
replication,"replicate + act",,"? + yez",ai,2,no,judged,verdict
representation,"represent + act",hagzauyez,"hagz + yez",au,2,yes,affix,verdict
reproduce,"again + produce",palauvugz,"pal + vugz",au,2,yes,prefix,verdict
reproduction,"again + production",,"pal + ?",au,2,no,prefix,verdict
reproductive,"reproduce + like",smetailak,"smet + lak",ai,2,yes,judged,verdict
republic,"again + public",palauzab,"pal + zab",au,2,yes,prefix,verdict
repulse,"again + pulse",palaubobz,"pal + bobz",au,2,yes,prefix,verdict
required,"require + done",,"fist + ?",au,2,no,affix,verdict
requirement,"require + act",fistauyez,"fist + yez",au,2,yes,affix,verdict
resembling,"resemble + act",kleqauyez,"kleq + yez",au,2,yes,affix,verdict
reservation,"reserve + act",Cipsaiyez,"Cips + yez",ai,2,yes,judged,verdict
reservoir,"hold + lake",hoqaigals,"hoq + gals",ai,2,yes,sense,verdict
reset,"again + set",palaugig,"pal + gig",au,2,yes,prefix,verdict
reside,"again + side",palausard,"pal + sard",au,2,yes,prefix,verdict
residence,"reside + act",,"? + yez",ai,2,no,judged,verdict
residual,"observe + predict + difference",,"suv + wudj + ?",ai,3,no,sense,verdict
resilient,"recover + able",xustaifip,"xust + fip",ai,2,yes,sense,verdict
resin,"again + sin",palauvon,"pal + von",au,2,yes,prefix,verdict
resistance,"resist + act",zistauyez,"zist + yez",au,2,yes,affix,verdict
resistant,"resist + agent",zistauyug,"zist + yug",au,2,yes,affix,verdict
resolution,"again + solution",palauhidz,"pal + hidz",au,2,yes,prefix,verdict
resolve,"again + solve",palauwiz,"pal + wiz",au,2,yes,prefix,verdict
resonance,"resonate + act",razauyez,"raz + yez",au,2,yes,affix,verdict
resonant,"resonate + agent",razauyug,"raz + yug",au,2,yes,affix,verdict
resorption,"resorb + act",,"? + yez",ai,2,no,judged,verdict
resort,"rest + place",zaxainad,"zax + nad",ai,2,yes,sense,verdict
resourceful,"skill + means + find",,"jips + ? + fan",ai,3,no,sense,verdict
respiration,"breathe + act",netsaiyez,"nets + yez",ai,2,yes,judged,verdict
respiratory,"breathe + of",netsaiyov,"nets + yov",ai,2,yes,judged,verdict
responsibility,"response + ability",,"paq + ?",au,2,no,affix,verdict
responsible,"response + able",paqaufip,"paq + fip",au,2,yes,affix,verdict
responsive,"respond + like",sedzailak,"sedz + lak",ai,2,yes,judged,verdict
restitution,"give + back",gifaigok,"gif + gok",ai,2,yes,sense,verdict
restoration,"restore + act",rorfaiyez,"rorf + yez",ai,2,yes,judged,verdict
restrain,"again + strain",palauCegz,"pal + Cegz",au,2,yes,prefix,verdict
restricted,"restrict + done",,"fleb + ?",ai,2,no,judged,verdict
restriction,"restrict + act",flebaiyez,"fleb + yez",ai,2,yes,judged,verdict
resurrection,"die + rise + again",sexairizaipal,"sex + riz + pal",ai,3,yes,sense,verdict
retardation,"retard + act",wuksaiyez,"wuks + yez",ai,2,yes,judged,verdict
retention,"retain + act",prenaiyez,"pren + yez",ai,2,yes,judged,verdict
retinal,"retina + of",,"? + yov",ai,2,no,judged,verdict
retirement,"retire + act",forvaiyez,"forv + yez",ai,2,yes,judged,verdict
retreat,"again + treat",palaunidz,"pal + nidz",au,2,yes,prefix,verdict
retry,"again + try",palauzok,"pal + zok",au,2,yes,prefix,verdict
reuse,"again + use",palauyuz,"pal + yuz",au,2,yes,prefix,verdict
revenue,"income",jolv,"jolv",ai,1,yes,sense,verdict
reverse,"again + verse",palaulalb,"pal + lalb",au,2,yes,prefix,verdict
reversible,"reverse + able",,"? + fip",ai,2,no,sense,verdict
revision,"revise + act",skabaiyez,"skab + yez",ai,2,yes,sense,verdict
revolt,"rebel",yolk,"yolk",ai,1,yes,sense,verdict
revolution,"revolve + act",vruzaiyez,"vruz + yez",ai,2,yes,judged,verdict
rhino,"horn + beast",peksaibist,"peks + bist",ai,2,yes,sense,verdict
rhinoceros,"nose + horn + animal",nozaipeksaizul,"noz + peks + zul",ai,3,yes,sense,verdict
rigidity,"rigid + ness",,"tram + ?",ai,2,no,judged,verdict
rioter,"riot + agent",ciksaiyug,"ciks + yug",ai,2,yes,sense,verdict
robin,"red + chest + sparrow",gicaigitxaibrax,"gic + gitx + brax",ai,3,yes,sense,verdict
rocky,"rock + like",rakailak,"rak + lak",ai,2,yes,judged,verdict
roe,"fish + egg",frixaibisp,"frix + bisp",ai,2,yes,sense,verdict
rollback,"past + state + return",gezaidomaixuv,"gez + dom + xuv",ai,3,yes,sense,verdict
roller,"roll + agent",maldaiyug,"mald + yug",ai,2,yes,judged,verdict
romantic,"romance + like",hempaulak,"hemp + lak",au,2,yes,affix,verdict
roof,"building + covering",,"? + vedz",ai,2,no,sense,verdict
rosette,"rose + small",rozaismal,"roz + smal",ai,2,yes,judged,verdict
rostrum,"point + snout",leCaiskod,"leC + skod",ai,2,yes,sense,verdict
rotation,"rot + act",jampauyez,"jamp + yez",au,2,yes,affix,verdict
rotten,"rot + make",jampaumek,"jamp + mek",au,2,yes,affix,verdict
rubber,"rub + agent",gruvauyug,"gruv + yug",au,2,yes,affix,verdict
rubbish,"rub + like",gruvaulak,"gruv + lak",au,2,yes,affix,verdict
ruby,"red + gem",gicaiblod,"gic + blod",ai,2,yes,sense,verdict
ruffian,"rough + violent + agent",gabzaivolzaiyug,"gabz + volz + yug",ai,3,yes,sense,verdict
rugby,"carry + ball + sport",maftaibralaipudj,"maft + bral + pudj",ai,3,yes,sense,verdict
ruler,"rule + agent",neskauyug,"nesk + yug",au,2,yes,affix,verdict
runaway,"feedback + reinforce + control + without",,"? + ? + fol + Cev",ai,4,no,sense,verdict
runner,"run + agent",rinaiyug,"rin + yug",ai,2,yes,judged,verdict
rural,"country + of",fibaiyov,"fib + yov",ai,2,yes,judged,verdict
saboteur,"secret + damage + agent",kretaigutsaiyug,"kret + guts + yug",ai,3,yes,sense,verdict
sack,"cloth + bag",corvairod,"corv + rod",ai,2,yes,sense,verdict
sadistic,"other + suffer + pleasure",nezaibugzaizim,"nez + bugz + zim",ai,3,yes,sense,verdict
sadness,"sad + nature",studaunep,"stud + nep",au,2,yes,affix,verdict
safety,"safe + state",stefaidom,"stef + dom",ai,2,yes,judged,verdict
saga,"long + story",nucaizam,"nuc + zam",ai,2,yes,sense,verdict
sailor,"sail + agent",frasaiyug,"fras + yug",ai,2,yes,sense,verdict
saint,"holy + person",mestainar,"mest + nar",ai,2,yes,sense,verdict
salary,"work + pay",warkaipeq,"wark + peq",ai,2,yes,sense,verdict
sale,"sell + act",rokaiyez,"rok + yez",ai,2,yes,sense,verdict
salicylate,"salicylic + salt",,"? + tigz",ai,2,no,judged,verdict
salivary,"saliva + of",brixaiyov,"brix + yov",ai,2,yes,judged,verdict
salmon,"river + climb + fish",narvaikimaifrix,"narv + kim + frix",ai,3,yes,sense,verdict
salty,"salt + like",tigzaulak,"tigz + lak",au,2,yes,affix,verdict
sandstone,"sand + rock",sandairak,"sand + rak",ai,2,yes,sense,verdict
sandy,"sand + like",sandailak,"sand + lak",ai,2,yes,judged,verdict
sanitize,"clean + make",klinaimek,"klin + mek",ai,2,yes,sense,verdict
sapient,"wise + like",daldailak,"dald + lak",ai,2,yes,sense,verdict
sapphire,"blue + gem",bulaiblod,"bul + blod",ai,2,yes,sense,verdict
sardine,"small + herring",smalaidjup,"smal + djup",ai,2,yes,sense,verdict
sardonic,"bitter + cynical + mock",vumpaiglimaidov,"vump + glim + dov",ai,3,yes,sense,verdict
satirical,"humor + criticize + expose",,"kalf + ? + Cebz",ai,3,no,sense,verdict
saturation,"saturate + act",txoraiyez,"txor + yez",ai,2,yes,judged,verdict
saturn,"ring + planet",ropaiglob,"rop + glob",ai,2,yes,sense,verdict
savings,"save + act",sevaiyez,"sev + yez",ai,2,yes,judged,verdict
scalar,"single + number",miskaidis,"misk + dis",ai,2,yes,sense,verdict
scallion,"green + onion",pesaiwont,"pes + wont",ai,2,yes,sense,verdict
scaly,"scale + like",skalaulak,"skal + lak",au,2,yes,affix,verdict
scanner,"scan + thing",xibzainiv,"xibz + niv",ai,2,yes,judged,verdict
scapular,"scapula + of",,"? + yov",ai,2,no,judged,verdict
scary,"scar + like",xoksaulak,"xoks + lak",au,2,yes,affix,verdict
scavenger,"scavenge + agent",,"? + yug",ai,2,no,sense,verdict
scenario,"possible + story",yenaizam,"yen + zam",ai,2,yes,sense,verdict
schist,"flake + rock",kronairak,"kron + rak",ai,2,yes,sense,verdict
scientific,"science + of",gaskaiyov,"gask + yov",ai,2,yes,judged,verdict
scientist,"science + agent",gaskauyug,"gask + yug",au,2,yes,affix,verdict
scoff,"mock + dismiss",dovaiyord,"dov + yord",ai,2,yes,sense,verdict
scornful,"scorn + full",spemauvup,"spem + vup",au,2,yes,affix,verdict
scoundrel,"dishonest + agent",,"? + yug",ai,2,no,sense,verdict
scribe,"write + agent",rataiyug,"rat + yug",ai,2,yes,sense,verdict
scripture,"holy + writing",,"mest + ?",ai,2,no,sense,verdict
scruffy,"scruff + like",,"? + lak",au,2,no,affix,verdict
seafloor,"sea + floor",malcairim,"malc + rim",ai,2,yes,sense,verdict
seagrass,"sea + grass",malcaigras,"malc + gras",ai,2,yes,sense,verdict
seahorse,"sea + horse",malcaihors,"malc + hors",ai,2,yes,sense,verdict
sealed,"seal + done",,"hodj + ?",au,2,no,affix,verdict
seamount,"sea + mountain",malcaimot,"malc + mot",ai,2,yes,sense,verdict
seasoning,"taste + thing",testainiv,"test + niv",ai,2,yes,sense,verdict
seat,"sit + thing",kefainiv,"kef + niv",ai,2,yes,sense,verdict
sebaceous,"sebum + of",,"? + yov",ai,2,no,judged,verdict
second,"two + order",dobainord,"dob + nord",ai,2,yes,sense,verdict
secondary,"second + like",,"? + lak",au,2,no,affix,verdict
secretary,"secret + like",kretaulak,"kret + lak",au,2,yes,affix,verdict
secretion,"secrete + act",,"? + yez",au,2,no,affix,verdict
secretory,"secrete + like",,"? + lak",ai,2,no,judged,verdict
section,"sect + act",vrakauyez,"vrak + yez",au,2,yes,affix,verdict
security,"secure + nature",barfaunep,"barf + nep",au,2,yes,affix,verdict
sedge,"marsh + grass",glataigras,"glat + gras",ai,2,yes,sense,verdict
sedimentary,"sediment + rock",,"? + rak",ai,2,no,sense,verdict
sedimentation,"particle + settle + accumulate",ravaivretaifruv,"rav + vret + fruv",ai,3,yes,sense,verdict
segmentation,"segment + act",txofaiyez,"txof + yez",ai,2,yes,judged,verdict
segmented,"segment + many",txofaimav,"txof + mav",ai,2,yes,sense,verdict
segregation,"segregate + act",,"? + yez",ai,2,no,judged,verdict
seizure,"seize + act",lidjaiyez,"lidj + yez",ai,2,yes,judged,verdict
selection,"select + act",glepauyez,"glep + yez",au,2,yes,affix,verdict
selective,"select + like",glepailak,"glep + lak",ai,2,yes,judged,verdict
self-organize,"self + organize",,"dep + ?",ai,2,no,sense,verdict
self-reliant,"self + rely",depaiCibz,"dep + Cibz",ai,2,yes,sense,verdict
selfish,"self + like",depaulak,"dep + lak",au,2,yes,affix,verdict
semantics,"meaning + study",mogainedz,"mog + nedz",ai,2,yes,sense,verdict
seminal,"semen + of",wuspaiyov,"wusp + yov",ai,2,yes,judged,verdict
senior,"old + more",margainis,"marg + nis",ai,2,yes,judged,verdict
sensation,"sense + act",zoxauyez,"zox + yez",au,2,yes,affix,verdict
sensitivity,"sensitive + nature",buqkaunep,"buqk + nep",au,2,yes,affix,verdict
sensor,"detect + device",ragzaifon,"ragz + fon",ai,2,yes,sense,verdict
sensory,"sense + of",zoxaiyov,"zox + yov",ai,2,yes,judged,verdict
sentence,"thought + line",,"? + zob",ai,2,no,sense,verdict
separation,"separate + act",nubauyez,"nub + yez",au,2,yes,affix,verdict
septic,"rot + of",jampaiyov,"jamp + yov",ai,2,yes,judged,verdict
sequential,"order + like",nordailak,"nord + lak",ai,2,yes,sense,verdict
sequestration,"sequester + act",,"? + yez",ai,2,no,judged,verdict
serialize,"line + form + make",zobainuntaimek,"zob + nunt + mek",ai,3,yes,sense,verdict
serous,"serum + of",grafaiyov,"graf + yov",ai,2,yes,judged,verdict
serpent,"snake",his,"his",ai,1,yes,sense,verdict
servant,"serve + agent",gampauyug,"gamp + yug",au,2,yes,affix,verdict
server,"serve + agent",gampauyug,"gamp + yug",au,2,yes,affix,verdict
sessile,"attach + fixed",,"totx + ?",ai,2,no,sense,verdict
seta,"bristle",,"?",ai,1,no,sense,verdict
setpoint,"target + value",bimaival,"bim + val",ai,2,yes,sense,verdict
setter,"set + one",gigaizan,"gig + zan",ai,2,yes,judged,verdict
settlement,"settle + act",vretauyez,"vret + yez",au,2,yes,affix,verdict
seventeen,"ten + seven",feCaixab,"feC + xab",ai,2,yes,sense,verdict
seventh,"seven + order",xabainord,"xab + nord",ai,2,yes,sense,verdict
seventy,"seven + ten",xabaifeC,"xab + feC",ai,2,yes,sense,verdict
severity,"severe + ness",,"xips + ?",ai,2,no,judged,verdict
sewer,"waste + pipe",muspaitidj,"musp + tidj",ai,2,yes,sense,verdict
shaker,"shake + agent",gempaiyug,"gemp + yug",ai,2,yes,judged,verdict
shaky,"shake + like",gempaulak,"gemp + lak",au,2,yes,affix,verdict
shale,"mud + rock",catairak,"cat + rak",ai,2,yes,sense,verdict
shall,"grammar",,"?",au,1,no,grammar,verdict
shaman,"spirit + talk + agent",janaitakaiyug,"jan + tak + yug",ai,3,yes,sense,verdict
shameful,"shame + full",gintauvup,"gint + vup",au,2,yes,affix,verdict
shameless,"shame + without",gintaiCev,"gint + Cev",ai,2,yes,sense,verdict
shaped,"shape + done",,"deps + ?",au,2,no,affix,verdict
shapeshift,"shape + change",depsaixun,"deps + xun",ai,2,yes,sense,verdict
shared,"share + done",,"xal + ?",au,2,no,affix,verdict
sharpen,"sharp + make",bontaumek,"bont + mek",au,2,yes,affix,verdict
shear,"she + like",momaulak,"mom + lak",au,2,yes,affix,verdict
shock wave,"shock + wave",dardaiwev,"dard + wev",ai,2,yes,sense,verdict
shorten,"short + make",letaumek,"let + mek",au,2,yes,affix,verdict
should,"grammar",,"?",au,1,no,grammar,verdict
shower,"show + agent",xolauyug,"xol + yug",au,2,yes,affix,verdict
shrew,"sharp + nose + rat",bontainozaidimp,"bont + noz + dimp",ai,3,yes,sense,verdict
sieve,"filter + size",vekaigux,"vek + gux",ai,2,yes,sense,verdict
sight,"see + act",visaiyez,"vis + yez",ai,2,yes,sense,verdict
significance,"significant + ness",,"? + ?",ai,2,no,judged,verdict
significant,"signify + agent",,"? + yug",au,2,no,affix,verdict
signify,"sign + make",saqkaumek,"saqk + mek",au,2,yes,affix,verdict
silicate,"silicon + salt",kledaitigz,"kled + tigz",ai,2,yes,judged,verdict
silo,"grain + tower",,"letx + ?",ai,2,no,sense,verdict
silt,"fine + sand",polaisand,"pol + sand",ai,2,yes,sense,verdict
similarity,"similar + nature",subzaunep,"subz + nep",au,2,yes,affix,verdict
simulation,"simulate + act",liqauyez,"liq + yez",au,2,yes,affix,verdict
sinew,"tendon",,"?",ai,1,no,sense,verdict
singleton,"one + set",zanaigig,"zan + gig",ai,2,yes,sense,verdict
siphon,"draw + tube",gispaitub,"gisp + tub",ai,2,yes,sense,verdict
sixteen,"ten + six",feCaivip,"feC + vip",ai,2,yes,sense,verdict
sixteenth,"sixteen + order",,"? + nord",ai,2,no,sense,verdict
sixth,"six + order",vipainord,"vip + nord",ai,2,yes,sense,verdict
sixty,"six + ten",vipaifeC,"vip + feC",ai,2,yes,sense,verdict
skate,"small + ray",smalaireq,"smal + req",ai,2,yes,sense,verdict
skeletal,"skeleton + of",radjaiyov,"radj + yov",ai,2,yes,judged,verdict
skiing,"ski + act",,"? + yez",ai,2,no,judged,verdict
skillful,"skill + full",jipsauvup,"jips + vup",au,2,yes,affix,verdict
skinny,"skin + like",skinaulak,"skin + lak",au,2,yes,affix,verdict
slate,"sheet + stone",vodjaiston,"vodj + ston",ai,2,yes,sense,verdict
sleepy,"sleep + like",slipaulak,"slip + lak",au,2,yes,affix,verdict
sleet,"rain + snow",renaisnom,"ren + snom",ai,2,yes,sense,verdict
slightly,"slight + manner",sletaukuq,"slet + kuq",au,2,yes,affix,verdict
slimy,"slim + like",valbaulak,"valb + lak",au,2,yes,affix,verdict
slower,"slow + agent",slomauyug,"slom + yug",au,2,yes,affix,verdict
smaller,"grammar",,"?",au,1,no,grammar,verdict
smallest,"grammar",,"?",au,1,no,grammar,verdict
smith,"metal + work + agent",maltaiwarkaiyug,"malt + wark + yug",ai,3,yes,sense,verdict
smoker,"smoke + agent",smokaiyug,"smok + yug",ai,2,yes,judged,verdict
smug,"self + satisfy + superior",depaiyarzaizond,"dep + yarz + zond",ai,3,yes,sense,verdict
smuggler,"secret + carry + agent",kretaimaftaiyug,"kret + maft + yug",ai,3,yes,sense,verdict
sneaky,"sneak + like",snikaulak,"snik + lak",au,2,yes,affix,verdict
sneer,"contempt + face + show",rodjaifesaixol,"rodj + fes + xol",ai,3,yes,sense,verdict
snuff,"nose + powder",nozaikubz,"noz + kubz",ai,2,yes,sense,verdict
soccer,"foot + ball + sport",gralaibralaipudj,"gral + bral + pudj",ai,3,yes,sense,verdict
sock,"soft + foot + covering",saftaigralaivedz,"saft + gral + vedz",ai,3,yes,sense,verdict
soften,"soft + make",saftaumek,"saft + mek",au,2,yes,affix,verdict
software,"soft + ware",saftaiplog,"saft + plog",ai,2,yes,compound,verdict
solar,"sole + like",yuftaulak,"yuft + lak",au,2,yes,affix,verdict
soldier,"war + agent",gekaiyug,"gek + yug",ai,2,yes,sense,verdict
solitary,"sole + like",yuftailak,"yuft + lak",ai,2,yes,judged,verdict
solstice,"sun + stand + day",sanaizesaiyam,"san + zes + yam",ai,3,yes,sense,verdict
soluble,"dissolve + able",zalvaifip,"zalv + fip",ai,2,yes,sense,verdict
solute,"dissolve + thing",zalvainiv,"zalv + niv",ai,2,yes,sense,verdict
solution,"solve + act",wizaiyez,"wiz + yez",ai,2,yes,sense,verdict
solvent,"solve + agent",wizauyug,"wiz + yug",au,2,yes,affix,verdict
somatic,"body + of",vataiyov,"vat + yov",ai,2,yes,judged,verdict
someone,"some + one",ninaizan,"nin + zan",ai,2,yes,sense,verdict
something,"some + thing",ninainiv,"nin + niv",ai,2,yes,sense,verdict
sometime,"some + time",ninaikal,"nin + kal",ai,2,yes,sense,verdict
sometimes,"some + time",ninaikal,"nin + kal",ai,2,yes,sense,verdict
song,"sing + thing",remainiv,"rem + niv",ai,2,yes,sense,verdict
sophisticated,"refine + done",,"? + ?",ai,2,no,sense,verdict
southward,"south + oriented",,"lut + ?",ai,2,no,sense,verdict
sovereignty,"highest + rule",,"? + nesk",ai,2,no,sense,verdict
soybean,"oil + bean",gipsaiColv,"gips + Colv",ai,2,yes,sense,verdict
speaker,"speak + one",vikaizan,"vik + zan",ai,2,yes,judged,verdict
specialist,"special + agent",fezauyug,"fez + yug",au,2,yes,affix,verdict
specialize,"special + make",fezaumek,"fez + mek",au,2,yes,affix,verdict
speciation,"population + isolate + diverge",,"xebz + dric + ?",ai,3,no,sense,verdict
species,"life + kind",cadainab,"cad + nab",ai,2,yes,sense,verdict
specification,"specify + act",,"? + yez",ai,2,no,judged,verdict
specified,"specify + done",,"? + ?",ai,2,no,judged,verdict
specimen,"one + sample",zanaihund,"zan + hund",ai,2,yes,sense,verdict
spectacular,"grand + sight",malbaisat,"malb + sat",ai,2,yes,sense,verdict
spectral,"ghost + like",gostailak,"gost + lak",ai,2,yes,sense,verdict
speech,"speak + act",vikaiyez,"vik + yez",ai,2,yes,sense,verdict
sphinx,"lion + body + human + head",groqaivataidramaihad,"groq + vat + dram + had",ai,4,yes,sense,verdict
spicy,"spice + like",spasaulak,"spas + lak",au,2,yes,affix,verdict
spiny,"spine + like",spanailak,"span + lak",ai,2,yes,judged,verdict
spiracle,"breathe + opening",netsaigetx,"nets + getx",ai,2,yes,sense,verdict
splenic,"spleen + of",bruvaiyov,"bruv + yov",ai,2,yes,judged,verdict
splicing,"splice + act",,"? + yez",ai,2,no,judged,verdict
spruce,"needle + pine",valdaicomp,"vald + comp",ai,2,yes,sense,verdict
squawk,"bird + screech",baxaicarb,"bax + carb",ai,2,yes,sense,verdict
squid,"long + octopus",nucaitxug,"nuc + txug",ai,2,yes,sense,verdict
squirrel,"tree + rat",dipaidimp,"dip + dimp",ai,2,yes,sense,verdict
squishy,"squish + like",stiqaulak,"stiq + lak",au,2,yes,affix,verdict
stadium,"big + arena",brataiglib,"brat + glib",ai,2,yes,sense,verdict
staging,"stage + act",nalvaiyez,"nalv + yez",ai,2,yes,judged,verdict
stairs,"stair + many",snedaumav,"sned + mav",au,2,yes,affix,verdict
standard deviation,"typical + deviation",,"visp + ?",ai,2,no,sense,verdict
starfish,"star + fish",staraifrix,"star + frix",ai,2,yes,sense,verdict
state space,"state + set",domaigig,"dom + gig",ai,2,yes,sense,verdict
statement,"state + act",domauyez,"dom + yez",au,2,yes,affix,verdict
static,"state + like",domaulak,"dom + lak",au,2,yes,affix,verdict
station,"stay + act",stevauyez,"stev + yez",au,2,yes,affix,verdict
statistics,"state + thing",domainiv,"dom + niv",ai,2,yes,judged,verdict
stay,"state + like",domaulak,"dom + lak",au,2,yes,affix,verdict
steel,"hard + iron",kadaikitx,"kad + kitx",ai,2,yes,sense,verdict
stellate,"star + like",starailak,"star + lak",ai,2,yes,judged,verdict
steppe,"dry + plain",dralaipind,"dral + pind",ai,2,yes,sense,verdict
steroid,"sterol + like",,"? + lak",ai,2,no,judged,verdict
stevia,"sweet + leaf",skitailif,"skit + lif",ai,2,yes,sense,verdict
sticky,"stick + like",rebaulak,"reb + lak",au,2,yes,affix,verdict
stiffness,"stiff + ness",,"fatx + ?",ai,2,no,judged,verdict
stimulation,"stimulate + act",,"? + yez",ai,2,no,judged,verdict
stinger,"sting + part",Campaipart,"Camp + part",ai,2,yes,sense,verdict
stinking,"stink + act",zaqkauyez,"zaqk + yez",au,2,yes,affix,verdict
stochastic,"random",fard,"fard",ai,1,yes,sense,verdict
stocking,"stock + act",bepsauyez,"beps + yez",au,2,yes,affix,verdict
stoic,"feeling + restrain",,"? + ?",ai,2,no,sense,verdict
stomata,"leaf + pore",,"lif + ?",ai,2,no,sense,verdict
stork,"long + leg + crane",nucailegzaigolp,"nuc + legz + golp",ai,3,yes,sense,verdict
stranger,"unknown + person",,"? + nar",ai,2,no,sense,verdict
stratification,"stratum + act",,"? + yez",ai,2,no,judged,verdict
stratified,"stratum + done",,"? + ?",ai,2,no,judged,verdict
stratus,"layer + cloud",grofaiklad,"grof + klad",ai,2,yes,sense,verdict
strawberry,"grass + berry",grasaiglaf,"gras + glaf",ai,2,yes,sense,verdict
strength,"strong + measure",livaiyaj,"liv + yaj",ai,2,yes,sense,verdict
strengthen,"strength + make",,"? + mek",au,2,no,affix,verdict
studio,"art + room",meqkaitif,"meqk + tif",ai,2,yes,sense,verdict
sturgeon,"ancient + fish",xantaifrix,"xant + frix",ai,2,yes,sense,verdict
sub,"submarine",,"?",ai,1,no,clipping,verdict
sublimation,"solid + gas + become",soldaimeskaijef,"sold + mesk + jef",ai,3,yes,sense,verdict
submerge,"below + merge",dodjaubas,"dodj + bas",au,2,yes,prefix,verdict
submission,"submit + act",slimaiyez,"slim + yez",ai,2,yes,sense,verdict
subordinate,"below + rank",dodjaireqk,"dodj + reqk",ai,2,yes,sense,verdict
subscription,"subscribe + act",skadaiyez,"skad + yez",ai,2,yes,sense,verdict
subset,"below + set",dodjaugig,"dodj + gig",au,2,yes,prefix,verdict
subside,"below + side",dodjausard,"dodj + sard",au,2,yes,prefix,verdict
subsidy,"help + money",neqaipov,"neq + pov",ai,2,yes,sense,verdict
substation,"small + station",,"smal + ?",ai,2,no,sense,verdict
subsume,"under + include",betaidab,"bet + dab",ai,2,yes,sense,verdict
subsystem,"below + system",dodjauwux,"dodj + wux",au,2,yes,prefix,verdict
subtype,"below + type",dodjautuq,"dodj + tuq",au,2,yes,prefix,verdict
succession,"succeed + act",xigzaiyez,"xigz + yez",ai,2,yes,judged,verdict
successive,"follow + order",darbainord,"darb + nord",ai,2,yes,sense,verdict
successor,"next + one",fidaizan,"fid + zan",ai,2,yes,sense,verdict
succinate,"succinic + salt",,"? + tigz",ai,2,no,judged,verdict
suction,"suck + act",gotxaiyez,"gotx + yez",ai,2,yes,judged,verdict
suffering,"suffer + act",bugzauyez,"bugz + yez",au,2,yes,affix,verdict
suffice,"enough + be",puxaibaq,"pux + baq",ai,2,yes,sense,verdict
sufficient,"enough",pux,"pux",ai,1,yes,sense,verdict
sugarcane,"sugar + grass",gandaigras,"gand + gras",ai,2,yes,sense,verdict
suggestion,"suggest + act",geqkauyez,"geqk + yez",au,2,yes,affix,verdict
sulfate,"sulfur + salt",spizaitigz,"spiz + tigz",ai,2,yes,judged,verdict
sulfide,"sulfur + salt",spizaitigz,"spiz + tigz",ai,2,yes,judged,verdict
sunflower,"sun + flower",sanaiflor,"san + flor",ai,2,yes,sense,verdict
sunshine,"sun + light",sanailit,"san + lit",ai,2,yes,sense,verdict
superficial,"surface + of",sorfaiyov,"sorf + yov",ai,2,yes,judged,verdict
supernatural,"above + natural",nedjaunups,"nedj + nups",au,2,yes,prefix,verdict
supertype,"above + type",nedjautuq,"nedj + tuq",au,2,yes,prefix,verdict
supper,"night + meal",yitaidarg,"yit + darg",ai,2,yes,sense,verdict
suppression,"suppress + act",smazaiyez,"smaz + yez",ai,2,yes,judged,verdict
surface tension,"surface + tension",sorfaixalf,"sorf + xalf",ai,2,yes,sense,verdict
surprised,"surprise + done",,"lib + ?",au,2,no,affix,verdict
surrounding,"surround + act",djovauyez,"djov + yez",au,2,yes,affix,verdict
surveillance,"over + watch + act",djipaiwatxaiyez,"djip + watx + yez",ai,3,yes,judged,verdict
survey,"many + sample + observe",mavaihundaisuv,"mav + hund + suv",ai,3,yes,sense,verdict
susceptibility,"susceptible + ness",,"? + ?",ai,2,no,judged,verdict
suspension,"suspend + act",dromaiyez,"drom + yez",ai,2,yes,judged,verdict
swan,"white + goose",wipaizarv,"wip + zarv",ai,2,yes,sense,verdict
swindler,"cheat + agent",kendaiyug,"kend + yug",ai,2,yes,sense,verdict
swordfish,"sword + fish",bibzaifrix,"bibz + frix",ai,2,yes,sense,verdict
syllable,"sound + beat",samaibit,"sam + bit",ai,2,yes,sense,verdict
symbiosis,"live + together",kibaitug,"kib + tug",ai,2,yes,sense,verdict
symbolic,"symbol + like",maraulak,"mar + lak",au,2,yes,affix,verdict
symbolize,"symbol + make",maraumek,"mar + mek",au,2,yes,affix,verdict
symmetric,"symmetry + like",matxaulak,"matx + lak",au,2,yes,affix,verdict
sympathetic,"sympathy + of",xorzaiyov,"xorz + yov",ai,2,yes,judged,verdict
synchronize,"same + time + make",nobaikalaimek,"nob + kal + mek",ai,3,yes,sense,verdict
synchronous,"same + time",nobaikal,"nob + kal",ai,2,yes,sense,verdict
synergy,"combine + effect + greater",,"plaz + zak + ?",ai,3,no,sense,verdict
synonym,"same + meaning",nobaimog,"nob + mog",ai,2,yes,sense,verdict
synovial,"synovia + of",,"? + yov",ai,2,no,judged,verdict
synthetic,"synthesis + like",,"? + lak",ai,2,no,judged,verdict
tactful,"social + skill + offense + avoid",gundaijipsaikotxaivord,"gund + jips + kotx + vord",ai,4,yes,sense,verdict
tactic,"tact + like",spoqaulak,"spoq + lak",au,2,yes,affix,verdict
tactile,"touch + of",tatxaiyov,"tatx + yov",ai,2,yes,judged,verdict
