english                 tune    shape  role           uses  head  source
she                     mom     cvc    noun              0     0  short
sheath                  flof    ccvc   noun              1     1  fill
shed                    vuts    cvcc   verb              6     3  fill
sheep                   zigz    cvcc   noun              5     1  fill
sheet                   vodj    cvcc   noun             18    16  fill
shelf                   Cabz    cvcc   noun              3     1  fill
shell                   txal    ccvc   noun             15    12  hand
shelter                 vond    cvcc   verb             10     6  fill
shh                     mund    cvcc   interjection      0     0  fill
shield                  xolc    cvcc   noun              8     8  fill
shift                   xift    cvcc   verb             14    10  hand
shin                    djop    ccvc   noun              0     0  fill
shine                   palb    cvcc   verb             37    18  fill
shiny                   jegz    cvcc   adjective         0     0  fill
ship                    xup     cvc    verb             15    10  hand
shirt                   nard    cvcc   noun              5     5  fill
shit                    txet    ccvc   shit              0     0  hand
shock                   dard    cvcc   verb             16     5  fill
shoe                    debz    cvcc   noun              3     1  fill
shoot                   fig     cvc    shoot            10     5  short
shop                    mubz    cvcc   verb              9     6  fill
shore                   pups    cvcc   verb              2     1  fill
short                   let     cvc    adjective        45     2  short
shoulder                bidz    cvcc   noun              2     0  fill
shout                   xut     cvc    verb             11     9  hand
show                    xol     cvc    verb             92    42  hand
shred                   djux    ccvc   noun              1     0  fill
shrimp                  xarv    cvcc   noun              0     0  fill
shrine                  djut    ccvc   noun              1     1  fill
shrink                  vorv    cvcc   verb              2     1  fill
shun                    flaz    ccvc   verb              1     0  fill
shut                    ses     cvc    adjective         3     1  short
shy                     tubz    cvcc   adjective         2     0  fill
sibling                 tat     cvc    noun              2     1  hand
sick                    vuf     cvc    adjective        28    12  short
side                    sard    cvcc   verb             79    48  hand
siege                   pliq    ccvc   noun              0     0  fill
sign                    saqk    cvcc   verb             52    40  hand
signal                  tet     cvc    verb             11     3  hand
signature               vadz    cvcc   noun              1     0  fill
silence                 beks    cvcc   verb              1     1  fill
silent                  borf    cvcc   adjective        10     0  fill
silicon                 kled    ccvc   noun              0     0  fill
silk                    ford    cvcc   noun              3     1  fill
silver                  sav     cvc    adjective         1     1  hand
similar                 subz    cvcc   adjective         3     1  fill
simple                  briz    ccvc   adjective        13     1  hand
simulate                liq     cvc    verb              0     0  hand
simultaneous            fliz    ccvc   adjective         0     0  fill
sin                     von     cvc    noun              1     1  hand
since                   kev     cvc    preposition       0     0  short
sincere                 cuft    cvcc   adjective         0     0  fill
sing                    rem     cvc    verb              9     6  short
single                  misk    cvcc   adjective        40     0  fill
singular                snob    ccvc   adjective         0     0  fill
sink                    kabz    cvcc   verb              3     0  fill
sip                     rabz    cvcc   verb              2     1  fill
sister                  vez     cvc    noun              1     0  short
sit                     kef     cvc    verb              6     3  short
site                    teqk    cvcc   noun              6     4  fill
situation               wik     cvc    noun              6     4  short
six                     vip     cvc    value            11     0  hand
size                    gux     cvc    verb             40    32  short
sizzle                  frab    ccvc   noun              0     0  fill
skeleton                radj    cvcc   noun              0     0  fill
skeptical               smoq    ccvc   adjective         0     0  fill
skill                   jips    cvcc   noun             60    41  fill
skin                    skin    ccvc   noun             72    38  hand
skip                    skap    ccvc   noun              2     0  hand
skirt                   falc    cvcc   noun              2     2  fill
skull                   horf    cvcc   noun              2     1  fill
sky                     xum     cvc    noun             22     1  hand
slab                    tron    ccvc   noun              0     0  fill
slack                   yips    cvcc   adjective         0     0  fill
slam                    yebz    cvcc   verb              0     0  fill
slander                 snoj    ccvc   noun              0     0  fill
slant                   spet    ccvc   noun              7     0  fill
slave                   tudz    cvcc   noun              3     1  fill
sled                    driq    ccvc   noun              3     1  fill
sleep                   slip    ccvc   verb             36     7  hand
sleeve                  yald    cvcc   noun              2     0  fill
slender                 vrat    ccvc   adjective         0     0  fill
slice                   xogz    cvcc   verb              7     4  fill
slide                   slad    ccvc   verb             15     8  hand
slight                  slet    ccvc   adjective         6     2  hand
slim                    valb    cvcc   adjective         4     2  fill
slip                    bift    cvcc   verb              5     2  fill
slippery                wibz    cvcc   adjective         4     0  fill
slit                    gran    ccvc   verb              0     0  fill
slogan                  blaz    ccvc   noun              1     0  fill
slope                   slop    ccvc   verb              3     2  hand
slot                    yodj    cvcc   noun              0     0  fill
sloth                   smox    ccvc   noun              0     0  fill
slough                  friv    ccvc   noun              0     0  fill
slow                    slom    ccvc   adjective        28     4  hand
slug                    slog    ccvc   noun              0     0  hand
sly                     druf    ccvc   adjective         5     0  fill
small                   smal    ccvc   adjective       327    15  hand
smart                   rez     cvc    adjective        17     7  short
smash                   smax    ccvc   verb              3     0  hand
smear                   plof    ccvc   noun              1     0  fill
smell                   lug     cvc    verb             15    10  short
smile                   smul           verb              4     4  hand
smoke                   smok    ccvc   verb              8     1  hand
smooth                  kind    cvcc   adjective        25     4  fill
smuggle                 txob    ccvc   verb              0     0  fill
smut                    sniv    ccvc   noun              0     0  fill
snack                   xegz    cvcc   noun              6     4  fill
snail                   kran    ccvc   noun              1     0  fill
snake                   his     cvc    verb              5     4  hand
snap                    snap    ccvc   verb              2     0  hand
snare                   vrev    ccvc   noun              0     0  fill
snatch                  grin    ccvc   verb              1     1  fill
sneak                   snik           verb              4     0  hand
sneeze                  txun    ccvc   verb              0     0  hand
sniff                   snif    ccvc   verb              1     1  hand
snob                    plox    ccvc   noun              1     0  fill
snoop                   blav    ccvc   noun              1     0  fill
snort                   spen    ccvc   noun              1     0  fill
snot                    txix    ccvc   noun              1     0  fill
snout                   skod    ccvc   noun              1     1  fill
snow                    snom    ccvc   verb              9     4  hand
snug                    smum    ccvc   noun              1     0  fill
so                      bol     cvc    so                0     0  short
soak                    glog    ccvc   verb             14     7  fill
soap                    haqk    cvcc   noun              5     0  fill
sober                   falk    cvcc   verb              2     1  fill
social                  gund    cvcc   adjective         7     2  fill
society                 xark    cvcc   noun              3     0  hand
socket                  smiz    ccvc   noun              0     0  fill
soda                    puft    cvcc   noun              0     0  fill
sodium                  blov    ccvc   noun              0     0  fill
soft                    saft    cvcc   adjective        73     8  hand
soil                    rit     cvc    noun              9     7  hand
sole                    yuft    cvcc   adjective         1     1  fill
solemn                  ploz    ccvc   adjective         0     0  fill
solid                   sold    cvcc   adjective        14     6  hand
solo                    xond    cvcc   noun              1     0  fill
solution                hibz    cvcc   noun              4     3  fill
solution                hidz    cvcc   noun              4     3  fill
solve                   wiz     cvc    verb              4     3  hand
some                    nin     cvc    determiner        1     0  short
son                     tav     cvc    noun              6     3  short
soon                    slun    ccvc   adjective         1     0  hand
soot                    spum    ccvc   noun              0     0  fill
soothe                  snaf    ccvc   verb              5     0  fill
sorcery                 fref    ccvc   noun              0     0  fill
sore                    halb    cvcc   adjective         5     3  fill
sorrow                  Coft    cvcc   noun             11     6  fill
sorry                   peg     cvc    adjective         4     1  short
sort                    yev     cvc    verb              4     2  hand
soul                    sol     cvc    noun              4     1  hand
sound                   sam     cvc    verb            192   153  hand
sound                   fod     cvc    verb            192   153  short
soup                    beft    cvcc   noun              1     0  fill
sour                    yedz    cvcc   adjective         6     0  fill
source                  mab     cvc    noun             13    12  hand
south                   lut     cvc    adjective         2     2  hand
space                   pas     cvc    noun             87    73  hand
spade                   prov    ccvc   noun              1     1  fill
span                    txop    ccvc   verb              1     1  fill
spar                    vrof    ccvc   noun              0     0  fill
spare                   degz    cvcc   adjective         1     1  fill
spark                   cadj    cvcc   verb              2     2  fill
sparkle                 klab    ccvc   verb              6     0  fill
sparrow                 brax    ccvc   noun              0     0  fill
spasm                   spav    ccvc   noun              1     1  fill
spawn                   troz    ccvc   verb              1     1  fill
speak                   vik     cvc    verb             50    19  short
spear                   lunt    cvcc   noun              3     2  fill
spec                    cok     cvc    noun              0     0  hand
special                 fez     cvc    adjective        14     2  short
species                 sudj    cvcc   noun              0     0  fill
specific                kisk    cvcc   adjective         2     1  fill
speck                   tren    ccvc   noun              1     1  fill
spectrum                trom    ccvc   noun              1     0  hand
speed                   gidj    cvcc   verb             16     9  fill
spell                   gark    cvcc   verb              8     6  fill
spend                   rob     cvc    verb             13     6  short
sperm                   carg    cvcc   noun              1     0  fill
sphere                  bloq    ccvc   noun              3     3  fill
sphincter               spad    ccvc   noun              0     0  fill
spice                   spas    ccvc   verb              2     0  hand
spider                  falp    cvcc   noun              8     2  fill
spike                   spak    ccvc   noun              3     0  hand
spill                   xops    cvcc   verb              4     2  fill
spin                    spin    ccvc   verb             17     1  hand
spine                   span    ccvc   noun              7     2  hand
spiral                  kriv    ccvc   verb              2     1  fill
spirit                  jan     cvc    noun             40    28  hand
spit                    spit    ccvc   verb              5     0  hand
spite                   jabz    cvcc   verb              1     0  fill
splash                  wodj    cvcc   verb              4     0  fill
spleen                  bruv    ccvc   noun              1     0  fill
splendid                voqk    cvcc   adjective         0     0  fill
splendor                spiq    ccvc   noun              1     1  fill
split                   dit     cvc    verb             21     7  short
spoil                   vogz    cvcc   verb             11     3  fill
spoke                   gets    cvcc   verb              5     3  fill
sponge                  Cugz    cvcc   noun              0     0  fill
sponsor                 yolp    cvcc   verb              1     1  fill
spontaneous             woks    cvcc   adjective         1     0  fill
spool                   flam    ccvc   noun              2     1  fill
spoon                   jadj    cvcc   noun              2     2  fill
sport                   pudj    cvcc   noun              6     2  fill
spot                    mals    cvcc   verb             57    53  fill
spouse                  txuj    ccvc   noun              7     6  fill
spout                   stib    ccvc   noun              2     2  fill
spray                   fudj    cvcc   verb              7     6  fill
spread                  dend    cvcc   verb             28    14  fill
spring                  demp    cvcc   verb              7     2  fill
sprout                  sked    ccvc   verb              0     0  fill
spur                    smug    ccvc   verb              0     0  fill
spy                     pund    cvcc   verb              2     0  fill
square                  skar    ccvc   verb              1     1  hand
squash                  skax    ccvc   noun              1     0  hand
squat                   djec    ccvc   adjective         1     0  fill
squeak                  priv    ccvc   noun              1     0  fill
squeeze                 harg    cvcc   noun              7     2  fill
squirm                  skuv    ccvc   noun              1     0  fill
squish                  stiq    ccvc   verb              0     0  fill
stab                    stab    ccvc   verb              5     3  hand
stability               krav    ccvc   noun              0     0  fill
stabilize               smaj    ccvc   verb              0     0  fill
stable                  tab     cvc    adjective         7     6  hand
stack                   dog     cvc    verb              3     2  short
staff                   ditx    cvcc   verb              3     0  fill
stage                   nalv    cvcc   verb             20    16  fill
stain                   sten    ccvc   verb              7     2  hand
stair                   sned    ccvc   noun              0     0  fill
stake                   kond    cvcc   verb              2     2  fill
stale                   driz    ccvc   adjective         0     0  fill
stalk                   klep    ccvc   verb              2     2  fill
stall                   stal    ccvc   verb              0     0  hand
stamina                 smic    ccvc   noun              0     0  fill
stamp                   yidj    cvcc   verb              1     0  fill
stance                  trim    ccvc   noun              2     2  fill
stand                   zes     cvc    verb             36    22  short
standard                tugz    cvcc   adjective         7     5  fill
star                    star    ccvc   verb             22     6  hand
starch                  sneb    ccvc   noun              0     0  fill
stare                   fomp    cvcc   verb              3     1  fill
start                   vig     cvc    verb             38    19  hand
stash                   ralv    cvcc   noun              1     1  fill
state                   dom     cvc    verb            212   206  hand
statue                  fend    cvcc   noun              1     1  fill
status                  stet    ccvc   noun              4     4  hand
steady                  bolp    cvcc   adjective        16     7  fill
steal                   muks    cvcc   verb             17     3  fill
steam                   stim    ccvc   noun              1     0  hand
steep                   bluq    ccvc   adjective         3     0  fill
steer                   cudj    cvcc   verb              4     1  fill
stem                    plef    ccvc   verb              4     4  fill
step                    tip     cvc    verb             41    24  hand
sterile                 plov    ccvc   adjective         1     1  fill
stew                    cend    cvcc   noun              2     0  fill
steward                 drob    ccvc   noun              1     1  fill
stick                   reb     cvc    verb             54    35  short
stiff                   fatx    cvcc   adjective         3     0  fill
still                   pon     cvc    adjective        11     5  short
stimulus                floz    ccvc   noun              0     0  fill
sting                   Camp    cvcc   verb              2     1  fill
stink                   zaqk    cvcc   verb              0     0  fill
stir                    yiks    cvcc   verb             10     1  fill
stitch                  jodj    cvcc   verb              8     6  fill
stock                   beps    cvcc   noun              2     1  fill
stock                   bets    cvcc   noun              2     1  fill
stomach                 stok    ccvc   noun             12     3  hand
stone                   ston    ccvc   noun             36    24  hand
stool                   glad    ccvc   noun              1     1  fill
stop                    nef     cvc    verb             83    24  short
storage                 stoj    ccvc   noun              0     0  hand
store                   sut     cvc    verb             26    12  hand
storm                   deqk    cvcc   verb              7     5  fill
story                   zam     cvc    noun             51    38  short
stout                   stig    ccvc   adjective         0     0  fill
straight                ric     cvc    adjective        17     6  hand
strain                  Cegz    cvcc   verb              4     1  fill
strand                  tran    ccvc   noun              2     2  fill
strange                 leq     cvc    adjective        26     0  short
stranger                duts    cvcc   noun              0     0  fill
strap                   regz    cvcc   noun              6     6  fill
strategy                xidz    cvcc   noun              2     0  fill
straw                   caft    cvcc   noun              2     1  fill
stray                   yuqk    cvcc   adjective         1     0  fill
streak                  yets    cvcc   noun              0     0  fill
stream                  xuts    cvcc   verb             10     6  fill
street                  fef     cvc    noun              3     2  short
stress                  hisp    cvcc   verb             10     7  fill
stretch                 hump    cvcc   verb              7     5  fill
strict                  Cand    cvcc   adjective         1     1  fill
strike                  nalc    cvcc   verb             23    10  fill
string                  des     cvc    verb             18    11  short
strip                   hits    cvcc   verb             11     6  fill
stripe                  smog    ccvc   noun              4     2  fill
strive                  snag    ccvc   verb              1     0  fill
stroke                  zarg    cvcc   verb              0     0  fill
stroll                  worb    cvcc   noun              2     1  fill
strong                  liv     cvc    adjective       183    51  short
structure               tok     cvc    noun             18    17  hand
struggle                zitx    cvcc   verb              8     4  fill
strut                   smeg    ccvc   noun              2     0  fill
stubborn                fint    cvcc   adjective         4     0  fill
stuck                   mabz    cvcc   verb              0     0  fill
stud                    Carb    cvcc   noun              0     0  fill
student                 nund    cvcc   noun              5     3  fill
study                   nedz    cvcc   verb            101    95  fill
stuff                   staf    ccvc   verb             15    15  hand
stumble                 txoC    ccvc   verb              1     0  fill
stump                   blub    ccvc   verb              0     0  fill
stupid                  stup    ccvc   adjective         1     1  hand
style                   deks    cvcc   verb             49    45  fill
subject                 garg    cvcc   verb              1     0  fill
sublime                 smoj    ccvc   adjective         0     0  fill
submit                  yont    cvcc   verb              0     0  fill
submit                  slim    ccvc   verb              0     0  hand
subscribe               skad    ccvc   verb              1     1  fill
substance               Cisp    cvcc   noun             29    28  fill
substitute              lomp    cvcc   verb              1     0  fill
subtle                  Carf    cvcc   adjective         0     0  fill
subtract                xul            verb              0     0  hand
succeed                 xigz    cvcc   verb              1     1  fill
success                 ref     cvc    noun              8     4  hand
such                    satx    cvcc   adverb            0     0  hand
suck                    gotx    cvcc   verb              3     2  fill
sudden                  golz    cvcc   adjective        30     2  fill
sue                     dabz    cvcc   noun              1     0  fill
suffer                  bugz    cvcc   verb              8     4  fill
sugar                   gand    cvcc   noun             14    12  fill
suggest                 geqk    cvcc   verb              5     1  fill
suit                    mesp    cvcc   verb             10     6  fill
sulfur                  spiz    ccvc   noun              0     0  fill
sum                     fabz    cvcc   verb              4     3  fill
summer                  won     cvc    noun              3     1  short
summit                  gluf    ccvc   noun              0     0  fill
summon                  greg    ccvc   verb              0     0  fill
sun                     san     cvc    noun             59     4  hand
sunrise                 cump    cvcc   noun              0     0  fill
sunset                  fant    cvcc   noun              0     0  fill
superior                zond    cvcc   adjective         2     0  fill
supervise               txud    ccvc   verb              3     2  fill
supply                  toqk    cvcc   verb             21    15  fill
support                 nisk    cvcc   verb             61    27  fill
suppose                 fuv     cvc    verb              0     0  short
suppress                smaz    ccvc   verb              1     0  fill
sure                    xort    cvcc   adjective        14     8  hand
surf                    sar     cvc    verb              0     0  hand
surface                 sorf    cvcc   verb             32    28  hand
surge                   troq    ccvc   verb              0     0  fill
surgery                 digz    cvcc   noun              6     6  fill
surplus                 txaC    ccvc   noun              0     0  fill
surprise                lib     cvc    verb              9     3  short
surrender               hegz    cvcc   noun              1     1  fill
surround                djov    ccvc   verb              9     0  fill
survive                 detx    cvcc   verb              3     0  fill
suspect                 norf    cvcc   adjective         0     0  fill
suspend                 drom    ccvc   verb              1     0  fill
suspicion               juft    cvcc   noun              0     0  fill
sustain                 druv    ccvc   verb              2     2  fill
swallow                 vimp    cvcc   verb              2     1  fill
swamp                   xest    cvcc   noun              3     0  fill
swap                    solp    cvcc   noun              4     2  hand
swarm                   sneC    ccvc   noun              0     0  fill
sway                    blem    ccvc   verb              3     0  fill
swear                   lis     cvc    verb              3     2  short
sweat                   pimp    cvcc   verb              5     2  fill
sweep                   fusk    cvcc   verb              3     2  fill
sweet                   skit    ccvc   adjective        21     6  hand
swell                   parb    cvcc   verb             15    10  fill
swift                   greb    ccvc   adjective         0     0  fill
swim                    wum     cvc    verb              2     0  hand
swing                   slid    ccvc   verb              6     0  hand
swirl                   skeb    ccvc   noun              0     0  fill
switch                  doqk    cvcc   verb              2     0  fill
sword                   bibz    cvcc   noun              9     4  fill
symbol                  mar     cvc    noun             10     3  hand
symmetry                matx    cvcc   noun              0     0  hand
sympathy                xorz    cvcc   noun              1     0  fill
symptom                 trix    ccvc   noun              0     0  fill
sync                    gin     cvc    noun              1     1  hand
system                  wux     cvc    noun             21    20  hand
table                   gam     cvc    noun              7     4  short
tablet                  smak    ccvc   noun              1     1  fill
taboo                   snux    ccvc   adjective         0     0  fill
tack                    txem    ccvc   verb              0     0  fill
tact                    spoq    ccvc   noun              0     0  fill
tag                     sorv    cvcc   verb              5     3  fill
tail                    tad     cvc    noun              5     1  hand
take                    tek     cvc    verb            151    26  hand
tale                    varb    cvcc   noun             21    17  fill
talent                  bits    cvcc   noun              5     5  fill
talk                    tak     cvc    verb            142    86  hand
tall                    tals    cvcc   adjective        14     1  hand
talon                   spog    ccvc   noun              0     0  fill
tan                     xals    cvcc   verb              0     0  fill
tang                    plab    ccvc   noun              0     0  fill
tangle                  spuv    ccvc   verb              3     0  fill
tap                     hoft    cvcc   noun              6     4  fill
tape                    meks    cvcc   noun              3     3  fill
tar                     djad    ccvc   noun              0     0  fill
target                  bim     cvc    verb              3     2  hand
task                    tos     cvc    noun             19    17  hand
taste                   test    cvcc   verb             12     8  hand
tattoo                  varv    cvcc   noun              0     0  fill
tax                     hubz    cvcc   verb              3     1  fill
tea                     mosp    cvcc   noun             15     1  fill
teach                   titx    cvcc   verb             22    10  hand
team                    tim     cvc    noun             11     7  hand
tear                    dups    cvcc   verb             19     3  fill
tease                   yant    cvcc   verb              3     2  fill
teen                    txin    ccvc   adjective         4     2  hand
television              gold    cvcc   noun              0     0  fill
tell                    tal     cvc    verb             27    14  hand
temper                  vosp    cvcc   verb              1     1  fill
temperature             tamp    cvcc   noun              5     4  hand
tempo                   klam    ccvc   noun              0     0  fill
temporary               zarb    cvcc   adjective         2     1  fill
tempt                   blix    ccvc   verb              5     1  fill
ten                     feC     cvc    value            15     3  short
tend                    vagz    cvcc   verb              0     0  fill
tendency                drug    ccvc   noun              3     1  fill
tense                   farb    cvcc   adjective         0     0  fill
tension                 xalf    cvcc   noun              4     3  fill
tent                    kedz    cvcc   noun              6     3  fill
term                    tod     cvc    noun             10     9  hand
terror                  xesp    cvcc   noun              1     1  fill
tesla                   skuq    ccvc   noun              0     0  fill
test                    tas     cvc    verb             26    15  hand
text                    tox     cvc    verb             11    10  hand
texture                 kloq    ccvc   noun              2     2  fill
than                    pos     cvc    preposition      10     2  short
thank                   cak     cvc    verb              4     2  hand
that                    mip     cvc    determiner        3     0  short
thaw                    smiv    ccvc   noun              2     1  fill
the                     dan     cvc    determiner        4     0  hand
theater                 balz    cvcc   noun              3     0  fill
theme                   somp    cvcc   noun              3     2  fill
then                    cam     cvc    adverb            0     0  hand
theory                  ledj    cvcc   noun              4     2  hand
therapy                 tund    cvcc   noun              0     0  fill
there                   max     cvc    noun              2     2  short
therefore               sliC    ccvc   conjunction       0     0  hand
these                   pez     cvc    determiner        1     0  short
thick                   sesp    cvcc   adjective        14     1  fill
thief                   bald    cvcc   noun              8     4  fill
thigh                   grom    ccvc   noun              1     0  fill
thin                    porv    cvcc   adjective        49     5  fill
thing                   niv     cvc    noun            237   237  short
think                   ciqk    cvcc   verb             92    69  hand
thirst                  host    cvcc   noun              1     1  hand
this                    rug     cvc    determiner        2     0  hand
thorn                   rarg    cvcc   noun              0     0  fill
thorough                lagz    cvcc   adjective         2     2  fill
those                   pog     cvc    determiner        0     0  short
though                  vep     cvc    conjunction       0     0  short
thousand                metx    cvcc   value            15     5  fill
thread                  rent    cvcc   verb             22    19  fill
threat                  parv    cvcc   noun              7     1  fill
three                   suC     cvc    value            66     2  hand
threshold               droq    ccvc   noun              1     0  fill
thrive                  kruz    ccvc   verb              0     0  fill
throat                  galk    cvcc   noun             15     6  fill
through                 pup     cvc    preposition      23    19  short
throw                   jet     cvc    verb             27     9  hand
thrust                  grix    ccvc   verb              1     1  fill
thumb                   vals    cvcc   noun              0     0  fill
thunder                 zegz    cvcc   noun              0     0  fill
thus                    Cas     cvc    adverb            0     0  hand
tick                    Cigz    cvcc   verb              0     0  fill
ticket                  nomp    cvcc   noun              1     0  fill
tickle                  leqk    cvcc   noun              0     0  fill
tide                    juqk    cvcc   verb              0     0  fill
tie                     notx    cvcc   verb             18     6  fill
tight                   trat    ccvc   adjective        33    18  hand
tile                    txiv    ccvc   verb              2     1  fill
till                    vut     cvc    preposition       1     1  short
tilt                    plav    ccvc   noun              5     0  fill
timber                  blaf    ccvc   noun              1     0  fill
time                    kal     cvc    verb            192   172  hand
tin                     xalb    cvcc   noun              2     1  fill
tiny                    dibz    cvcc   adjective        76     1  fill
tip                     dorv    cvcc   verb              4     4  fill
tire                    vetx    cvcc   verb             11     4  fill
tissue                  txum    ccvc   noun             12     6  hand
title                   tump    cvcc   noun              8     8  fill
to                      mib     cvc    conjunction      85    16  short
toast                   golv    cvcc   noun              2     1  fill
tobacco                 Cadj    cvcc   noun              2     0  fill
today                   taz     cvc    today             0     0  short
toe                     vint    cvcc   noun              4     3  fill
together                tug     cvc    adjective       128    82  short
toil                    staq    ccvc   noun              0     0  fill
toilet                  daft    cvcc   noun              4     3  fill
token                   wugz    cvcc   adjective         1     1  fill
tolerate                Calb    cvcc   verb              0     0  fill
toll                    glub    ccvc   verb              0     0  fill
tomb                    yart    cvcc   noun              3     2  fill
tomorrow                kif     cvc    tomorrow          1     0  short
ton                     jomp    cvcc   noun              1     1  fill
tone                    kup     cvc    verb             15    13  hand
tongue                  taq     cvc    noun              5     4  hand
too                     gal     cvc    adverb           23     0  hand
tool                    tul            noun            121   110  hand
tooth                   cutx    cvcc   noun              7     2  hand
top                     suk     cvc    verb             51    29  hand
tornado                 bliv    ccvc   noun              0     0  fill
torso                   trog    ccvc   noun              0     0  fill
toss                    vets    cvcc   verb              3     1  fill
total                   gaqk    cvcc   verb              8     0  fill
touch                   tatx    cvcc   verb             29    23  hand
tough                   rut     cvc    adjective         6     0  short
tour                    dedz    cvcc   verb              0     0  fill
tow                     yeps    cvcc   noun              2     0  fill
town                    suz     cvc    noun              7     4  short
toxic                   rugz    cvcc   adjective         2     0  fill
toy                     taqk    cvcc   noun              2     2  hand
trace                   tres    ccvc   noun              1     1  hand
track                   molv    cvcc   verb              9     5  fill
tract                   smud    ccvc   verb              0     0  fill
trade                   tred    ccvc   verb             21     4  hand
traffic                 darf    cvcc   noun              0     0  fill
trail                   tegz    cvcc   noun              1     0  fill
train                   rax     cvc    verb              8     4  short
train                   rad     cvc    verb              8     4  short
trait                   tret    ccvc   noun             16    16  hand
trajectory              trod    ccvc   noun              0     0  fill
trample                 vrid    ccvc   verb              0     0  fill
trance                  rind    cvcc   noun              0     0  fill
transfer                palf    cvcc   verb              1     1  fill
transform               plob    ccvc   verb              2     0  fill
transit                 djet    ccvc   noun              0     0  fill
transition              Con     cvc    verb              0     0  hand
translate               litx    cvcc   verb              1     1  fill
transmit                dret    ccvc   noun              0     0  fill
transparent             truf    ccvc   adjective         1     0  fill
trap                    trap    ccvc   verb             11     3  hand
trash                   budz    cvcc   noun              2     0  fill
trauma                  kaqk    cvcc   noun              0     0  fill
travel                  gunt    cvcc   verb             38    18  fill
traverse                vrav    ccvc   noun              1     1  fill
tread                   plip    ccvc   noun              3     1  fill
treasure                trij    ccvc   noun              2     1  hand
treat                   nidz    cvcc   verb             14    13  fill
tree                    dip     cvc    noun             24     9  hand
tremble                 plex    ccvc   verb              3     0  fill
tremor                  vrim    ccvc   noun              1     1  fill
trench                  djod    ccvc   noun              1     0  fill
trend                   txef    ccvc   verb              1     1  fill
trespass                smub    ccvc   noun              0     0  fill
triangle                traq    ccvc   noun              8     1  hand
tribe                   trab    ccvc   noun              1     0  hand
tribute                 ridj    cvcc   verb              0     0  fill
trick                   trik    ccvc   verb             14     9  hand
trigger                 kaft    cvcc   verb              3     3  fill
trillion                stem    ccvc   value             1     0  fill
trim                    wesp    cvcc   verb              5     1  fill
trinket                 vrop    ccvc   noun              1     0  fill
trip                    wif     cvc    verb              8     7  short
troop                   yedj    cvcc   noun              3     1  fill
tropical                djeb    ccvc   adjective         0     0  fill
trouble                 zez     cvc    verb             15    11  short
truce                   wedz    cvcc   noun              0     0  fill
true                    nuf     cvc    adjective        20    11  short
trumpet                 wolb    cvcc   noun              0     0  fill
trunk                   timp    cvcc   noun              0     0  fill
trust                   vef     cvc    verb             19    12  short
try                     zok     cvc    verb             13     5  hand
tub                     viqk    cvcc   noun              3     3  fill
tube                    tub     cvc    noun             28    15  hand
tuck                    jidz    cvcc   verb              0     0  fill
tug                     drok    ccvc   noun              0     0  fill
tumble                  smez    ccvc   verb              1     0  fill
tumor                   redz    cvcc   noun              1     1  fill
tuna                    jint    cvcc   noun              0     0  fill
tune                    kip     cvc    verb              8     7  hand
tunnel                  kisp    cvcc   verb              1     0  fill
turkey                  bolf    cvcc   noun              0     0  fill
turn                    kak     cvc    verb             60    21  short
turtle                  kagz    cvcc   noun              0     0  fill
tutor                   lotx    cvcc   noun              1     1  fill
twelve                  mop     cvc    value             2     0  hand
twin                    feps    cvcc   verb              1     0  fill
twirl                   snad    ccvc   noun              1     0  fill
twist                   vits    cvcc   verb             33     7  fill
twitch                  txim    ccvc   noun              3     2  fill
two                     dob     cvc    value            61     3  hand
type                    tuq     cvc    verb             85    80  hand
typical                 visp    cvcc   adjective         1     1  fill
ugh                     husk    cvcc   interjection      0     0  fill
ugly                    nuks    cvcc   adjective         0     0  fill
uh                      huq     cvc    uh                0     0  hand
ulcer                   blig    ccvc   noun              0     0  fill
ultimate                xeks    cvcc   adjective         0     0  fill
umbrella                jond    cvcc   noun              1     1  fill
uncertain               preq    ccvc   adjective         0     0  fill
under                   bet     cvc    adjective        58     4  hand
undergo                 skux    ccvc   verb              0     0  fill
understand              das     cvc    verb             17    11  hand
undo                    wend    cvcc   verb              0     0  fill
uniform                 badj    cvcc   noun              2     1  fill
union                   piqk    cvcc   noun              4     4  fill
unique                  sudz    cvcc   adjective         2     0  fill
unit                    galp    cvcc   noun             25    24  fill
unite                   djoc    ccvc   verb              1     1  fill
universal               yend    cvcc   adjective         2     0  fill
universe                jul            noun              3     1  hand
unless                  yeq     cvc    unless            0     0  short
unravel                 stoq    ccvc   verb              2     0  fill
until                   kas     cvc    preposition       0     0  short
unusual                 bogz    cvcc   adjective         0     0  fill
up                      ted     cvc    preposition     183   139  hand
upon                    pand    cvcc   preposition       3     1  hand
upset                   midj    cvcc   verb              6     2  fill
urban                   logz    cvcc   adjective         1     0  fill
urge                    hum     cvc    verb             12     6  hand
urgent                  hont    cvcc   adjective         4     0  fill
urine                   cidj    cvcc   noun              7     3  fill
use                     yuz     cvc    verb             68    48  hand
usual                   gaft    cvcc   adjective         9     4  fill
uterus                  trud    ccvc   noun              2     1  fill
utter                   romp    cvcc   adjective         0     0  fill
vacation                gusp    cvcc   noun              2     2  fill
vacuum                  yetx    cvcc   verb              0     0  fill
vagina                  ralb    cvcc   noun              0     0  fill
vague                   luqk    cvcc   adjective         1     0  fill
vain                    cibz    cvcc   adjective         0     0  fill
