kind,english,chinese,morphemes,en_opaque,zh_gloss
rock,flood basalt,洪流玄武岩,5,0,"vast flow deep military cliff"
rock,florenskyite,磷钛铁矿,4,1,"phosphorus titanium iron mine"
rock,fluckite,砷氢锰钙石,5,1,"arsenic ammonia manganese calcium stone"
rock,fluoborite,氟硼镁石,4,1,"fluorine borax magnesium stone"
rock,fluor-buergerite,钠铁电气石,5,0,"sodium iron electric gas stone"
rock,fluorapatite,氟磷灰石,4,1,"fluorine phosphorus ash stone"
rock,fluorellestadite,氟硅磷灰石,5,1,"fluorine silicon phosphorus ash stone"
rock,fluorine,氟,1,1,"fluorine"
rock,fluorite,萤石,2,1,"glow-worm stone"
rock,foidolite,副长深成岩,5,1,"assist long deep completed cliff"
rock,foitite,福伊特石,4,1,"good fortune third person pronoun special stone"
rock,fontanite,丰坦矿,3,1,"abundant flat mine"
rock,foordite,傅锡铌矿,4,1,"tutor tin niobium mine"
rock,foordite,傅锡铌矿,4,1,"tutor tin niobium mine"
rock,fordite,底特律玛瑙,5,1,"bottom special statute agate agate"
rock,formanite-(Y),黄钇钽矿,4,0,"yellow yttrium tantalum mine"
rock,forsterite,鎂橄欖石,4,1,"magnesium olive olive stone"
rock,foshagite,傅硅钙石,4,1,"tutor silicon calcium stone"
rock,fourmarierite,红铀矿,3,1,"red uranium mine"
rock,fourmarierite,红铀矿,3,1,"red uranium mine"
rock,fraipontite,锌铝蛇纹石,5,1,"zinc aluminum snake line stone"
rock,fraipontite,锌铝蛇纹石,5,1,"zinc aluminum snake line stone"
rock,fraipontite,锌铝蛇纹石,5,1,"zinc aluminum snake line stone"
rock,franckeite,辉锑锡铅矿,5,1,"brightness antimony tin lead mine"
rock,francoanellite,磷铝钾石,4,1,"phosphorus aluminum potassium stone"
rock,francoanellite,磷铝钾石,4,1,"phosphorus aluminum potassium stone"
rock,frankamenite,氟硅碱钙石,5,1,"fluorine silicon alkaline calcium stone"
rock,frankdicksonite,氟钡石,3,1,"fluorine barium stone"
rock,frankdicksonite,氟钡石,3,1,"fluorine barium stone"
rock,frankhawthorneite,羟碲铜石,4,1,"hydroxide tellurium copper stone"
rock,franklinite,锌铁尖晶石,5,1,"zinc iron sharp clear stone"
rock,freieslebenite,柱硫锑铅银矿,6,1,"pillar sulfur antimony lead silver mine"
rock,freudenbergite,黑钛铁钠矿,5,1,"black titanium iron sodium mine"
rock,friedelite,红锰矿,3,1,"red manganese mine"
rock,friedrichite,弗硫铋铅铜矿,6,1,"not sulfur bismuth lead copper mine"
rock,frohbergite,斜方碲铁矿,5,1,"slanting a square tellurium iron mine"
rock,frohbergite,斜方碲铁矿,5,1,"slanting a square tellurium iron mine"
rock,fukuchilite,硫铁铜矿,4,1,"sulfur iron copper mine"
rock,fulgurite,閃電熔岩,4,1,"dodge lightning melt cliff"
rock,fulgurite,閃電熔岩,4,1,"dodge lightning melt cliff"
rock,fülöppite,柱辉锑铅矿,5,1,"pillar brightness antimony lead mine"
rock,gabbro,輝長岩,3,1,"brightness long cliff"
rock,gabrielsonite,羟砷铁铅矿,5,1,"hydroxide arsenic iron lead mine"
rock,gadolinite,矽鈹釔礦,4,1,"silicon beryllium yttrium mineral deposit"
rock,gagarinite-(Ce),氟钠钙铈石,5,0,"fluorine sodium calcium cerium stone"
rock,gageite,羟硅锰镁石,5,1,"hydroxide silicon manganese magnesium stone"
rock,gahnite,锌尖晶石,4,1,"zinc sharp clear stone"
rock,gaidonnayite,斜方钠锆石,5,1,"slanting a square sodium zirconium stone"
rock,gainesite,磷铍锆钠石,5,1,"phosphorus a needle used in Chinese medicine zirconium sodium stone"
rock,gaitite,羟砷锌钙石,5,1,"hydroxide arsenic zinc calcium stone"
rock,gaitite,羟砷锌钙石,5,1,"hydroxide arsenic zinc calcium stone"
rock,galaxite,錳尖晶石,4,1,"manganese sharp clear stone"
rock,galena,方铅矿,3,1,"a square lead mine"
rock,gallobeudantite,砷铅镓矾,4,1,"arsenic lead gallium alum"
rock,gananite,赣南矿,3,1,"Jiangxi province south mine"
rock,gananite,赣南矿,3,1,"Jiangxi province south mine"
rock,gaotaiite,高台矿,3,1,"high platform mine"
rock,garavellite,硫锑铋铁矿,5,1,"sulfur antimony bismuth iron mine"
rock,garnet group,石榴石,3,0,"stone pomegranate stone"
rock,garrelsite,硅硼钠钡石,5,1,"silicon borax sodium barium stone"
rock,garrelsite,硅硼钠钡石,5,1,"silicon borax sodium barium stone"
rock,garrelsite,硅硼钠钡石,5,1,"silicon borax sodium barium stone"
rock,gas,气体,2,0,"gas body"
rock,gasparite-(Ce),砷铈镧石,4,0,"arsenic cerium lanthanum stone"
rock,gatehouseite,盖特豪斯石,5,1,"cover special brave this stone"
rock,gaultite,硅锌钠石,4,1,"silicon zinc sodium stone"
rock,gayite,磷钠锰铁石,5,1,"phosphorus sodium manganese iron stone"
rock,gayite,磷钠锰铁石,5,1,"phosphorus sodium manganese iron stone"
rock,gaylussite,针碳钠钙石,5,1,"needle carbon sodium calcium stone"
rock,gedrite,铝直闪石,4,1,"aluminum straight flash stone"
rock,geerite,吉硫铜矿,4,1,"lucky sulfur copper mine"
rock,geffroyite,盖硒铜矿,4,1,"cover selenium copper mine"
rock,gehlenite,钙铝黄长石,5,1,"calcium aluminum yellow long stone"
rock,geigerite,水砷锰矿,4,1,"water arsenic manganese mine"
rock,geikielite,镁钛矿,3,1,"magnesium titanium mine"
rock,geocronite,砷硫锑铅矿,5,1,"arsenic sulfur antimony lead mine"
rock,geocronite,砷硫锑铅矿,5,1,"arsenic sulfur antimony lead mine"
rock,georgechaoite,乔治赵石,4,1,"tall govern ancient state stone"
rock,georgeite,水羟碳铜石,5,1,"water hydroxide carbon copper stone"
rock,georgiadesite,氯砷铅石,4,1,"chlorine arsenic lead stone"
rock,georgiadesite,氯砷铅石,4,1,"chlorine arsenic lead stone"
rock,gerasimovskite,钛铌锰石,4,1,"titanium niobium manganese stone"
rock,gerenite-(Y),硅钙钇石,4,0,"silicon calcium yttrium stone"
rock,gerhardtite,铜硝石,3,1,"copper saltpeter stone"
rock,gerhardtite,铜硝石,3,1,"copper saltpeter stone"
rock,gersdorffite,辉砷镍矿,4,1,"brightness arsenic nickel mine"
rock,gerstleyite,红硫锑砷钠矿,6,1,"red sulfur antimony arsenic sodium mine"
rock,gerstmannite,硅锌镁锰石,5,1,"silicon zinc magnesium manganese stone"
rock,gibbsite,三水铝石,4,1,"three water aluminum stone"
rock,gillespite,硅铁钡矿,4,1,"silicon iron barium mine"
rock,gilmarite,三斜光线石,5,1,"three slanting light line stone"
rock,ginorite,水硼钙石,4,1,"water borax calcium stone"
rock,gismondine-Ca,水钙沸石,4,0,"water calcium boil stone"
rock,glass,玻璃,2,0,"glass glass"
rock,glaucochroite,钙锰橄榄石,5,1,"calcium manganese olive olive stone"
rock,glauconite,海綠石,3,1,"sea green stone"
rock,glaucophane,藍閃石,3,1,"blue dodge stone"
rock,gneiss,片麻岩,3,0,"piece hemp cliff"
rock,goethite,针铁矿,3,1,"needle iron mine"
rock,goldichite,柱钾铁矾,4,1,"pillar potassium iron alum"
rock,goldmanite,钙钒榴石,4,1,"calcium vanadium pomegranate stone"
rock,goldstone,金沙石,3,1,"gold sand stone"
rock,gorceixite,磷钡铝石,4,1,"phosphorus barium aluminum stone"
rock,gordonite,磷镁铝石,4,1,"phosphorus magnesium aluminum stone"
rock,gormanite,哥磷铁铝石,5,1,"elder brother phosphorus iron aluminum stone"
rock,gormanite,哥磷铁铝石,5,1,"elder brother phosphorus iron aluminum stone"
rock,goshenite,透绿柱石,4,1,"penetrate green pillar stone"
rock,gossan,铁帽,2,1,"iron hat"
rock,gottardiite,戈塔迪石,4,1,"halberd tower enlighten stone"
rock,gottlobite,釩砷钙鎂石,5,1,"vanadium arsenic calcium magnesium stone"
rock,goudeyite,三水砷铝铜石,6,1,"three water arsenic aluminum copper stone"
rock,gowerite,戈硼钙石,4,1,"halberd borax calcium stone"
rock,graeserite,砷铁钛矿,4,1,"arsenic iron titanium mine"
rock,grainstone,顆粒岩,3,1,"small grain cliff"
rock,grandidierite,硅硼镁铝矿,5,1,"silicon borax magnesium aluminum mine"
rock,granite,花崗岩,3,0,"flower post cliff"
rock,granodiorite,花崗閃長岩,5,1,"flower post dodge long cliff"
rock,granofels,花岗变晶岩,5,1,"flower post change clear cliff"
rock,granophyric granite,花斑岩,3,0,"flower mottled cliff"
rock,granulite,麻粒岩,3,1,"hemp grain cliff"
rock,graphic granite,像文花岗岩,5,0,"a picture literature flower post cliff"
rock,graphite,石墨,2,1,"stone ink"
rock,gratonite,细硫砷铅矿,5,1,"fine sulfur arsenic lead mine"
rock,grattarolaite,格磷铁石,4,1,"pattern phosphorus iron stone"
rock,gravel,砾石,2,0,"gravel stone"
rock,grechishchevite,卤硫汞矿,4,1,"salt sulfur mercury mine"
rock,greenockite,硫鎘礦,3,1,"sulfur cadmium mineral deposit"
rock,greenockite,硫鎘礦,3,1,"sulfur cadmium mineral deposit"
rock,greenockite,硫鎘礦,3,1,"sulfur cadmium mineral deposit"
rock,greenschist,綠片岩相,4,1,"green piece cliff mutual"
rock,gregoryite,格碳鈉石,4,1,"pattern carbon sodium stone"
rock,greigite,硫複鐵礦,4,1,"sulfur lined garment iron mineral deposit"
rock,greigite,硫複鐵礦,4,1,"sulfur lined garment iron mineral deposit"
rock,greisen,雲英岩,3,1,"cloud petal cliff"
rock,greywacke,杂砂岩,3,1,"mixed pebbles cliff"
rock,greywacke,杂砂岩,3,1,"mixed pebbles cliff"
rock,griceite,葛氟锂石,4,1,"edible bean fluorine lithium stone"
rock,grimaldiite,三方羟铬矿,5,1,"three a square hydroxide chromium mine"
rock,gritstone,磨石,2,1,"rub stone"
rock,grossite,陨铝钙石,4,1,"fall aluminum calcium stone"
rock,grossular,鈣鋁榴石,4,1,"calcium aluminium pomegranate stone"
rock,groundwater,地下水,3,1,"earth down water"
rock,groutite,斜方水锰矿,5,1,"slanting a square water manganese mine"
rock,groutite,斜方水锰矿,5,1,"slanting a square water manganese mine"
rock,grunerite,铁闪石,3,1,"iron flash stone"
rock,gruzdevite,顾硫锑汞铜矿,6,1,"look back sulfur antimony mercury copper mine"
rock,guanajuatite,硒铋矿,3,1,"selenium bismuth mine"
rock,guanajuatite,硒铋矿,3,1,"selenium bismuth mine"
rock,guarinoite,瓜里诺石,4,1,"melon inside promise stone"
rock,guettardite,格硫锑铅矿,5,1,"pattern sulfur antimony lead mine"
rock,guildite,四水铜铁矾,5,1,"four water copper iron alum"
rock,gunningite,水锌矾,3,1,"water zinc alum"
rock,gypsum,石膏,2,0,"stone grease"
rock,gysinite-(Nd),碳铅钕石,4,0,"carbon lead neodymium stone"
rock,haapalaite,叠镁硫镍矿,5,1,"pile magnesium sulfur nickel mine"
rock,haggertyite,哈格蒂矿,4,1,"sound of laughter pattern peduncle or stem of plants mine"
rock,haidingerite,砷钙石,3,1,"arsenic calcium stone"
rock,halite,石鹽,2,0,"stone salt"
rock,hallimondite,三斜砷铅铀矿,6,1,"three slanting arsenic lead uranium mine"
rock,halloysite,禾樂石,3,1,"grain still on stalk music stone"
rock,hambergite,硼铍石,3,1,"borax a needle used in Chinese medicine stone"
rock,hambergite,硼铍石,3,1,"borax a needle used in Chinese medicine stone"
rock,hambergite,硼铍石,3,1,"borax a needle used in Chinese medicine stone"
rock,hanawaltite,氯汞矿,3,1,"chlorine mercury mine"
rock,hancockite,铅黝帘石,4,1,"lead black flag-sign of a tavern stone"
rock,hanksite,碳酸芒硝,4,1,"carbon acid Miscanthus sinensis saltpeter"
rock,harkerite,碳硼硅镁钙石,6,1,"carbon borax silicon magnesium calcium stone"
rock,harrisonite,哈里森石,4,1,"sound of laughter inside forest stone"
rock,harzburgite,方辉橄榄岩,5,1,"a square brightness olive olive cliff"
rock,hatchite,硫砷铊银铅矿,6,1,"sulfur arsenic a short spear silver lead mine"
rock,hauckite,羟碳铁镁锌矾,6,1,"hydroxide carbon iron magnesium zinc alum"
rock,hauerite,褐硫锰矿,4,1,"coarse woolen cloth sulfur manganese mine"
rock,hausmannite,黑锰矿,3,1,"black manganese mine"
rock,hawleyite,方硫镉矿,4,1,"a square sulfur cadmium mine"
rock,hawthorneite,钡钛铁铬矿,5,1,"barium titanium iron chromium mine"
rock,haüyne,蓝方石,3,1,"blue a square stone"
rock,hectorite,鋰蒙脫石黏土,6,1,"lithium cover take off stone stick to soil"
rock,hectorite,鋰蒙脫石黏土,6,1,"lithium cover take off stone stick to soil"
rock,hedenbergite,钙铁辉石,4,1,"calcium iron brightness stone"
rock,heidornite,氯硫硼钠钙石,6,1,"chlorine sulfur borax sodium calcium stone"
rock,heinrichite,钡砷铀云母,5,1,"barium arsenic uranium cloud female elders"
rock,hejtmanite,海特曼石,4,1,"sea special long stone"
rock,heliodor,金绿柱石,4,1,"gold green pillar stone"
rock,helium,氦,1,1,"helium"
rock,hematite,赤铁矿,3,0,"red iron mine"
rock,hematite,赤铁矿,3,0,"red iron mine"
rock,hematite,赤铁矿,3,0,"red iron mine"
rock,hematite,赤铁矿,3,0,"red iron mine"
rock,hematite,赤铁矿,3,0,"red iron mine"
rock,hematite,赤铁矿,3,0,"red iron mine"
rock,hematite,赤铁矿,3,0,"red iron mine"
rock,hematite,赤铁矿,3,0,"red iron mine"
rock,hematite,赤铁矿,3,0,"red iron mine"
rock,hemimorphite,異極礦,3,1,"different ridgepole mineral deposit"
rock,hendersonite,复钒钙石,4,1,"repeat vanadium calcium stone"
rock,hendricksite,锌云母,3,1,"zinc cloud female elders"
rock,heneuite,碳磷钙镁石,5,1,"carbon phosphorus calcium magnesium stone"
rock,henryite,碲银铜矿,4,1,"tellurium silver copper mine"
rock,herderite,磷铍钙石,4,1,"phosphorus a needle used in Chinese medicine calcium stone"
rock,hessite,碲银矿,3,1,"tellurium silver mine"
rock,heulandite,片沸石,3,1,"piece boil stone"
rock,heulandite-Ca,钙片沸石,4,0,"calcium piece boil stone"
rock,heulandite-K,钾片沸石,4,0,"potassium piece boil stone"
rock,heulandite-Na,钠片沸石,4,0,"sodium piece boil stone"
rock,heulandite-Sr,锶片沸石,4,0,"strontium piece boil stone"
rock,hexaferrum,Ε铁,1,1,"iron"
rock,heyite,钒铁铅矿,4,1,"vanadium iron lead mine"
rock,hibonite,黑铝钙石,4,1,"black aluminum calcium stone"
rock,hiddenite,翠绿锂辉石,5,1,"color green green lithium brightness stone"
rock,hilgardite,水氯硼鈣石,5,1,"water chlorine borax calcium stone"
rock,hillebrandite,针硅钙石,4,1,"needle silicon calcium stone"
rock,hiortdahlite,希硅锆钠钙石,6,1,"rare silicon zirconium sodium calcium stone"
rock,hisingerite,水硅铁石,4,1,"water silicon iron stone"
rock,histosol,有機質土,4,1,"have weaving machine matter soil"
rock,hodgkinsonite,硅锰锌矿,4,1,"silicon manganese zinc mine"
rock,hodgkinsonite,硅锰锌矿,4,1,"silicon manganese zinc mine"
rock,hodgkinsonite,硅锰锌矿,4,1,"silicon manganese zinc mine"
rock,hoelite,烟晶石,3,1,"smoke clear stone"
rock,hoelite,烟晶石,3,1,"smoke clear stone"
rock,hoelite,烟晶石,3,1,"smoke clear stone"
rock,hokkaidoite,北海道石,4,1,"north sea path stone"
rock,holdawayite,霍尔达维石,5,1,"quickly you arrive at maintain stone"
rock,holdenite,红砷锌锰矿,5,1,"red arsenic zinc manganese mine"
rock,hollandite,锰钡矿,3,1,"manganese barium mine"
rock,holmquistite,锂闪石,3,1,"lithium flash stone"
rock,holtite,锑线石,3,1,"antimony line stone"
rock,honessite,铁镍矾,3,1,"iron nickel alum"
rock,hongshiite,红石矿,3,1,"red stone mine"
rock,hornblende,普通角閃石,5,1,"universal pass through horn dodge stone"
rock,hornblende,普通角閃石,5,1,"universal pass through horn dodge stone"
rock,hornblende,普通角閃石,5,1,"universal pass through horn dodge stone"
rock,hornblende,普通角閃石,5,1,"universal pass through horn dodge stone"
rock,hornblende,普通角閃石,5,1,"universal pass through horn dodge stone"
rock,hornblendite,角閃石岩,4,1,"horn dodge stone cliff"
rock,hornfels,角页岩,3,1,"horn page cliff"
rock,howardevansite,钒钠铜铁矿,5,1,"vanadium sodium copper iron mine"
rock,howieite,硅铁锰钠石,5,1,"silicon iron manganese sodium stone"
rock,howlite,羟硅硼钙石,5,1,"hydroxide silicon borax calcium stone"
rock,howlite,羟硅硼钙石,5,1,"hydroxide silicon borax calcium stone"
rock,hyalite,玻璃蛋白石,5,1,"glass glass egg white stone"
rock,hyaloclastite,玻质碎屑岩,5,1,"glass matter break bits cliff"
rock,hydrotalcite,水滑石,3,1,"water slip stone"
rock,hydroxylapatite,羥磷灰石,4,1,"hydroxy group phosphorus ash stone"
rock,hydrozincite,水锌矿,3,1,"water zinc mine"
rock,hydrozincite,水锌矿,3,1,"water zinc mine"
rock,hydrozincite,水锌矿,3,1,"water zinc mine"
rock,hydrozincite,水锌矿,3,1,"water zinc mine"
rock,hydrozincite,水锌矿,3,1,"water zinc mine"
rock,hypersthene,紫苏辉石,4,1,"purple revive brightness stone"
rock,hübnerite,鎢錳礦,3,1,"tungsten manganese mineral deposit"
rock,idrialite,綠地蠟,3,1,"green earth wax"
rock,idrialite,綠地蠟,3,1,"green earth wax"
rock,igneous rock,火成岩,3,0,"fire completed cliff"
rock,ignimbrite,熔灰岩,3,1,"melt ash cliff"
rock,ijolite,霓霞岩,3,1,"rainbow rosy clouds cliff"
rock,ikaite,六水碳钙石,5,1,"six water carbon calcium stone"
rock,ilesite,四水锰矾,4,1,"four water manganese alum"
rock,illite,伊利石,3,1,"third person pronoun sharp stone"
rock,ilmenite,钛铁矿,3,1,"titanium iron mine"
rock,ilsemannite,蓝钼矿,3,1,"blue molybdenum mine"
rock,iltisite,氯硫溴银汞矿,6,1,"chlorine sulfur bromine silver mercury mine"
rock,ilvaite,黑柱石,3,1,"black pillar stone"
rock,imhofite,硫砷铜铊矿,5,1,"sulfur arsenic copper a short spear mine"
rock,impactite,撞擊石,3,1,"knock against strike stone"
rock,intermediate rock,中性岩,3,0,"central sex cliff"
rock,iron meteorite,鐵隕石,3,0,"iron fall stone"
rock,iron ore,铁矿,2,0,"iron mine"
rock,iron oxide,铁氧化物,4,0,"iron oxygen change thing"
rock,iron(II) sulfide,硫化亚铁,4,0,"sulfur change Asia iron"
rock,iron-nickel alloy,鐵鎳合金,4,0,"iron nickel combine gold"
rock,ironsand,鐵砂,2,1,"iron pebbles"
rock,ironstone,铁矿石,3,1,"iron mine stone"
rock,itacolumite,可彎砂岩,4,1,"may bend pebbles cliff"
rock,jacinth,红锆石,3,1,"red zirconium stone"
rock,jade,玉,1,0,"jade"
rock,jadeite,翡翠,2,1,"kingfisher color green"
rock,jadeitite,硬玉岩,3,1,"hard jade cliff"
rock,jahnsite-(MnMnMn),磷铁富锰石,5,0,"phosphorus iron rich manganese stone"
rock,jamesonite,脆硫锑铅矿,5,1,"crisp sulfur antimony lead mine"
rock,jarosite,黃鉀鐵礬,4,1,"yellow potassium iron alum"
rock,jasper,賈斯珀,3,1,"merchant this amber"
rock,jaspillite,碧玉铁质岩,5,1,"jade jade iron matter cliff"
rock,jentschite,詹硫砷锑铅铊矿,7,1,"talk too much sulfur arsenic antimony lead a short spear mine"
rock,jet,煤精,2,0,"coal essence"
rock,juanitaite,水羟砷铋铜石,6,1,"water hydroxide arsenic bismuth copper stone"
rock,jôkokuite,上国石,3,1,"up nation stone"
rock,kainite,钾盐镁矾,4,1,"potassium salt magnesium alum"
rock,kaolin,高岭土,3,1,"high mountain ridge soil"
rock,kaolinite,高嶺石,3,1,"high mountain whose peak is accessible by road stone"
rock,kaolinite-serpentine mineral group,高嶺石-蛇紋石族,7,0,"high mountain whose peak is accessible by road stone snake line stone a family clan"
rock,katophorite,红钠闪石,4,1,"red sodium flash stone"
rock,kermesite,红锑矿,3,1,"red antimony mine"
rock,kernite,四水硼砂,4,1,"four water borax pebbles"
rock,kerogen,油母質,3,1,"oil female elders matter"
rock,kieserite,水鎂礬,3,1,"water magnesium alum"
rock,kimberlite,慶伯利岩,4,1,"celebrate older brother sharp cliff"
rock,komatiite,科马提岩,4,1,"section horse hold in hand cliff"
rock,kryptonite,克利普頓石,5,1,"gram sharp universal strike downwards to a surface: stone"
rock,kutnohorite,錳白雲石,4,1,"manganese white cloud stone"
rock,kyanite,藍晶石,3,1,"blue clear stone"
rock,kësterite,铜锌锡硫,4,1,"copper zinc tin sulfur"
rock,lake sediment,湖相沉积,4,0,"lake mutual sink accumulate"
rock,lapis lazuli,青金石,3,0,"blue gold stone"
rock,laterite,紅土,2,1,"red soil"
rock,latite,安粗岩,3,1,"peaceful rough cliff"
rock,lazulite,天蓝石,3,1,"sky blue stone"
rock,lazurite,青金石,3,1,"blue gold stone"
rock,lead glass,鉛玻璃,3,0,"lead glass glass"
rock,lead selenide,硒化铅,3,0,"selenium change lead"
rock,leadamalgam,鉛汞齊,3,1,"lead mercury even"
rock,leadamalgam,鉛汞齊,3,1,"lead mercury even"
rock,lechatelierite,焦石英,3,1,"burned stone petal"
rock,ledeburite,莱氏体,3,1,"goosefoot clan body"
rock,lepidocrocite,纤铁矿,3,1,"tow line iron mine"
rock,lepidolite,鋰雲母,3,1,"lithium cloud female elders"
rock,leucitite,白榴岩,3,1,"white pomegranate cliff"
rock,lignite,褐煤,2,1,"coarse woolen cloth coal"
rock,limburgite,玻基輝橄岩,5,1,"glass foundation brightness olive cliff"
rock,limestone,石灰岩,3,0,"stone ash cliff"
rock,limonite,褐铁矿,3,1,"coarse woolen cloth iron mine"
rock,lingunite,玲根石,3,1,"tinkling of jade root stone"
rock,linnaeite,硫鈷礦,3,1,"sulfur cobalt mineral deposit"
rock,lizardite,板蛇纹石,4,1,"plank snake line stone"
rock,loam,壤土,2,1,"soil soil"
rock,lonsdaleite,藍絲黛爾石,5,1,"blue silk blacken eyebrows you stone"
rock,löllingite,斜方砷铁矿,5,1,"slanting a square arsenic iron mine"
rock,magnesio-arfvedsonite,镁亚铁钠闪石,6,0,"magnesium Asia iron sodium flash stone"
rock,magnesiotaaffeite-2N'2S,塔菲石,3,0,"tower fragrant stone"
rock,magnesite,菱鎂礦,3,1,"water-chestnut magnesium mineral deposit"
rock,magnesium,鎂,1,1,"magnesium"
rock,magnesium-iron-manganese amphibole subgroup,镁铁锰角闪石亚族,8,0,"magnesium iron manganese horn flash stone Asia a family clan"
rock,magnetite,磁鐵礦,3,0,"magnetic iron mineral deposit"
rock,malachite,碱式碳酸铜,5,1,"alkaline style carbon acid copper"
rock,manganberzeliite,锰黄砷榴石,5,1,"manganese yellow arsenic pomegranate stone"
rock,manganese,錳,1,1,"manganese"
rock,manganite,水锰矿,3,1,"water manganese mine"
rock,manganoan calcite,錳方解石,4,0,"manganese a square loosen stone"
rock,marble,大理岩,3,0,"big reason cliff"
rock,marcasite,白铁矿,3,1,"white iron mine"
rock,marcasite,白铁矿,3,1,"white iron mine"
rock,marcasite,白铁矿,3,1,"white iron mine"
rock,marl,泥灰石,3,1,"mud ash stone"
rock,martensite,马氏体,3,1,"horse clan body"
rock,maskelynite,熔长石,3,1,"melt long stone"
rock,massicot,黄丹 (矿物),4,1,"yellow cinnabar mine thing"
rock,matlockite,氟氯铅矿,4,1,"fluorine chlorine lead mine"
rock,mayingite,马营矿,3,1,"horse encampment mine"
rock,meionite,钙柱石,3,1,"calcium pillar stone"
rock,melanterite,水绿矾,3,1,"water green alum"
rock,mesosiderite,中隕鐵,3,1,"central fall iron"
rock,metaconglomerate,变质砾岩,4,1,"change matter gravel cliff"
rock,metal,金屬,2,0,"gold category"
rock,metamorphic rock,变质岩,3,0,"change matter cliff"
rock,metasedimentary rock,变质沉积岩,5,0,"change matter sink accumulate cliff"
rock,meteorite,隕石,2,1,"fall stone"
rock,mica,云母,2,0,"cloud female elders"
rock,mica schist,雲母片岩,4,0,"cloud female elders piece cliff"
rock,migmatite,混合岩,3,1,"mix combine cliff"
rock,millerite,针镍,2,1,"needle nickel"
rock,moissanite,莫桑石,3,1,"do not mulberry tree stone"
rock,moldavite,绿玻陨石,4,1,"green glass fall stone"
rock,molybdenite,辉钼矿,3,1,"brightness molybdenum mine"
rock,monazite-(Sm),釤獨居石,4,0,"samarium alone live stone"
rock,montmorillonite,蒙脫石,3,1,"cover take off stone"
rock,monzogranite,二长花岗岩,5,1,"two long flower post cliff"
rock,monzonite,二長岩,3,1,"two long cliff"
rock,moonstone,月光石,3,1,"month light stone"
rock,moonstone,月光石,3,1,"month light stone"
rock,mosandrite-(Ce),褐硅铈矿,4,0,"coarse woolen cloth silicon cerium mine"
rock,mud,泥,1,0,"mud"
rock,mudrock,粘土岩,3,1,"viscous soil cliff"
rock,mudstone,泥岩,2,1,"mud cliff"
rock,mugearite,橄榄粗安岩,5,1,"olive olive rough peaceful cliff"
rock,muscovite,白雲母,3,1,"white cloud female elders"
rock,mylonite,糜稜岩,3,1,"rice gruel corner cliff"
rock,nahcolite,重碳钠盐,4,1,"heavy carbon sodium salt"
rock,nakhlite,透辉橄无球粒陨石,8,1,"penetrate brightness olive negative ball grain fall stone"
rock,natrolite,鈉沸石,3,1,"sodium boil stone"
rock,natural gas,天然气,3,0,"sky yes gas"
rock,nepheline,霞石,2,1,"rosy clouds stone"
rock,nephelinite,霞石岩,3,1,"rosy clouds stone cliff"
rock,nephrite,软玉,2,1,"soft jade"
rock,nickeline,紅砷鎳礦,4,1,"red arsenic nickel mineral deposit"
rock,nickelphosphide,磷化镍,3,1,"phosphorus change nickel"
rock,nickelzippeite,水镍铀矾,4,1,"water nickel uranium alum"
rock,niobium,铌,1,1,"niobium"
rock,niobobaotite,铌包头矿,4,1,"niobium pack head mine"
rock,nitratine,钠硝石,3,1,"sodium saltpeter stone"
rock,nitre,硝石,2,1,"saltpeter stone"
rock,norite,贡巴克诺里特岩,7,1,"offer tribute greatly desire gram promise inside special cliff"
rock,obsidian,黑曜岩,3,0,"black glorious cliff"
rock,ochre,赭石,2,1,"reddish brown stone"
rock,octahedrite,八面體隕鐵,5,1,"eight face body fall iron"
rock,oil sands,油砂,2,0,"oil pebbles"
rock,oligoclase,奧長石,3,1,"southwest corner of a room long stone"
rock,oligoclase,奧長石,3,1,"southwest corner of a room long stone"
rock,olivine,橄榄石,3,1,"olive olive stone"
rock,onyx,缟玛瑙,3,1,"white raw silk agate agate"
rock,onyx marble,缟玛瑙大理石,6,0,"white raw silk agate agate big reason stone"
rock,oolite,鲕粒灰岩,4,1,"roe grain ash cliff"
rock,opal,蛋白石,3,0,"egg white stone"
rock,ordinary chondrite,普通球粒隕石,6,0,"universal pass through ball grain fall stone"
rock,ore,矿石,2,0,"mine stone"
rock,orpiment,雌黃,2,1,"female yellow"
rock,orthoclase,正長石,3,1,"upright long stone"
rock,orthopyroxenite,斜方辉岩质火星陨石,9,1,"slanting a square brightness cliff matter fire star fall stone"
rock,osmiridium,銥鋨礦,3,1,"iridium osmium mineral deposit"
rock,oxyspinel group,尖晶石,3,0,"sharp clear stone"
rock,ozokerite,地蜡,2,1,"earth wax"
rock,palagonite,橙玄玻璃,4,1,"orange tree deep glass glass"
rock,paleosol,古土壌,3,1,"old soil soil"
rock,pallasite,石鐵隕石,4,1,"stone iron fall stone"
rock,palygorskite,坡缕石,3,1,"slope thread stone"
rock,panguite,盤古石,3,1,"tray old stone"
rock,papagoite,硅铝铜钙石,5,1,"silicon aluminum copper calcium stone"
rock,parabrandtite,副砷锰钙石,5,1,"assist arsenic manganese calcium stone"
rock,parabutlerite,副基铁矾,4,1,"assist foundation iron alum"
rock,pararealgar,四硫化四砷,5,1,"four sulfur change four arsenic"
rock,paratacamite,副氯銅礦,4,1,"assist chlorine copper mineral deposit"
rock,pargasite,韭闪石,3,1,"scallion flash stone"
