term,score,round,why
society,505.004,23,chosen
waterfall,503.066,23,chosen
unadorned,502.452,23,chosen
excuse,502.004,23,chosen
empire,501.501,23,chosen
bumblebee,501.501,23,chosen
deaf,500.45,23,chosen
truck,500.407,23,chosen
soothe,500.005,23,chosen
represent,500.003,23,chosen
dine,500.003,23,chosen
tablet,500.001,23,chosen
cleanse,500,23,chosen
consanguineous,500,24,chosen
krypton,500,24,chosen
peperomia,500,24,chosen
heron,500,24,chosen
coir,500,24,chosen
majestic,500,24,chosen
limnophilous,500,24,chosen
nutrition,500,24,chosen
tamarind,499.499,24,chosen
rite,499.25,24,chosen
academy,498.488,24,chosen
shit,498.448,24,chosen
dolphin,498.448,24,chosen
rob,498.303,24,chosen
shrew,497.497,24,chosen
warehouse,492.492,24,chosen
disagreeing,492.442,24,chosen
heteroclitic,492.192,24,chosen
amine,491.491,24,chosen
texture,491.002,24,chosen
interwoven,490.44,24,chosen
uncertainty,489.489,24,chosen
studio,489.489,24,chosen
prefecture,489.339,24,chosen
establish,489.19,24,chosen
rocket,489.04,24,chosen
captain,487.288,24,chosen
stack,486.089,24,chosen
girdle,485.385,24,chosen
controversial,485.285,24,chosen
incense,485.235,24,chosen
festival,485.171,24,chosen
cache,483.483,24,chosen
fang,483.483,24,chosen
azalea,483.433,24,chosen
lying,482.063,24,chosen
sphinx,481.481,24,chosen
credit,481.282,24,chosen
kit,481.282,24,chosen
income,479.081,24,chosen
main,479.032,24,chosen
complain,479.003,24,chosen
ksar,478.478,24,chosen
unmarried,477.477,24,chosen
scammony,476.476,24,chosen
cider,476.476,24,chosen
servant,476.376,24,chosen
cucumber,476.327,24,chosen
cheap,475.125,24,chosen
avoid,475.016,24,chosen
moraine,474.474,24,chosen
official,474.03,24,chosen
defect,473.173,24,chosen
hint,472.077,24,chosen
maxwell,471.471,24,chosen
symmetric,471.421,24,chosen
enemy,471.025,24,chosen
toga,470.47,24,chosen
rag,469.169,24,chosen
frog,469.12,24,chosen
burden,469.072,24,chosen
extract,468.27,24,chosen
napkin,467.317,24,chosen
char,465.466,24,chosen
henbane,464.164,24,chosen
sin,464.16,24,chosen
did,462.462,24,chosen
nook,462.462,24,chosen
decay,459.016,24,chosen
cotoneaster,459.009,24,chosen
tough,457.463,24,chosen
abbot,456.406,24,chosen
electoral,455.455,24,chosen
professor,455.455,24,chosen
squirrel,454.354,24,chosen
stance,454.056,24,chosen
oriole,452.152,24,chosen
puppet,452.054,24,chosen
durian,451.451,24,chosen
condor,451.451,24,chosen
enjoy,451.006,24,chosen
mogote,450.45,24,chosen
inspire,450.014,24,chosen
involve,450.005,24,chosen
medium,450.003,24,chosen
poke,450.003,24,chosen
scheme,450.001,24,chosen
bathe,450,24,chosen
calcium,450,24,chosen
20,450,24,chosen
pallidum,450,24,chosen
generation,450,24,chosen
humulus,450,24,chosen
rhino,450,24,chosen
cistanche,450,24,chosen
deserticola,450,24,chosen
diabetes,450,24,chosen
junta,448.448,24,chosen
beanie,448.448,24,chosen
elbow,446.446,24,chosen
mature,446.248,25,chosen
impassable,445.445,25,chosen
dent,445.246,25,chosen
pony,444.288,25,chosen
affair,444.044,25,chosen
hearth,443.443,25,chosen
mink,441.441,25,chosen
monk,440.431,25,chosen
cultivate,440,25,chosen
steward,439.19,25,chosen
romance,439.002,25,chosen
strand,439.002,25,chosen
hero,438.179,25,chosen
leprosy,438.088,25,chosen
columnar,435.335,25,chosen
orifice,434.434,25,chosen
convince,434.037,25,chosen
steel,433.383,25,chosen
bulrush,433.265,25,chosen
physical,433.007,25,chosen
gin,432.423,25,chosen
gang,432.233,25,chosen
annoy,432.038,25,chosen
distorted,431.431,25,chosen
unsuitable,430.43,25,chosen
basilica,429.429,25,chosen
asphodel,428.326,25,chosen
boor,428.128,25,chosen
bribe,426.01,25,chosen
estuary,425.414,25,chosen
scan,425.028,25,chosen
improve,425.02,25,chosen
departure,421.371,25,chosen
assign,420.024,25,chosen
assist,420,25,chosen
trout,419.401,25,chosen
blaze,419.021,25,chosen
isolate,418.421,25,chosen
souq,418.418,25,chosen
renaissance,418.418,25,chosen
avenue,417.417,25,chosen
esparto,417.367,25,chosen
educational,416.416,25,chosen
vesiculose,416.266,25,chosen
modest,414.166,25,chosen
access,414.017,25,chosen
constancy,413.413,25,chosen
kilo,413.413,25,chosen
crop,413.263,25,chosen
blink,413.161,25,chosen
educate,413.016,25,chosen
plastic,412.016,25,chosen
rinse,412.014,25,chosen
noose,411.411,25,chosen
reindeer,411.406,25,chosen
hip,411.363,25,chosen
emperor,410.41,25,chosen
occupy,410.012,25,chosen
pace,409.003,25,chosen
thumb,408.408,25,chosen
republic,408.408,25,chosen
filth,408.393,25,chosen
reply,408.011,25,chosen
intercontinental,406.406,25,chosen
nebula,405.155,25,chosen
eunuch,404.404,25,chosen
multiform,404.354,25,chosen
pyre,404.254,25,chosen
sandwich,404.205,25,chosen
nourishing,403.345,25,chosen
trifle,403.303,25,chosen
ghetto,402.402,25,chosen
jail,402.203,25,chosen
hug,401.203,25,chosen
moral,401.007,25,chosen
shoulder,400.701,25,chosen
dragonfly,400.498,25,chosen
rid,400.475,25,chosen
forgive,400.472,25,chosen
toy,400.087,25,chosen
theory,400.015,25,chosen
10^2,400.011,25,chosen
rude,400.01,25,chosen
grab,400.009,25,chosen
warn,400.006,25,chosen
award,400.004,25,chosen
glide,400.004,25,chosen
sort,400.004,25,chosen
spill,400.004,25,chosen
swap,400.004,25,chosen
teen,400.004,25,chosen
loyalty,400.004,25,chosen
clump,400.003,25,chosen
eager,400.003,25,chosen
enlist,400.003,25,chosen
occur,400.003,25,chosen
tease,400.003,25,chosen
theme,400.003,25,chosen
twitch,400.003,25,chosen
alike,400.002,25,chosen
funeral,8759.087,26,chosen
brace,400.002,26,chosen
commotion,400.002,26,chosen
diagnose,400.002,26,chosen
earnest,400.002,26,chosen
familiar,400.002,26,chosen
gaze,400.002,26,chosen
grade,400.002,26,chosen
intent,400.002,26,chosen
pardon,400.002,26,chosen
projection,400.002,26,chosen
qualify,400.002,26,chosen
scope,400.002,26,chosen
script,400.002,26,chosen
session,400.002,26,chosen
spout,400.002,26,chosen
thorough,400.002,26,chosen
vacation,400.002,26,chosen
chaos,400.002,26,chosen
honest,400.002,26,chosen
uterus,400.002,26,chosen
hull,400.001,26,chosen
sterile,400.001,26,chosen
enlighten,400,26,chosen
rupture,400,26,chosen
held,400,26,chosen
pittosporum,400,26,chosen
pliable,400,26,chosen
expenses,400,26,chosen
orangutan,400,26,chosen
angelica,400,26,chosen
centaurium,400,26,chosen
tendon,400,26,chosen
hoe,399.299,26,chosen
defense,399.204,26,chosen
romano,398.398,26,chosen
heroin,397.397,26,chosen
dollar,396.396,26,chosen
sanctuary,396.396,26,chosen
husband,394.394,26,chosen
forbid,394.248,26,chosen
wed,394.148,26,chosen
residence,392.392,26,chosen
clinic,392.392,26,chosen
sombrero,391.391,26,chosen
mug,391.142,26,chosen
fierce,389.341,26,chosen
gulp,388.393,26,chosen
admire,388.288,26,chosen
mildew,388.038,26,chosen
synagogue,386.386,26,chosen
uncompleted,386.336,26,chosen
wrestler,385.385,26,chosen
piano,383.383,26,chosen
hyena,383.333,26,chosen
velvet,381.381,26,chosen
hieroglyphic,380.38,26,chosen
discordant,380.38,26,chosen
pinch,379.08,26,chosen
egret,374.024,26,chosen
staff,373.003,26,chosen
hexagonal,372.272,26,chosen
dill,372.272,26,chosen
flatter,372.173,26,chosen
witness,372.173,26,chosen
fragment,372.124,26,chosen
sofa,371.371,26,chosen
nocturnal,371.321,26,chosen
flight,371.162,26,chosen
parakeet,370.37,26,chosen
caid,369.369,26,chosen
aloe,369.319,26,chosen
acute,369.169,26,chosen
pustule,369.119,26,chosen
musk,369.019,26,chosen
pillow,368.118,26,chosen
solace,367.367,26,chosen
emptiness,366.366,26,chosen
honeysuckle,366.266,26,chosen
fasten,366.07,26,chosen
dike,365.265,26,chosen
ignore,365.167,26,chosen
spontaneous,364.365,26,chosen
cement,363.358,26,chosen
reaper,362.362,26,chosen
geometrical,362.262,26,chosen
alley,361.361,26,chosen
beggar,361.361,26,chosen
pukara,359.359,26,chosen
swept,359.359,26,chosen
pisiform,359.159,26,chosen
mediocre,358.358,26,chosen
aerodrome,358.358,26,chosen
zawiya,358.358,26,chosen
goblin,357.357,26,chosen
duke,357.357,26,chosen
intense,354.006,26,chosen
pomace,354,26,chosen
draft,352.252,26,chosen
transfer,351.049,26,chosen
crash,351.041,27,chosen
beer,350.659,27,chosen
pretend,350.294,27,chosen
earthworm,350.186,27,chosen
player,350.184,27,chosen
grasshopper,350.019,27,chosen
nervous,350.007,27,chosen
fade,350.003,27,chosen
resist,350.002,27,chosen
entire,350.002,27,chosen
container,350,27,chosen
obtain,350,27,chosen
odeon,350,27,chosen
triumphant,350,27,chosen
stelleriana,350,27,chosen
inlay,350,27,chosen
hardwood,350,27,chosen
inkstone,350,27,chosen
seedlings,350,27,chosen
modius,350,27,chosen
his,350,27,chosen
kerria,350,27,chosen
cinquefoil,350,27,chosen
laoshan,350,27,chosen
stipulate,350,27,chosen
christ,350,27,chosen
coronarium,350,27,chosen
blanket,349.199,27,chosen
crocodile,349.051,27,chosen
fifty,348.347,27,chosen
jelly,348.15,27,chosen
poet,346.296,27,chosen
lunar,343.043,27,chosen
senate,341.289,27,chosen
hinge,341.141,27,chosen
prophet,340.341,27,chosen
atoll,340.34,27,chosen
stagnating,339.339,27,chosen
debris,339.14,27,chosen
dysentery,337.037,27,chosen
compatriot,336.336,27,chosen
maté,335.305,27,chosen
encampment,333.233,27,chosen
coward,333.183,27,chosen
gel,333.135,27,chosen
pet,332.092,27,chosen
ovary,332.033,27,chosen
patio,331.331,27,chosen
cheetah,330.33,27,chosen
archeological,330.33,27,chosen
backward,330.28,27,chosen
solar,330.23,27,chosen
occipital,329.323,27,chosen
mediator,327.327,27,chosen
dhow,327.327,27,chosen
apex,327.227,27,chosen
fenugreek,326.226,27,chosen
citadel,325.325,27,chosen
shingle,325.072,27,chosen
photo,325.022,27,chosen
bovine,323.223,27,chosen
slag,323.091,27,chosen
traverse,323.001,27,chosen
rig,322.094,27,chosen
pasha,321.321,27,chosen
perforated,321.271,27,chosen
quay,320.32,27,chosen
excelling,320.27,27,chosen
drunkenness,319.319,27,chosen
surge,318,27,chosen
salamander,317.317,27,chosen
forceps,317.267,27,chosen
lingual,317.246,27,chosen
jasper,316.316,27,chosen
lynx,316.316,27,chosen
adobe,316.316,27,chosen
communism,316.316,27,chosen
shot,316.316,27,chosen
vegetation,316,27,chosen
ingot,315.315,27,chosen
freedom,315.265,27,chosen
plenty,315.118,27,chosen
plaster,314.314,27,chosen
monarch,314.262,27,chosen
ceremonial,314.014,27,chosen
companion,314,27,chosen
tar,313.313,27,chosen
mead,313.213,27,chosen
violent,313.102,27,chosen
corozo,311.311,27,chosen
venue,311.311,27,chosen
elite,311.311,27,chosen
harrow,311.158,27,chosen
roe,311.118,27,chosen
tomato,309.237,27,chosen
sensitive,309.111,27,chosen
grate,309.11,27,chosen
strive,309.001,27,chosen
emerge,308.208,27,chosen
primary,308.202,27,chosen
seminar,308.109,28,chosen
library,307.308,28,chosen
diabolic,306.306,28,chosen
diocese,306.306,28,chosen
splendid,306.006,28,chosen
president,305.305,28,chosen
pecan,305.305,28,chosen
nap,305.106,28,chosen
armadillo,303.303,28,chosen
corpse,303.286,28,chosen
tax,303.106,28,chosen
capybara,302.302,28,chosen
eighteen,301.301,28,chosen
hindered,301.151,28,chosen
evening,300.448,28,chosen
cinema,300.3,28,chosen
hemlock,300.249,28,chosen
personal,300.025,28,chosen
willing,300.023,28,chosen
odd,300.01,28,chosen
everywhere,300.009,28,chosen
moist,300.006,28,chosen
eyeball,300.006,28,chosen
seem,300.002,28,chosen
cot,300.001,28,chosen
mount,300.001,28,chosen
observe,300.001,28,chosen
typical,300.001,28,chosen
vault,300.001,28,chosen
colon,300.001,28,chosen
feces,300.001,28,chosen
citrus,300,28,chosen
constitute,300,28,chosen
procedure,300,28,chosen
nibble,300,28,chosen
incarnation,300,28,chosen
uproot,300,28,chosen
sassafras,300,28,chosen
tzumu,300,28,chosen
viviparous,300,28,chosen
pincers,300,28,chosen
withered,300,28,chosen
chinense,300,28,chosen
papyraceous,300,28,chosen
stonecrop,300,28,chosen
jiangxi,300,28,chosen
stricken,300,28,chosen
16,300,28,chosen
defendant,300,28,chosen
papyrus,300,28,chosen
profound,300,28,chosen
unborn,300,28,chosen
drumstick,300,28,chosen
yi,300,28,chosen
mangifera,300,28,chosen
indica,300,28,chosen
numerary,300,28,chosen
adjunct,300,28,chosen
woof,300,28,chosen
hernia,300,28,chosen
basil,300,28,chosen
ginseng,300,28,chosen
radiation,300,28,chosen
entwine,300,28,chosen
cute,299.301,28,chosen
bleat,299.269,28,chosen
address,298.261,28,chosen
archipelago,297.297,28,chosen
ankle,297.247,28,chosen
ceramic,295.096,28,chosen
rein,295.046,28,chosen
burrow,294.295,28,chosen
pill,294.095,28,chosen
thrust,293.007,28,chosen
sardine,292.292,28,chosen
hank,291.291,28,chosen
pulpit,291.291,28,chosen
pending,291.141,28,chosen
graft,291,28,chosen
mustang,290.29,28,chosen
destructive,290.24,28,chosen
astringent,289.039,28,chosen
idle,288.288,28,chosen
discount,288.288,28,chosen
harvest,287.288,28,chosen
nightingale,287.287,28,chosen
transitory,286.236,28,chosen
heifer,285.285,28,chosen
drowsiness,285.285,28,chosen
chakra,285.285,28,chosen
bleed,285.038,28,chosen
herd,285.03,28,chosen
extinguish,284.284,28,chosen
vulva,284.284,28,chosen
surrender,284.085,28,chosen
angrily,283.283,28,chosen
engraved,283.283,28,chosen
dinner,282.282,28,chosen
discover,282.083,28,chosen
downwards,282.082,28,chosen
goblet,282.032,29,chosen
police,281.268,29,chosen
centaur,281.031,29,chosen
chalk,280.18,29,chosen
navel,279.279,29,chosen
admirable,279.279,29,chosen
gazelle,279.179,29,chosen
curse,279.082,29,chosen
chisel,278.128,29,chosen
tusk,277.277,29,chosen
anise,277.118,29,chosen
entertain,277.08,29,chosen
aquatic,277.077,29,chosen
seize,277.031,29,chosen
telegraph,276.276,29,chosen
esker,276.217,29,chosen
interstitial,275.275,29,chosen
puffin,275.275,29,chosen
hilar,275.275,29,chosen
pie,275.225,29,chosen
confluence,275.075,29,chosen
vat,274.174,29,chosen
ham,273.166,29,chosen
mackerel,272.272,29,chosen
hyperlink,272.272,29,chosen
paw,270.27,29,chosen
croup,270.27,29,chosen
basalt,270.27,29,chosen
arrest,270.02,29,chosen
taffeta,269.269,29,chosen
prim,269,29,chosen
mingled,268.168,29,chosen
lice,268.069,29,chosen
earthquake,268.018,29,chosen
scold,268.003,29,chosen
leu,267.267,29,chosen
oily,267.217,29,chosen
prince,267.208,29,chosen
pencil,266.266,29,chosen
mutilated,265.265,29,chosen
abstain,265.016,29,chosen
bullet,264.264,29,chosen
despicable,264.264,29,chosen
had,264.264,29,chosen
mange,264.214,29,chosen
disorder,264.164,29,chosen
pedestal,264.014,29,chosen
modern,263.264,29,chosen
equinoctial,263.213,29,chosen
cleaver,263.213,29,chosen
cannabis,262.262,29,chosen
direct,262.016,29,chosen
deprive,261.261,29,chosen
indeed,261.111,29,chosen
tripe,261.111,29,chosen
adorn,261.025,29,chosen
garage,259.259,29,chosen
indivisible,259.209,29,chosen
intangible,258.258,29,chosen
cartilage,258.058,29,chosen
sedan,258.008,29,chosen
chant,258.001,29,chosen
suburban,257.257,29,chosen
hectare,257.257,29,chosen
amphora,257.107,29,chosen
conger,257,29,chosen
ophthalmic,256.256,29,chosen
rapid,256.223,29,chosen
whitened,255.255,29,chosen
artisan,255.255,29,chosen
mode,255.056,29,chosen
vibrate,255.001,29,chosen
lookout,254.937,29,chosen
toast,254.056,29,chosen
article,254.054,29,chosen
receipt,253.253,29,chosen
rivet,253.108,29,chosen
lure,253.054,29,chosen
pursue,253,29,chosen
den,252.243,29,chosen
manse,252.052,29,chosen
grill,251.239,29,chosen
unnamed,251.201,29,chosen
greet,251.04,29,chosen
pail,251,29,chosen
peacock,250.786,29,chosen
butter,250.318,29,chosen
distaff,250.25,29,chosen
exile,250.2,29,chosen
hempen,250.167,29,chosen
capable,250.092,29,chosen
bun,250.051,29,chosen
melody,250.051,29,chosen
bet,250.046,29,chosen
rival,250.006,29,chosen
dissolve,250.003,29,chosen
sober,250.002,29,chosen
adequate,250.002,29,chosen
attempt,250.001,29,chosen
sane,250.001,29,chosen
insure,13493,30,chosen
raid,810.029,30,chosen
scalp,250.001,30,chosen
squirm,250.001,30,chosen
cavity,250,30,chosen
rebellion,250,30,chosen
loropetalum,250,30,chosen
cartilaginous,250,30,chosen
caltrop,250,30,chosen
gudgeon,250,30,chosen
governess,250,30,chosen
vegetarian,250,30,chosen
diandrous,250,30,chosen
thunderclap,250,30,chosen
clove,250,30,chosen
ramiflorous,250,30,chosen
apetalous,250,30,chosen
repeatedly,250,30,chosen
barium,250,30,chosen
resolute,250,30,chosen
viburnum,250,30,chosen
signboard,250,30,chosen
varicolored,250,30,chosen
bane,250,30,chosen
fjord,249.249,30,chosen
loan,249.052,30,chosen
yell,249.022,30,chosen
temporal,248.148,30,chosen
sip,248.05,30,chosen
oath,248.049,30,chosen
novelty,247.247,30,chosen
foresee,247.05,30,chosen
prominent,247.048,30,chosen
solitude,246.246,30,chosen
crave,246.047,30,chosen
outwards,246,30,chosen
bra,245.047,30,chosen
fuse,245.046,30,chosen
brilliant,245.045,30,chosen
zip,244.045,30,chosen
icon,244.011,30,chosen
forge,243.243,30,chosen
graphite,243.093,30,chosen
climate,243.044,30,chosen
bitch,242.242,30,chosen
nanny,242.242,30,chosen
impoverished,242.192,30,chosen
hoarse,242.142,30,chosen
shelf,242.045,30,chosen
jam,242.044,30,chosen
steer,242.004,30,chosen
pedestrian,241.241,30,chosen
urn,241,30,chosen
mental,239.239,30,chosen
prosimian,239.239,30,chosen
lounge,239.239,30,chosen
piety,239.189,30,chosen
haze,238.039,30,chosen
bream,238.026,30,chosen
habitational,237.237,30,chosen
whore,237.237,30,chosen
graph,237.037,30,chosen
ballast,236.235,30,chosen
aspect,236.037,30,chosen
fathom,235.235,30,chosen
overthrown,235.235,30,chosen
colocynth,235.235,30,chosen
greaved,235.135,30,chosen
penalty,235.038,30,chosen
guano,234.234,30,chosen
arnica,233.033,30,chosen
kohl,232.232,30,chosen
nopal,232.232,30,chosen
knight,231.233,30,chosen
grandpa,231.231,30,chosen
safari,231.231,30,chosen
tamandua,231.231,30,chosen
sunshine,231,30,chosen
flamingo,230.23,30,chosen
quiver,230.08,30,chosen
minister,230.031,30,chosen
ribbon,230,30,chosen
nostril,229.179,30,chosen
circuit,229.003,30,chosen
kettle,228.228,30,chosen
agency,228.228,30,chosen
environment,228.033,30,chosen
porcelain,227.227,30,chosen
sluice,227.227,30,chosen
local,227.035,30,chosen
ointment,227.028,30,chosen
bryony,227.027,30,chosen
manitou,226.226,30,chosen
prestige,226.226,30,chosen
embarrass,226.028,30,chosen
latch,226.027,30,chosen
subscribe,226.016,30,chosen
transit,225.225,30,chosen
geyser,225.225,30,chosen
lash,225.026,30,chosen
comma,224.224,31,chosen
bogeyman,224.224,31,chosen
granny,224.224,31,chosen
anaconda,224.224,31,chosen
nomad,224.224,31,chosen
receding,224.174,31,chosen
prompt,224.026,31,chosen
shrine,224.025,31,chosen
coolie,223.223,31,chosen
amphitheatre,223.223,31,chosen
shatter,223.123,31,chosen
qadi,222.222,31,chosen
negro,222.081,31,chosen
dessert,222.023,31,chosen
hire,222.001,31,chosen
brie,221.221,31,chosen
silent,220.18,31,chosen
ambush,220.17,31,chosen
elevate,220.121,31,chosen
punch,220.001,31,chosen
envy,218.218,31,chosen
sergeant,218.218,31,chosen
marrow,218.114,31,chosen
darling,218.068,31,chosen
due,218.002,31,chosen
poultice,218,31,chosen
shawl,217.217,31,chosen
abandon,217.018,31,chosen
puppy,216.216,31,chosen
shako,216.216,31,chosen
cassette,216.216,31,chosen
promenade,216.216,31,chosen
mussel,216.216,31,chosen
negotiate,216.017,31,chosen
global,215.216,31,chosen
horehound,215.038,31,chosen
monopoly,215.016,31,chosen
stool,215.016,31,chosen
snatch,215.001,31,chosen
jute,214.214,31,chosen
silo,214.214,31,chosen
gaur,214.214,31,chosen
prism,214.164,31,chosen
motorcycle,214.164,31,chosen
tangle,214.057,31,chosen
decent,214.015,31,chosen
token,214.015,31,chosen
construct,213.014,31,chosen
trim,213.005,31,chosen
digest,213.003,31,chosen
emulate,213,31,chosen
cash,212.212,31,chosen
sabadilla,212.212,31,chosen
dovecote,212.212,31,chosen
buffalo,212.162,31,chosen
cockroach,212.112,31,chosen
cop,212.08,31,chosen
flock,212.014,31,chosen
cuddle,212.001,31,chosen
coëst,212,31,chosen
fare,211.013,31,chosen
purchase,211.013,31,chosen
mush,211.012,31,chosen
agritourism,210.21,31,chosen
globe,210.21,31,chosen
dugout,210.21,31,chosen
comedy,210.012,31,chosen
clasp,210.011,31,chosen
remedy,210.011,31,chosen
vanilla,209.209,31,chosen
essay,209.01,31,chosen
toss,209.003,31,chosen
stud,209,31,chosen
labial,208.158,31,chosen
writhing,208.108,31,chosen
chase,208.003,31,chosen
inscribed,207.207,31,chosen
spyder,207.207,31,chosen
vermiform,207.157,31,chosen
litter,207.155,31,chosen
rumor,207.009,31,chosen
exposure,207.008,31,chosen
upwards,207.007,31,chosen
artery,206.008,31,chosen
jaundiced,205.205,31,chosen
cusp,205.205,31,chosen
conquest,205.205,31,chosen
dude,205.205,31,chosen
particular,205.157,31,chosen
stir,205.015,31,chosen
behavioural,203.203,31,chosen
ostrich,203.139,31,chosen
instruct,203.005,31,chosen
estimate,203.004,31,chosen
carrot,202.279,31,chosen
metalwright,202.202,31,chosen
penitentiary,202.202,31,chosen
wolverine,202.202,31,chosen
seductive,202.003,31,chosen
weep,202,31,chosen
tofu,201.201,32,chosen
hose,201.201,32,chosen
vineyard,201.052,32,chosen
harsh,201.013,32,chosen
accelerate,201.002,32,chosen
reign,201.002,32,chosen
tawny,201,32,chosen
friendship,200.378,32,chosen
legal,200.377,32,chosen
wickerwork,200.355,32,chosen
fourfold,200.23,32,chosen
experiment,200.2,32,chosen
quest,200.2,32,chosen
spiritual,200.2,32,chosen
formal,200.027,32,chosen
fad,200.015,32,chosen
ton,200.01,32,chosen
fancy,200.009,32,chosen
amaze,200.008,32,chosen
exact,200.008,32,chosen
serious,200.008,32,chosen
10^6,200.005,32,chosen
cancel,200.005,32,chosen
suggest,200.005,32,chosen
tempt,200.005,32,chosen
tilt,200.005,32,chosen
average,200.004,32,chosen
pest,200.004,32,chosen
quake,200.004,32,chosen
sorry,200.004,32,chosen
strain,200.004,32,chosen
advantage,200.003,32,chosen
announce,200.003,32,chosen
awkward,200.003,32,chosen
generous,200.003,32,chosen
keen,200.003,32,chosen
mail,200.003,32,chosen
obvious,200.003,32,chosen
pee,200.003,32,chosen
preserve,200.003,32,chosen
refer,200.003,32,chosen
sled,200.003,32,chosen
tendency,200.003,32,chosen
tread,200.003,32,chosen
troop,200.003,32,chosen
allure,200.003,32,chosen
lineage,200.003,32,chosen
acquire,200.002,32,chosen
anxious,200.002,32,chosen
assurance,200.002,32,chosen
beg,200.002,32,chosen
bowel,200.002,32,chosen
calculate,200.002,32,chosen
deny,200.002,32,chosen
disc,200.002,32,chosen
ego,200.002,32,chosen
evaluate,200.002,32,chosen
flinch,200.002,32,chosen
folk,200.002,32,chosen
fuss,200.002,32,chosen
mob,200.002,32,chosen
murmur,200.002,32,chosen
nucleus,200.002,32,chosen
owe,200.002,32,chosen
paddle,200.002,32,chosen
promote,200.002,32,chosen
quote,200.002,32,chosen
recognize,200.002,32,chosen
regard,200.002,32,chosen
rim,200.002,32,chosen
spool,200.002,32,chosen
temporary,200.002,32,chosen
thaw,200.002,32,chosen
bowstring,200.002,32,chosen
addict,200.001,32,chosen
alter,200.001,32,chosen
amp,200.001,32,chosen
anesthetic,200.001,32,chosen
applause,200.001,32,chosen
assault,200.001,32,chosen
basis,200.001,32,chosen
blemish,200.001,32,chosen
blog,200.001,32,chosen
bully,200.001,32,chosen
champion,200.001,32,chosen
chunk,200.001,32,chosen
chute,200.001,32,chosen
clause,200.001,32,chosen
client,200.001,32,chosen
clip,200.001,32,chosen
commit,200.001,32,chosen
comparison,200.001,32,chosen
consequence,200.001,32,chosen
crew,200.001,32,chosen
critique,200.001,32,chosen
cube,200.001,32,chosen
dial,200.001,32,chosen
dread,200.001,32,chosen
enroll,200.001,32,chosen
erase,200.001,32,chosen
evacuate,200.001,33,chosen
expression,200.001,33,chosen
fantasy,200.001,33,chosen
fiction,200.001,33,chosen
flare,200.001,33,chosen
fowl,200.001,33,chosen
fraction,200.001,33,chosen
furniture,200.001,33,chosen
fuzz,200.001,33,chosen
giggle,200.001,33,chosen
grin,200.001,33,chosen
hum,200.001,33,chosen
humid,200.001,33,chosen
humor,200.001,33,chosen
impress,200.001,33,chosen
install,200.001,33,chosen
instinct,200.001,33,chosen
jerk,200.001,33,chosen
jewelry,200.001,33,chosen
jolt,200.001,33,chosen
journal,200.001,33,chosen
knuckle,200.001,33,chosen
lend,200.001,33,chosen
loft,200.001,33,chosen
masculine,200.001,33,chosen
motive,200.001,33,chosen
occasion,200.001,33,chosen
okay,200.001,33,chosen
package,200.001,33,chosen
parade,200.001,33,chosen
poop,200.001,33,chosen
porch,200.001,33,chosen
preach,200.001,33,chosen
profile,200.001,33,chosen
pronounce,200.001,33,chosen
propaganda,200.001,33,chosen
protest,200.001,33,chosen
puff,200.001,33,chosen
puncture,200.001,33,chosen
register,200.001,33,chosen
reputation,200.001,33,chosen
residue,200.001,33,chosen
routine,200.001,33,chosen
sensation,200.001,33,chosen
serum,200.001,33,chosen
sniff,200.001,33,chosen
spare,200.001,33,chosen
spasm,200.001,33,chosen
spawn,200.001,33,chosen
speck,200.001,33,chosen
splendor,200.001,33,chosen
sponsor,200.001,33,chosen
stash,200.001,33,chosen
succeed,200.001,33,chosen
sync,200.001,33,chosen
translate,200.001,33,chosen
tremor,200.001,33,chosen
trend,200.001,33,chosen
tutor,200.001,33,chosen
verify,200.001,33,chosen
violate,200.001,33,chosen
ware,200.001,33,chosen
indulge,200,33,chosen
orient,200,33,chosen
tropical,200,33,chosen
loveable,200,33,chosen
conjunction,200,33,chosen
heterogeneous,200,33,chosen
tentacle,200,33,chosen
trillium,200,33,chosen
shove,200,33,chosen
