term,gloss,forms,occurrences
"persisted","persisted",3,6
"cake","round cake used at sacrifices",3,6
"practical","practical",3,6
"toast","a drinking before or to (one's health, etc.), a toast to",4,6
"tribe","an ancient tribe of Sicily, which dwelt east of the Elymi and west of the Siculi",3,6
"ruler","prince, ruler, lord, chief",3,6
"shame","to cause shame",3,6
"rested","rested, refreshed",2,6
"island","an island in the Aegean Sea, one of the Cyclades, neighbouring Delos",3,6
"serious","serious",2,6
"ointment","ointment",2,6
"hard","hard, rough",2,6
"shoot","shoot, sucker",4,6
"adviser","adviser, counselor",3,6
"completed","completed, supplied, supplemented; repaired",3,6
"cultivate","to cultivate (land)",3,6
"tent","A tent.",3,6
"stab","to stab, hit, wound",3,6
"squeezed","pressed, squeezed, extracted",2,6
"book","book, volume, roll, scroll",3,6
"send","apocopic form of ῑ̔́ετε (hī́ete)",3,6
"invitation","invitation, calling",3,6
"witless","void of understanding, witless",4,6
"willing","willing",4,6
"harm","harm, damage",4,6
"collection","collection (of taxes or voluntary contributions)",4,6
"spleen","Hesychius gives the definition as: σπλήν (splḗn, ""spleen""), as they say in Macedonia",3,6
"brightness","a dazzling or glossy whiteness; clearness, radiance, brightness",3,6
"century","century: a period of 100 years",5,6
"colored","colored",4,6
"concealing","convenient for concealing",4,6
"desirous","wanting, desiring, wishing for",5,6
"joining","joining, uniting",4,6
"prize","prize, reward",5,6
"oil","The yield of an olive tree",3,6
"trust","trust, confidence, assurance, reliance",3,6
"judge","judge (one who knows the law and what is right)",5,6
"food","food; victuals; groceries",5,6
"together","to one and the same place",3,6
"curve","to bend inwards, bow, curve",4,6
"ignorantly","ignorantly, unskillfully, foolishly",4,6
"strong","vague epithet of humans, gods, animals, nature: strong, stalwart, or possibly also noble, beautiful, loyal, great",4,6
"boundary","border, boundary, limit; frontier",3,6
"final","last, left behind, final",5,6
"apple","of or made of apples",4,6
"raft","A raft",4,6
"city","One of the most important cities of Caria, now Milas in Turkey",4,6
"beauty","beauty, attractiveness",4,6
"crushing","crushing, bruising",3,6
"bready","bready, like bread",5,6
"individual","individual",3,6
"period","a complete sentence; period",5,6
"fragment","fragment, piece, bit, morsel",4,6
"prostitute","a female prostitute (particularly one of low status)",4,6
"gem","An unknown kind of precious stone.",5,6
"sweated","sweated, perspired",5,6
"stalls","shops, booths",4,6
"tribe","A Celtic tribe of Aquitania mentioned by Pliny",4,6
"able","able, powerful",6,6
"admit","to confess, admit",6,6
"being fluid","being fluid",6,6
"throw","throw, cast",6,6
"sacer","Old Latin form of sacer",6,6
"lean","to lean or rest on or against something",1,5
"shameful","shameful, base, ignoble",1,5
"remove","to remove from, move, put, or take away",1,5
"step","step, stair",1,5
"repel","to cast off, turn away, avert, repel",1,5
"listener","listener",1,5
"beauty","beauty, loveliness, grace",1,5
"town","An ancient town of Mygdonia, situated on the right bank of the river Axius",1,5
"surrounded","surrounded",1,5
"approach","to go, come or meet with someone, approach; visit, accost, address",1,5
"preserving","preserving, conserving",1,5
"turned","turned around or over",1,5
"arrange","to order, to arrange",1,5
"critical","critical (of diseases)",1,5
"depress","to press down; to depress",1,5
"harmful","hurtful, harmful",1,5
"breathless","short of breath, breathing with difficulty",1,5
"expel","to cast out, throw out",1,5
"extract","to draw or pull out or forth",1,5
"welfare","well-doing; well-being; welfare; success",1,5
"filling","accusative supine verbal noun of expleō",1,5
"hay","hay",1,5
"festival","a holiday, festival",1,5
"leafed","beaten into leaf",1,5
"steward","manager, bailiff, steward",1,5
"wooded","woody, wooded",1,5
"raising","raising or exalting men",1,5
"pale","to become pale",1,5
"entering","entering",1,5
"judgement","res judicata, judgement, sentence",1,5
"burn","to burn superficially, scorch, to burn wholly, singe, char",1,5
"general","one of the generals of Alexander the Great",1,5
"slandered","slandered",1,5
"lock","A lock of wool",1,5
"middle","that which is in the middle",1,5
"tribe","A Dacian tribe inhabiting the regions of the lower Danube.",1,5
"mixing","the act of mixing",1,5
"river","A river of Pieria situated near Dium",1,5
"monumental","of or belonging to a monument, monumental",1,5
"sail","to sail, navigate, seafare, embark",1,5
"hide","to hide oneself",1,5
"official","official (clarification of this definition is needed.)",1,5
"backward","in a backward direction",1,5
"foolish","crazy, foolish",1,5
"neglect","neglect",1,5
"candor","openness, frankness",1,5
"fear","to become alarmed or afraid",1,5
"covering","curtain, hanging; carpet; covering",1,5
"traversed","traversed, penetrated",1,5
"flee","to flee, run off, go a certain direction with haste",1,5
"to promise","to promise",1,5
"star","The star γ Virginis in the constellation Virgo.",1,5
"teaching","teaching, lesson",1,5
"magnificent","very illustrious or magnificent",1,5
"rot","to make rot",1,5
"wooded","covered with forest, well-wooded",1,5
"pin","pin or thole",1,5
"mountain","A mountain of Achaia",1,5
"town","A town of Thessaly situated near the sources of the river Spercheus",1,5
"bind","contracted first-person singular present mediopassive subjunctive of δέω (déō)",1,5
"god","The god of nocturnal sky and lightnings",1,5
"salted","sprinkled with salt, salted",1,5
"grass","Used as a specific epithet to indicate a kind of grass",1,5
"island","An island situated in front of Paphos",1,5
"tribute","tribute",1,5
"shade","to shade (cast a shadow)",1,5
"divine","from the perspective of the gods",1,5
"pinch","to pluck, twitch, pinch, nip",1,5
"age","to age, grow old",1,5
"old","old, made old",1,5
"surviving","born alive after the death of the other, said of a pair of twins",1,5
"angel","the name of the angel of Tartarus",2,5
"rejected","denied, refused, rejected, having been rejected.",2,5
"summoned","summoned, fetched",2,5
"attacker","attacker, assailant, aggressor",2,5
"precisely","to a nicety, precisely",2,5
"argue","to have a discussion or difference with another; dispute, quarrel, wrangle, argue",2,5
"note","A small page; short letter.",2,5
"mine","A shaft and pit in a goldmine",2,5
"pan","a pan for baking bread",2,5
"tribe","A tribe of Gallia Belgica, situated between the rivers Somme and Scheldt",2,5
"entice","to attract, persuade",2,5
"autumnal","autumnal",2,5
"town","a town in Aquitania, situated on the road from Aquae Tarbellicae to Tolosa",2,5
"tribe","A tribe of Germany on the river Ems",2,5
"city","a city on the north coast of Sicily, situated between Tyndaris and Cephaloedium",2,5
"file","to file (off)",2,5
"capturing","capturing",2,5
"district","an ancient district of Troas, in modern Turkey",2,5
"shine","to be clear or bright, shine",2,5
"spread","strewn, having been strewn; thatched, having been thatched",2,5
"harm","harm, loss, damage",2,5
"dispute","dispute, disputation, debate, discussion",2,5
"found","perceived, discovered, considered",2,5
"formed","formed, fashioned, having been formed",2,5
"pleased","gladdened, pleased, delighted",2,5
"make","to make, prepare",2,5
"net","small round net, especially for catching oysters",2,5
"town","A town situated on the left bank of the Rhine, between Novesium and Calo",2,5
"strip","a small strip of diseased flesh which is cut out from the body",2,5
"murderer","a murderer, a manslayer, a slayer of men; a murderess",2,5
"suspicion","suspicion",2,5
"bury","to plough in, cover by ploughing",2,5
"juger","A juger, a Roman unit of area, equivalent to 2 acti or 28,800 square feet (approximately ⅔ acre or ¼ hectare).",2,5
"giver","giver, dispenser",2,5
"freed","released, freed, emancipated",2,5
"remembering","remembering",2,5
"city","a city of Moesia situated at the confluence of the Morava in the Danube, now Požarevac or Passarowitz",2,5
"burden","burden",2,5
"arrange","to arrange, put in order, organize",2,5
"sparing","forbearing, sparing",2,5
"shared","shared, participated in, took part in",2,5
"enticed","enticed",2,5
"rustic","a rustic, a country bumpkin, yokel, hayseed, hick",2,5
"seller","seller",2,5
"drive","to drive forward",2,5
"wandering","A wandering",2,5
"sleep","a little sleep.",2,5
"watchful","on the lookout, on the watch; watching for any thing",2,5
"contract","to contract, draw together",2,5
"shell","A kind of shell",2,5
"skill","combining form of τέχνη (tékhnē, ""skill"")",2,5
"bird","Hesychius gives the definition as: kind of bird.",2,5
"marvel","to be astonished, astounded, amazed",2,5
"abyss","abyss, depths",2,5
"shaving","shaving",2,5
"tunic","a small tunic",2,5
"turkey","Turkey (a country located in Eastern Thrace in Southeastern Europe and Anatolia in West Asia)",2,5
"cunning","wily, crafty, cunning, sly",2,5
"viny","of, pertaining to or used for vines",2,5
"abort","to bring forth prematurely",3,5
"pure","undefiled, immaculate",3,5
"helper","One called to aid.",2,5
"goat","a wild goat",3,5
"childlike","like a child",3,5
"sit","to be seated",3,5
"powerless","powerless, impotent",2,5
"fruitful","To be fruitful",2,5
"mountain","a mountain in Phoenicia, mentioned by Pliny",3,5
"buttery","of butter",2,5
"bottom","bottom of a jar, cup or other vessel",3,5
"warming","Causing or promoting warmth, warming or heating.",2,5
"cubic","of or for a block-figure",3,5
"cared","first-person singular aorist active indicative of μέλω (mélō)",2,5
"appoint","to appoint, assign",2,5
"measure","A dry measure for corn, a choenix",2,5
"barber","a male hairdresser",3,5
"to peck","to peck",2,5
"to compare","to compare",2,5
"coordinate","coordinate",3,5
"town","A coastal town of Pontus and colony of Sinope",2,5
"emerging","which is to become visible/arise/come forth.",2,5
"race","a race",3,5
"pitch","A kind of raw pitch",2,5
"to squeak","to squeak",3,5
"cursed","cursing, having cursed",2,5
"island","A small island near Rhodes, mentioned by Pliny",3,5
"lie","third-person singular future middle indicative of κεῖμαι (keîmai)",2,5
"dispersal","scattering, dispersal",3,5
"doctrine","A philosophic tenet, doctrine, dogma",3,5
"freely","as a free gift, freely, for free; also, by grant",2,5
"announced","announced, proposed",2,5
"town","The chief town of the Vocontii in Gallia Narbonensis, now Vaison-la-Romaine",3,5
"thin","to thin, reduce, diminish",2,5
"abroad","From without, from abroad",2,5
"demand","to demand, require",2,5
"mold","small mold (for baking)",3,5
"pit","pit, hollow",3,5
"sect","sect",2,5
"quiet","quiet; still; calm",2,5
"sloping","leaning to one side, uneven, sloping",3,5
"go","second-person singular present active optative of εἶμῐ (eîmĭ, ""to go"")",3,5
"generous","bountiful, liberal, generous",2,5
"cook","A cook",2,5
"greatness","greatness, magnificence",2,5
"matter","matter; material; component stuff; substance",2,5
"learning","the action of learning, knowledge, science",3,5
"island","A small island off the coast of Arabia",2,5
"hired","hired, to be hired",2,5
"foul","foul, dirty, loathsome, abominable",3,5
"normal","A normal (standard) level of something, as opposed to corresponding terms beginning with hyper- and hypo-.",3,5
"away","away, far away, at a distance, absent",2,5
"hateful","odious, hateful",3,5
"childish","Belonging to a child",3,5
"transfer","to carry over or across, to carry from one to another",2,5
"come","to come (to a place), come in, arrive, reach",2,5
"observed","perceived, observed, having been perceived or observed",3,5
"loyal","very faithful, very loyal",2,5
"few","very little, very few",2,5
"cancerous","cancerous, spreading like cancer",2,5
"log","block of wood, log",3,5
"sell","contracted third-person singular present active subjunctive of πωλέω (pōléō)",2,5
"fruitful","fruitful; full of fruit",2,5
"active","Of, pertaining to, or appropriate for action",2,5
"pure","unmingled; unblended; unmixed; pure",2,5
"constantly","constantly, without interruption",2,5
"punisher","a punisher",3,5
"radius","combining form of radius",2,5
"remember","to recollect or remember [with genitive]",2,5
"restored","restored",3,5
"shelter","covering; shelter",2,5
"separately","separately",3,5
"absorbing","drawing in, absorbing",3,5
"roughish","roughish (somewhat rough)",2,5
"rival","a rival",2,5
"drum","a Parthian word for drum",3,5
"tested","tried, tested",3,5
"earthy","earthy",2,5
"deadly","deadly",3,5
"grave","Hesychius gives the definition as: τάφος (táphos, ""grave"").",2,5
"vehicle","A means of transport; vehicle, conveyance, carriage; wagon, cart; ship.",2,5
"viewer","one who sees, looks at, watches: a viewer, watcher",3,5
"market","in, of, or belonging to the market",2,5
"some","some- (turns interrogative pronouns into indefinite pronouns)",4,5
"city","a city in Troas",4,5
"archive","public records office",4,5
"burn","to burn (be consumed by fire)",3,5
"please","to please, satisfy",3,5
"lie","to prostrate oneself, lie prone",3,5
"boldness","The state or quality of being bold; boldness.",3,5
"wagon","Hesychius' gives the definition as: a holy wagon",3,5
"train","train",3,5
"school","a school, especially a primary school",3,5
"bowles","A botanical plant name author abbreviation for botanist Edward Augustus Bowles (1865-1954).",4,5
"dined","dined",3,5
"abandoned","not saved, abandoned",3,5
"yielding","ceding, conceding, surrendering",3,5
"be","third-person singular present active optative of εἰμῐ́ (eimĭ́)",4,5
"arrange","to arrange, compile, compose, make up, organize, order",3,5
"join","to join, unite, fasten, yoke, harness, attach; esp. of the hand: to clasp, join",4,5
"swell","to billow, swell",3,5
"river","A river of Achaia forming the boundary with Elis",3,5
"island","An island in the Sea of Marmara mentioned by Pliny",3,5
"delay","to detain or hold up",4,5
"river","a river in Cisalpine Gaul, probably the Secchia",4,5
"enticed","enticed, elicited, coaxed",3,5
"reed","a kind of reed extending over the ground",4,5
"drying","desiccation (drying up)",3,5
"simple","one in kind, simple",3,5
"arrive","to arrive, come",3,5
"town","a small town of Boeotia famous for its temple of Asclepius",3,5
"out","outside, outdoors (destination)",4,5
"city","an ancient city in Hispania Tarraconensis, situated on a hill",4,5
"image","image",3,5
"inserted","inserted, instilled, introduced",3,5
"actively","in a lively manner, with activity, lively, energetically",3,5
"attacking","assailing, attacking",4,5
"interval","The open space within the vallum of a camp or between palisades or ramparts.",4,5
"internal","From within, internal.",4,5
"town","a town of Numidia situated near Cirta",3,5
"sex","sex, sexual intercourse",4,5
"city","an ancient Carthaginian city on the island of Sicily, modern Italy; now Marsala",3,5
"musical","musical",4,5
"leanness","leanness, poorness, thinness",3,5
"to win","to win",4,5
"soft","soft, tender, mellow",3,5
"lie","to lie, cheat, deceive",3,5
"town","a town of Locris mentioned by Pliny",4,5
"threat","threat",3,5
"mover","mover; that which moves something",4,5
"painless","without pain, painless",4,5
"covering","covering, garment",3,5
"enduring","Lasting, enduring, continuing, persevering.",3,5
"to satisfy","to satisfy",3,5
"tribe","tribe; clan",4,5
"extra","a somewhat larger amount of, a little extra",3,5
"honesty","honesty, probity",4,5
"stop","to stop, desist, halt, cease",4,5
"therefore","so, for this reason, hence, therefore (sums up the previous argumentation)",3,5
"false","Not a true, appearing like a true.",4,5
"rapidly","rapidly",4,5
"to show","to show",3,5
"really","introducing questions — satis with the enclitic interrogative -ne: enough, truly, really",4,5
"serenity","serenity, peacefulness",4,5
"space","spatial: space",3,5
"strap","strap, band, thong",4,5
"decay","decay, putrefaction",4,5
"finally","at length, at last, finally, eventually",3,5
"snare","snare, noose",4,5
"thin","to make thin",4,5
"pine","A kind of pine tree",3,5
"deliver","to hand over, give up, deliver, transmit, surrender; impart; entrust, confide",4,5
"balance","balance, (pair of) scales",3,5
"one","one; uni-",3,5
"leisurely","leisurely",4,5
"learning","learned, thing learned, that which has been learned",4,5
"driver","a driver, especially one who drives and takes care of horses; groom, hostler, stable boy",4,5
"lust","lustful desire, pruriency",4,5
"admired","having admired, having respected",5,5
"pathic","Adjectival form of suffix -pathy.",5,5
"trumpet","to make the sound of an elephant",5,5
"after","behind; after",5,5
"to chew","to chew",5,5
"also","and also, and furthermore, also, too, likewise, besides",5,5
"matter","to matter, to be important [with feminine ablative singular possessive determiner 'to someone']",5,5
"dispatched","sent off or away, dispatched, having been dispatched",1,4
"refused","refused, denied, declined, having been refused",1,4
"resting","reposing, resting (hence dying)",1,4
"active","active, practical",1,4
"trouble","trouble, distress, predicament",1,4
"uniform","uniform; having successive words connected",1,4
"rival","combatant, rival, contestant",1,4
"feeble","easily exhausted, i.e. powerless, feeble",1,4
"alternating","alternating",1,4
"friendly","friendly, capable of being friendly",1,4
"substituted","given in lieu of",1,4
"lift","third-person plural aorist active subjunctive of αἴρω (aírō)",1,4
"seasoned","seasoned, flavored",1,4
"follower","follower",1,4
"city","a city in Mysia situated opposite of Lesbos",1,4
"tent","A tent; a hut",1,4
"sound","Sound.",1,4
"celebrate","to celebrate the festival or rites of Bacchus",1,4
"carry","to carry a burden",1,4
"flatter","to flatter, fawn",1,4
"general","A general of Carthago",1,4
"bubble","to bubble, form bubbles",1,4
"city","a city in Spain, the modern Zaragoza",1,4
"town","a town in Cisalpine Gaul situated on the right bank of the Sapis, now Cesena",1,4
"treader","one who treads (in a treadmill)",1,4
"calculated","Calculated, computed, reckoned, having been calculated.",1,4
"round","perfectly round (of a shield)",1,4
"fleshly","fleshly",1,4
"harvest","to pluck, pick, harvest",1,4
"town","A town of the Sabines, mentioned only by Virgil",1,4
"accompanying","attending, accompanying",1,4
"approved","approved, accepted",1,4
"effort","an effort, struggle; exertion",1,4
"assembled","brought together, assembled, collected, mustered",1,4
"renter","a woman who hires or rents something",1,4
"social","social, gregarious",1,4
"swearing","a swearing together",1,4
"followed","followed (up)",1,4
"consumed","consumed, devoured, having been consumed",1,4
"covenant","covenant, compact",1,4
"chief","chief of ten people (in various contexts)",1,4
"succeeding","succeeding a person in a thing, aftercoming",1,4
"doubt","perplexity; doubting",1,4
"wheat","kind of wheat with coarse straw",1,4
"sweetness","a sweet taste; sweetness (in taste)",1,4
"choice","choice, selection",1,4
"food","food, foodstuff",1,4
"thawed","thawed, unchilled",1,4
"such","of this sort",1,4
"emphasis","emphasis",1,4
"killed","killed",1,4
"shine","to shine forth or out, gleam; brighten",1,4
"evidence","testimony, evidence, proof",1,4
"selling","uncontracted feminine present active participle of πωλέω (pōléō)",1,4
"fall","to fall out, from or down, tumble to the ground, collapse, break down, drop",1,4
"building","having built or building, having constructed or constructing, having fashioned, forged, shaped, fabricated",1,4
"confidence","confidence, self-confidence, boldness",1,4
"lightning","of or pertaining to lightning",1,4
"apathy","A freedom from passion or feeling; insensibility; stoicism.",1,4
"net","A kind of fishing net",1,4
"product","That which is produced, a product",1,4
"gradual","stepwise, gradual",1,4
"river","A river of Caria flowing into the Maeander",1,4
"three","Ⅲ, the Roman numeral three (3).",1,4
"troubled","troubled, molested, having been disturbed",1,4
"submit","to accommodate oneself to the will of another person; comply with, yield to, gratify, oblige, humor, submit",1,4
"ambushing","ambushing",1,4
"godlike","godlike (similar or equal to a god)",1,4
"boaster","boaster (female)",1,4
"oath","oath",1,4
"rinse","to wash out or away; to rinse",1,4
"wedge","wedge, peg, stopper",1,4
"cloth","small linen cloth",1,4
"thin","to become thin, lean",1,4
"slender","long, tall, taper",1,4
"honey","Used as a term of endearment, literally meaning little honey.",1,4
"minority","minority (age)",1,4
"shaping","shaping",1,4
"exchange","interchange, exchange",1,4
"town","an ancient town of the Turdetani, in Hispania Baetica",1,4
"town","A town of Iberia mentioned by Pliny",1,4
"worthless","worthless, good-for-nothing",1,4
"town","a town of the Oretani in Hispania Tarraconensis",1,4
"firm","made firm, durable, having been steadfast.",1,4
"rising","about to rise",1,4
"well","of or from a well",1,4
"king","The name of three kings of Macedonia",1,4
"surrounded","falling round, surrounded by, wrapped in",1,4
"penetrate","to see through something",1,4
"carry","first-person singular present mediopassive subjunctive of φέρω (phérō)",1,4
"full","full, plenary; entire",1,4
"sail","second-person singular future mediopassive indicative of πλέω (pléō)",1,4
"afterwards","afterwards, hereafter, thereafter",1,4
"asking","asking, requesting etc.",1,4
"information","a piece of news, a piece of information",1,4
"challenge","calling forth, challenge (to combat, etc.)",1,4
"creep","to creep forward",1,4
"puncture","puncture, pricking",1,4
"notion","A town of Ionia situated to the south of Ephesus",1,4
"shell","Hesychius gives the definition as: κέλυφος (kéluphos, ""case; pod, shell""), as they say in Tarentum.",1,4
"snatching","about to snatch, about to grab, about to carry off",1,4
"accounts","accounts",1,4
"return","to come back, return",1,4
"drunk","drunk, intoxicated; drunken",1,4
"preserve","to preserve, keep safe",1,4
"oak","old hollow oak",1,4
"town","a town in Samnium, situated near the frontiers with Campania",1,4
"earth","A kind of earth, which was supposed to indicate the presence of native gold",1,4
"frail","to be old or frail",1,4
"dreamer","dreamer; person who puts faith in dreams",1,4
"size","stature, size",1,4
"islands","Two small islands of the Ionian Sea",1,4
"give","to gift a thing to one",1,4
"converge","to flow together, flow in the same stream (also used figuratively)",1,4
"hand","Old Latin form of manus",1,4
"perfecting","completing, accomplishing, fulfilling, perfecting",1,4
"cunning","cunning; crafty; practised",1,4
"raise","to raise or elevate",1,4
"greenness","greenness, verdure",1,4
"pleasing","that causes pleasure or satisfaction",1,4
"ask","to ask for, crave, demand, beg [with accusative 'something'; or with accusative 'something' and accusative 'from someone']; or with object omitted",1,4
"smokeless","without smoke, smokeless, not smoking",2,4
"dwell","to dwell by or near",2,4
"open","opened, uncovered",2,4
"serving","attending, assisting serving",2,4
"approach","to swim or sail to, towards or along",2,4
"balanced","in perfect equilibrium",2,4
"equivalent","being equivalent, having equal power; equivalent",2,4
"city","a city of Caria founded by the mythological hero Alabandus",2,4
"cat","cat (rare)",2,4
"height","height",2,4
"fronted","Having been put in front, fronted",2,4
"city","A city of the Frentani, situated on a hill not far from the mouth of the river Sagrus, now the town of Lanciano",2,4
"release","to loose from",2,4
"compact","agreement, arrangement, treaty",2,4
"warlike","making war, warlike, war-bringing",2,4
"cap","A kind of hat, cap",2,4
"kick","to strike with the heel (or foot)",2,4
"shoe","A sort of rustic leather shoe",2,4
"ending","ending, termination",2,4
"woody","of or pertaining to tree trunks, wood",2,4
"basin","basin for washing the hands",2,4
"decorated","ornamented or decorated all around",2,4
"surrounded","surrounded, beset",2,4
"close","to shut, close, bar (e.g. the door)",2,4
"hear","to hear, listen to [with genitive 'someone' and participle 'doing something'; or with accusative 'something']",2,4
"red","scarlet; blushing",2,4
"clang","din, clash, ringing",2,4
"nature","a constitution, disposition, nature, character",2,4
"shattered","shattered, battered, convulsed",2,4
"need","want, need",2,4
"union","coming together, meeting, joining, putting together",2,4
"let","second-person singular aorist active imperative of ἐάω (eáō)",2,4
"teacher","educator, tutor",2,4
"general","A Syracusan general who served under the Carthaginan army",2,4
"name","a male given name, character in the play Epidicus of Plautus",2,4
"event","event, occurrence, reality",2,4
"summon","to summon, to call out, to call forth",2,4
"model","model, pattern, example, original or ideal",2,4
"to elevate","to elevate",2,4
"form","to form, fashion, shape",2,4
"shape","to shape, fashion, form, knead (dough)",2,4
"seed","grapestone, seed of the grape",2,4
"begin","to begin, make a beginning, take initiative, be first",2,4
"resent","to scorn or resent",2,4
"spontaneous","unbidden, voluntary",2,4
"duality","duality; twoness; the state of being two",2,4
"take","Old Latin form of capiō",2,4
"milky","milky",2,4
"cuckoo","cuckoo (Cuculus canorus)",2,4
"fuller","rather or fairly more copious",2,4
"gem","An unknown gem, spotted with white",2,4
"platform","the part of the stage where Greek actors spoke; called pulpitum by Romans",2,4
"magnetes","one of the Magnetes",2,4
"hammer","small hammer, hammer",2,4
"town","A town of Idumaea",2,4
"city","any one of a number of cities named Oenoe",2,4
"blessed","happy, blessed, blest",2,4
"tribe","A Celtic tribe of Gallia Lugdunensis, whose chief town was Vorganium",2,4
"dock","curled dock (Rumex crispus)",2,4
"crater","A crater in the Oceanus Procellarum on the Moon, near the Letronne crater.",2,4
"sin","sin, error, fault",2,4
"fenced","perfect mediopassive participle of φράσσω (phrássō)",2,4
"roam","to be or live in foreign parts, be abroad or a stranger, go abroad, travel about; roam, rove; sojourn abroad, peregrinate",2,4
"bored","wearied, bored",2,4
"cheating","cheating, quackery, imposition",2,4
"damp","moist, damp, wet",2,4
"filled","third-person plural aorist active indicative unaugmented of πίμπλημι (pímplēmi)",2,4
"portion","share, part, portion",2,4
"abundant","very rich, very plentiful",2,4
"omen","a prognostication; an omen or sign of the future",2,4
"tool","instrument, implement, tool",2,4
"recovery","recovery",2,4
"protest","complaint (a cry of opposition or disapprobation), protest",2,4
"return","to go or come back; turn back, return",2,4
"net","Hesychius gives the definition as: γυργαθίον (gurgathíon, ""net"").",2,4
"courting","of or belonging to visiting or paying court",2,4
"sandal","a light strap-shoe, sandal",2,4
"ignite","to ignite, set on fire",2,4
"gun","of or from a musket or a gun",2,4
"hissing","a hissing, whistling",2,4
"linen","fine cloth, usually linen",2,4
"tunic","A plain, short garment",2,4
"cleansing","cleansing, abstersive",2,4
"solid","solid, hard",2,4
"helper","helper",2,4
"observe","contracted second-person plural present active subjunctive of θεωρέω (theōréō)",2,4
"divinity","divinity, divine nature, Godhead",2,4
"ringing","A ringing, jingling, tinkling.",2,4
"press","press (for wine or oil)",2,4
"twisting","a twisting, wreathing",2,4
"city","an ancient city in Campania situated near the course of the Vulturnus",2,4
"swell","to be swollen, swell out",2,4
"town","a small town in Latium, situated near the Pontine marshes.",2,4
"sail","to make sail, spread sail, set sail",2,4
"airing","airing",2,4
"town","a town in Gallia Belgica, situated near Vindonissa",2,4
"blame","a censuring; blaming",2,4
"city","One of the most important cities of Egypt",3,4
"binding","binding, tying",2,4
"very","very, greatly",3,4
"town","an ancient town of Tymphaea",3,4
"calm","serene, calm",3,4
"attach","to glue, paste, solder or cement to something; fit closely to, fasten to",3,4
"knower","a person who recognizes, understands, perceives",3,4
"to care","to care",2,4
"human","human being; person (as differentiated from gods, beasts, etc.)",2,4
"approval","the act of approving; approval, approbation, acquiescence",3,4
"foreign","foreign (brought from elsewhere)",3,4
"dryness","dryness, drought, aridity",3,4
"helpful","aiding, succoring, propitious [with dative]",2,4
"arrival","an arrival",2,4
"agree","to agree with; assent to, approve, give assent or approval",3,4
"tribe","A pre-Roman tribe of Hispania Tarraconensis",2,4
"to bathe","to bathe",3,4
"royal","of the king, kingly, royal",2,4
"born","masculine aorist passive participle of τίκτω (tíktō)",2,4
"sighted","attained by sight",3,4
"town","a town in Cisalpine Gaul, whose location is unknown",3,4
"sooty","black and sooty (like a cooking pot)",2,4
"town","a town in Venetia",2,4
"hot","hot, heated",2,4
"seize","to take, to capture, to catch, to seize, to take captive, to storm",3,4
"accuser","accuser",3,4
"mock","to jeer, mock, satirize",3,4
"islands","a group of islands of the Adriatic Sea off the coast of Liburnia",2,4
"river","A small river of Colchis which flows into the Black Sea",3,4
"rotation","rotation, revolution",3,4
"town","A town of Isauria mentioned by Pliny",2,4
"sail","contracted third-person singular present active imperative of πλέω (pléō)",2,4
"sleeping","Of or belonging to lying in sleep",3,4
"bed","an Egyptian couch with mosquito netting",3,4
"recruiter","recruiting officer, recruiter",3,4
"purpose","plan, intention, design, purpose",3,4
"sneaking","sneaking, slinking",3,4
"cup","small vessel or cup",2,4
"oven","covered earthen vessel, wherein bread was baked by putting hot embers round it",3,4
"copper","copper (the metal)",2,4
"to bind","aorist active infinitive of δέω (déō)",3,4
"announced","announced, declared, having been announced.",2,4
"dissolved","having dissolved, decayed, collapsed",2,4
"flowers","the flowers of a plant called britannica",2,4
"exhale","to breathe out, exhale",2,4
"supported","propped up, supported",3,4
"boil","to boil thoroughly, seethe",2,4
"blunt","to deprive (something) of its edge",2,4
"motion","movement, motion, impulse; course",3,4
"letter","a letter, epistle",3,4
"race","race; ethnicity (in the sense of classification of human beings).",3,4
"fruitless","to no purpose, fruitless",2,4
"swarm","swarm of bees; crowd",3,4
"exception","An exception or objection in law.",3,4
"boiled","boiled",3,4
"testing","testing, trying, experiencing",3,4
"breaking","the action of breaking",2,4
"funnel","funnel",2,4
"to laugh","to laugh",3,4
"burden","a donkey's burden, a load as great as an ass can carry",3,4
"bright","gleaming, bright",2,4
"where","where",3,4
"wild","untamed, wild, savage",2,4
"intestinal","Of or relating to an intestine.",2,4
"construction","the practice or process of building, construction",3,4
"arrangement","disposition, arrangement",3,4
"chief","head man, chief, leader",3,4
"reflected","reflected",3,4
"island","An island of the Ionian Sea mentioned by Pliny",2,4
"distant","A long way off, far away, at a distance, distant.",3,4
"reward","to reward, honor",2,4
"roar","roaring, a roar, bellow",2,4
"remaining","about to stay, remain",2,4
"soother","that which soothes",2,4
"flowing","flowing",3,4
"nectar","A honeylike juice, sucked by bees from plants; propolis, bee-glue, hive dross.",2,4
"feared","feared",2,4
"vinous","of or belonging to wine; vinous",3,4
"biting","biting",2,4
"skin","skin, wineskin",3,4
"go","to go, go away",2,4
"nothing","nothing",3,4
"depend","to lean or rest upon; depend upon",3,4
"fame","fame, renown, celebrity",3,4
"indicating","pointing out, making known, causing to be known",3,4
"cloudy","full of clouds, cloudy",2,4
"urge","to encourage, exhort, urge",2,4
"observed","observed, watched, having been observed.",3,4
"opposite","over against, opposite",2,4
"knot","knot (of a belt etc)",2,4
"display","exhibition, display, showing off",3,4
