word,kind,described,traits,name,why
aliensis,epithet,"Of Ngari, the far west of Tibet: the highest, driest and emptiest part of the plateau, bare rock and salt lakes with almost nothing growing between them.","the highest and driest plateau; bare rock and salt lakes; almost nothing grows","bare + high + waste","The Chinese 阿里 sounds out a Tibetan name. What the place is, the emptiest high ground there is, can be said without it."
gongshanensis,epithet,"Of Gongshan, in the gorges where three great rivers run parallel a few days' walk apart, the ridges between them so steep that the forest changes completely from river to summit.","three great rivers running parallel; ridges so steep the forest changes with height; deep gorges","three + river + gorge","The place is famous for exactly one thing, the parallel gorges, and that is a fact about the ground rather than a name."
xiangxiensis,epithet,"Of western Hunan, a country of limestone gorges and caves with rivers running underground and reappearing, the hills steep and close together.","limestone gorges and caves; rivers running underground; steep close hills","cave + gorge + land","湘西 is west-Hunan, an abbreviation rather than a description, so the karst that the region is made of does the work."
leyeensis,epithet,"Of Leye, where the limestone has collapsed into enormous round sinkholes hundreds of paces across, each holding its own patch of forest at the bottom.","enormous round collapsed sinkholes; forest growing at the bottom of each; limestone","sink + hole","The sinkholes are what the county is known for and are visible from the air, which is as obvious as a place gets."
lichuanensis,epithet,"Of Lichuan, a valley in the Hubei mountains where the dawn redwood was found still living after being known only from stone.","the valley where a tree thought lost was found alive; mountain valley in Hubei","lost + tree + valley","The find is what the place means to anyone who has heard of it, and it is an event rather than a person."
ruiliensis,epithet,"Of Ruili, on the Burmese border where the plateau drops into hot lowland, monsoon forest and banana country right up against the hills.","where the plateau drops to hot lowland; monsoon forest; a border town","hot + border + low","The name is Dai and is sounded out in Chinese. The drop from cool plateau to hot lowland is the place."
ruoqiangensis,epithet,"Of Ruoqiang, on the southern rim of the Lop desert: salt crust, dry riverbeds and wind-cut ground, one of the emptiest places anywhere.","salt crust and dry riverbeds; wind-cut ground; the rim of a desert; almost empty","salt + waste","The name sounds out a local one. The salt desert is the whole of what is there."
burqinensis,epithet,"Of Burqin, in the foothills of the Altai where birch and larch forest runs down to a clear river out of the gold mountains.","birch and larch forest; a clear river out of the mountains; Altai foothills","birch + river","The Chinese sounds out a Mongol name. The birch forest along the river is what the place looks like."
sairamensis,epithet,"Of Sayram, a cold blue lake held high in the Tianshan with no river running out of it, grassland running down to the shore.","a cold blue lake held high in the mountains; no outlet; grassland to the shore","high + blue + lake","The lake is the place and its colour and height are what everyone remarks on."
garambiensis,epithet,"Of Eluanbi, the southernmost cape of Taiwan: raised coral limestone standing over the sea, wind-bent scrub on top of it.","the southernmost cape; raised coral limestone; wind-bent scrub over the sea","south + cape","A cape at the end of an island is a shape rather than a name, and this one is the end of it."
wuyuanensis,epithet,"Of Wuyuan, a country of terraced hills in Jiangxi, old villages under camphor trees with the fields cut in steps up every slope.","terraced hills; fields cut in steps; old villages under great camphor trees","step + field + hill","The terracing is what the place is famous for and is the shape of the whole landscape."
langaoensis,epithet,"Of Langao, in the Daba mountains where the range rises in mist off the Han river, wet forest on the northern slopes.","mist rising off a river into mountains; wet forest on north slopes; the Daba range","mist + mountain","The Chinese 岚 is the mist that rises in a mountain valley, which is both the name's own sense and the place."
malipoensis,epithet,"Of Malipo, limestone hills on the Vietnamese border, wet and warm, the rock broken into ridges holding forest in every crack.","limestone ridges on a border; wet and warm; forest in every crack of the rock","border + stone + hill","The corpus reads the Latin as bad-exist, which is two guesses. The karst border country is the place."
tumenensis,epithet,"Of the Tumen, the river marking the Korean border, cold and shallow, running through low wooded hills to a short stretch of sea.","a cold shallow border river; low wooded hills; a short run to the sea","border + river","The river is named in Manchu and sounded out. It is a border and a river, which is all anyone needs."
yuelushanensis,epithet,"Of Yuelu, a wooded hill standing over the river at Changsha with an old academy on its slope, maples turning the whole hill red in autumn.","a wooded hill over a river; maples reddening the whole hill in autumn; an old school on its slope","maple + hill","The autumn colour is what the hill is visited for and is a fact about what grows there."
lhorongensis,epithet,"Of Lhorong, in eastern Tibet where the plateau is cut into deep dry valleys, grazing on the high ground and barley on the valley floors.","deep dry valleys cut into a plateau; grazing above, barley below","dry + valley + high","The Chinese sounds out a Tibetan name. The dry cut valleys are the shape of the country."
transarisanensis,epithet,"From beyond Alishan, the far side of the cloud and cypress range in central Taiwan.","the far side of the cloud forest range","across + cloud + mountain","Built on arisanensis, which is already described, with the crossing said plainly."
borneensis,epithet,"Of Borneo, a great equatorial island under unbroken rain forest, rivers running brown with peat out of swamp forest behind the coast.","a great equatorial island; unbroken rain forest; brown peat rivers; swamp behind the coast","rain + forest + island","The name is local and opaque. The island is forest and rain on a scale that is the fact about it."
surinamensis,epithet,"Of Suriname, a low tropical coast of mud and mangrove backed by unbroken forest on old hard rock, the rivers running north to the sea.","a low muddy tropical coast; mangrove; unbroken forest inland; rivers running north","mud + coast + forest","The corpus reads it as super-town-month, three guesses. The coast and the forest behind it are the country."
Colutea,genus,"Legume shrub with small pinnate leaves and yellow or coppery pea flowers, whose pods blow up into thin papery bladders that stay closed and pop loudly when squeezed.","pods inflated into papery bladders; pop when squeezed; yellow or coppery pea flower; small pinnate leaf","bladder + pod","Chinese yu biao huai is fish-bladder locust, naming the same inflated pod. Bursting one is what anyone does on meeting the shrub."
Alchemilla,genus,"Low herb whose rounded leaf is folded into pleats like a fan and edged with fine teeth, and whose surface throws water off so completely that dew stands on it in whole round beads until the sun is high.","dew standing in whole round beads on the leaf; leaf folded in pleats like a fan; fine-toothed edge","dew + leaf","The beaded dew is the one thing everyone who meets the plant remembers, and it is a property of the leaf surface rather than a story about it."
Hovenia,genus,"Tree whose fruit is dry and hardly worth eating, while the STALKS that carry it swell, redden and turn sweet and fleshy as they ripen, tasting of raisins, and those are what is picked.","the fruit stalks swell and sweeten, not the fruit; taste of raisins; dry inedible fruit above them","sweet + stalk","A tree where the stalk is the food and the fruit is not is unusual enough to name by, and it is what the tree is grown for."
Siraitia,genus,"Climbing gourd whose round brown fruit, dried hard, is so intensely sweet that a fragment of it sweetens a whole pot, and it is simmered for coughs and sore throats.","a small round brown gourd; intensely sweet dried; simmered for cough; a climbing vine","sweet + gourd","Chinese luo han guo names it for a monk, which says nothing about it. The sweetness is extreme, is the whole use, and is a fact about the fruit."
Matthiola,genus,"Grey softly felted leaves and upright spikes of four-petalled flowers, purple, white or cream, which give almost no scent by day and pour it out after dark strongly enough to fill a garden.","scent released after dark, not by day; grey felted leaf; upright spike of four-petalled flowers","night + scent","Scenting only at night is what the plant is grown for and is unmistakable, since the same flower is nearly odourless at noon."
Moehringia,genus,"Small weak-stemmed herb of shade and rock crevice with narrow opposite leaves and tiny white flowers, whose black seed carries a pale fleshy knob that ants take hold of and carry away.","seed with a pale fleshy knob; ants carry the seeds off by it; small white flower; shaded rock crevice","seed + knob","Chinese zhong fu cao is seed-mound grass, naming the same knob. It is why the plant turns up in ant country and nowhere else."
Brunfelsia,genus,"Shrub whose flowers open deep purple, fade through pale lavender the next day and are white by the third, so that all three colours stand on the bush at once.","flowers open purple, fade lavender, then white; all three colours at once on one bush; scented","fade + flower","The fading is the plant: three colours on one shrub on any given morning, which is why English calls it yesterday-today-tomorrow."
Coix,genus,"Coarse grass of wet ground whose seed sits inside a hard shining case, grey or white, round and pierced through, hard enough to thread on a string and worn as beads as well as boiled and eaten.","hard shining seed case, pierced through; strung as beads; also boiled and eaten; wet ground","bead + grass","The seed is literally used as a bead and has been for thousands of years, which is both a use and an exact description of its shape."
Hepatica,genus,"Woodland herb whose leathery leaf is cut into three rounded lobes and turns a dark liver colour through winter, holding on under the snow while the early blue flowers come up beside it.","leaf in three rounded lobes; turns dark liver colour in winter; holds through snow; early blue flower","liver + leaf","The lobed leaf and its winter colour are both in the name in Latin and in English, and the resemblance is plain when the leaf is turned over."
Alcea,genus,"Mallow standing head high or taller on a single unbranched stem, hung along its whole length with wide flat open flowers the width of a palm, rough hairy heart-shaped leaves below.","head high or taller on one unbranched stem; wide flat flowers the width of a palm; rough hairy leaf","tall + mallow","Its height on a single stem is what picks it out of a garden from across a street, and it is a mallow, which places it exactly."
Celosia,genus,"Herb whose flower head is packed so densely and flattened so far that it curls into a ridged crest like the comb of a cockerel, in hot red, orange or yellow, dry to the touch.","flower head flattened into a ridged crest like a cockerel's comb; hot dry colours; stiff and papery","comb + flower","The crested head is unlike any other flower shape and is what the plant is grown for. English and Chinese both reach for the same comparison."
Lavandula,genus,"Grey aromatic sub-shrub of dry stony ground with narrow leaves and short spikes of small blue flowers, cut and dried and laid among stored clothes to keep the moth out and leave its scent behind.","laid among stored clothes; strong scent held after drying; grey narrow leaf; dry stony ground; short blue spike","cloth + scent","Chinese xun yi cao is scent-clothes grass, which names the use exactly: the plant is dried and put with linen, and has been for centuries."
Torilis,genus,"Slight umbellifer of hedge and field edge with finely cut leaves and small white umbels, whose ripe fruits are covered in hooked bristles and come away on anything brushing past.","fruits covered in hooked bristles; come away on clothing and fur; finely cut leaf; small white umbel; hedge and field edge","cling + seed","Chinese qie yi is steal-clothes, which is exactly what it does. The plant is usually discovered on the walk home rather than in the field."
Pottsia,genus,"Slender twining vine of warm forest with opposite leaves and loose hanging sprays of small flowers on thread-fine stalks, the whole spray swinging clear of the foliage like a hung curtain.","flower sprays hanging clear on thread-fine stalks; slender twiner; warm forest; opposite leaves","curtain + vine","Chinese lian zi teng is curtain vine, for the way the flower sprays hang free of the leaves and move together."
Zornia,genus,"Low spreading legume whose leaf is a single pair of leaflets set opposite each other at the top of the stalk, like two blades of a scissors, with small yellow pea flowers in a bracted spike.","leaf of exactly one opposite pair of leaflets; low and spreading; small yellow pea flower in a bracted spike","pair + leaf","A leaf of exactly two leaflets is countable at a glance and separates it from every trifoliate legume around it."
Roemeria,genus,"Poppy of dry open ground and cornfield in the far west, with finely cut leaves and violet or deep red flowers whose petals crumple and drop within a day, over a long narrow seed pod.","violet or deep red poppy; petals crumple and drop within a day; long narrow pod; dry open ground","field + poppy","Chinese jiang ying su is frontier poppy. It is a poppy of open cultivated and waste ground, which is what field says."
Warnstorfia,genus,"Moss of bog pool and wet hollow, often flushed deep red or purple, its shoots soft and loosely branched and frequently under water for part of the year.","grows in bog pools and wet hollows; often deep red or purple; soft loosely branched shoots; often submerged","pool + moss","The Chinese names a person. Living in standing water separates it from the peat moss that builds the bog around it and from the dry-ground mosses."
Leskeella,genus,"Very small moss making close thin dark mats on rock and tree base, finer even than the thin moss it is named against, the shoots thread-like and closely leaved.","finer and thinner than Leskea; thread-like closely leaved shoots; close dark mats on rock and tree base","fine + moss","Chinese xi luo xian is fine-gauze moss and fine is exactly the difference from the thin moss beside it."
Symphysodontella,genus,"Moss hanging from bark in warm wet forest, the shoots flattened and the leaves broad and blunt with a rounded tip, so a shoot reads as a row of small spoons.","shoots flattened, leaves broad and blunt with rounded tips; hangs from bark; warm wet forest","spoon + moss","Chinese piao ye xian is gourd-leaf moss, reaching for the same rounded blade. The blunt broad leaf is what separates it under a lens."
Alhagi,genus,"Low spiny legume of salt desert and dry steppe, its branches ending in stiff green thorns, small red pea flowers among them. Camels eat it where there is nothing else, and in heat it sweats a sugar that dries on the twigs and is gathered.","stiff green thorns at every branch end; salt desert and dry steppe; eaten by camels; sweats a gatherable sugar","camel + thorn","Chinese luo tuo ci is camel thorn and so is the English. Two traditions that never met named it for the same two facts."
Strongylodon,genus,"Great woody liana of wet tropical forest hanging long chains of claw-shaped flowers whose colour is a luminous blue-green found almost nowhere else in a flower, each bloom curved like a talon.","hanging chains of claw-shaped flowers; luminous blue-green colour; great woody liana; wet tropical forest","jade + vine","Chinese fei cui ge is jade vine and jade is exactly the colour, which is the whole reason anyone knows the plant."
Hippeastrum,genus,"Great bulb throwing up a thick hollow stalk with no leaves on it, carrying two to six enormous flaring trumpets, scarlet or white or striped, the strap leaves following afterwards.","enormous flaring trumpet flowers; thick hollow leafless stalk; a great bulb; leaves come after the flowers","trumpet + bulb","The flower's shape and the bulb it comes out of are both unmistakable, and the flower arriving before the leaves is the thing people remark on."
Phoebe,genus,"Tall laurel of warm forest whose timber is straight, fine-grained, faintly fragrant and a soft gold in colour, so durable it was reserved for the pillars and beams of palaces and coffins.","straight fine golden timber; faintly fragrant wood; very durable; reserved for palace pillars","pillar + wood","Chinese nan mu names the timber, and that timber, cut for columns because it stands straight and lasts, is what the tree is to anyone who uses it."
Thujopsis,genus,"Conifer whose flat sprays of scale leaves are marked underneath with broad chalk-white bands so bold that a branch turned over looks painted.","broad chalk-white bands under flat leaf sprays; a branch turned over looks painted; flat scale-leaf sprays","white + back","The white underside is visible from the ground and from a distance and is what separates it from every other scale-leaved conifer."
Alleniella,genus,"Moss hanging in flattened glossy sprays from bark and shaded rock, the shoots pressed flat so that a spray lies in one plane like a pinned frond.","flattened glossy sprays lying in one plane; hangs from bark and shaded rock; shoots pressed flat","flat + shine + moss","The Chinese names a person. Lying flat in a single plane and catching light is what the moss looks like and is how it is picked out."
Aponogeton,genus,"Water plant rooted in mud with long strap leaves floating flat on the surface, sending up a stalk that clears the water and then FORKS into two spikes of small scented flowers.","flower stalk forks into two spikes above the water; long strap leaves floating flat; rooted in mud","fork + water + herb","The forked spike standing clear of the water is the character of the genus and is visible from the bank."
Arundinaria,genus,"Slender cane bamboo of thicket and streamside, running at the root into dense stands, the canes straight and thin and of a size to cut for fencing and baskets.","slender straight canes in dense running stands; cut for fencing and baskets; streamside thicket","fence + bamboo","Chinese qing li zhu is green-fence bamboo, naming the use. It separates this from the thorn, arrow, wrapping and high bamboos already named."
Beckmannia,genus,"Grass of marsh edge and wet field whose spikelets are flattened round and packed in two neat rows along one side of each branch, so the head reads as a row of small coins.","flattened round spikelets packed in two rows on one side; marsh edge and wet field; head like a row of coins","coin + marsh + grass","The flattened spikelets set in two ranks are unlike the open or spike-like heads of the other wet-ground grasses already named."
Reimersia,genus,"Small moss whose leaves are turned sharply upward and back against the stem so that a shoot looks combed the wrong way, growing in low tufts on soil and rock.","leaves turned sharply up and back against the stem; a shoot looks combed backwards; low tufts","up + leaf + moss","Chinese yang ye xian is upturned-leaf moss, naming the one thing that separates it under a lens."
Kaschgaria,genus,"Low grey much-branched shrublet of cold desert and stony steppe in the far west, the whole plant aromatic, with small tight heads of dull flowers and leaves cut into narrow grey segments.","low grey aromatic shrublet; cold desert and stony steppe; narrow grey cut leaves; small tight flower heads","desert + daisy","It is a daisy that has become a desert shrub, which is what separates it from the herbs of its family, and the Chinese names it for Kashgar, a place rather than a trait."
Yua,genus,"Woody climber of the grape kin with palmate leaves of five leaflets and forked tendrils opposite them, carrying small dark berries in loose bunches, the bark peeling in strips.","grape kin with forked tendrils; palmate leaves of five leaflets; small dark berries in loose bunches; peeling bark","wild + grape","It is a grape in everything but the fruit's size and sweetness, so naming it the wild one places it exactly against the vine everyone knows."
Globba,genus,"Small ginger of forest shade whose flower spike arches over and hangs, the yellow or orange flowers held far out on long slender curved stalks so that they shake and turn at the least movement of air while the rest of the plant stands still.","flowers on long slender curved stalks that shake in any air; arching hanging spike; yellow or orange; small forest ginger","shake + ginger","Chinese wu hua jiang is dancing-flower ginger. Dance has no root and would not earn one on eleven species, and shake is already seated and says the same motion, so the name costs nothing and reads at once."
changbaiensis,epithet,"Of Changbai. 长白山 is ever-white-mountain, a volcano on the Korean border whose bare pale summit and crater lake hold snow far into the summer.","ever white summit; a crater lake; a volcano on a border; snow late into summer","long + white + mountain","The mountain's Chinese name states the one thing visible from any distance, which is that its head is white all year."
hengduanensis,epithet,"Of the Hengduan. 横断山 is transverse-cut mountains, the ranges that run north to south and cut ACROSS the general east-west grain of the country, so that every valley is a wall between two others.","ranges running across the grain of the country; every valley walled from the next; north-south ridges","cross + cut + range","The name describes what the ranges do to travel and to plants alike, which is why so much grows there that grows nowhere else."
daxueshanensis,epithet,"Of the Daxue. 大雪山 is great-snow-mountain, a high range in western Sichuan carrying permanent snow and ice above the forest.","permanent snow and ice; a high range above forest; western Sichuan","great + snow + mountain","Three characters that each mean something and together say exactly what stands there."
jiuzhaiensis,epithet,"Of Jiuzhaigou. 九寨沟 is nine-village-valley, a forested gorge holding a chain of lakes so clear the fallen trunks show on the bottom.","a chain of very clear lakes in a forested gorge; nine villages along it","nine + village + valley","The Chinese name counts what was there and names the shape of the place, both of which read literally."
qilianensis,epithet,"Of the Qilian, the long range walling the Gansu corridor from the Tibetan plateau, snow on its crest feeding the oases below it.","a long range walling a corridor; snow on the crest; meltwater feeding oases below","wall + range","The range's name is Mongol for sky and is sounded out in Chinese. What it does, walling the corridor and watering it, is the fact about it."
chengduensis,epithet,"Of Chengdu. 成都 is become-capital, the city on the flat wet plain of the Sichuan basin, mist over it most of the year.","a city on a flat wet plain; mist most of the year; the Sichuan basin","made + capital","Two characters that both carry sense, naming what the place became."
kunmingensis,epithet,"Of Kunming, a city on a high plateau lake in Yunnan, mild the whole year round, too high to be hot and too far south to be cold.","a high plateau lake; mild the whole year; neither hot nor cold","mild + high + lake","The Chinese sounds out an old tribal name. The even climate on a high lake is what the place is known for."
lanzhouensis,epithet,"Of Lanzhou. 兰州 is orchid-region, a narrow city strung along the Yellow River between bare loess hills.","a city strung along a river between bare loess hills; the orchid region","orchid + land","The Chinese name carries a plant in it and reads straight through."
xianensis,epithet,"Of Xi'an. 西安 is west-peace, the old capital at the eastern end of the road west, on a loess plain under the Qinling.","the western peace; an old capital; a loess plain under a range; the head of the road west","west + peace","Both characters mean something and together say what the city was meant to be."
chongqingensis,epithet,"Of Chongqing. 重庆 is double-celebration, a city built on steep ridges where two rivers meet, fog standing in the valleys.","built on steep ridges where two rivers meet; fog in the valleys; the double celebration","twice + joy","The name is two characters that both carry sense, which is the japonica move on a city."
nanningensis,epithet,"Of Nanning. 南宁 is south-peace, a warm wet city on a river in the far south, green the whole year.","the southern peace; warm and wet all year; a river city in the far south","south + peace","Named the same way as Annam to its south, by where it sits and what was wanted of it."
guiyangensis,epithet,"Of Guiyang. 贵阳 is noble-sun, a city on the Guizhou plateau where the sun is famously rare, cloud sitting over it most days.","the noble sun; a plateau city where sun is rare; cloud most days","noble + sun","The name is ironic in practice and literal on the page, and the characters read directly."
hangzhouensis,epithet,"Of Hangzhou, a city on a lake ringed by low wooded hills at the end of the great canal, tea growing on the slopes above it.","a lake ringed by low wooded hills; the end of a great canal; tea on the slopes","lake + city","The Chinese sounds out an old name. The lake it is built around is what the place is and what it is visited for."
sikkimensis,epithet,"Of Sikkim, a small steep country on the southern face of the Himalaya where the land climbs from warm wet forest to permanent snow within a day's walk.","warm wet forest climbing to permanent snow in one day's walk; the southern face of the Himalaya; very steep","steep + climb + land","The name is Limbu and opaque in Latin. The whole span from warm forest to snow in one slope is what the place is famous for."
bhutanicus,epithet,"Of Bhutan, a Himalayan country of deep forested valleys running south off the main range, wet on the southern flank and dry behind it.","deep forested valleys running south off a range; wet in front, dry behind; the Himalaya","deep + forest + valley","The name is Sanskrit and disputed. The valleys running off the range, wet on one side and dry on the other, are the country."
nepalensis,epithet,"Of Nepal, the middle of the Himalaya: the land rising in steps from hot lowland jungle through terraced hills to the highest snow on earth.","rising in steps from hot lowland to the highest snow; terraced middle hills; the middle Himalaya","step + high + land","The name's origin is disputed and says nothing. Rising in steps from jungle to the highest snow is the fact about the country."
assamicus,epithet,"Of Assam, the broad hot valley of the Brahmaputra between hills, flooded every summer, the wettest country there is and the home of the tea bush.","a broad hot river valley between hills; flooded every summer; the wettest country there is; home of tea","flood + valley","The name is Ahom and opaque. The flooded valley and its rain are what the place is."
bengalensis,epithet,"Of Bengal, the great delta where two rivers come together and run out into the sea through a thousand channels, half of it water at any time of year.","a great delta of a thousand channels; two rivers meeting; half water at any time","river + mouth + land","The name is a people's. The delta, which is the largest there is, is a fact about the ground."
ceylanicus,epithet,"Of Ceylon, a tear-shaped island off the south of India with a wet forested highland in its middle and a dry plain around it.","a wet forested highland in the middle of a dry island; tear-shaped; off the south of India","wet + high + island","The old name descends through several languages from a word for the island itself. The wet highland in a dry island is what the place is."
vietnamensis,epithet,"Of Vietnam, a long narrow country curved down the coast, two river deltas at its ends and a spine of mountains between them, warm and wet the whole way.","a long narrow curved coast; a delta at each end; mountains between; warm and wet","long + coast + land","越南 is south-of-the-Yue, which names a people. The shape of the country, long and narrow between two deltas, is a fact about the ground."
javanicus,epithet,"Of Java, a long volcanic island whose spine is a line of cones, the ash making soil so rich it carries more people than almost any land its size.","a line of volcanic cones down the spine; ash making very rich soil; densely settled","fire + mountain + island","The island is a row of volcanoes and the soil they made, which is what it is and why it is as it is."
sumatranus,epithet,"Of Sumatra, a long island lying across the equator with a mountain wall down its western side and swamp forest spreading east from it to the sea.","a mountain wall down one side; swamp forest spreading to the other coast; lying across the equator","wall + swamp + island","The name is local and opaque. The mountain wall on one flank and swamp on the other is the island's whole shape."
dinghuensis,epithet,"Of Dinghu. 鼎湖 is cauldron-lake, for the round steep-sided lake on the mountain that holds water the way a cooking pot does.","a round steep-sided lake holding water like a pot; a forested mountain","pot + lake","Cauldron holds no root and would not earn one on four species. Pot is seated at three sounds and is the same vessel, so the name costs nothing and says the same shape."
sinkiangensis,epithet,"Of Xinjiang, the new frontier, under an older spelling.","the new frontier","new + border","The same province as xinjiangensis under an older romanisation. Two spellings of one place must reach one word or the language carries two."
kashgarica,epithet,"Of Kashgar, the oasis ringed by desert, under a shorter spelling.","an oasis ringed by desert; watered from the mountains","oasis + sand + land","The same city as kaschgarica. Romanisations differ and the place does not."
songpanensis,epithet,"Of Songpan, the high pine country at the edge of the plateau.","high pine country; grassland at the forest edge","pine + high + land","The same place as sungpanensis under a different spelling."
soongorica,epithet,"Of Dzungaria, the closed basin with no outlet.","a closed basin with no outlet; sand and gravel steppe","closed + basin","The same basin as songorica, spelled with a doubled vowel."
jinggangensis,epithet,"Of Jinggangshan, the forested ridges with water-holding hollows.","forested ridges with water-holding hollows","well + ridge + mountain","The same range as jinggangshanensis with the mountain word dropped from the epithet."
tuminensis,epithet,"Of the Tumen, the cold shallow border river.","a cold shallow border river; low wooded hills","border + river","The same river as tumenensis under a different spelling."
tongolensis,epithet,"Of Dongeluo, a high valley on the Sichuan side of the Tibetan border, pine and rhododendron on the slopes above grazing ground.","a high border valley; pine and rhododendron above grazing; the Sichuan side of Tibet","high + border + valley","The Chinese sounds out a Tibetan name, so the valley itself is described: high, on a border, wooded above the grazing."
xiangguiensis,epithet,"Of the Hunan and Guangxi border country, a belt of low limestone hills between the lake plain to the north and the broad west to the south.","low limestone hills on a border; between a lake plain and the broad west","border + stone + hill","湘桂 is two province abbreviations joined, which names nothing. The limestone belt between them is the country the plants grow in."
atuntsiensis,epithet,"Of Atuntze, a high town on the Yunnan side of the Tibetan border under a great snow range, the last settlement before the pass.","a high town under a great snow range; the last before the pass; the Yunnan side of Tibet","snow + pass + town","The Chinese sounds out a Tibetan name. Where it stands, high and under snow at the head of a pass, is the fact about it."
boluoensis,epithet,"Of Boluo, in Guangdong under Luofu mountain, a wet warm range of granite standing alone above the plain, long a place of hermits and temples.","a granite range standing alone above a plain; wet and warm; hermits and temples on it","lone + mountain","The name sounds out an old one. A mountain standing by itself out of flat country is a shape anyone arriving sees."
gulinqingensis,epithet,"Of Gulinqing, a narrow wet valley on the Yunnan border with Vietnam, forest reaching over the stream from both sides so the water runs in shade all day.","a narrow wet valley; forest closing over the stream; the Vietnam border; shade all day","shade + stream + valley","古林箐 names an old forest in a gully. The closed shaded valley is what the reserve is and why so much survives in it."
maowenense,epithet,"Of Maowen, a dry hot valley in the Sichuan mountains where the rain falls on the ranges either side and the floor stays parched, thorn scrub on the slopes.","a dry hot valley floor between wet ranges; thorn scrub on the slopes; rain falls either side","dry + hot + valley","The dry valley in wet mountains is unusual and is exactly what makes the plants there different from their neighbours."
luodianensis,epithet,"Of Luodian, a low hot basin in southern Guizhou where the limestone holds the heat and the winter never really arrives.","a low hot limestone basin; heat held by the rock; almost no winter","hot + stone + basin","The name sounds out an old one. The heat trapped in a limestone basin is what grows the plants that are there."
zhouquensis,epithet,"Of Zhouqu, a steep narrow gorge in southern Gansu where the mountainsides are bare and loose and the river runs far below the settlements.","a steep narrow gorge; bare loose mountainsides; the river far below","bare + steep + gorge","The Chinese sounds out a Tibetan name. The bare loose gorge is both the shape of the place and the reason it is dangerous."
wumingensis,epithet,"Of Wuming, in the Guangxi karst where isolated limestone towers stand out of flat farmland, caves cut through their feet.","isolated limestone towers out of flat farmland; caves cut through their feet","stone + tower + field","The towers rising straight from level fields are the whole landscape and are visible from any road."
napoensis,epithet,"Of Napo, on the Vietnamese border in Guangxi, limestone hills under monsoon forest, wet in summer and dry enough in winter to drop leaves.","limestone hills under monsoon forest; wet summer, dry winter; a border county","border + stone + forest","那坡 sounds out a Zhuang name. The seasonal forest on limestone is what the county is."
minjiangensis,epithet,"Of the Min, a river running out of the high mountains of northern Sichuan down onto the basin floor, grey with rock flour where it leaves the gorges.","a river out of high mountains onto a basin floor; grey with rock flour; deep gorges above","mountain + river","岷江 names the range and the river together. The river coming down off the mountains is the whole of it."
Iteadaphne,genus,"Laurel-family shrub or small tree of the warm south, leaves smooth and strongly aromatic when crushed, carrying its flowers singly or in twos in the leaf joints rather than in the usual cluster.","flowers borne singly, not in clusters; strongly aromatic crushed leaf; laurel kin; warm south","alone + laurel","Lone holds no root and will not earn one on two species. Alone is seated at three sounds and says the same thing about a flower standing by itself."
boluoensis,epithet,"Of Boluo, in Guangdong under Luofu mountain, a wet warm range of granite standing by itself above the plain, long a place of hermits and temples.","a granite range standing by itself above a plain; wet and warm; hermits and temples on it","alone + mountain","Lone has no root. Alone is seated and a mountain standing alone out of flat country is the same picture."
austrosinensis,epithet,"Of southern China, the warm wet belt below the Nanling range where winter barely reaches and the forest stays green through it.","the warm wet south of the middle land; winter barely reaches; evergreen forest","south + middle + land","Built on sinensis, which is already described as the middle land, with the south said plainly in front of it."
shangrilaensis,epithet,"Of Shangri-La, a high plateau town in north-west Yunnan on open grazing land ringed by snow peaks, the old Zhongdian renamed for a book.","a high plateau town; open grazing ringed by snow peaks; north-west Yunnan","high + meadow + town","The current name is borrowed from a novel and says nothing about the place. The high meadow ringed with snow is what is actually there."
caspica,epithet,"Of the Caspian, the largest body of inland water there is, salt and falling, with no outlet to any sea and a shore below the level of the ocean.","the largest inland water; salt; no outlet to any sea; shore below sea level","shut + salt + sea","The name is a people's. A salt sea with no way out, lying below the ocean, is a fact about the water."
sogdiana,epithet,"Of Sogdiana, the old country between two great rivers in Central Asia: irrigated oasis cities strung along the trade road, desert between them.","irrigated oasis cities between two rivers; desert between them; a road country","road + oasis + land","The name is a people's. What the country was, a chain of watered cities on a road through desert, is a fact about the ground."
ninglangensis,epithet,"Of Ninglang, a high county in north-west Yunnan holding a deep clear lake among pine-covered ridges, cold for its latitude.","a deep clear lake among pine ridges; high and cold for its latitude; north-west Yunnan","deep + lake + pine","The Chinese sounds out a local name. The lake in the pines is what the county is and what anyone goes there for."
pengshuiensis,epithet,"Of Pengshui, in the gorges of eastern Chongqing where the river has cut through limestone and the sides stand up sheer from the water.","a river cut sheer through limestone; gorge walls straight from the water","sheer + gorge","The name sounds out an old one. The sheer-walled cut is the shape of the whole county."
jiajinshanensis,epithet,"Of Jiajin. 夹金山 is squeezed-gold mountain, a high snow pass in western Sichuan that has to be crossed to get from one valley system to the next.","a high snow pass that must be crossed between valley systems; western Sichuan; the squeezed gold mountain","squeeze + gold + mountain","The Chinese name carries sense in both characters and reads straight through."
penghuana,epithet,"Of Penghu. 澎湖 is surging-lake, a scatter of low flat basalt islands in the strait, wind-scoured and nearly treeless, the sea loud on every side.","low flat basalt islands in a strait; wind-scoured and nearly treeless; the sea loud on all sides","surge + lake","The Chinese name is the sound of the water around the islands and reads literally."
