term,parts,where,kind
soldier,"war + agent",sense,verdict
solitary,"sole + like",judged,verdict
solstice,"sun + stand + day",sense,verdict
soluble,"dissolve + able",sense,verdict
solute,"dissolve + thing",sense,verdict
solution,"solve + act",sense,verdict
solvent,"solve + agent",affix,verdict
somatic,"body + of",judged,verdict
someone,"some + one",sense,verdict
something,"some + thing",sense,verdict
sometime,"some + time",sense,verdict
sometimes,"some + time",sense,verdict
song,"sing + thing",sense,verdict
sophisticated,"refine + done",sense,verdict
southward,"south + oriented",sense,verdict
sovereignty,"highest + rule",sense,verdict
soybean,"oil + bean",sense,verdict
speaker,"speak + one",judged,verdict
specialist,"special + agent",affix,verdict
specialize,"special + make",affix,verdict
speciation,"population + isolate + diverge",sense,verdict
species,"life + kind",sense,verdict
specification,"specify + act",judged,verdict
specified,"specify + done",judged,verdict
specimen,"one + sample",sense,verdict
spectacular,"grand + sight",sense,verdict
spectral,"ghost + like",sense,verdict
speech,"speak + act",sense,verdict
sphinx,"lion + body + human + head",sense,verdict
spicy,"spice + like",affix,verdict
spiny,"spine + like",judged,verdict
spiracle,"breathe + opening",sense,verdict
splenic,"spleen + of",judged,verdict
splicing,"splice + act",judged,verdict
spruce,"needle + pine",sense,verdict
squawk,"bird + screech",sense,verdict
squid,"long + octopus",sense,verdict
squirrel,"tree + rat",sense,verdict
squishy,"squish + like",affix,verdict
stadium,"big + arena",sense,verdict
staging,"stage + act",judged,verdict
stairs,"stair + many",affix,verdict
standard deviation,"typical + deviation",sense,verdict
starfish,"star + fish",sense,verdict
state space,"state + set",sense,verdict
statement,"state + act",affix,verdict
static,"state + like",affix,verdict
station,"stay + act",affix,verdict
statistics,"state + thing",judged,verdict
stay,"state + like",affix,verdict
steel,"hard + iron",sense,verdict
stellate,"star + like",judged,verdict
steppe,"dry + plain",sense,verdict
steroid,"sterol + like",judged,verdict
stevia,"sweet + leaf",sense,verdict
sticky,"stick + like",affix,verdict
stiffness,"stiff + ness",judged,verdict
stimulation,"stimulate + act",judged,verdict
stinger,"sting + part",sense,verdict
stinking,"stink + act",affix,verdict
stochastic,"random",sense,verdict
stocking,"stock + act",affix,verdict
stoic,"feeling + restrain",sense,verdict
stomata,"leaf + pore",sense,verdict
stork,"long + leg + crane",sense,verdict
stranger,"unknown + person",sense,verdict
stratification,"stratum + act",judged,verdict
stratified,"stratum + done",judged,verdict
stratus,"layer + cloud",sense,verdict
strawberry,"grass + berry",sense,verdict
strength,"strong + measure",sense,verdict
strengthen,"strength + make",affix,verdict
studio,"art + room",sense,verdict
sturgeon,"ancient + fish",sense,verdict
sub,"submarine",clipping,verdict
sublimation,"solid + gas + become",sense,verdict
submerge,"below + merge",prefix,verdict
submission,"submit + act",sense,verdict
subordinate,"below + rank",sense,verdict
subscription,"subscribe + act",sense,verdict
subset,"below + set",prefix,verdict
subside,"below + side",prefix,verdict
subsidy,"help + money",sense,verdict
substation,"small + station",sense,verdict
subsume,"under + include",sense,verdict
subsystem,"below + system",prefix,verdict
subtype,"below + type",prefix,verdict
succession,"succeed + act",judged,verdict
successive,"follow + order",sense,verdict
successor,"next + one",sense,verdict
succinate,"succinic + salt",judged,verdict
suction,"suck + act",judged,verdict
suffering,"suffer + act",affix,verdict
suffice,"enough + be",sense,verdict
sufficient,"enough",sense,verdict
sugarcane,"sugar + grass",sense,verdict
suggestion,"suggest + act",affix,verdict
sulfate,"sulfur + salt",judged,verdict
sulfide,"sulfur + salt",judged,verdict
sunflower,"sun + flower",sense,verdict
sunshine,"sun + light",sense,verdict
superficial,"surface + of",judged,verdict
supernatural,"above + natural",prefix,verdict
supertype,"above + type",prefix,verdict
supper,"night + meal",sense,verdict
suppression,"suppress + act",judged,verdict
surface tension,"surface + tension",sense,verdict
surprised,"surprise + done",affix,verdict
surrounding,"surround + act",affix,verdict
surveillance,"over + watch + act",judged,verdict
survey,"many + sample + observe",sense,verdict
susceptibility,"susceptible + ness",judged,verdict
suspension,"suspend + act",judged,verdict
swan,"white + goose",sense,verdict
swindler,"cheat + agent",sense,verdict
swordfish,"sword + fish",sense,verdict
syllable,"sound + beat",sense,verdict
symbiosis,"live + together",sense,verdict
symbolic,"symbol + like",affix,verdict
symbolize,"symbol + make",affix,verdict
symmetric,"symmetry + like",affix,verdict
sympathetic,"sympathy + of",judged,verdict
synchronize,"same + time + make",sense,verdict
synchronous,"same + time",sense,verdict
synergy,"combine + effect + greater",sense,verdict
synonym,"same + meaning",sense,verdict
synovial,"synovia + of",judged,verdict
synthetic,"synthesis + like",judged,verdict
tactful,"social + skill + offense + avoid",sense,verdict
tactic,"tact + like",affix,verdict
tactile,"touch + of",judged,verdict
talkable,"talk + able",compound,verdict
talkative,"talk + like",sense,verdict
talky,"talk + like",affix,verdict
tambourine,"shake + drum",sense,verdict
tangible,"touch + able",sense,verdict
tank,"big + liquid + container",sense,verdict
taper,"tap + agent",affix,verdict
tartrate,"tartaric + salt",judged,verdict
tasty,"taste + like",affix,verdict
taunt,"mock + provoke",sense,verdict
taxation,"tax + act",judged,verdict
taxi,"taximeter cab",clipping,verdict
teacher,"teach + agent",affix,verdict
tech,"technology",clipping,verdict
technical,"technique + of",judged,verdict
techniques,"technique + many",judged,verdict
technology,"craft + study",sense,verdict
telepathy,"far + mind + talk",sense,verdict
telephone,"far + talk + machine",sense,verdict
telescope,"far + see + tool",sense,verdict
temple,"worship + building",sense,verdict
temporal,"time + of",judged,verdict
tenable,"ten + able",affix,verdict
tenant,"ten + agent",affix,verdict
tender,"tend + agent",affix,verdict
tendon,"muscle + cord",sense,verdict
tennis,"racket + ball + sport",sense,verdict
tenth,"ten + order",sense,verdict
terminal,"end + station",sense,verdict
terminate,"end + make",sense,verdict
termination,"terminate + act",judged,verdict
termite,"wood + ant",sense,verdict
terrace,"flat + step + land",sense,verdict
terrain,"land + shape",sense,verdict
terrestrial,"land + live",sense,verdict
terrible,"fear + able",sense,verdict
territory,"rule + land",sense,verdict
tessellation,"tile + pattern",sense,verdict
testimony,"witness + word",sense,verdict
textile,"weave + thing",judged,verdict
theft,"steal + act",sense,verdict
theirs,"grammar",grammar,verdict
them,"grammar",grammar,verdict
themselves,"grammar",grammar,verdict
theorem,"prove + claim",sense,verdict
therapeutic,"therapy + of",judged,verdict
thermal,"heat + of",judged,verdict
they,"the + like",affix,verdict
thickening,"thick + make + act",judged,verdict
thicket,"thick + tree + group",sense,verdict
thickness,"thick + ness",judged,verdict
third,"three + order",sense,verdict
thirsty,"thirst + like",affix,verdict
thirty,"three + ten",sense,verdict
thistle,"thorn + weed",sense,verdict
thoracic,"thorax + of",judged,verdict
thorax,"middle + body + region",sense,verdict
thought,"think + act",sense,verdict
thousandth,"thousand + order",sense,verdict
threaten,"threat + make",affix,verdict
thrifty,"thrift + like",affix,verdict
throne,"king + seat",sense,verdict
throughput,"output + rate",sense,verdict
thug,"violent + intimidate + agent",sense,verdict
tidy,"tide + like",affix,verdict
tier,"level + layer",sense,verdict
tiger,"stripe + wild + cat",sense,verdict
tilapia,"lake + fish",sense,verdict
timeout,"time + end",sense,verdict
tipping point,"cascade + threshold",sense,verdict
tired,"tire + done",affix,verdict
titan,"giant + god",sense,verdict
toad,"wart + frog",sense,verdict
tolerance,"tolerate + act",affix,verdict
topic,"top + like",affix,verdict
torque,"turn + force",sense,verdict
torsion,"twist + stress",sense,verdict
tortoise,"land + turtle",sense,verdict
torus,"ring + solid",sense,verdict
totem,"kin + sign",sense,verdict
touching,"touch + act",affix,verdict
touchy,"offense + easy + take",sense,verdict
tourism,"tour + ism",judged,verdict
tourist,"tour + agent",affix,verdict
toward,"to + oriented",sense,verdict
tower,"tow + agent",affix,verdict
toxin,"toxic + thing",sense,verdict
trabecular,"trabecula + of",judged,verdict
trachea,"air + tube",sense,verdict
tradition,"trade + act",affix,verdict
train,"fire + cart",sense,verdict
trammel,"move + restrain",sense,verdict
transaction,"trade + act",sense,verdict
transcription,"transcribe + act",judged,verdict
transform,"across + form",prefix,verdict
transformation,"transform + act",affix,verdict
transient,"transit + like",judged,verdict
transitive,"chain + relation",sense,verdict
translation,"translate + act",affix,verdict
translucent,"part + transparent",sense,verdict
transmission,"transmit + act",sense,verdict
transport,"across + port",prefix,verdict
transportation,"transport + act",judged,verdict
transporter,"transport + thing",judged,verdict
transverse,"across + turn",judged,verdict
traumatic,"trauma + of",judged,verdict
tray,"trace + like",affix,verdict
treacherous,"betray + likely",sense,verdict
treatment,"treat + act",affix,verdict
treaty,"treat + like",affix,verdict
trial,"try + like",affix,verdict
triangular,"triangle + of",judged,verdict
tributary,"branch + river",sense,verdict
trickery,"trick + practice",sense,verdict
triple,"three + fold",sense,verdict
troublemaker,"trouble + make + agent",sense,verdict
trouser,"leg + cloth",sense,verdict
trout,"stream + fish",sense,verdict
truth,"true + nature",sense,verdict
tsunami,"big + sea + wave",sense,verdict
tuber,"thick + root",sense,verdict
tubercle,"small + bump",sense,verdict
tuberculosis,"tubercle + state",judged,verdict
tubular,"tube + of",judged,verdict
tubule,"tube + small",judged,verdict
tufted,"tuft + done",judged,verdict
tulip,"cup + flower",sense,verdict
tundra,"cold + plain",sense,verdict
tuning,"tune + act",affix,verdict
turbulent,"flow + irregular",sense,verdict
turner,"turn + one",judged,verdict
turnip,"round + root",sense,verdict
turquoise,"blue + gem",sense,verdict
tweet,"bird + beep",sense,verdict
twelfth,"twelve + order",sense,verdict
twentieth,"twenty + order",sense,verdict
twenty,"two + ten",sense,verdict
twice,"two + fold",sense,verdict
twig,"small + branch",sense,verdict
typhoon,"sea + cyclone",sense,verdict
tyranny,"cruel + rule",sense,verdict
ulceration,"ulcer + act",judged,verdict
umbilical,"navel + of",judged,verdict
unable,"not + able",prefix,verdict
unavailable,"not + available",prefix,verdict
unbind,"not + bind",prefix,verdict
unbounded,"bound + without",sense,verdict
uncertain,"not + certain",prefix,verdict
uncertainty,"uncertain + nature",sense,verdict
uncle,"parent + sibling",sense,verdict
unconscious,"not + conscious",prefix,verdict
uncover,"not + cover",prefix,verdict
undead,"dead + animate",sense,verdict
undershoot,"fall + short + target",sense,verdict
understandable,"understand + able",compound,verdict
underworld,"under + world",sense,verdict
uneven,"not + even",prefix,verdict
unfair,"not + fair",prefix,verdict
unhappy,"not + happy",prefix,verdict
unicorn,"one + horn + horse",sense,verdict
uniformity,"uniform + nature",affix,verdict
unity,"unit + like",affix,verdict
university,"universe + nature",affix,verdict
unjust,"not + just",sense,verdict
unknowable,"know + impossible",sense,verdict
unknown,"not + known",prefix,verdict
unlike,"not + like",prefix,verdict
unlikely,"not + likely",prefix,verdict
unlink,"not + link",prefix,verdict
unlock,"not + lock",prefix,verdict
unmove,"not + move",prefix,verdict
unpleasant,"not + pleasant",prefix,verdict
unpredictable,"not + predictable",prefix,verdict
unrelated,"not + related",prefix,verdict
unsatisfiable,"not + satisfy + able",sense,verdict
unstable,"not + stable",prefix,verdict
untangle,"not + tangle",prefix,verdict
untie,"not + tie",prefix,verdict
untouch,"not + touch",prefix,verdict
untreat,"not + treat",prefix,verdict
unverify,"not + verify",prefix,verdict
unwant,"not + want",prefix,verdict
upper,"up + agent",affix,verdict
upward,"up + oriented",sense,verdict
urinate,"urine + make",sense,verdict
urn,"ash + pot",sense,verdict
us,"grammar",grammar,verdict
useful,"use + full",affix,verdict
useless,"use + without",affix,verdict
user,"use + agent",sense,verdict
usually,"usual + manner",affix,verdict
utensil,"eat + tool",sense,verdict
uterine,"uterus + of",judged,verdict
utility,"use + ness",judged,verdict
utilization,"utilize + act",judged,verdict
vaccination,"vaccine + act",judged,verdict
vagabond,"wander + home + without + agent",sense,verdict
vaginal,"vagina + of",judged,verdict
validate,"valid + make",sense,verdict
valor,"brave + nature",sense,verdict
valuable,"value + able",affix,verdict
vandal,"vandalize + agent",sense,verdict
vandalize,"vandal + make",affix,verdict
vanish,"van + like",affix,verdict
vanity,"van + nature",affix,verdict
variability,"variable + ness",judged,verdict
variable,"vary + able",sense,verdict
variance,"spread + measure",sense,verdict
variant,"vary + kind",sense,verdict
variation,"various + act",affix,verdict
variety,"vary + nature",sense,verdict
various,"vary + like",sense,verdict
vascular,"vessel + of",judged,verdict
vasculature,"vessel + ness",judged,verdict
vase,"flower + pot",sense,verdict
veal,"young + cow + meat",sense,verdict
venison,"deer + meat",sense,verdict
venom,"inject + poison",sense,verdict
venomous,"venom + bear",sense,verdict
ventilation,"ventilate + act",judged,verdict
ventral,"belly + of",judged,verdict
ventricular,"ventricle + of",judged,verdict
venus,"love + planet",sense,verdict
verb,"action + term",sense,verdict
verdict,"judge + word",sense,verdict
vertebra,"spine + bone",sense,verdict
vertebrate,"spine + animal",sense,verdict
vertex,"corner + point",sense,verdict
vestibular,"vestibule + of",judged,verdict
veterinary,"vet + of",judged,verdict
vibration,"vibrate + act",affix,verdict
villain,"bad + person",sense,verdict
vindictive,"persist + revenge + want",sense,verdict
vineyard,"grape + field",sense,verdict
violation,"violate + act",affix,verdict
violence,"violate + act",affix,verdict
violent,"violate + agent",affix,verdict
virtuous,"virtue + like",affix,verdict
visceral,"viscera + of",judged,verdict
viscosity,"viscous + ness",judged,verdict
viscous,"flow + resist",sense,verdict
visible,"see + able",sense,verdict
visualize,"visual + make",affix,verdict
vitreous,"glass + of",judged,verdict
vocabulary,"term + set",sense,verdict
vocal,"voice + of",judged,verdict
volatile,"change + sudden + strong",sense,verdict
volcanic,"volcano + of",judged,verdict
volcano,"fire + mountain",sense,verdict
volleyball,"net + ball + sport",sense,verdict
volumetric,"volume + of",judged,verdict
volunteer,"will + agent",judged,verdict
vortex,"flow + rotate",sense,verdict
vowel,"open + sound",sense,verdict
vulgar,"common + coarse",sense,verdict
vulture,"dead + eat + eagle",sense,verdict
walrus,"tusk + seal",sense,verdict
wanderer,"wander + agent",sense,verdict
wane,"shrink",sense,verdict
warmth,"warm + nature",sense,verdict
warning,"warn + act",affix,verdict
warrant,"war + agent",affix,verdict
was,"grammar",grammar,verdict
waterbody,"water + body",compound,verdict
watercourse,"water + course",compound,verdict
waterfall,"water + fall",compound,verdict
waterproof,"water + block",sense,verdict
watershed,"water + gather + land",sense,verdict
wavelength,"wave + length",compound,verdict
weaken,"weak + make",affix,verdict
weakness,"weak + ness",judged,verdict
wealth,"rich + nature",sense,verdict
weary,"wear + like",affix,verdict
weathering,"break + down + place + expose",sense,verdict
weaver,"weave + agent",sense,verdict
weber,"web + agent",affix,verdict
wedding,"wed + act",affix,verdict
weevil,"grain + beetle",sense,verdict
weight,"weigh + measure",sense,verdict
were,"grammar",grammar,verdict
werewolf,"human + wolf + change",sense,verdict
westward,"west + oriented",sense,verdict
wetland,"wet + land",sense,verdict
whinny,"horse + call",sense,verdict
whiny,"whine + like",affix,verdict
whiten,"white + make",affix,verdict
whom,"grammar",grammar,verdict
whose,"grammar",grammar,verdict
widen,"wide + make",affix,verdict
widow,"dead + mate + woman",sense,verdict
width,"wide + measure",sense,verdict
wife,"wed + female",sense,verdict
wilderness,"wild + land",sense,verdict
wildfire,"wild + fire",sense,verdict
willow,"weep + tree",sense,verdict
wisdom,"wise + state",affix,verdict
witchcraft,"witch + craft",sense,verdict
withdraw,"with + draw",compound,verdict
withhold,"with + hold",compound,verdict
withstand,"against + stand",sense,verdict
witty,"wit + like",affix,verdict
wombat,"dig + pouch + animal",sense,verdict
woodpecker,"wood + peck + bird",sense,verdict
worker,"work + agent",affix,verdict
workplace,"work + place",compound,verdict
workshop,"work + shop",compound,verdict
wormwood,"bitter + herb",sense,verdict
worse,"grammar",grammar,verdict
worsen,"worse + make",affix,verdict
worst,"grammar",grammar,verdict
worst case,"worst + possible + outcome",sense,verdict
worthless,"worth + less",compound,verdict
worthy,"worth + like",affix,verdict
would,"grammar",grammar,verdict
wraith,"dead + spirit",sense,verdict
wren,"tiny + sparrow",sense,verdict
wrestling,"wrestle + act",judged,verdict
writing,"write + act",affix,verdict
xylem,"water + tube",sense,verdict
yarn,"thick + thread",sense,verdict
yarrow,"feather + herb",sense,verdict
younger,"grammar",grammar,verdict
youngest,"grammar",grammar,verdict
yours,"grammar",grammar,verdict
yourself,"grammar",grammar,verdict
youth,"young + state",judged,verdict
zebra,"stripe + horse",sense,verdict
zodiac,"beast + circle",sense,verdict
zombie,"dead + body + animate",sense,verdict
zone out,"mind + leave",sense,verdict
zoo,"zoological garden",clipping,verdict
