domain,meaning,word,note
thing,object,vaj,
thing,oil,vac,
thing,paper,vaC,
thing,point,vom,
thing,road,vob,
thing,rope,vok,
thing,round,vos,
thing,salt,vof,
thing,shape,voj,
thing,size,vox,
thing,square,voc,
thing,stick,voC,
thing,straight,vol,
thing,stuff,vor,
thing,surface,vum,
thing,thing,vub,
thing,tool,vup,
thing,wall,vut,
thing,wheel,vuk,
thing,window,vuf,
thing,wood,vuv,
nature,bark,zim,holds pleasure
nature,bean,zet,holds olive (color)
nature,berry,zan,holds one
nature,branch,zok,holds try
nature,bush,zub,holds absorb
nature,cloud,zin,holds decision
nature,dust,ziq,holds zing
nature,earth,zig,holds gain
nature,fern,zip,holds graph
nature,fire,zem,holds plasma (matter)
nature,flower,zaq,holds presence
nature,forest,zab,holds public
nature,fruit,zap,holds zap
nature,fungus,zak,holds effect
nature,grain,zaf,holds equal (iso-)
nature,grass,zav,holds lie
nature,hill,zar,holds vowel
nature,ice,zom,holds so/great
nature,island,zon,holds zone
nature,lake,zox,holds sense
nature,leaf,zum,holds zoom
nature,moon,zut,holds identity
nature,mountain,zuk,holds where
nature,nut,zus,holds experience
nature,oak,zuz,holds converse (talk)
nature,ocean,zul,holds animal
nature,palm,zur,holds fall
nature,rain,zist,holds resist
nature,rice,zeqk,holds hand
nature,river,zalb,holds fermion
nature,rock,zolt,holds column
nature,root,zord,holds exit
nature,sand,zetx,holds 1000
nature,sap,zalv,holds dissolve
nature,sea,zart,holds lizard
nature,seed,zark,holds open
nature,shore,zuqk,holds z sound
nature,sky,marz,borrowed onset
nature,snow,mart,borrowed onset
nature,soil,mard,borrowed onset
nature,star,mark,borrowed onset
nature,stem,masp,borrowed onset
nature,storm,mont,borrowed onset
nature,sun,molf,borrowed onset
nature,thorn,molv,borrowed onset
nature,tree,mols,borrowed onset
nature,trunk,molc,borrowed onset
nature,valley,molk,borrowed onset
nature,vine,morz,borrowed onset
nature,water,mort,borrowed onset
nature,wheat,mork,borrowed onset
nature,wind,morg,borrowed onset
nature,cactus,mops,borrowed onset
nature,lichen,moks,borrowed onset
nature,lily,mots,borrowed onset
nature,moss,modz,borrowed onset
nature,pine,mosk,borrowed onset
nature,reed,mosp,borrowed onset
nature,rose,mump,borrowed onset
nature,weed,mund,borrowed onset
being,be,jin,holds paradise
being,become,jet,holds throw
being,birth,jaq,holds count
being,cause,jom,holds pattern
being,change,jul,holds universe
being,continue,jit,holds digit
being,death,jan,holds spirit
being,decay,jak,holds wisdom
being,die,jas,holds just (close-focus)
being,effect,jalf,holds j sound
being,end,muqk,borrowed onset
being,exist,mulb,borrowed onset
being,grow,mulv,borrowed onset
being,happen,muls,borrowed onset
being,live,mulz,borrowed onset
being,occur,mult,borrowed onset
being,remain,mulc,borrowed onset
being,start,muld,borrowed onset
being,stop,mulk,borrowed onset
flow,beat,xim,holds speech
flow,current,xen,holds result
flow,cycle,xab,holds seven
flow,gather,xok,holds copy
flow,loop,xud,holds quiet
flow,pulse,xin,holds machine
flow,rhythm,xiq,holds will
flow,scatter,xid,holds grey
flow,spiral,xip,holds imagine
flow,spread,xit,holds provide
flow,stream,xiv,holds destroy
flow,twist,xic,holds eye
flow,wave,xed,holds should
flow,ripple,xam,holds chime
flow,surge,xat,holds or
flow,swirl,xax,holds eternal
flow,tide,xal,holds share
mind,believe,ciq,holds thing (hatchling)
mind,choose,cam,holds then
mind,decide,cok,holds spec
mind,doubt,cub,holds torture
mind,dream,cit,holds get
mind,fear,cad,holds life
mind,focus,cat,holds mud
mind,forget,cak,holds thank
mind,guess,cov,holds brown
mind,hope,cuk,holds eleven
mind,idea,cuv,holds field (ether)
mind,ignore,cux,holds key
mind,imagine,cets,holds mole (measurement)
mind,judge,corb,holds distance (tele-)
mind,know,cutx,holds tooth
mind,learn,ciqk,holds think
mind,mind,murp,borrowed onset
mind,need,murf,borrowed onset
mind,notice,murv,borrowed onset
mind,reason,murs,borrowed onset
mind,remember,murz,borrowed onset
mind,teach,murt,borrowed onset
mind,think,murd,borrowed onset
mind,understand,murk,borrowed onset
mind,want,murg,borrowed onset
mind,wonder,muft,borrowed onset
do,bend,Ciz,holds kaledoscope
do,bind,Cev,holds without
do,break,Can,holds than/compare
do,bring,Cog,holds though/regard
do,build,Cas,holds thus
do,cook,Car,holds there (abstract reference)
do,cut,Con,holds transition
do,do,Coz,holds except
do,drink,Cork,holds large C sound
do,eat,Carv,holds forever
do,fix,muks,borrowed onset
do,fold,mubz,borrowed onset
do,get,muts,borrowed onset
do,give,mudj,borrowed onset
do,help,musp,borrowed onset
do,hold,min,holds not know
do,hurt,miq,holds motion
do,join,mid,holds positive
do,keep,mit,holds meet
do,kill,mis,holds miss (longing)
do,make,miv,holds idea
do,open,mix,holds network
do,put,miqk,holds who
do,save,miks,holds mix
do,send,men,holds main
do,shut,meq,holds mine
do,split,mek,holds make
do,take,mes,holds month
do,tie,mej,holds model
do,try,ment,holds mate
do,use,mam,holds mother
do,wash,man,holds mind
do,work,maq,holds harmony
sense,bitter,wim,holds bounty
sense,clean,web,holds west
sense,cold,wan,holds why
sense,cool,woz,holds problem
sense,dark,wug,holds emanate
sense,dirty,win,holds when (time location)
sense,dry,wiq,holds wing
sense,hard,wig,holds kaleidoscope
sense,hear,wip,holds white
sense,hot,wis,holds inverse
sense,light,wiv,holds connection network (neighborhood)
sense,listen,wiz,holds solve
sense,look,wem,holds warm
sense,loud,wet,holds wait
sense,quiet,wek,holds week
sense,rough,wev,holds wave
sense,see,wez,holds fifteen
sense,sense,waq,holds um
sense,smell,wat,holds white
sense,smooth,wak,holds walk
sense,soft,wav,holds exist
sense,sour,waC,holds water
sense,sweet,wal,holds while
sense,taste,war,holds wear
sense,touch,wom,holds well (good)
sense,warm,wol,holds wow
sense,watch,wor,holds forceful (like hard hit)
sense,wet,wum,holds swim
spirit,bless,lin,holds learn
spirit,curse,lem,holds low
spirit,faith,laq,holds object feature type
spirit,fate,log,holds permute
spirit,god,lup,holds loop
spirit,heaven,liq,holds simulate
spirit,hell,lig,holds square root
spirit,holy,lid,holds lead
spirit,lie,lip,holds chain
spirit,luck,lit,holds light
spirit,magic,lik,holds link
spirit,pray,lif,holds leaf
spirit,sacred,lij,holds orient
spirit,sin,lep,holds push
spirit,virtue,lek,holds collect
spirit,folly,les,holds air
social,buy,rarp,
social,city,ront,
social,country,ruqk,
social,debt,raps,
social,duty,rabz,
social,family,radj,
social,fight,romp,
social,have,rolb,
social,home,rorf,
social,job,roks,
social,lack,rogz,
social,land,rund,
social,law,rulp,
social,money,rurb,
social,order,ruft,
social,owe,ruts,
social,own,rarb,
social,pay,rarf,
social,peace,rarv,
social,price,rarz,
social,rule,rart,
social,sell,rard,
social,share,rark,
social,town,rarg,
social,trade,raks,
social,war,ragz,
feel,calm,yij,
feel,enjoy,yeq,
feel,envy,yab,
feel,feel,yom,
feel,glad,yun,
feel,guilt,yic,
feel,hate,yiC,
feel,joy,yeg,
feel,like,yed,
feel,love,yeb,
feel,pity,yep,
feel,proud,yet,
feel,relax,yek,
feel,sad,yes,
feel,shame,yef,
feel,suffer,yez,
feel,trust,yej,
feel,worry,yex,
prime,can,mag,holds fruit
prime,i,moq,holds about/encompass
prime,kind,mun,holds gut sense
prime,maybe,mad,holds middle
prime,much,mab,holds source
prime,this,map,holds map (map/reduce)
prime,very,mat,holds forward
prime,when,mak,holds meat
prime,where,maf,holds male
prime,you,mav,holds many
move,carry,nuj,holds hell
move,catch,nuc,holds long
move,climb,nul,holds forget
move,come,namp,holds magnet
move,drift,nors,holds having some aspects of (-ish)
move,drop,nand,holds nand
move,enter,nalz,holds analyse
move,exit,narb,holds neighbor
move,fall,nadj,holds knowledge
move,flow,natx,holds n sound
move,fly,nuqk,holds bear (animal)
move,follow,nurf,holds vowel large U sound
move,go,nust,holds embed
move,jump,narv,holds river
move,lead,nart,holds neutron
move,lift,nark,holds any
move,move,nord,holds order
move,pass,nork,holds nor
move,pull,nurv,holds nerve
move,push,maz,holds flow (speech utterance)
move,rise,maj,holds magenta
move,roll,mac,holds great
move,run,mal,holds molecule
move,shake,mar,holds symbol
move,slide,maqk,holds monkey
move,spin,malt,holds metal
move,swim,mars,holds mass
move,swing,marg,holds old
move,throw,maks,holds maximum
move,turn,magz,holds moss
move,walk,madj,holds image
