word,domains,heads,where
atlantica,4,43,"noun.plant medicine.mesh tool.artifact agriculture"
lipodystrophy,4,43,"disease medicine.sign medicine.all medicine.mesh"
carriers,4,42,"disease medicine.mesh tool.artifact agriculture"
polyposis,4,42,"disease medicine.sign medicine.all medicine.mesh"
robusta,4,42,"noun.plant medicine.mesh tool.artifact agriculture"
tas,4,42,"geology.rock medicine.all medicine.mesh tool.artifact"
hybrida,4,41,"noun.plant medicine.mesh tool.artifact agriculture"
meningitidis,4,41,"disease medicine.sign medicine.all medicine.mesh"
suis,4,41,"disease medicine.all medicine.mesh agriculture"
tenuis,4,41,"noun.plant medicine.all medicine.mesh agriculture"
adenofibroma,4,40,"disease medicine.sign medicine.all medicine.mesh"
alpina,4,40,"noun.plant noun.animal medicine.mesh agriculture"
andesite,4,40,"noun.substance geology.rock environment tool.artifact"
atpase,4,40,"disease medicine.all medicine.mesh agriculture"
trucks,4,40,"medicine.mesh tool.artifact music agriculture"
butanone,4,39,"noun.substance chemistry medicine.all medicine.mesh"
chilensis,4,39,"noun.plant medicine.mesh tool.artifact agriculture"
ideation,4,39,"noun.cognition medicine.sign medicine.all medicine.mesh"
italica,4,39,"noun.plant medicine.mesh tool.artifact agriculture"
pacificus,4,39,"noun.animal disease medicine.mesh agriculture"
propanediol,4,39,"noun.substance environment medicine.all medicine.mesh"
siltstone,4,39,"noun.substance geology.rock environment tool.artifact"
triacetate,4,39,"noun.substance medicine.all medicine.mesh tool.artifact"
certainty,4,38,"noun.communication noun.cognition noun.attribute medicine.all"
diorite,4,38,"noun.substance geology.rock tool.artifact agriculture"
dioxin,4,38,"noun.substance chemistry medicine.all medicine.mesh"
elongatus,4,38,"noun.animal noun.plant medicine.mesh agriculture"
aldolase,4,37,"disease medicine.sign medicine.all medicine.mesh"
epimerase,4,37,"disease medicine.sign medicine.all medicine.mesh"
infiltrate,4,37,"verb.motion verb.social medicine.sign medicine.all"
thymoma,4,37,"disease medicine.sign medicine.all medicine.mesh"
underwear,4,37,"noun.artifact tool.artifact clothing economics"
fasciatus,4,36,"noun.animal medicine.mesh tool.artifact agriculture"
hepatoblastoma,4,36,"disease medicine.sign medicine.all medicine.mesh"
pallida,4,36,"noun.plant medicine.all medicine.mesh agriculture"
parvum,4,36,"disease medicine.all medicine.mesh agriculture"
stilbene,4,36,"disease medicine.all medicine.mesh tool.artifact"
acetal,4,35,"noun.substance medicine.all medicine.mesh tool.artifact"
interactions,4,35,"medicine.sign medicine.all medicine.mesh agriculture"
phthalocyanine,4,35,"environment medicine.all medicine.mesh tool.artifact"
piperidine,4,35,"noun.artifact disease medicine.all medicine.mesh"
pyrazole,4,35,"chemistry medicine.all medicine.mesh agriculture"
tumefaciens,4,35,"noun.animal medicine.all medicine.mesh agriculture"
dispenser,4,34,"noun.artifact noun.person medicine.all tool.artifact"
maydis,4,34,"noun.plant medicine.all medicine.mesh agriculture"
probes,4,34,"medicine.all medicine.mesh tool.artifact agriculture"
asiatica,4,33,"noun.plant medicine.all medicine.mesh agriculture"
equi,4,33,"disease medicine.all medicine.mesh agriculture"
esculenta,4,33,"noun.plant medicine.mesh tool.artifact agriculture"
fasciculata,4,33,"noun.plant anatomy medicine.all medicine.mesh"
grisea,4,33,"noun.body medicine.all medicine.mesh agriculture"
hyperkeratosis,4,33,"disease medicine.sign medicine.all medicine.mesh"
malate,4,33,"disease medicine.all medicine.mesh agriculture"
manufacturer,4,33,"noun.person noun.group medicine.all tool.artifact"
mastocytosis,4,33,"disease medicine.sign medicine.all medicine.mesh"
metastasis,4,33,"noun.process disease medicine.all medicine.mesh"
truss,4,33,"noun.artifact verb.contact medicine.mesh tool.artifact"
caninum,4,32,"disease medicine.all medicine.mesh agriculture"
director,4,32,"noun.person noun.relation medicine.all tool.artifact"
exocytosis,4,32,"anatomy disease medicine.all medicine.mesh"
marinum,4,32,"disease medicine.all medicine.mesh agriculture"
solani,4,32,"noun.plant medicine.all medicine.mesh agriculture"
accordion,4,31,"noun.artifact noun.shape tool.artifact music"
coloboma,4,31,"disease medicine.sign medicine.all medicine.mesh"
fibromatosis,4,31,"disease medicine.sign medicine.all medicine.mesh"
franc,4,31,"noun.quantity noun.person tool.artifact economics"
histiocytoma,4,31,"disease medicine.sign medicine.all medicine.mesh"
jejuni,4,31,"disease medicine.all medicine.mesh agriculture"
nanoparticles,4,31,"medicine.all medicine.mesh tool.artifact agriculture"
pusilla,4,31,"noun.animal noun.plant medicine.mesh agriculture"
spinosa,4,31,"noun.plant medicine.all medicine.mesh agriculture"
woodworking,4,31,"noun.act noun.artifact tool.artifact agriculture"
anomala,4,30,"noun.animal noun.plant medicine.mesh agriculture"
heterotopia,4,30,"disease medicine.sign medicine.all medicine.mesh"
hydratase,4,30,"disease medicine.sign medicine.all medicine.mesh"
monticola,4,30,"noun.plant medicine.all medicine.mesh agriculture"
punctatus,4,30,"noun.animal anatomy medicine.mesh agriculture"
rugosa,4,30,"noun.plant medicine.all medicine.mesh agriculture"
sulfatase,4,30,"disease medicine.sign medicine.all medicine.mesh"
syphilis,4,30,"noun.state disease medicine.all medicine.mesh"
zidovudine,4,30,"noun.artifact chemistry medicine.all medicine.mesh"
delusions,4,29,"noun.state medicine.sign medicine.all medicine.mesh"
gallery,4,29,"noun.artifact noun.group tool.artifact clothing"
graveolens,4,29,"noun.plant medicine.all medicine.mesh agriculture"
ironstone,4,29,"geology.lithology_attribute geology.rock tool.artifact agriculture"
telangiectasia,4,29,"disease medicine.sign medicine.all medicine.mesh"
towel,4,29,"noun.artifact verb.competition verb.contact tool.artifact"
angustifolia,4,28,"noun.plant medicine.all medicine.mesh agriculture"
arenaria,4,28,"noun.animal noun.plant medicine.mesh agriculture"
atra,4,28,"noun.animal medicine.all medicine.mesh agriculture"
borate,4,28,"noun.substance medicine.all medicine.mesh tool.artifact"
brassicae,4,28,"noun.animal noun.plant medicine.mesh agriculture"
cleaners,4,28,"noun.artifact medicine.mesh tool.artifact agriculture"
leukoplakia,4,28,"disease medicine.sign medicine.all medicine.mesh"
officinale,4,28,"noun.plant medicine.all medicine.mesh agriculture"
premaxilla,4,28,"anatomy disease medicine.sign medicine.all"
thalidomide,4,28,"noun.artifact disease medicine.all medicine.mesh"
trailer,4,28,"noun.artifact noun.person noun.communication tool.artifact"
turbine,4,28,"noun.artifact tool.artifact agriculture economics"
beater,4,27,"noun.person noun.artifact tool.artifact music"
counseling,4,27,"noun.communication medicine.all medicine.mesh tool.artifact"
dioica,4,27,"noun.plant medicine.all medicine.mesh agriculture"
familiaris,4,27,"noun.animal disease medicine.mesh tool.artifact"
fasciculus,4,27,"noun.body anatomy disease medicine.mesh"
fasciitis,4,27,"disease medicine.sign medicine.all medicine.mesh"
fuscus,4,27,"noun.animal medicine.mesh tool.artifact agriculture"
greenish,4,27,"adj.all noun.attribute geology.lithology_attribute tool.artifact"
violacea,4,27,"noun.animal noun.plant medicine.mesh agriculture"
albidus,4,26,"noun.plant medicine.all medicine.mesh agriculture"
brunnea,4,26,"noun.plant noun.animal medicine.mesh agriculture"
cfr,4,26,"disease environment medicine.mesh law"
ferruginea,4,26,"noun.animal noun.plant medicine.mesh agriculture"
herpesvirus,4,26,"disease medicine.all medicine.mesh agriculture"
hirsutum,4,26,"noun.plant medicine.all medicine.mesh agriculture"
hydrophila,4,26,"disease medicine.all medicine.mesh agriculture"
hyperostosis,4,26,"disease medicine.sign medicine.all medicine.mesh"
thalassemia,4,26,"noun.state disease medicine.all medicine.mesh"
thiourea,4,26,"medicine.all medicine.mesh tool.artifact agriculture"
washer,4,26,"noun.artifact noun.person medicine.all tool.artifact"
acrylamide,4,25,"noun.substance medicine.all medicine.mesh agriculture"
acutus,4,25,"noun.plant medicine.mesh tool.artifact agriculture"
aegypti,4,25,"noun.animal noun.location medicine.mesh agriculture"
annuus,4,25,"noun.plant medicine.all medicine.mesh agriculture"
biscuit,4,25,"noun.food noun.artifact medicine.all tool.artifact"
bracelet,4,25,"noun.artifact noun.plant tool.artifact clothing"
ceramide,4,25,"anatomy disease medicine.all medicine.mesh"
esters,4,25,"medicine.all medicine.mesh tool.artifact agriculture"
faecium,4,25,"medicine.sign medicine.all medicine.mesh agriculture"
fulva,4,25,"noun.animal medicine.all medicine.mesh agriculture"
fumigatus,4,25,"noun.plant medicine.all medicine.mesh agriculture"
granulosus,4,25,"disease medicine.all medicine.mesh agriculture"
ocellatus,4,25,"noun.animal medicine.all medicine.mesh agriculture"
pericyte,4,25,"anatomy disease cell medicine.all"
polymicrogyria,4,25,"disease medicine.sign medicine.all medicine.mesh"
provenance,4,25,"noun.location medicine.all tool.artifact agriculture"
puerperium,4,25,"noun.time medicine.all medicine.mesh agriculture"
purpurascens,4,25,"noun.plant medicine.all medicine.mesh agriculture"
sarcoglycan,4,25,"disease medicine.sign medicine.all medicine.mesh"
spectabilis,4,25,"noun.plant medicine.all medicine.mesh agriculture"
ulmi,4,25,"noun.plant noun.animal medicine.mesh agriculture"
alpinus,4,24,"noun.plant noun.animal medicine.mesh agriculture"
ameloblastoma,4,24,"disease medicine.sign medicine.all medicine.mesh"
caliper,4,24,"noun.artifact verb.cognition medicine.all tool.artifact"
carota,4,24,"noun.plant medicine.mesh tool.artifact agriculture"
esotropia,4,24,"noun.state disease medicine.sign medicine.mesh"
glucuronate,4,24,"anatomy disease medicine.all medicine.mesh"
javanica,4,24,"noun.plant medicine.mesh tool.artifact agriculture"
nivea,4,24,"noun.plant medicine.mesh tool.artifact agriculture"
polymorpha,4,24,"noun.animal noun.plant medicine.mesh agriculture"
stretcher,4,24,"noun.person noun.artifact noun.group tool.artifact"
agarose,4,23,"medicine.all medicine.mesh tool.artifact agriculture"
booth,4,23,"noun.person noun.artifact environment tool.artifact"
clarinet,4,23,"noun.artifact noun.group tool.artifact music"
creatinine,4,23,"medicine.sign medicine.all medicine.mesh agriculture"
crispa,4,23,"noun.plant medicine.mesh tool.artifact agriculture"
cristata,4,23,"noun.animal noun.plant medicine.mesh agriculture"
fluorescein,4,23,"noun.substance medicine.sign medicine.all medicine.mesh"
glacialis,4,23,"noun.animal medicine.all medicine.mesh agriculture"
heterozygosity,4,23,"noun.state medicine.sign medicine.all medicine.mesh"
inflata,4,23,"noun.plant medicine.all medicine.mesh agriculture"
nitrile,4,23,"noun.substance medicine.mesh tool.artifact agriculture"
ornata,4,23,"noun.animal medicine.mesh tool.artifact agriculture"
ssr,4,23,"disease medicine.all medicine.mesh agriculture"
trehalose,4,23,"medicine.all medicine.mesh tool.artifact agriculture"
villosa,4,23,"noun.plant medicine.all medicine.mesh agriculture"
bisulfate,4,22,"noun.substance noun.artifact medicine.all medicine.mesh"
deregulation,4,22,"noun.act medicine.all tool.artifact economics"
dispar,4,22,"noun.animal medicine.all medicine.mesh agriculture"
falcata,4,22,"noun.plant medicine.mesh tool.artifact agriculture"
germinoma,4,22,"disease medicine.sign medicine.all medicine.mesh"
glabrata,4,22,"disease medicine.all medicine.mesh agriculture"
induration,4,22,"noun.state medicine.all medicine.mesh tool.artifact"
leukodystrophy,4,22,"disease medicine.sign medicine.all medicine.mesh"
migratoria,4,22,"noun.animal environment medicine.mesh agriculture"
nuclease,4,22,"noun.substance anatomy medicine.all medicine.mesh"
ossicle,4,22,"noun.body anatomy disease medicine.all"
retard,4,22,"noun.person verb.change verb.stative medicine.mesh"
roseum,4,22,"noun.plant medicine.all medicine.mesh agriculture"
rubescens,4,22,"noun.plant medicine.all medicine.mesh agriculture"
sanguinis,4,22,"noun.cognition medicine.all medicine.mesh law"
sealer,4,22,"noun.substance noun.person medicine.mesh tool.artifact"
americans,4,21,"medicine.all medicine.mesh tool.artifact economics"
argenteus,4,21,"noun.plant medicine.mesh tool.artifact agriculture"
canariensis,4,21,"noun.plant medicine.all medicine.mesh agriculture"
exotropia,4,21,"noun.state disease medicine.sign medicine.mesh"
hemlock,4,21,"noun.plant noun.substance medicine.mesh tool.artifact"
holly,4,21,"noun.plant noun.person medicine.mesh tool.artifact"
laevigata,4,21,"noun.plant medicine.mesh tool.artifact agriculture"
lotion,4,21,"noun.artifact medicine.all medicine.mesh tool.artifact"
myh,4,21,"disease medicine.all medicine.mesh tool.artifact"
naris,4,21,"noun.body anatomy disease medicine.sign"
nivalis,4,21,"noun.animal noun.plant medicine.mesh agriculture"
paradoxus,4,21,"noun.animal medicine.sign medicine.mesh agriculture"
phalanges,4,21,"disease medicine.sign medicine.mesh agriculture"
pigmentosa,4,21,"disease medicine.sign medicine.all medicine.mesh"
sanguinea,4,21,"noun.plant noun.animal medicine.mesh agriculture"
vitis,4,21,"noun.plant medicine.mesh tool.artifact agriculture"
barbata,4,20,"noun.plant medicine.all medicine.mesh agriculture"
canadense,4,20,"noun.plant medicine.all medicine.mesh agriculture"
coccinea,4,20,"noun.plant medicine.mesh tool.artifact agriculture"
dioxane,4,20,"chemistry environment medicine.all medicine.mesh"
dressings,4,20,"medicine.sign medicine.mesh tool.artifact agriculture"
ethanolamine,4,20,"medicine.sign medicine.all medicine.mesh tool.artifact"
gallinarum,4,20,"disease medicine.all medicine.mesh agriculture"
genomics,4,20,"noun.cognition medicine.all medicine.mesh agriculture"
handball,4,20,"noun.artifact noun.act tool.artifact sport"
iiib,4,20,"disease medicine.sign medicine.all medicine.mesh"
incarnata,4,20,"noun.plant medicine.all medicine.mesh agriculture"
inversus,4,20,"disease medicine.sign medicine.all medicine.mesh"
marginata,4,20,"noun.plant medicine.mesh tool.artifact agriculture"
myocyte,4,20,"anatomy disease cell medicine.all"
orchis,4,20,"noun.plant noun.body tool.artifact agriculture"
phosphates,4,20,"medicine.all medicine.mesh tool.artifact agriculture"
racemase,4,20,"disease medicine.sign medicine.all medicine.mesh"
redness,4,20,"noun.state noun.attribute medicine.sign medicine.all"
reticulatus,4,20,"noun.plant noun.animal medicine.mesh agriculture"
thecoma,4,20,"disease medicine.sign medicine.all medicine.mesh"
thiouracil,4,20,"noun.substance medicine.all medicine.mesh agriculture"
titanate,4,20,"geology.gem_material geology.mineral medicine.mesh tool.artifact"
trombone,4,20,"noun.artifact noun.person tool.artifact music"
tuberosa,4,20,"noun.plant medicine.all medicine.mesh agriculture"
typhus,4,20,"noun.state disease medicine.all medicine.mesh"
virens,4,20,"noun.animal noun.plant medicine.mesh agriculture"
ultrastructure,3,10772,"medicine.mesh tool.artifact agriculture"
parasitology,3,9655,"medicine.all medicine.mesh agriculture"
isomer,3,8067,"noun.substance medicine.all medicine.mesh"
arabidopsis,3,6266,"noun.plant medicine.mesh agriculture"
ethnology,3,5804,"noun.cognition medicine.mesh tool.artifact"
pombe,3,1103,"quality medicine.mesh agriculture"
innervation,3,864,"noun.state noun.attribute medicine.mesh"
glucoside,3,339,"noun.substance medicine.all medicine.mesh"
glucuronide,3,314,"chemistry medicine.all medicine.mesh"
thione,3,272,"chemistry medicine.all medicine.mesh"
dihydrate,3,227,"medicine.all medicine.mesh tool.artifact"
milliliter,3,196,"noun.quantity physics.unit medicine.all"
bce,3,181,"adv.all medicine.mesh tool.artifact"
triol,3,177,"chemistry medicine.sign medicine.mesh"
phe,3,142,"chemistry medicine.all medicine.mesh"
antigens,3,137,"medicine.all medicine.mesh agriculture"
diacetate,3,129,"medicine.all medicine.mesh tool.artifact"
endonuclease,3,127,"noun.substance medicine.all medicine.mesh"
carpets,3,119,"medicine.all medicine.mesh tool.artifact"
benzoquinone,3,103,"noun.substance medicine.all medicine.mesh"
decoction,3,101,"noun.process medicine.all medicine.mesh"
motifs,3,101,"medicine.all medicine.mesh tool.artifact"
tongs,3,101,"noun.artifact medicine.all tool.artifact"
sulfone,3,100,"medicine.all medicine.mesh agriculture"
vinblastine,3,96,"noun.artifact medicine.all medicine.mesh"
deoxyguanosine,3,95,"noun.substance medicine.all medicine.mesh"
lactis,3,94,"medicine.all medicine.mesh agriculture"
epiphyses,3,89,"disease medicine.sign medicine.mesh"
hydrazide,3,89,"noun.substance medicine.all medicine.mesh"
triazine,3,89,"noun.substance chemistry medicine.mesh"
isothiocyanate,3,88,"noun.substance medicine.all medicine.mesh"
accessories,3,86,"tool.artifact music clothing"
marinus,3,85,"noun.animal medicine.mesh agriculture"
tqq,3,84,"disease medicine.all tool.artifact"
terrier,3,83,"noun.animal disease medicine.all"
esterase,3,79,"medicine.sign medicine.all medicine.mesh"
vaccines,3,75,"medicine.all medicine.mesh agriculture"
dibromide,3,74,"medicine.all medicine.mesh agriculture"
denitrificans,3,73,"medicine.all medicine.mesh agriculture"
hemihydrate,3,72,"medicine.all medicine.mesh tool.artifact"
bpyridine,3,71,"chemistry medicine.all medicine.mesh"
aurantiaca,3,70,"noun.plant medicine.mesh agriculture"
glucopyranose,3,69,"anatomy medicine.all medicine.mesh"
thiadiazole,3,68,"disease chemistry medicine.mesh"
symphalangism,3,65,"disease medicine.sign medicine.mesh"
apyrimidine,3,64,"chemistry medicine.all medicine.mesh"
macrospora,3,64,"noun.plant medicine.mesh agriculture"
kinases,3,62,"medicine.all medicine.mesh agriculture"
helmets,3,57,"medicine.mesh tool.artifact clothing"
nsc,3,57,"noun.group medicine.all medicine.mesh"
easily,3,56,"adv.all medicine.sign medicine.all"
phosphonate,3,56,"medicine.all medicine.mesh tool.artifact"
hydroperoxide,3,55,"medicine.all medicine.mesh tool.artifact"
placode,3,55,"anatomy disease environment"
gabbro,3,54,"noun.substance geology.rock tool.artifact"
phthalate,3,54,"noun.substance medicine.all medicine.mesh"
bindole,3,53,"chemistry medicine.all medicine.mesh"
putida,3,52,"medicine.all medicine.mesh agriculture"
technologist,3,52,"noun.person medicine.all tool.artifact"
tester,3,52,"noun.person noun.artifact tool.artifact"
thermophilus,3,52,"medicine.all medicine.mesh agriculture"
atypia,3,51,"disease medicine.sign medicine.all"
antarcticus,3,50,"noun.animal medicine.mesh agriculture"
syndromes,3,50,"disease medicine.all medicine.mesh"
populi,3,49,"noun.cognition medicine.mesh agriculture"
breccia,3,48,"noun.substance geology.rock tool.artifact"
humicola,3,48,"medicine.all medicine.mesh agriculture"
anthraquinone,3,47,"medicine.all medicine.mesh tool.artifact"
hexahydrate,3,47,"disease medicine.all medicine.mesh"
maculatus,3,47,"noun.animal medicine.mesh agriculture"
thiotepa,3,47,"noun.artifact medicine.all medicine.mesh"
aquaticum,3,46,"noun.plant medicine.mesh agriculture"
chrysanthemi,3,46,"medicine.all medicine.mesh agriculture"
meglumine,3,45,"medicine.all medicine.mesh agriculture"
nitrosourea,3,45,"medicine.all medicine.mesh agriculture"
peptides,3,45,"medicine.all medicine.mesh agriculture"
tropicalis,3,44,"medicine.all medicine.mesh agriculture"
desaturase,3,43,"medicine.sign medicine.all medicine.mesh"
galactoside,3,43,"disease medicine.all medicine.mesh"
pinicola,3,43,"noun.animal medicine.all medicine.mesh"
immunoassay,3,42,"noun.cognition medicine.all medicine.mesh"
melphalan,3,42,"noun.artifact medicine.all medicine.mesh"
fusiformis,3,41,"noun.plant medicine.mesh agriculture"
gluconate,3,41,"chemistry medicine.all medicine.mesh"
ser,3,41,"medicine.all medicine.mesh tool.artifact"
aurantiacus,3,40,"noun.plant medicine.mesh agriculture"
technician,3,40,"noun.person medicine.all tool.artifact"
azide,3,39,"noun.substance medicine.mesh agriculture"
elongata,3,39,"medicine.all medicine.mesh agriculture"
fallax,3,39,"medicine.all medicine.mesh agriculture"
thermometer,3,39,"noun.artifact medicine.all tool.artifact"
decipiens,3,38,"medicine.all medicine.mesh agriculture"
nigrescens,3,38,"medicine.all medicine.mesh agriculture"
purplish,3,38,"adj.all noun.attribute tool.artifact"
radioisotopes,3,38,"medicine.mesh tool.artifact agriculture"
besylate,3,37,"noun.artifact medicine.all medicine.mesh"
completion,3,37,"noun.act medicine.all tool.artifact"
lipolytica,3,37,"medicine.all medicine.mesh agriculture"
olivacea,3,37,"noun.animal medicine.mesh agriculture"
pyrimidinone,3,37,"chemistry medicine.all medicine.mesh"
sexta,3,37,"noun.animal medicine.mesh agriculture"
surgeon,3,36,"noun.person medicine.all tool.artifact"
anorectum,3,35,"anatomy disease cell"
herbicides,3,35,"medicine.mesh tool.artifact agriculture"
milligram,3,35,"noun.quantity physics.unit medicine.all"
riboside,3,35,"medicine.sign medicine.all medicine.mesh"
thiocyanate,3,35,"noun.substance medicine.all medicine.mesh"
tqp,3,35,"disease medicine.all tool.artifact"
ferulate,3,34,"chemistry medicine.all medicine.mesh"
gable,3,34,"noun.person noun.artifact tool.artifact"
marcescens,3,34,"noun.animal medicine.all medicine.mesh"
spaniel,3,34,"noun.animal disease medicine.all"
deacetylase,3,33,"anatomy medicine.all medicine.mesh"
lactamase,3,33,"noun.substance medicine.all medicine.mesh"
lasers,3,33,"medicine.mesh tool.artifact agriculture"
longipes,3,33,"noun.plant medicine.mesh agriculture"
mediterranea,3,33,"medicine.all medicine.mesh agriculture"
sativus,3,33,"noun.plant medicine.mesh agriculture"
alkaloids,3,32,"medicine.all medicine.mesh agriculture"
citri,3,32,"noun.animal medicine.mesh agriculture"
elevators,3,32,"medicine.mesh tool.artifact agriculture"
endopeptidase,3,32,"disease medicine.all medicine.mesh"
stretchers,3,32,"medicine.mesh tool.artifact clothing"
thioguanine,3,32,"noun.artifact medicine.all medicine.mesh"
bitartrate,3,31,"noun.substance medicine.all medicine.mesh"
qter,3,31,"disease medicine.all medicine.mesh"
auger,3,30,"noun.artifact medicine.all tool.artifact"
benzothiazole,3,30,"chemistry medicine.mesh tool.artifact"
dispensers,3,30,"medicine.mesh tool.artifact agriculture"
epidermidis,3,30,"medicine.all medicine.mesh agriculture"
ganglioside,3,30,"medicine.sign medicine.all medicine.mesh"
mutabilis,3,30,"noun.plant medicine.mesh agriculture"
parva,3,30,"noun.animal medicine.mesh agriculture"
agencies,3,29,"medicine.mesh tool.artifact agriculture"
albida,3,29,"noun.animal medicine.mesh agriculture"
atlanticus,3,29,"noun.animal medicine.mesh agriculture"
haired,3,29,"noun.animal adj.all medicine.all"
hallucinations,3,29,"medicine.sign medicine.all medicine.mesh"
irinotecan,3,29,"disease medicine.all medicine.mesh"
outerwear,3,29,"noun.artifact tool.artifact clothing"
papillomatosis,3,29,"disease medicine.all medicine.mesh"
abl,3,28,"disease medicine.all medicine.mesh"
architects,3,28,"medicine.all tool.artifact economics"
arcticus,3,28,"noun.animal medicine.mesh agriculture"
aurantiacum,3,28,"noun.plant medicine.mesh agriculture"
colliculus,3,28,"noun.body anatomy medicine.mesh"
metalworking,3,28,"noun.act noun.artifact tool.artifact"
tromethamine,3,28,"noun.artifact medicine.all medicine.mesh"
zither,3,28,"noun.artifact tool.artifact music"
anaemia,3,27,"noun.state medicine.mesh agriculture"
consortium,3,27,"noun.group medicine.all tool.artifact"
deciliter,3,27,"noun.quantity physics.unit medicine.all"
iva,3,27,"noun.plant medicine.all medicine.mesh"
krt,3,27,"disease medicine.all medicine.mesh"
oxazolidinone,3,27,"chemistry medicine.all medicine.mesh"
oxoanion,3,27,"anatomy disease environment"
tropica,3,27,"medicine.all medicine.mesh agriculture"
aquatilis,3,26,"noun.plant medicine.all medicine.mesh"
chordophone,3,26,"noun.artifact tool.artifact music"
cresol,3,26,"noun.substance medicine.all medicine.mesh"
cylindrica,3,26,"noun.plant medicine.mesh agriculture"
globosa,3,26,"noun.plant medicine.mesh agriculture"
heaters,3,26,"medicine.all tool.artifact agriculture"
lactam,3,26,"disease medicine.all medicine.mesh"
percentile,3,26,"noun.cognition medicine.sign medicine.all"
solanacearum,3,26,"noun.animal medicine.mesh agriculture"
sulcata,3,26,"noun.plant medicine.mesh agriculture"
zwitterion,3,26,"anatomy disease medicine.mesh"
anabaena,3,25,"environment medicine.mesh agriculture"
applicator,3,25,"noun.artifact medicine.all tool.artifact"
aspera,3,25,"noun.plant medicine.mesh agriculture"
condenser,3,25,"noun.artifact tool.artifact music"
engineer's,3,25,"noun.quantity tool.artifact clothing"
exhibitions,3,25,"medicine.mesh tool.artifact agriculture"
fimbriata,3,25,"noun.plant medicine.mesh agriculture"
insignis,3,25,"noun.plant medicine.mesh agriculture"
liqueur,3,25,"noun.food noun.artifact tool.artifact"
mahjong,3,25,"noun.act tool.artifact sport"
metacarpals,3,25,"disease medicine.sign medicine.mesh"
mollis,3,25,"noun.plant medicine.mesh agriculture"
pentahydrate,3,25,"medicine.all medicine.mesh tool.artifact"
rnf,3,25,"disease medicine.all medicine.mesh"
separator,3,25,"noun.artifact medicine.all tool.artifact"
variegatus,3,25,"noun.animal medicine.mesh agriculture"
znf,3,25,"disease medicine.all medicine.mesh"
chlamydomonas,3,24,"noun.animal medicine.mesh agriculture"
cypa,3,24,"disease medicine.all medicine.mesh"
dealer,3,24,"noun.person noun.group tool.artifact"
gilding,3,24,"noun.artifact noun.substance tool.artifact"
gregaria,3,24,"environment medicine.mesh agriculture"
inactivated,3,24,"medicine.all medicine.mesh agriculture"
ladle,3,24,"noun.artifact verb.contact tool.artifact"
liners,3,24,"medicine.mesh tool.artifact agriculture"
mutans,3,24,"medicine.all medicine.mesh agriculture"
striatus,3,24,"noun.animal medicine.mesh agriculture"
supplier,3,24,"noun.person medicine.all tool.artifact"
tbx,3,24,"disease medicine.all medicine.mesh"
architect,3,23,"noun.person medicine.all tool.artifact"
begonia,3,23,"noun.plant medicine.mesh agriculture"
cytarabine,3,23,"medicine.sign medicine.all medicine.mesh"
eyesight,3,23,"noun.cognition medicine.all tool.artifact"
gambiae,3,23,"disease medicine.mesh agriculture"
liposome,3,23,"noun.body medicine.all medicine.mesh"
meridionalis,3,23,"disease medicine.mesh agriculture"
myelination,3,23,"anatomy disease medicine.sign"
piceae,3,23,"noun.animal medicine.mesh agriculture"
piperazine,3,23,"noun.artifact medicine.all medicine.mesh"
robustus,3,23,"noun.animal medicine.mesh agriculture"
steak,3,23,"noun.food noun.artifact tool.artifact"
toluidine,3,23,"medicine.all medicine.mesh tool.artifact"
ambigua,3,22,"noun.plant medicine.mesh agriculture"
aminobenzoate,3,22,"noun.artifact medicine.all medicine.mesh"
calcifications,3,22,"disease medicine.sign medicine.mesh"
cfap,3,22,"disease medicine.all medicine.mesh"
citrina,3,22,"noun.plant medicine.mesh agriculture"
filiformis,3,22,"medicine.all medicine.mesh agriculture"
glycoproteins,3,22,"disease medicine.mesh agriculture"
hirsuta,3,22,"noun.plant medicine.mesh agriculture"
insecticides,3,22,"medicine.mesh tool.artifact agriculture"
lineatus,3,22,"noun.animal medicine.mesh agriculture"
malonate,3,22,"disease medicine.all medicine.mesh"
microgram,3,22,"noun.quantity physics.unit medicine.all"
parvula,3,22,"medicine.all medicine.mesh agriculture"
practitioner,3,22,"noun.person medicine.all medicine.mesh"
prostatectomy,3,22,"noun.act medicine.all medicine.mesh"
pruinosa,3,22,"noun.plant medicine.mesh agriculture"
psychologist,3,22,"noun.person medicine.all tool.artifact"
pulchella,3,22,"noun.plant medicine.mesh agriculture"
trowel,3,22,"noun.artifact verb.contact tool.artifact"
alata,3,21,"noun.plant medicine.mesh agriculture"
aurantia,3,21,"noun.plant noun.animal medicine.mesh"
aureum,3,21,"noun.plant medicine.mesh agriculture"
cisplatin,3,21,"disease medicine.all medicine.mesh"
converter,3,21,"noun.artifact medicine.all tool.artifact"
cooperatives,3,21,"tool.artifact agriculture economics"
coumarin,3,21,"disease medicine.all medicine.mesh"
cyanoacrylate,3,21,"environment medicine.mesh tool.artifact"
fragrans,3,21,"noun.plant medicine.mesh agriculture"
microspheres,3,21,"medicine.all medicine.mesh tool.artifact"
minutum,3,21,"medicine.all medicine.mesh agriculture"
penstemon,3,21,"noun.plant medicine.mesh agriculture"
plantarum,3,21,"medicine.all medicine.mesh agriculture"
publications,3,21,"medicine.mesh tool.artifact agriculture"
ramosa,3,21,"noun.plant medicine.mesh agriculture"
ribonuclease,3,21,"noun.substance medicine.all medicine.mesh"
