name_code,latin,chinese,pinyin,literal,tune,from,half,open,said_genus,said_species
T20171000110395,"Pteris heteromorpha","凤尾蕨属长尾凤尾蕨","fèng wěi jué shǔ cháng wěi fèng wěi jué","fan + fern | varied + form","fidjosp lixlyeg","latin","","","fidjosp","lixlyeg"
T20171000110397,"Pteris hirsutissima","凤尾蕨属微毛凤尾蕨","fèng wěi jué shǔ wēi máo fèng wěi jué","fan + fern | bristly + snub-nosed","fidjosp zuktsnabnoz","latin","","","fidjosp","zuktsnabnoz"
T20171000110398,"Pteris hui","凤尾蕨属胡氏凤尾蕨","fèng wěi jué shǔ hú shì fèng wěi jué","fan + fern | pig","fidjosp pig","latin","","","fidjosp","pig"
T20171000110399,"Pteris inaequalis","凤尾蕨属中华凤尾蕨","fèng wěi jué shǔ zhōng huá fèng wěi jué","fan + fern | unequal","fidjosp vaikt","latin","","","fidjosp","vaikt"
T20171000110404,"Pteris insignis","凤尾蕨属全缘凤尾蕨","fèng wěi jué shǔ quán yuán fèng wěi jué","fan + fern | extraordinary","fidjosp frib","latin","","","fidjosp","frib"
T20171000110407,"Pteris kawabatae","凤尾蕨属无柄凤尾蕨","fèng wěi jué shǔ wú bǐng fèng wěi jué","fan + fern | without + stalk","fidjosp nifstok","chinese","","","fidjosp","nifstok"
T20171000110408,"Pteris kidoi","凤尾蕨属城户氏凤尾蕨","fèng wěi jué shǔ chéng hù shì fèng wěi jué","fan + fern | city + door","fidjosp xuqcaig","folk","","","fidjosp","xuqcaig"
T20171000110409,"Pteris kiuschiuensis","凤尾蕨属平羽凤尾蕨","fèng wěi jué shǔ píng yǔ fèng wěi jué","fan + fern | flat + feather","fidjosp nujlxais","chinese","","","fidjosp","nujlxais"
T20171000110411,"Pteris liboensis","凤尾蕨属荔波凤尾蕨","fèng wěi jué shǔ lì bō fèng wěi jué","fan + fern | lichee + waves","fidjosp crumwev","chinese","","","fidjosp","crumwev"
T20171000110412,"Pteris longipes","凤尾蕨属三轴凤尾蕨","fèng wěi jué shǔ sān zhóu fèng wěi jué","fan + fern | long-legged","fidjosp loqleg","latin","","","fidjosp","loqleg"
T20171000110417,"Pteris longipinna","凤尾蕨属长叶凤尾蕨","fèng wěi jué shǔ cháng yè fèng wěi jué","fan + fern | long + Penne","fidjosp loq","latin","","","fidjosp","loq"
T20171000110418,"Pteris longipinnula","凤尾蕨属翠绿凤尾蕨","fèng wěi jué shǔ cuì lǜ fèng wěi jué","fan + fern | long + wing","fidjosp loqdoz","latin","","","fidjosp","loqdoz"
T20171000110424,"Pteris maclurei","凤尾蕨属两广凤尾蕨","fèng wěi jué shǔ liǎng guǎng fèng wěi jué","fan + fern | badly + action","fidjosp vatsdeC","latin","","","fidjosp","vatsdeC"
T20171000110426,"Pteris maclurioides","凤尾蕨属岭南凤尾蕨","fèng wěi jué shǔ lǐng nán fèng wěi jué","fan + fern | badly + fair wind","fidjosp vatboxwind","latin","","","fidjosp","vatboxwind"
T20171000110427,"Pteris majestica","凤尾蕨属硕大凤尾蕨","fèng wěi jué shǔ shuò dà fèng wěi jué","fan + fern | great + big","fidjosp gretbig","chinese","","majesty","fidjosp","gretbig"
T20171000110428,"Pteris malipoensis","凤尾蕨属大羽半边旗","fèng wěi jué shǔ dà yǔ bàn biān qí","fan + fern | border + stone + hill","fidjosp borstonhuz","latin","","","fidjosp","borstonhuz"
T20171000110429,"Pteris menglaensis","凤尾蕨属勐腊凤尾蕨","fèng wěi jué shǔ měng là fèng wěi jué","fan + fern | imperial degree + year-end sacrifice","fidjosp xloskezlyezneqbizgev","chinese","","","fidjosp","xloskezlyezneqbizgev"
T20171000110430,"Pteris morii","凤尾蕨属琼南凤尾蕨","fèng wěi jué shǔ qióng nán fèng wěi jué","fan + fern | jade + south","fidjosp gromlut","chinese","","","fidjosp","gromlut"
T20171000110431,"Pteris multifida","凤尾蕨属井栏边草","fèng wěi jué shǔ jǐng lán biān cǎo","fan + fern | plural + split","fidjosp split","latin","","","fidjosp","split"
T20171000110433,"Pteris nanlingensis","凤尾蕨属南岭凤尾蕨","fèng wěi jué shǔ nán lǐng fèng wěi jué","fan + fern | south + mountain ridge","fidjosp lutmantridj","chinese","","","fidjosp","lutmantridj"
T20171000110434,"Pteris nipponica","凤尾蕨属日本凤尾蕨","fèng wěi jué shǔ rì běn fèng wěi jué","fan + fern | sun + root","fidjosp sanpuj","chinese","","","fidjosp","sanpuj"
T20171000110435,"Pteris obtusiloba","凤尾蕨属江西凤尾蕨","fèng wěi jué shǔ jiāng xī fèng wěi jué","fan + fern | struck + straw","fidjosp xoqtaum","latin","","","fidjosp","xoqtaum"
T20171000110436,"Pteris occidentalisinica","凤尾蕨属华西凤尾蕨","fèng wěi jué shǔ huá xī fèng wěi jué","fan + fern | western + act of winning","fidjosp webraCnizlof","latin","","","fidjosp","webraCnizlof"
T20171000110437,"Pteris olivacea","凤尾蕨属长羽凤尾蕨","fèng wěi jué shǔ cháng yǔ fèng wěi jué","fan + fern | olive + Keos","fidjosp gleC","latin","","","fidjosp","gleC"
T20171000110438,"Pteris oshimensis","凤尾蕨属斜羽凤尾蕨","fèng wěi jué shǔ xié yǔ fèng wěi jué","fan + fern | slanting + feather","fidjosp slantxais","chinese","","","fidjosp","slantxais"
T20171000110441,"Pteris paucipinnula","凤尾蕨属稀羽凤尾蕨","fèng wěi jué shǔ xī yǔ fèng wěi jué","fan + fern | few + wing","fidjosp cemdoz","latin","","","fidjosp","cemdoz"
T20171000110442,"Pteris plumbea","凤尾蕨属栗柄凤尾蕨","fèng wěi jué shǔ lì bǐng fèng wěi jué","fan + fern | leaden","fidjosp lad","latin","","","fidjosp","lad"
T20171000110444,"Pteris pseudopellucida","凤尾蕨属单叶凤尾蕨","fèng wěi jué shǔ dān yè fèng wěi jué","fan + fern | false + transparent","fidjosp cetazg","latin","","","fidjosp","cetazg"
T20171000110446,"Pteris puberula","凤尾蕨属柔毛凤尾蕨","fèng wěi jué shǔ róu máo fèng wěi jué","fan + fern | adult + scar","fidjosp caizlskaz","latin","","","fidjosp","caizlskaz"
T20171000110447,"Pteris quadristipitis","凤尾蕨属方柄凤尾蕨","fèng wěi jué shǔ fāng bǐng fèng wěi jué","fan + fern | four + trunk","fidjosp boqtaitx","latin","","","fidjosp","boqtaitx"
T20171000110448,"Pteris quinquefoliata","凤尾蕨属五叶凤尾蕨","fèng wěi jué shǔ wǔ yè fèng wěi jué","fan + fern | five + leafy","fidjosp tenlif","latin","","","fidjosp","tenlif"
T20171000110450,"Pteris ryukyuensis","凤尾蕨属琉球凤尾蕨","fèng wěi jué shǔ liú qiú fèng wěi jué","fan + fern | sparkling stone + ball","fidjosp mauvstonbal","chinese","","","fidjosp","mauvstonbal"
T20171000110451,"Pteris scabririgens","凤尾蕨属糙坚凤尾蕨","fèng wěi jué shǔ cāo jiān fèng wěi jué","fan + fern | rough + rigid","fidjosp rafspuv","latin","","","fidjosp","rafspuv"
T20171000110452,"Pteris scabristipes","凤尾蕨属红柄凤尾蕨","fèng wěi jué shǔ hóng bǐng fèng wěi jué","fan + fern | rough + trunk","fidjosp raftaitx","latin","","","fidjosp","raftaitx"
T20171000110453,"Pteris semipinnata","凤尾蕨属半边旗","fèng wěi jué shǔ bàn biān qí","fan + fern | half + feather-shaped","fidjosp hafxaisfiq","latin","","","fidjosp","hafxaisfiq"
T20171000110454,"Pteris setulosocostulata","凤尾蕨属有刺凤尾蕨","fèng wěi jué shǔ yǒu cì fèng wěi jué","fan + fern | bristle + whole + twenty + redwing + provided with","fidjosp zuktholdaimpredoz","latin","","","fidjosp","zuktholdaimpredoz"
T20171000110455,"Pteris splendida","凤尾蕨属隆林凤尾蕨","fèng wěi jué shǔ lóng lín fèng wěi jué","fan + fern | splendid","fidjosp swem","latin","","","fidjosp","swem"
T20171000110457,"Pteris stenophylla","凤尾蕨属狭羽凤尾蕨","fèng wěi jué shǔ xiá yǔ fèng wěi jué","fan + fern | narrow + leaf","fidjosp woiqlif","latin","","","fidjosp","woiqlif"
T20171000110460,"Pteris subquinata","凤尾蕨属勐海凤尾蕨","fèng wěi jué shǔ měng hǎi fèng wěi jué","fan + fern | under + why not","fidjosp mixwonfiz","latin","","","fidjosp","mixwonfiz"
T20171000110463,"Pteris taiwanensis","凤尾蕨属台湾凤尾蕨","fèng wěi jué shǔ tái wān fèng wěi jué","fan + fern | terrace + bay","fidjosp cendjlpaid","latin","","","fidjosp","cendjlpaid"
T20171000110464,"Pteris terminalis","凤尾蕨属溪边凤尾蕨","fèng wěi jué shǔ xī biān fèng wěi jué","fan + fern | boundary","fidjosp bod","latin","","","fidjosp","bod"
T20171000110471,"Pteris tripartita","凤尾蕨属三叉凤尾蕨","fèng wěi jué shǔ sān chà fèng wěi jué","fan + fern | threefold","fidjosp demzov","latin","","","fidjosp","demzov"
T20171000110475,"Pteris undulatipinna","凤尾蕨属波叶凤尾蕨","fèng wěi jué shǔ bō yè fèng wěi jué","fan + fern | wavy + Penne","fidjosp wev","latin","","","fidjosp","wev"
T20171000110476,"Pteris venusta","凤尾蕨属爪哇凤尾蕨","fèng wěi jué shǔ zhǎo wā fèng wěi jué","fan + fern | charming","fidjosp txarm","latin","","","fidjosp","txarm"
T20171000110478,"Pteris viridissima","凤尾蕨属绿轴凤尾蕨","fèng wěi jué shǔ lǜ zhóu fèng wěi jué","fan + fern | verdant + exist","fidjosp faiqkes","latin","","","fidjosp","faiqkes"
T20171000110479,"Pteris vittata","凤尾蕨属蜈蚣凤尾蕨","fèng wěi jué shǔ wú gōng fèng wěi jué","fan + fern | banded","fidjosp com","latin","","","fidjosp","com"
T20171000110481,"Pteris wallichiana","凤尾蕨属西南凤尾蕨","fèng wěi jué shǔ xī nán fèng wěi jué","fan + fern | west + south","fidjosp weblut","chinese","","","fidjosp","weblut"
T20171000110489,"Pteris xiaoyingiae","凤尾蕨属筱英凤尾蕨","fèng wěi jué shǔ xiǎo yīng fèng wěi jué","fan + fern | dwarf bamboo + petal","fidjosp budjhoibfais","chinese","","","fidjosp","budjhoibfais"
T20171000110519,"Dennstaedtia scandens","大碗蕨属刺柄碗蕨","dà wǎn jué shǔ cì bǐng wǎn jué","big + bowl + fern | climbing","bigboljosp vikt","chinese","","","bigboljosp","vikt"
T20171000110531,"Histiopteris incisa","栗蕨属栗蕨","lì jué shǔ lì jué","one + honor + wing | dissected","medwoxdoz txid","latin","","","medwoxdoz","txid"
T20171000110539,"Hypolepis alpina","姬蕨属台湾姬蕨","jī jué shǔ tái wān jī jué","under + scale | platform + bay","mixkij hoCpaid","chinese","","","mixkij","hoCpaid"
T20171000110544,"Hypolepis glabrescens","姬蕨属亚光姬蕨","jī jué shǔ yà guāng jī jué","under + scale | bald","mixkij foin","latin","","","mixkij","foin"
T20171000110545,"Hypolepis pallida","姬蕨属灰姬蕨","jī jué shǔ huī jī jué","under + scale | pale","mixkij pant","latin","","","mixkij","pant"
T20171000110549,"Hypolepis polypodioides","姬蕨属无腺姬蕨","jī jué shǔ wú xiàn jī jué","under + scale | many + foot","mixkij lixpof","latin","","","mixkij","lixpof"
T20171000110557,"Hypolepis punctata","姬蕨属姬蕨","jī jué shǔ jī jué","under + scale | punctuated","mixkij flog","latin","","","mixkij","flog"
T20171000110563,"Hypolepis resistens","姬蕨属密毛姬蕨","jī jué shǔ mì máo jī jué","under + scale | remaining","mixkij nizb","latin","","","mixkij","nizb"
T20171000110568,"Hypolepis tenera","姬蕨属狭叶姬蕨","jī jué shǔ xiá yè jī jué","under + scale | tender","mixkij tend","latin","","","mixkij","tend"
T20171000110569,"Hypolepis tenuifolia","姬蕨属细叶姬蕨","jī jué shǔ xì yè jī jué","under + scale | finely + leaf","mixkij cuslif","latin","","","mixkij","cuslif"
T20171000110577,"Microlepia boluoensis","鳞盖蕨属博罗鳞盖蕨","lín gài jué shǔ bó luó lín gài jué","","","latin","kijlxefjosp","","kijlxefjosp",""
T20171000110578,"Microlepia chrysocarpa","鳞盖蕨属金果鳞盖蕨","lín gài jué shǔ jīn guǒ lín gài jué","scale + cover + fern | golden-berried","kijlxefjosp gumzunt","chinese","","","kijlxefjosp","gumzunt"
T20171000110579,"Microlepia crassa","鳞盖蕨属革质鳞盖蕨","lín gài jué shǔ gé zhì lín gài jué","scale + cover + fern | dense","kijlxefjosp saux","chinese","","","kijlxefjosp","saux"
T20171000110580,"Microlepia firma","鳞盖蕨属长托鳞盖蕨","lín gài jué shǔ cháng tuō lín gài jué","scale + cover + fern | strong","kijlxefjosp stroq","chinese","","","kijlxefjosp","stroq"
T20171000110581,"Microlepia hancei","鳞盖蕨属华南鳞盖蕨","lín gài jué shǔ huá nán lín gài jué","scale + cover + fern | flowery + south","kijlxefjosp xaflut","chinese","","","kijlxefjosp","xaflut"
T20171000110585,"Microlepia hookeriana","鳞盖蕨属虎克鳞盖蕨","lín gài jué shǔ hǔ kè lín gài jué","scale + cover + fern | tiger + gram","kijlxefjosp fendjlgram","chinese","","","kijlxefjosp","fendjlgram"
T20171000110594,"Microlepia khasiyana","鳞盖蕨属西南鳞盖蕨","lín gài jué shǔ xī nán lín gài jué","scale + cover + fern | chasm + collection","kijlxefjosp xizlsplitlok","chinese","","","kijlxefjosp","xizlsplitlok"
T20171000110600,"Microlepia krameri","鳞盖蕨属克氏鳞盖蕨","lín gài jué shǔ kè shì lín gài jué","","","latin","kijlxefjosp","","kijlxefjosp",""
T20171000110601,"Microlepia kurzii","鳞盖蕨属毛阔叶鳞盖蕨","lín gài jué shǔ máo kuò yè lín gài jué","scale + cover + fern | hair + broad + leaf","kijlxefjosp cexbrodlif","chinese","","","kijlxefjosp","cexbrodlif"
T20171000110604,"Microlepia marginata","鳞盖蕨属边缘鳞盖蕨","lín gài jué shǔ biān yuán lín gài jué","scale + cover + fern | marl + daughter","kijlxefjosp woitlaimdes","chinese","","","kijlxefjosp","woitlaimdes"
T20171000110626,"Microlepia matthewii","鳞盖蕨属岭南鳞盖蕨","lín gài jué shǔ lǐng nán lín gài jué","scale + cover + fern | mountain ridge + south","kijlxefjosp mantridjlut","chinese","","","kijlxefjosp","mantridjlut"
T20171000110628,"Microlepia membranacea","鳞盖蕨属膜质鳞盖蕨","lín gài jué shǔ mó zhì lín gài jué","scale + cover + fern | membranous","kijlxefjosp klov","chinese","","","kijlxefjosp","klov"
T20171000110629,"Microlepia modesta","鳞盖蕨属皖南鳞盖蕨","lín gài jué shǔ wǎn nán lín gài jué","scale + cover + fern | moderate","kijlxefjosp fruf","chinese","","","kijlxefjosp","fruf"
T20171000110630,"Microlepia obtusiloba","鳞盖蕨属团羽鳞盖蕨","lín gài jué shǔ tuán yǔ lín gài jué","scale + cover + fern | struck + straw","kijlxefjosp xoqtaum","chinese","","","kijlxefjosp","xoqtaum"
T20171000110637,"Microlepia platyphylla","鳞盖蕨属阔叶鳞盖蕨","lín gài jué shǔ kuò yè lín gài jué","scale + cover + fern | flat + leaf","kijlxefjosp nujlif","chinese","","","kijlxefjosp","nujlif"
T20171000110640,"Microlepia pseudostrigosa","鳞盖蕨属假粗毛鳞盖蕨","lín gài jué shǔ jiǎ cū máo lín gài jué","scale + cover + fern | false + lean","kijlxefjosp cetlin","chinese","","","kijlxefjosp","cetlin"
T20171000110648,"Microlepia rhomboidea","鳞盖蕨属斜方鳞盖蕨","lín gài jué shǔ xié fāng lín gài jué","scale + cover + fern | rhomboidal","kijlxefjosp kwuz","chinese","","","kijlxefjosp","kwuz"
T20171000110656,"Microlepia speluncae","鳞盖蕨属热带鳞盖蕨","lín gài jué shǔ rè dài lín gài jué","scale + cover + fern | hot + belt","kijlxefjosp yaigauf","chinese","","","kijlxefjosp","yaigauf"
T20171000110683,"Microlepia strigosa","鳞盖蕨属粗毛鳞盖蕨","lín gài jué shǔ cū máo lín gài jué","scale + cover + fern | lean","kijlxefjosp lin","chinese","","","kijlxefjosp","lin"
T20171000110694,"Microlepia substrigosa","鳞盖蕨属亚粗毛鳞盖蕨","lín gài jué shǔ yà cū máo lín gài jué","scale + cover + fern | under + lean","kijlxefjosp mixlin","chinese","","","kijlxefjosp","mixlin"
T20171000110695,"Microlepia subtrichosticha","鳞盖蕨属尖山鳞盖蕨","lín gài jué shǔ jiān shān lín gài jué","scale + cover + fern | sharp + mountain","kijlxefjosp wempmant","chinese","","subter (under","kijlxefjosp","wempmant"
T20171000110696,"Microlepia tenera","鳞盖蕨属薄叶鳞盖蕨","lín gài jué shǔ báo yè lín gài jué","scale + cover + fern | tender","kijlxefjosp tend","chinese","","","kijlxefjosp","tend"
T20171000110700,"Microlepia todayensis","鳞盖蕨属乔大鳞盖蕨","lín gài jué shǔ qiáo dà lín gài jué","scale + cover + fern | tall + big","kijlxefjosp tolbig","chinese","","","kijlxefjosp","tolbig"
T20171000110704,"Microlepia trapeziformis","鳞盖蕨属针毛鳞盖蕨","lín gài jué shǔ zhēn máo lín gài jué","scale + cover + fern | needle + hair","kijlxefjosp maucex","chinese","","trapezoid","kijlxefjosp","maucex"
T20171000110710,"Microlepia trichocarpa","鳞盖蕨属毛果鳞盖蕨","lín gài jué shǔ máo guǒ lín gài jué","scale + cover + fern | hair + fruit","kijlxefjosp cexfrut","chinese","","","kijlxefjosp","cexfrut"
T20171000110715,"Monachosorum flagellare","稀子蕨属尾叶稀子蕨","xī zǐ jué shǔ wěi yè xī zǐ jué","single + distress | whip + threshing floor","pauxbuqk wipwiqkclflor","latin","","","pauxbuqk","wipwiqkclflor"
T20171000110723,"Monachosorum henryi","稀子蕨属稀子蕨","xī zǐ jué shǔ xī zǐ jué","rare + seed + fern","yiCsidjosp","chinese","","","pauxbuqk",""
T20171000110727,"Monachosorum maximowiczii","稀子蕨属岩穴蕨","xī zǐ jué shǔ yán xué jué","single + distress","","latin","pauxbuqk","","pauxbuqk",""
T20171000110735,"Paesia taiwanensis","曲轴蕨属台湾曲轴蕨","qū zhóu jué shǔ tái wān qū zhóu jué","bent + axle + fern | terrace + bay","xondbozlyoCjosp cendjlpaid","chinese","","","xondbozlyoCjosp","cendjlpaid"
T20171000110737,"Pteridium aquilinum","蕨属","jué shǔ","hill + fern | aquiline","","latin","huzjosp","aquiline","huzjosp",""
T20171000110746,"Pteridium esculentum","蕨属食蕨","jué shǔ shí jué","hill + fern | edible","huzjosp yugd","latin","","","huzjosp","yugd"
T20171000110748,"Pteridium falcatum","蕨属镰羽蕨","jué shǔ lián yǔ jué","hill + fern | curved","huzjosp coj","latin","","","huzjosp","coj"
T20171000110749,"Pteridium lineare","蕨属长羽蕨","jué shǔ cháng yǔ jué","hill + fern | linear","huzjosp lanlik","latin","","","huzjosp","lanlik"
T20171000110750,"Pteridium revolutum","蕨属毛轴蕨","jué shǔ máo zhóu jué","hill + fern | revolved","huzjosp twus","latin","","","huzjosp","twus"
T20171000110759,"Pteridium yunnanense","蕨属云南蕨","jué shǔ yún nán jué","hill + fern | cloud + south","huzjosp klaudlut","latin","","","huzjosp","klaudlut"
T20171000110761,"Taenitis blechnoides","竹叶蕨属竹叶蕨","zhú yè jué shǔ zhú yè jué","band + extended form | male fern","comzoin mofjosp","latin","","","comzoin","mofjosp"
T20171000110766,"Acystopteris japonica","亮毛蕨属亮毛蕨","liàng máo jué shǔ liàng máo jué","to + to stand + wing | sun + begin + land","ritritstandoz sanriCland","latin","","","ritritstandoz","sanriCland"
T20171000110768,"Acystopteris taiwaniana","亮毛蕨属台湾亮毛蕨","liàng máo jué shǔ tái wān liàng máo jué","to + to stand + wing | terrace + bay","ritritstandoz cendjlpaid","latin","","","ritritstandoz","cendjlpaid"
T20171000110771,"Acystopteris tenuisecta","亮毛蕨属禾秆亮毛蕨","liàng máo jué shǔ hé gǎn liàng máo jué","to + to stand + wing | finely + cut","ritritstandoz cuspeC","latin","","","ritritstandoz","cuspeC"
T20171000110783,"Cystopteris chinensis","冷蕨属光叶蕨","lěng jué shǔ guāng yè jué","cystic + species of fern | middle + land","pavswisnizjosp modland","latin","","","pavswisnizjosp","modland"
T20171000110785,"Cystopteris deqinensis","冷蕨属德钦冷蕨","lěng jué shǔ dé qīn lěng jué","cystic + species of fern | ethics + respect","pavswisnizjosp krevwug","chinese","","","pavswisnizjosp","krevwug"
T20171000110786,"Cystopteris dickieana","冷蕨属皱孢冷蕨","lěng jué shǔ zhòu bāo lěng jué","cystic + species of fern | wrinkles + spore","pavswisnizjosp jaupsidcisk","chinese","","","pavswisnizjosp","jaupsidcisk"
T20171000110792,"Cystopteris fragilis","冷蕨属冷蕨","lěng jué shǔ lěng jué","cystic + species of fern | fragile","pavswisnizjosp Codmait","latin","","","pavswisnizjosp","Codmait"
T20171000110800,"Cystopteris guizhouensis","冷蕨属贵州冷蕨","lěng jué shǔ guì zhōu lěng jué","cystic + species of fern | expensive + administrative division","pavswisnizjosp xlemwuzbrpiC","chinese","","","pavswisnizjosp","xlemwuzbrpiC"
T20171000110801,"Cystopteris kansuana","冷蕨属西宁冷蕨","lěng jué shǔ xī níng lěng jué","cystic + species of fern | west + calm","pavswisnizjosp webkam","chinese","","","pavswisnizjosp","webkam"
T20171000110803,"Cystopteris modesta","冷蕨属卷叶冷蕨","lěng jué shǔ juǎn yè lěng jué","cystic + species of fern | moderate","pavswisnizjosp fruf","latin","","","pavswisnizjosp","fruf"
T20171000110804,"Cystopteris montana","冷蕨属高山冷蕨","lěng jué shǔ gāo shān lěng jué","cystic + species of fern | montane","pavswisnizjosp mant","latin","","","pavswisnizjosp","mant"
T20171000110814,"Cystopteris moupinensis","冷蕨属宝兴冷蕨","lěng jué shǔ bǎo xīng lěng jué","cystic + species of fern | steep + forest + edge","pavswisnizjosp stiphaimdaj","latin","","","pavswisnizjosp","stiphaimdaj"
T20171000110819,"Cystopteris pellucida","冷蕨属膜叶冷蕨","lěng jué shǔ mó yè lěng jué","cystic + species of fern | transparent","pavswisnizjosp tazg","latin","","","pavswisnizjosp","tazg"
T20171000110824,"Cystopteris sudetica","冷蕨属欧洲冷蕨","lěng jué shǔ ōu zhōu lěng jué","cystic + species of fern | stake","pavswisnizjosp daig","latin","","","pavswisnizjosp","daig"
T20171000110827,"Cystopteris tibetica","冷蕨属藏冷蕨","lěng jué shǔ zàng lěng jué","cystic + species of fern | west + hoard","pavswisnizjosp webhord","latin","","","pavswisnizjosp","webhord"
T20171000110829,"Gymnocarpium altaycum","羽节蕨属密腺羽节蕨","yǔ jié jué shǔ mì xiàn yǔ jié jué","naked + fruit | dense + gland","blijfrut sauxgland","chinese","","","blijfrut","sauxgland"
T20171000110830,"Gymnocarpium dryopteris","羽节蕨属欧洲羽节蕨","yǔ jié jué shǔ ōu zhōu yǔ jié jué","naked + fruit | black oak-fern","blijfrut bulbagdjosp","latin","","","blijfrut","bulbagdjosp"
T20171000110836,"Gymnocarpium jessoense","羽节蕨属羽节蕨","yǔ jié jué shǔ yǔ jié jué","feather + joint + fern","xaisdjointjosp","chinese","","","blijfrut",""
T20171000110846,"Gymnocarpium oyamense","羽节蕨属东亚羽节蕨","yǔ jié jué shǔ dōng yà yǔ jié jué","naked + fruit | east","blijfrut rog","chinese","","","blijfrut","rog"
T20171000110865,"Gymnocarpium remotepinnatum","羽节蕨属细裂羽节蕨","yǔ jié jué shǔ xì liè yǔ jié jué","naked + fruit | remote + feather-shaped","blijfrut yaqkxaisfiq","latin","","","blijfrut","yaqkxaisfiq"
T20171000110871,"Diplaziopsis brunoniana","肠蕨属阔羽肠蕨","cháng jué shǔ kuò yǔ cháng jué","intestine + fern | broad + feather","Cotxljosp brodxais","chinese","","","Cotxljosp","brodxais"
T20171000110875,"Diplaziopsis cavaleriana","肠蕨属川黔肠蕨","cháng jué shǔ chuān qián cháng jué","intestine + fern | stream + black","Cotxljosp strimbul","chinese","","","Cotxljosp","strimbul"
T20171000110881,"Diplaziopsis javanica","肠蕨属肠蕨","cháng jué shǔ cháng jué","intestine + fern","Cotxljosp","chinese","","","Cotxljosp",""
T20171000110887,"Asplenium adiantum-nigrum","铁角蕨属黑色铁角蕨","tiě jiǎo jué shǔ hēi sè tiě jiǎo jué","miltwaste + forms instrument nouns | black + color","splinplantformduzfliz bulglor","chinese","","","splinplantformduzfliz","bulglor"
T20171000110891,"Asplenium adnatum","铁角蕨属合生铁角蕨","tiě jiǎo jué shǔ hé shēng tiě jiǎo jué","miltwaste + forms instrument nouns | holy","splinplantformduzfliz biz","latin","","","splinplantformduzfliz","biz"
T20171000110892,"Asplenium aethiopicum","铁角蕨属西南铁角蕨","tiě jiǎo jué shǔ xī nán tiě jiǎo jué","miltwaste + forms instrument nouns | west + south","splinplantformduzfliz weblut","chinese","","","splinplantformduzfliz","weblut"
T20171000110899,"Asplenium affine","铁角蕨属匙形铁角蕨","tiě jiǎo jué shǔ chí xíng tiě jiǎo jué","miltwaste + forms instrument nouns | neighbouring","splinplantformduzfliz flid","latin","","","splinplantformduzfliz","flid"
T20171000110901,"Asplenium aitchisonii","铁角蕨属高山铁角蕨","tiě jiǎo jué shǔ gāo shān tiě jiǎo jué","miltwaste + forms instrument nouns | tall + mountain","splinplantformduzfliz tolmant","chinese","","","splinplantformduzfliz","tolmant"
T20171000110907,"Asplenium altajense","铁角蕨属阿尔泰铁角蕨","tiě jiǎo jué shǔ ā ěr tài tiě jiǎo jué","miltwaste + forms instrument nouns","","latin","splinplantformduzfliz","","splinplantformduzfliz",""
T20171000110910,"Asplenium anogrammoides","铁角蕨属广布铁角蕨","tiě jiǎo jué shǔ guǎng bù tiě jiǎo jué","miltwaste + forms instrument nouns | anus + gram","splinplantformduzfliz kauglgram","latin","","","splinplantformduzfliz","kauglgram"
T20171000110913,"Asplenium antiquum","铁角蕨属大鳞巢蕨","tiě jiǎo jué shǔ dà lín cháo jué","miltwaste + forms instrument nouns | ancient","splinplantformduzfliz naul","latin","","","splinplantformduzfliz","naul"
T20171000110917,"Asplenium antrophyoides","铁角蕨属狭翅巢蕨","tiě jiǎo jué shǔ xiá chì cháo jué","miltwaste + forms instrument nouns | not + nutrition","splinplantformduzfliz fiztwix","latin","","","splinplantformduzfliz","fiztwix"
T20171000110924,"Asplenium asterolepis","铁角蕨属黑鳞铁角蕨","tiě jiǎo jué shǔ hēi lín tiě jiǎo jué","miltwaste + forms instrument nouns | black + scale","splinplantformduzfliz bulkij","chinese","","","splinplantformduzfliz","bulkij"
T20171000110925,"Asplenium austrochinense","铁角蕨属华南铁角蕨","tiě jiǎo jué shǔ huá nán tiě jiǎo jué","miltwaste + forms instrument nouns | flowery + south","splinplantformduzfliz xaflut","chinese","","","splinplantformduzfliz","xaflut"
T20171000110932,"Asplenium bullatum","铁角蕨属大盖铁角蕨","tiě jiǎo jué shǔ dà gài tiě jiǎo jué","miltwaste + forms instrument nouns | bubbled","splinplantformduzfliz yaf","latin","","","splinplantformduzfliz","yaf"
T20171000110937,"Asplenium capillipes","铁角蕨属线柄铁角蕨","tiě jiǎo jué shǔ xiàn bǐng tiě jiǎo jué","miltwaste + forms instrument nouns | hair + foot","splinplantformduzfliz cexpof","latin","","","splinplantformduzfliz","cexpof"
T20171000110939,"Asplenium castaneoviride","铁角蕨属东海铁角蕨","tiě jiǎo jué shǔ dōng hǎi tiě jiǎo jué","miltwaste + forms instrument nouns | pure + weave + green","splinplantformduzfliz fivwivgun","latin","","","splinplantformduzfliz","fivwivgun"
T20171000110942,"Asplenium caucasicum","铁角蕨属高加索铁角蕨","tiě jiǎo jué shǔ gāo jiā suǒ tiě jiǎo jué","miltwaste + forms instrument nouns | tall + add to + large rope","splinplantformduzfliz tolCivritbifrop","chinese","","","splinplantformduzfliz","tolCivritbifrop"
T20171000110944,"Asplenium ceterach","铁角蕨属药蕨","tiě jiǎo jué shǔ yào jué","miltwaste + forms instrument nouns | other + scab","splinplantformduzfliz korwundkrast","latin","","","splinplantformduzfliz","korwundkrast"
