rock,certainty,syllables,invented,tune,english
takuna,held,3,1,dajoq,sturdy
takuna,held,3,1,dajor,thick
takuna,held,3,1,dajul,jewel
takuna,held,3,1,dajun,exchange
takuna,held,3,1,daxon,decrease
takuna,held,3,1,daxur,jargon
takuna,held,3,1,sagor,swagger
takuna,held,3,1,sagul,scuttle
takuna,held,3,1,sagun,squander
takuna,held,3,1,sakol,succulent
takuna,held,3,1,sakon,sack
takuna,held,3,1,sakur,scare
takuna,held,3,1,tagor,tug
takuna,held,3,1,tagul,compensation
takuna,held,3,1,tagun,antagonize
takuna,held,3,1,tajor,charge (electricity)
takuna,held,3,1,tajul,tide
takuna,held,3,1,tajun,propagate
takuna,held,3,1,takol,tackle
takuna,held,3,1,takon,octopus
takuna,held,3,1,takur,incident
takuna,held,3,1,taxol,shell
takuna,held,3,1,taxon,confess
takuna,held,3,1,taxuq,admit
takuna,held,3,1,zakur,scrounge
takupa,held,3,1,daxop,chapter
takupa,held,3,1,sakop,scrap
takupa,held,3,1,taxop,chip
takupa,held,3,1,zakof,erect
takuta,held,3,1,dajod,judge
takuta,held,3,1,dajus,juice
takuta,held,3,1,dayut,dependent
takuta,held,3,1,sagod,scowl
takuta,held,3,1,sakos,scarce
takuta,held,3,1,sakud,seclude
takuta,held,3,1,sayut,10^9
takuta,held,3,1,tagod,corporation
takuta,held,3,1,tajod,dismal
takuta,held,3,1,taxos,huddle
takuta,held,3,1,taxud,menu
takuta,held,3,1,zakut,privilege
tamaka,held,3,1,samag,smug
tamana,held,3,1,camal,drunk
tamana,held,3,1,damal,extend
tamana,held,3,1,daman,diamond
tamana,held,3,1,samal,small
tamana,held,3,1,saman,partial (semi-)
tamana,held,3,1,tamal,transcribe
tamana,held,3,1,taman,price
tamana,held,3,1,zamal,exemplary
tamata,held,3,1,samas,course
tamika,held,3,1,damik,donkey
tamika,held,3,1,samej,smudge
tamika,held,3,1,samik,sign
tamika,held,3,1,tamik,incentive
tamima,held,3,1,Camem,obnoxious
tamima,held,3,1,tamem,meditate
tamina,held,3,1,sameq,summary
tamina,held,3,1,samin,reminiscient
tamina,held,3,1,tamin,contaminate
tamina,held,3,1,zamin,examine
tamita,held,3,1,tamis,stimulate
tamuka,held,3,1,samox,smash
tamuna,held,3,1,damor,diameter
tamuna,held,3,1,damun,doom
tamuna,held,3,1,samor,summer
tamuna,held,3,1,samul,smile
tamuna,held,3,1,samun,summon
tamuna,held,3,1,tamor,date (fruit)
tamuna,held,3,1,tamul,lyrics
tamuna,held,3,1,tamun,tampon
tamuna,held,3,1,zamor,prune (fruit)
tamuna,held,3,1,zamul,example
tamupa,held,3,1,camob,blaze
tamupa,held,3,1,damup,dam
tamupa,held,3,1,samup,sentence (text)
tamupa,held,3,1,tamup,temperature
tamuta,held,3,1,damot,demote
tamuta,held,3,1,samot,simultaneous
tamuta,held,3,1,tamot,tumultuous
tanaka,held,3,1,canaj,engender
tanaka,held,3,1,carak,10^33
tanaka,held,3,1,darag,drag
tanaka,held,3,1,salaj,soldier
tanaka,held,3,1,sanax,snatch
tanaka,held,3,1,sarag,snore
tanaka,held,3,1,talax,tout
tanaka,held,3,1,tarag,10^42
tanaka,held,3,1,zalax,toe
tanaka,held,3,1,zarak,open
tanama,held,3,1,canam,undermine
tanama,held,3,1,dalam,pity
tanama,held,3,1,danam,dawn
tanama,held,3,1,salam,salamander
tanama,held,3,1,sanam,sentiment
tanana,held,3,1,caral,hill
tanana,held,3,1,caran,ion
tanana,held,3,1,dalar,delirious
tanana,held,3,1,danaq,pawn
tanana,held,3,1,daral,dry
tanana,held,3,1,daran,damn/dam
tanana,held,3,1,salaq,sling
tanana,held,3,1,salar,slur
tanana,held,3,1,sanaq,bulk
tanana,held,3,1,sanar,snare (drum)
tanana,held,3,1,saral,swirl
tanana,held,3,1,saran,surround
tanana,held,3,1,talaq,talent
tanana,held,3,1,tanaq,candid
tanana,held,3,1,taral,trail
tanana,held,3,1,zalar,exhilarate
tanana,held,3,1,zanar,exonerate
tanana,held,3,1,zaran,tragedy
tanapa,held,3,1,carav,thrive
tanapa,held,3,1,daraf,draft (version)
tanapa,held,3,1,saraf,certify
tanapa,held,3,1,tarav,travel
tanapa,held,3,1,zalab,fermion
tanata,held,3,1,caras,thorax
tanata,held,3,1,dalac,cuckold
tanata,held,3,1,dalat,suck
tanata,held,3,1,danat,denote
tanata,held,3,1,daraz,douse
tanata,held,3,1,salat,insulate
tanata,held,3,1,sanat,senate
tanata,held,3,1,saraz,feature
tanata,held,3,1,talaC,spell (charm)
tanata,held,3,1,talat,toilet
tanata,held,3,1,tanat,twin
tanata,held,3,1,taras,torus
tanika,held,3,1,dalik,approximate
tanika,held,3,1,darek,directory
tanika,held,3,1,salex,slash
tanika,held,3,1,salik,circle
tanika,held,3,1,saneg,snug
tanika,held,3,1,sarek,discern
tanika,held,3,1,talik,twirl
tanika,held,3,1,taneg,transduction
tanika,held,3,1,tanix,elastic
tanika,held,3,1,tarek,track (path)
tanika,held,3,1,tarix,sketch
tanika,held,3,1,zanek,abandon
tanima,held,3,1,canim,enmesh
tanima,held,3,1,dalem,dilemma
tanima,held,3,1,darim,philosophical system
tanima,held,3,1,salem,slap
tanima,held,3,1,tanim,sweet (emotion)
tanima,held,3,1,tarim,hibernation
tanima,held,3,1,zanim,transpose
tanina,held,3,1,cariq,thread
tanina,held,3,1,dalin,dally
tanina,held,3,1,danen,donation
tanina,held,3,1,daniq,dine
tanina,held,3,1,daren,dwarf
tanina,held,3,1,saleq,salary
tanina,held,3,1,salin,silly
tanina,held,3,1,saniq,snare (trap)
tanina,held,3,1,saren,axle
tanina,held,3,1,sariq,sorry
tanina,held,3,1,talin,tally
tanina,held,3,1,tanen,attention
tanina,held,3,1,taniq,snoop
tanina,held,3,1,taren,neutrino
tanina,held,3,1,tariq,truss
tanina,held,3,1,zanen,delve
tanina,held,3,1,zaren,alien
tanipa,held,3,1,Carev,forever
tanipa,held,3,1,daliv,dew
tanipa,held,3,1,darev,candela (measurement)
tanipa,held,3,1,saleb,celebrate
tanipa,held,3,1,saliv,salvation
tanipa,held,3,1,sanev,swallow (bird)
tanipa,held,3,1,sanib,snob
tanipa,held,3,1,sarev,entire
tanipa,held,3,1,tanib,fir (tree)
tanipa,held,3,1,zalip,funeral
tanita,held,3,1,canez,analyze
tanita,held,3,1,carez,arise
tanita,held,3,1,carit,threat
tanita,held,3,1,dalis,delicacy
tanita,held,3,1,dares,dress (put on clothes)
tanita,held,3,1,darid,put
tanita,held,3,1,saleC,seal
tanita,held,3,1,salis,faint (light)
tanita,held,3,1,sanes,since
tanita,held,3,1,sares,potent
tanita,held,3,1,sarid,side
tanita,held,3,1,taliz,translate
tanita,held,3,1,tanez,naive
tanita,held,3,1,tarez,reptile
tanita,held,3,1,tariC,truce
tanita,held,3,1,tarid,cod (fish)
tanita,held,3,1,zaliz,marsh (land)
tanita,held,3,1,zanez,war
tanita,held,3,1,zarit,sow
tanuka,held,3,1,carox,threshold
tanuka,held,3,1,carug,amphibian
tanuka,held,3,1,daroj,dredge
tanuka,held,3,1,tarox,torsion
tanuma,held,3,1,carom,revolution (society)
tanuma,held,3,1,darom,human
tanuma,held,3,1,salum,seldom
tanuma,held,3,1,sarom,swerve
tanuma,held,3,1,tanum,wire
tanuma,held,3,1,tarom,translation
tanuna,held,3,1,Calol,dispicable
tanuna,held,3,1,canur,thunder
tanuna,held,3,1,caroq,plenty
tanuna,held,3,1,carul,throttle
tanuna,held,3,1,dalol,matter (physics)
tanuna,held,3,1,dalon,road
tanuna,held,3,1,danol,download
tanuna,held,3,1,danur,dinosaur
tanuna,held,3,1,daror,drop in
tanuna,held,3,1,darul,drool
tanuna,held,3,1,darun,draw
tanuna,held,3,1,salol,swaddle
tanuna,held,3,1,salon,slant
tanuna,held,3,1,saluq,swallow
tanuna,held,3,1,salur,my
tanuna,held,3,1,sanol,snuggle
tanuna,held,3,1,sanon,snipe
tanuna,held,3,1,sanur,snarl
tanuna,held,3,1,sarun,surrender
tanuna,held,3,1,talon,towel
tanuna,held,3,1,talur,tire (car)
tanuna,held,3,1,tanol,tunnel
tanuna,held,3,1,tanon,tendency
tanuna,held,3,1,tanur,tensor
tanuna,held,3,1,taroq,triangle
tanuna,held,3,1,taror,terror
tanuna,held,3,1,tarul,trot
tanuna,held,3,1,tarun,transform
tanuna,held,3,1,zanol,exhibit
tanupa,held,3,1,dalop,weapon
tanupa,held,3,1,dalov,deliver
tanupa,held,3,1,darup,drop
tanupa,held,3,1,daruv,put on
tanupa,held,3,1,salop,slop
tanupa,held,3,1,salov,solvent
tanupa,held,3,1,sanop,snap
tanupa,held,3,1,sarup,syrup
tanupa,held,3,1,talop,satisfy
tanupa,held,3,1,tarup,topology
tanuta,held,3,1,dalud,delude
tanuta,held,3,1,danoz,dance
tanuta,held,3,1,danud,dignity
tanuta,held,3,1,darot,dire
tanuta,held,3,1,darus,radius
tanuta,held,3,1,salos,cellulose
tanuta,held,3,1,salud,slide
tanuta,held,3,1,sanud,sand
tanuta,held,3,1,sarot,certain
tanuta,held,3,1,sarus,sarcasm
tanuta,held,3,1,tanos,tense
tanuta,held,3,1,tarot,tolerate
tanuta,held,3,1,taruz,thrush (bird)
tanuta,held,3,1,zalut,grill
tapaka,held,3,1,dabak,adhere
tapaka,held,3,1,sabak,supplier
tapaka,held,3,1,safag,safeguard
tapaka,held,3,1,sapax,speck
tapaka,held,3,1,savaj,savage
tapama,held,3,1,capam,optimize
tapama,held,3,1,sapam,spam
tapama,held,3,1,savam,welcome
tapama,held,3,1,zapam,fury
tapana,held,3,1,cafal,avow
tapana,held,3,1,dafan,defense
tapana,held,3,1,sabal,splash
tapana,held,3,1,saban,say
tapana,held,3,1,safal,bench
tapana,held,3,1,safan,savanna
tapana,held,3,1,sapar,barber
tapana,held,3,1,savar,several
tapana,held,3,1,tabal,spice (action)
tapana,held,3,1,tapar,apple
tapana,held,3,1,zapar,sprint
tapapa,held,3,1,dabav,dub
tapapa,held,3,1,safav,silver
tapapa,held,3,1,sapab,present (now)
tapata,held,3,1,sabas,spice
tapata,held,3,1,safas,sigh
tapika,held,3,1,dapek,shiver
tapika,held,3,1,davek,ejaculate
tapika,held,3,1,sabej,subject
tapika,held,3,1,safik,suffix
tapika,held,3,1,sapek,respect
tapika,held,3,1,savek,knife
tapika,held,3,1,savix,sufficient
tapika,held,3,1,tafik,duty
tapika,held,3,1,tapek,topic
tapima,held,3,1,sabem,polite
tapima,held,3,1,sapim,submissive
tapima,held,3,1,tapim,coordinate (action)
tapina,held,3,1,caven,avenge
tapina,held,3,1,daven,generate
tapina,held,3,1,sabin,spawn
tapina,held,3,1,sapen,spine
tapina,held,3,1,saven,savant
tapita,held,3,1,dapic,depth
tapita,held,3,1,dapid,dilapidate
tapita,held,3,1,sabed,subdivide
tapita,held,3,1,sapes,suppress
tapita,held,3,1,sapid,subsidy
tapita,held,3,1,tabis,tapestry
tapita,held,3,1,zabet,exacerbate
tapita,held,3,1,zapit,spry
tapita,held,3,1,zavit,angle
tapuma,held,3,1,sabom,submerge
tapuna,held,3,1,capol,uphold
tapuna,held,3,1,dapol,deplete
tapuna,held,3,1,davur,divert
tapuna,held,3,1,sabor,patient
tapuna,held,3,1,sabul,supply
tapuna,held,3,1,sabun,soap
tapuna,held,3,1,safor,sapphire
tapuna,held,3,1,sapol,spot
tapuna,held,3,1,sapon,spend
tapuna,held,3,1,sapuq,spa
tapuna,held,3,1,sapur,spark
tapuna,held,3,1,savon,flavor
tapuna,held,3,1,savuq,grape/berry
tapuna,held,3,1,savur,very
tapuna,held,3,1,tapur,tamper
tapuna,held,3,1,tavur,sanitation
tapuna,held,3,1,zapol,sprawl
tapupa,held,3,1,dabob,aware
tapupa,held,3,1,sapof,specify
tapupa,held,3,1,tabob,stable
taputa,held,3,1,dafot,defeat
taputa,held,3,1,dafuz,diffuse
taputa,held,3,1,sabuz,subsume
taputa,held,3,1,safot,soft
taputa,held,3,1,sapoz,suppose
taputa,held,3,1,saput,meal
taputa,held,3,1,savut,subvert
taputa,held,3,1,taboc,gazelle
taputa,held,3,1,tavut,tuck
tataka,strained,3,1,catak,pathetic
tataka,strained,3,1,dacak,stress
tataka,strained,3,1,dazak,daze
tataka,strained,3,1,sadaj,beside
tataka,strained,3,1,satag,stagger
tataka,strained,3,1,tadax,touch
tataka,strained,3,1,tasaj,toss
tataka,strained,3,1,tatag,turtle
tataka,strained,3,1,tazak,intersect
tatama,strained,3,1,cadam,itemize
tatama,strained,3,1,sadam,sincere
tatama,strained,3,1,tasam,testament
tatana,strained,3,1,cadar,autograph
tatana,strained,3,1,dasar,disability
tatana,strained,3,1,datal,deadlock
tatana,strained,3,1,dazal,dazzle
tatana,strained,3,1,dazan,gender
tatana,strained,3,1,sadar,cedar
tatana,strained,3,1,sasar,subscribe
tatana,strained,3,1,satal,stall
tatana,strained,3,1,satan,stand
tatana,strained,3,1,sazan,size
tatana,strained,3,1,taCar,apologize
tatana,strained,3,1,tadar,develop
tatana,strained,3,1,tasar,churn
tatana,strained,3,1,tatal,spade
tatana,strained,3,1,zasar,exasperate
tatana,strained,3,1,zatal,strut
tatapa,strained,3,1,dazaf,doze
tatapa,strained,3,1,sataf,stuff
tatika,held,3,1,datik,dart
tatika,held,3,1,sadix,stash
tatika,held,3,1,satex,such
tatika,held,3,1,satik,astringent
tatika,held,3,1,tadij,experiment
tatika,held,3,1,tatej,taunt
tatika,held,3,1,tatik,contradict
tatika,held,3,1,zadij,acrobat
tatima,held,3,1,catem,automate
tatima,held,3,1,dasim,dismiss
tatima,held,3,1,sadim,equipment
tatima,held,3,1,satem,rigid
tatima,held,3,1,tasim,delineate
tatina,held,3,1,daCen,starch
tatina,held,3,1,daden,bold
tatina,held,3,1,dasiq,distinct
tatina,held,3,1,datin,detonate
tatina,held,3,1,dazin,dizzy
tatina,held,3,1,saden,sudden
tatina,held,3,1,sasen,assassinate
tatina,held,3,1,sateq,stalk
tatina,held,3,1,satin,stunning
tatina,held,3,1,taden,tarnish
tatina,held,3,1,zatin,anxiety
tatipa,held,3,1,dadep,drop off
tatipa,held,3,1,dasep,dissipate
tatipa,held,3,1,dazip,disappear
tatipa,held,3,1,sadep,strap
tatipa,held,3,1,sasep,suspend
tatipa,held,3,1,sateb,stab
tatipa,held,3,1,sativ,steady
tatipa,held,3,1,tadep,trapezoid
tatipa,held,3,1,tadev,chide
tatuka,held,3,1,casux,eschew
tatuka,held,3,1,dasok,skid
tatuka,held,3,1,sadok,salt
tatuka,held,3,1,sadux,stature
tatuka,held,3,1,satoj,storage
tatuka,held,3,1,tasok,lake
tatuka,held,3,1,tatox,attach
tatuma,held,3,1,sadum,stump (tree)
tatuma,held,3,1,satom,stammer
tatuna,held,3,1,cadur,thud
tatuna,held,3,1,casol,assail
tatuna,held,3,1,catun,atone
tatuna,held,3,1,dadol,avenue
tatuna,held,3,1,dasol,disclose
tatuna,held,3,1,dazul,educate
tatuna,held,3,1,dazun,tough
tatuna,held,3,1,saCur,smother
tatuna,held,3,1,sadol,saddle
tatuna,held,3,1,sadon,steward
tatuna,held,3,1,sadur,tidy
tatuna,held,3,1,sator,star
tatuna,held,3,1,satul,subtle
tatuna,held,3,1,satun,reverberate
tatuna,held,3,1,tadol,tattle
tatuna,held,3,1,tadon,trunk (tree)
tatuna,held,3,1,tasol,tassel
tatuna,held,3,1,tator,totter
tatuna,held,3,1,tatul,tattoo
tatuna,held,3,1,zator,strand
tatupa,held,3,1,satup,stupid
tikaka,held,3,1,dejax,eminent
tikaka,held,3,1,dijax,diet
tikaka,held,3,1,dikak,physical
tikaka,held,3,1,dixak,dish
tikaka,held,3,1,segax,section
tikaka,held,3,1,sigax,sink
tikaka,held,3,1,sikak,seek
tikaka,held,3,1,tikak,tick (sound)
tikaka,held,3,1,tixak,check
tikama,held,3,1,cigam,rely
tikama,held,3,1,dejam,gym
tikama,held,3,1,digam,predicament
tikama,held,3,1,dijam,lash
tikama,held,3,1,segam,segment
tikama,held,3,1,sigam,scream
tikama,held,3,1,tijam,strange
tikana,held,3,1,degar,degrade
tikana,held,3,1,dejaq,alert
tikana,held,3,1,dejar,run into
tikana,held,3,1,dekal,palm
tikana,held,3,1,dexan,blond
tikana,held,3,1,digar,denigrate
tikana,held,3,1,dijaq,spite
tikana,held,3,1,dijar,deer
tikana,held,3,1,dikal,declare
tikana,held,3,1,dikan,decline
tikana,held,3,1,dixal,kind (pleasant)
tikana,held,3,1,segar,scrape
tikana,held,3,1,sekal,sculpt
tikana,held,3,1,sigar,swig
tikana,held,3,1,sikal,skill
tikana,held,3,1,sikan,skin
tikana,held,3,1,siyan,slender
tikana,held,3,1,tejaq,frail
tikana,held,3,1,tejar,shrill
tikana,held,3,1,tekal,twinkle
tikana,held,3,1,tekan,standard
tikana,held,3,1,texal,reassure
tikana,held,3,1,texan,defect
tikana,held,3,1,tijaq,jiggle
tikana,held,3,1,tijar,cherry
tikana,held,3,1,tikal,tickle
tikana,held,3,1,tikan,slit
tikana,held,3,1,zixal,least
tikapa,held,3,1,dijab,gibberish
tikapa,held,3,1,dixav,dishevel
tikapa,held,3,1,sekap,scape (scenery)
tikapa,held,3,1,sigab,scribble
tikapa,held,3,1,sikaf,sycophant
tikapa,held,3,1,texaf,deficient
tikapa,held,3,1,texap,chipper
tikapa,held,3,1,tijab,innocent
tikapa,held,3,1,tixaf,diligent
tikapa,held,3,1,zikap,affinity
tikata,held,3,1,cekas,excise
tikata,held,3,1,dejad,strive
tikata,held,3,1,segad,sacred
tikata,held,3,1,sikaz,squeeze
tikata,held,3,1,tejad,outcast
tikata,held,3,1,tekas,rodentia
tikata,held,3,1,texaz,precursor
tikata,held,3,1,tixaz,resign
tikika,strained,3,1,cekij,think over
tikika,strained,3,1,dijek,reject
tikika,strained,3,1,sekix,switch
tikika,strained,3,1,sigek,percept
tikika,strained,3,1,sikex,sanction
tikika,strained,3,1,texix,bias
tikika,strained,3,1,tigek,take
tikika,strained,3,1,tixex,charity
tikima,strained,3,1,sekim,minimum
tikima,strained,3,1,texim,dreary
tikina,strained,3,1,dejin,gene
tikina,strained,3,1,dexiq,vigilant
tikina,strained,3,1,digen,decay
tikina,strained,3,1,dijen,indecision
tikina,strained,3,1,dixeq,boy/girl friend
tikina,strained,3,1,segin,squint
tikina,strained,3,1,sekiq,ski
tikina,strained,3,1,sigen,subsequent
tikina,strained,3,1,tegin,technique
tikina,strained,3,1,tejin,premise
tikina,strained,3,1,tekiq,take care of
tikina,strained,3,1,texiq,q sound
tikina,strained,3,1,tijen,chicken
tikina,strained,3,1,tixeq,tick (step)
tikipa,strained,3,1,dejip,over
tikipa,strained,3,1,tejip,chop
tikita,strained,3,1,ciket,equate
tikita,strained,3,1,dejis,gist
tikita,strained,3,1,dekit,duct
tikita,strained,3,1,dexit,jet
tikita,strained,3,1,dijes,adjacent
tikita,strained,3,1,diked,dictate
tikita,strained,3,1,dixed,aggress
tikita,strained,3,1,sekit,sweet
tikita,strained,3,1,sexit,satiate
tikita,strained,3,1,siked,cicada
tikita,strained,3,1,tekit,aim
tikita,strained,3,1,texit,shit
tikita,strained,3,1,tiked,extricate
tikita,strained,3,1,zigez,zigzag
tikita,strained,3,1,ziket,syncopate
tikuka,held,3,1,dejok,joke
tikuka,held,3,1,dejuj,frugal
tikuka,held,3,1,dijog,jeer
tikuka,held,3,1,dijuj,fabricate
tikuka,held,3,1,sekuk,around/surround
tikuka,held,3,1,sikoj,skit
tikuka,held,3,1,tegok,dare
tikuka,held,3,1,tejok,chocolate
tikuka,held,3,1,tejux,statement
tikuka,held,3,1,tekuk,caribou
tikuka,held,3,1,texuk,garage
tikuka,held,3,1,tixoj,lasting
tikuka,held,3,1,tixug,undulate
tikuka,held,3,1,zikox,philosophy
tikuka,held,3,1,zikuk,flare
tikuma,held,3,1,dejum,burn
tikuma,held,3,1,dijum,unravel
tikuma,held,3,1,sekom,scamper
tikuma,held,3,1,texom,chamber
tikuna,held,3,1,dejol,juggle
tikuna,held,3,1,dejon,jade
tikuna,held,3,1,dejuq,relieve
tikuna,held,3,1,dejur,jowl
tikuna,held,3,1,digon,dignify
tikuna,held,3,1,digur,dig
tikuna,held,3,1,dijol,digital
tikuna,held,3,1,dijon,disjoint
tikuna,held,3,1,dijuq,jingle
tikuna,held,3,1,dijur,relative
tikuna,held,3,1,dikor,remembrance
tikuna,held,3,1,dixun,restrain
tikuna,held,3,1,segol,sculpture
tikuna,held,3,1,segur,saw (cut)
tikuna,held,3,1,sekor,score
tikuna,held,3,1,sekul,scalar (math)
tikuna,held,3,1,sigur,cigarette
tikuna,held,3,1,sikor,screen (display)
tikuna,held,3,1,sikul,squeal
tikuna,held,3,1,tegol,tangle
tikuna,held,3,1,tejon,legacy
tikuna,held,3,1,tejur,char
tikuna,held,3,1,texoq,commit
tikuna,held,3,1,texor,moreover
tikuna,held,3,1,texul,mastermind
tikuna,held,3,1,texun,chasten
tikuna,held,3,1,tigur,odd
tikuna,held,3,1,tijon,bronze
tikuna,held,3,1,tijuq,frivolity
tikuna,held,3,1,tijur,flimsy
tikuna,held,3,1,tikul,tweak
tikuna,held,3,1,tixor,cheer
tikuna,held,3,1,tixul,gear
tikuna,held,3,1,zikor,screech
tikupa,held,3,1,segub,scab
tikupa,held,3,1,sikuv,refusal
tikuta,held,3,1,cegos,engross.
tikuta,held,3,1,dejoz,jest
tikuta,held,3,1,dekod,decode
tikuta,held,3,1,deyot,doubt
tikuta,held,3,1,dijoz,jeez
tikuta,held,3,1,dijut,basis
tikuta,held,3,1,dikus,cram
tikuta,held,3,1,dixuz,overdo
tikuta,held,3,1,sekod,skate
tikuta,held,3,1,seyot,slight
tikuta,held,3,1,sigut,execute
tikuta,held,3,1,tekod,trek
tikuta,held,3,1,texod,thorough
tikuta,held,3,1,texus,chase
tikuta,held,3,1,tigos,tiger
tikuta,held,3,1,tigut,intricate
tikuta,held,3,1,tijut,cheat
tikuta,held,3,1,tixus,climate
tikuta,held,3,1,zekot,suspect
timana,held,3,1,cimar,theme
timana,held,3,1,demar,democrat
timana,held,3,1,semar,smart
timana,held,3,1,simaq,seem
timana,held,3,1,simar,similar
timana,held,3,1,timaq,teem
timana,held,3,1,zemar,fright
timata,held,3,1,demat,damp
timata,held,3,1,semat,wholesome
timata,held,3,1,simad,smidgin
timata,held,3,1,temat,intimidate
timata,held,3,1,timad,timid
timina,strained,3,1,dimen,demon
timina,strained,3,1,semin,meson
timina,strained,3,1,simen,simultaenous
timipa,strained,3,1,simep,simplex
timita,strained,3,1,demiz,democracy
timita,strained,3,1,dimez,devise
timita,strained,3,1,sewit,silhouette
timuka,held,3,1,dimux,diminution
timuma,held,3,1,zimum,contraction
timuna,held,3,1,dimol,demolish
timuna,held,3,1,dimon,imagination
timuna,held,3,1,semol,mile
timuna,held,3,1,semon,seminar
timuna,held,3,1,simol,smell
timuna,held,3,1,simon,indicate
timuna,held,3,1,temur,temper
timupa,held,3,1,cimop,impound
timupa,held,3,1,demop,dump
timupa,held,3,1,temop,tempo
timuta,held,3,1,cemut,impute
timuta,held,3,1,simos,symbiosis
tinaka,held,3,1,derax,hyphen
tinaka,held,3,1,dilak,delectable
tinaka,held,3,1,dinak,deny
tinaka,held,3,1,dirax,direction
tinaka,held,3,1,silak,select
tinaka,held,3,1,sinak,sneak
tinaka,held,3,1,teraj,trudge
tinaka,held,3,1,tilak,strategy
tinaka,held,3,1,tinak,toy
tinaka,held,3,1,tiraj,treasure
tinama,held,3,1,ciram,theorem
tinama,held,3,1,deram,drama
tinama,held,3,1,seram,creep
tinama,held,3,1,teram,trauma
tinama,held,3,1,tiram,triumph
tinama,held,3,1,ziram,movement (political/etc.)
tinana,held,3,1,cenan,inventory
tinana,held,3,1,cinan,thin
tinana,held,3,1,delan,delta (water)
tinana,held,3,1,denal,drab
tinana,held,3,1,dilan,dill
tinana,held,3,1,dinan,denounce
tinana,held,3,1,dirar,elm (tree)
tinana,held,3,1,selan,silt
tinana,held,3,1,senan,conscientious
tinana,held,3,1,silan,seal (connect)
tinana,held,3,1,sinal,assimilate
tinana,held,3,1,sinan,sneer
tinana,held,3,1,sirar,circumscribe
tinana,held,3,1,telan,fin
tinana,held,3,1,tenal,potential
tinana,held,3,1,tenan,tenant
tinana,held,3,1,teraq,tranquil
tinana,held,3,1,terar,rumble
tinana,held,3,1,tilan,bother
tinana,held,3,1,tirar,TRUE
tinana,held,3,1,zilan,resilient
tinana,held,3,1,zirar,pertaining to x (pleasantry)
tinapa,held,3,1,cinap,inept
tinapa,held,3,1,denap,dune
tinapa,held,3,1,selap,slope
tinapa,held,3,1,telap,bid
tinapa,held,3,1,zelav,dissolve
tinata,held,3,1,cirat,threaten
tinata,held,3,1,derat,direct
tinata,held,3,1,dirad,deride
tinata,held,3,1,senas,snot
tinata,held,3,1,serat,stability
tinata,held,3,1,sinas,synthesize
tinata,held,3,1,siraC,slither
tinata,held,3,1,sirad,sardonic
tinata,held,3,1,telas,tall
tinata,held,3,1,terat,deteriorate
tinata,held,3,1,tirad,towards
tinata,held,3,1,zirat,factorial (math)
tinika,strained,3,1,celik,think
tinika,strained,3,1,delig,magnitude
tinika,strained,3,1,selig,swell
tinika,strained,3,1,senij,singe
tinika,strained,3,1,telig,dodge
tinika,strained,3,1,terix,tetration
tinika,strained,3,1,tirex,treat
tinika,strained,3,1,zelik,hand
tinika,strained,3,1,zenix,authentic
tinima,strained,3,1,denim,responsible
tinima,strained,3,1,derim,dream
tinima,strained,3,1,tinem,tin
tinima,strained,3,1,tirem,terminate
tinina,strained,3,1,delin,dolphin
tinina,strained,3,1,dilen,delay
tinina,strained,3,1,selin,cylinder
tinina,strained,3,1,silen,silence
tinina,strained,3,1,telin,defiant
tinina,strained,3,1,teriq,tea
tinipa,strained,3,1,derib,10^6
tinipa,strained,3,1,seliv,salvage
tinipa,strained,3,1,silep,sleep
tinita,strained,3,1,cinet,internal
tinita,strained,3,1,denit,dense
tinita,strained,3,1,dined,danger
tinita,strained,3,1,diret,mote
tinita,strained,3,1,selis,slice
tinita,strained,3,1,senic,synthetic
tinita,strained,3,1,senit,insinuate
tinita,strained,3,1,siles,pardon
tinita,strained,3,1,sined,saint
tinita,strained,3,1,siret,rent
tinita,strained,3,1,teliz,transfix
tinita,strained,3,1,tenit,tiny
tinita,strained,3,1,tined,teenager
tinita,strained,3,1,tiret,trait
tinuka,held,3,1,deluk,delicate
tinuka,held,3,1,denuk,dent
tinuka,held,3,1,dirok,direct (focus)
tinuka,held,3,1,seluk,weak
tinuka,held,3,1,senox,censure
tinuka,held,3,1,senuk,snicker
tinuka,held,3,1,siloj,bush
tinuka,held,3,1,silug,slog
tinuka,held,3,1,sinug,disintegrate
tinuka,held,3,1,sirok,circuit
tinuka,held,3,1,teluk,chin
tinuka,held,3,1,tenuk,tank (do bad)
tinuka,held,3,1,terux,tortuous
tinuka,held,3,1,tinoj,tinge
tinuka,held,3,1,tirok,slam
tinuka,held,3,1,tirux,trash
tinuka,held,3,1,zinuk,dash (spurt)
tinuma,held,3,1,dilom,delimit
tinuma,held,3,1,dirum,proud
tinuma,held,3,1,silom,submit
tinuma,held,3,1,sinom,syndrome
tinuma,held,3,1,telom,abyss
tinuma,held,3,1,terum,trombone
tinuma,held,3,1,zilom,xylem
tinuna,held,3,1,cerol,toil
tinuna,held,3,1,ceron,south
tinuna,held,3,1,cirol,thrill
tinuna,held,3,1,derol,drill
tinuna,held,3,1,deron,drain
tinuna,held,3,1,derur,drop out
tinuna,held,3,1,dilor,accommodate
tinuna,held,3,1,dilun,discuss
tinuna,held,3,1,dirol,dribble
tinuna,held,3,1,diron,tuber (vegetable)
tinuna,held,3,1,seloq,slay
tinuna,held,3,1,selor,slurp
